budget_cogs,budget_net_sales,budget_opex,budget_trade_spend,budget_units,channel_id,month,sku_id,version
1821771,3795356,0,94884,161,CV,2023-09-01,SKU003,FY_BASE
1945440,4053000,0,101325,168,FS,2023-09-01,SKU003,FY_BASE
2511094,4972637,0,124316,183,MT,2023-09-01,SKU004,FY_BASE
2490014,4930892,0,123272,177,GT,2023-09-01,SKU004,FY_BASE
2359132,4671711,0,116793,186,EC,2023-09-01,SKU004,FY_BASE
2584764,5118522,0,127963,190,CV,2023-09-01,SKU004,FY_BASE
2318648,4591542,0,114789,167,FS,2023-09-01,SKU004,FY_BASE
3316295,6257160,0,156429,205,MT,2023-09-01,SKU005,FY_BASE
3038490,5733000,0,143325,184,GT,2023-09-01,SKU005,FY_BASE
2355998,4445280,0,111132,158,EC,2023-09-01,SKU005,FY_BASE
1901627,3587976,0,89699,119,CV,2023-09-01,SKU005,FY_BASE
3282282,6192984,0,154825,201,FS,2023-09-01,SKU005,FY_BASE
3030782,7048330,0,176208,208,MT,2023-09-01,SKU006,FY_BASE
3375549,7850115,0,196253,227,GT,2023-09-01,SKU006,FY_BASE
3067711,7134211,0,178355,228,EC,2023-09-01,SKU006,FY_BASE
2468912,5741655,0,143541,171,CV,2023-09-01,SKU006,FY_BASE
2753173,6402727,0,160068,187,FS,2023-09-01,SKU006,FY_BASE
3078327,6765554,0,169139,182,MT,2023-09-01,SKU007,FY_BASE
4087450,8983406,0,224585,236,GT,2023-09-01,SKU007,FY_BASE
3434632,7548641,0,188716,219,EC,2023-09-01,SKU007,FY_BASE
2940448,6462524,0,161563,175,CV,2023-09-01,SKU007,FY_BASE
3667945,8061417,0,201535,214,FS,2023-09-01,SKU007,FY_BASE
4377605,9120011,0,228000,225,MT,2023-09-01,SKU008,FY_BASE
3926286,8179762,0,204494,197,GT,2023-09-01,SKU008,FY_BASE
3948520,8226083,0,205652,219,EC,2023-09-01,SKU008,FY_BASE
4210315,8771490,0,219287,218,CV,2023-09-01,SKU008,FY_BASE
4568136,9516951,0,237924,232,FS,2023-09-01,SKU008,FY_BASE
4402544,8717908,0,217948,198,MT,2023-09-01,SKU009,FY_BASE
5065505,10030702,0,250768,224,GT,2023-09-01,SKU009,FY_BASE
5034113,9968540,0,249214,246,EC,2023-09-01,SKU009,FY_BASE
5140142,10178500,0,254462,234,CV,2023-09-01,SKU009,FY_BASE
4825249,9554948,0,238874,215,FS,2023-09-01,SKU009,FY_BASE
1645392,3104514,0,77613,181,MT,2023-09-01,SKU010,FY_BASE
2343978,4422600,0,110565,252,GT,2023-09-01,SKU010,FY_BASE
1926028,3634016,0,90850,229,EC,2023-09-01,SKU010,FY_BASE
1760688,3322053,0,83051,195,CV,2023-09-01,SKU010,FY_BASE
2020278,3811846,0,95296,219,FS,2023-09-01,SKU010,FY_BASE
2438122,5670050,0,141751,276,MT,2023-09-01,SKU011,FY_BASE
1883449,4380115,0,109503,209,GT,2023-09-01,SKU011,FY_BASE
1952089,4539742,0,113494,239,EC,2023-09-01,SKU011,FY_BASE
2192431,5098677,0,127467,251,CV,2023-09-01,SKU011,FY_BASE
2819616,6557247,0,163931,316,FS,2023-09-01,SKU011,FY_BASE
3159540,6944044,0,173601,291,MT,2023-09-01,SKU012,FY_BASE
2853063,6270469,0,156762,257,GT,2023-09-01,SKU012,FY_BASE
2644131,5811278,0,145282,264,EC,2023-09-01,SKU012,FY_BASE
2799137,6151950,0,153799,260,CV,2023-09-01,SKU012,FY_BASE
3192624,7016756,0,175419,291,FS,2023-09-01,SKU012,FY_BASE
3690040,7687583,0,192190,282,MT,2023-09-01,SKU013,FY_BASE
3823338,7965287,0,199132,287,GT,2023-09-01,SKU013,FY_BASE
2103062,4381379,0,109534,174,EC,2023-09-01,SKU013,FY_BASE
3284903,6843548,0,171089,254,CV,2023-09-01,SKU013,FY_BASE
3382147,7046140,0,176154,256,FS,2023-09-01,SKU013,FY_BASE
4180746,8278704,0,206968,271,MT,2023-09-01,SKU014,FY_BASE
4582633,9074520,0,226863,291,GT,2023-09-01,SKU014,FY_BASE
3801307,7527341,0,188184,267,EC,2023-09-01,SKU014,FY_BASE
3976620,7874496,0,196862,260,CV,2023-09-01,SKU014,FY_BASE
4519257,8949024,0,223726,290,FS,2023-09-01,SKU014,FY_BASE
5678889,10714885,0,267872,316,MT,2023-09-01,SKU015,FY_BASE
4410965,8322575,0,208064,240,GT,2023-09-01,SKU015,FY_BASE
4547813,8580780,0,214520,274,EC,2023-09-01,SKU015,FY_BASE
4629958,8735769,0,218394,260,CV,2023-09-01,SKU015,FY_BASE
4899525,9244386,0,231110,270,FS,2023-09-01,SKU015,FY_BASE
5212997,12123248,0,303081,326,MT,2023-09-01,SKU016,FY_BASE
3948706,9183038,0,229576,242,GT,2023-09-01,SKU016,FY_BASE
4519433,10510309,0,262758,306,EC,2023-09-01,SKU016,FY_BASE
4293129,9984020,0,249600,271,CV,2023-09-01,SKU016,FY_BASE
4927739,11459858,0,286496,304,FS,2023-09-01,SKU016,FY_BASE
2637200,5795895,0,144897,143,MT,2023-09-01,SKU017,FY_BASE
3365537,7396594,0,184915,178,GT,2023-09-01,SKU017,FY_BASE
2811701,6179402,0,154485,165,EC,2023-09-01,SKU017,FY_BASE
1938002,4259234,0,106481,106,CV,2023-09-01,SKU017,FY_BASE
3252642,7148479,0,178712,174,FS,2023-09-01,SKU017,FY_BASE
3476093,7241860,0,181046,165,MT,2023-09-01,SKU018,FY_BASE
3458473,7205152,0,180129,161,GT,2023-09-01,SKU018,FY_BASE
2780967,5793682,0,144842,143,EC,2023-09-01,SKU018,FY_BASE
3176788,6618308,0,165458,152,CV,2023-09-01,SKU018,FY_BASE
3154531,6571940,0,164298,148,FS,2023-09-01,SKU018,FY_BASE
1175835,2328386,0,58210,135,MT,2023-09-01,SKU019,FY_BASE
1665754,3298522,0,82463,188,GT,2023-09-01,SKU019,FY_BASE
1262737,2500470,0,62512,158,EC,2023-09-01,SKU019,FY_BASE
1334894,2643354,0,66084,155,CV,2023-09-01,SKU019,FY_BASE
1271041,2516913,0,62923,145,FS,2023-09-01,SKU019,FY_BASE
1542555,2910482,0,72762,142,MT,2023-09-01,SKU020,FY_BASE
1691516,3191540,0,79788,152,GT,2023-09-01,SKU020,FY_BASE
1772889,3345073,0,83627,176,EC,2023-09-01,SKU020,FY_BASE
2317871,4373341,0,109334,215,CV,2023-09-01,SKU020,FY_BASE
1824265,3442010,0,86050,166,FS,2023-09-01,SKU020,FY_BASE
1843305,4286756,0,107169,180,MT,2023-09-01,SKU021,FY_BASE
2013972,4683656,0,117091,192,GT,2023-09-01,SKU021,FY_BASE
1712359,3982230,0,99556,181,EC,2023-09-01,SKU021,FY_BASE
1973337,4589156,0,114729,194,CV,2023-09-01,SKU021,FY_BASE
1960639,4559625,0,113991,189,FS,2023-09-01,SKU021,FY_BASE
1924542,4229600,0,105740,155,MT,2023-09-01,SKU022,FY_BASE
2323298,5105953,0,127649,184,GT,2023-09-01,SKU022,FY_BASE
1813459,3985471,0,99637,159,EC,2023-09-01,SKU022,FY_BASE
2792247,6136571,0,153414,228,CV,2023-09-01,SKU022,FY_BASE
3009021,6612977,0,165324,240,FS,2023-09-01,SKU022,FY_BASE
2957230,6160896,0,154022,202,MT,2023-09-01,SKU023,FY_BASE
3270758,6814080,0,170352,218,GT,2023-09-01,SKU023,FY_BASE
2759630,5749229,0,143731,204,EC,2023-09-01,SKU023,FY_BASE
2926264,6096384,0,152410,202,CV,2023-09-01,SKU023,FY_BASE
2474600,5155416,0,128885,167,FS,2023-09-01,SKU023,FY_BASE
3595460,7119525,0,177988,210,MT,2023-09-01,SKU024,FY_BASE
4184664,8286232,0,207156,239,GT,2023-09-01,SKU024,FY_BASE
3569671,7068458,0,176711,226,EC,2023-09-01,SKU024,FY_BASE
3646757,7221099,0,180527,215,CV,2023-09-01,SKU024,FY_BASE
3687606,7301987,0,182550,213,FS,2023-09-01,SKU024,FY_BASE
4953715,9346633,0,233666,251,MT,2023-09-01,SKU025,FY_BASE
4591918,8663996,0,216600,228,GT,2023-09-01,SKU025,FY_BASE
4249632,8018174,0,200454,233,EC,2023-09-01,SKU025,FY_BASE
4184001,7894341,0,197359,214,CV,2023-09-01,SKU025,FY_BASE
4021224,7587216,0,189680,202,FS,2023-09-01,SKU025,FY_BASE
3243570,7543187,0,188580,186,MT,2023-09-01,SKU026,FY_BASE
4097278,9528553,0,238214,230,GT,2023-09-01,SKU026,FY_BASE
3384896,7871850,0,196796,210,EC,2023-09-01,SKU026,FY_BASE
3173339,7379859,0,184496,184,CV,2023-09-01,SKU026,FY_BASE
3592326,8354246,0,208856,204,FS,2023-09-01,SKU026,FY_BASE
4344425,9548186,0,238705,217,MT,2023-09-01,SKU027,FY_BASE
3942584,8665020,0,216626,193,GT,2023-09-01,SKU027,FY_BASE
3896038,8562721,0,214068,211,EC,2023-09-01,SKU027,FY_BASE
4402772,9676422,0,241911,223,CV,2023-09-01,SKU027,FY_BASE
4305086,9461728,0,236543,213,FS,2023-09-01,SKU027,FY_BASE
2226587,4638722,0,115968,270,MT,2023-09-01,SKU028,FY_BASE
2131693,4441028,0,111026,253,GT,2023-09-01,SKU028,FY_BASE
1720323,3584007,0,89600,226,EC,2023-09-01,SKU028,FY_BASE
1860349,3875728,0,96893,228,CV,2023-09-01,SKU028,FY_BASE
2249901,4687294,0,117182,270,FS,2023-09-01,SKU028,FY_BASE
2515096,4980158,0,124504,243,MT,2023-09-01,SKU029,FY_BASE
2156480,4270061,0,106752,204,GT,2023-09-01,SKU029,FY_BASE
2473676,4898143,0,122454,258,EC,2023-09-01,SKU029,FY_BASE
2833523,5610678,0,140267,276,CV,2023-09-01,SKU029,FY_BASE
2530430,5010521,0,125263,242,FS,2023-09-01,SKU029,FY_BASE
3481046,6568012,0,164200,275,MT,2023-09-01,SKU030,FY_BASE
4015148,7575750,0,189394,311,GT,2023-09-01,SKU030,FY_BASE
2957269,5579752,0,139494,253,EC,2023-09-01,SKU030,FY_BASE
3326270,6275981,0,156900,266,CV,2023-09-01,SKU030,FY_BASE
2564283,4838269,0,120957,201,FS,2023-09-01,SKU030,FY_BASE
3121330,7258907,0,181473,267,MT,2023-09-01,SKU031,FY_BASE
3625810,8432117,0,210803,303,GT,2023-09-01,SKU031,FY_BASE
2984881,6941583,0,173540,276,EC,2023-09-01,SKU031,FY_BASE
3514247,8172668,0,204317,303,CV,2023-09-01,SKU031,FY_BASE
3638292,8461145,0,211529,308,FS,2023-09-01,SKU031,FY_BASE
3401809,7476504,0,186913,245,MT,2023-09-01,SKU032,FY_BASE
2683044,5896800,0,147420,189,GT,2023-09-01,SKU032,FY_BASE
3573264,7853328,0,196333,278,EC,2023-09-01,SKU032,FY_BASE
4074099,8954064,0,223852,296,CV,2023-09-01,SKU032,FY_BASE
3230889,7100856,0,177521,230,FS,2023-09-01,SKU032,FY_BASE
4784321,9967335,0,249183,294,MT,2023-09-01,SKU033,FY_BASE
4710069,9812644,0,245316,284,GT,2023-09-01,SKU033,FY_BASE
4150336,8646533,0,216163,276,EC,2023-09-01,SKU033,FY_BASE
4751131,9898189,0,247455,295,CV,2023-09-01,SKU033,FY_BASE
4178319,8704831,0,217621,254,FS,2023-09-01,SKU033,FY_BASE
2646388,5240372,0,131009,141,MT,2023-09-01,SKU034,FY_BASE
2903437,5749380,0,143734,151,GT,2023-09-01,SKU034,FY_BASE
2371140,4695327,0,117383,136,EC,2023-09-01,SKU034,FY_BASE
2462338,4875916,0,121898,132,CV,2023-09-01,SKU034,FY_BASE
3492293,6915431,0,172886,184,FS,2023-09-01,SKU034,FY_BASE
3071824,5795895,0,144897,143,MT,2023-09-01,SKU035,FY_BASE
3528176,6656935,0,166423,161,GT,2023-09-01,SKU035,FY_BASE
3441966,6494276,0,162357,173,EC,2023-09-01,SKU035,FY_BASE
3151411,5946059,0,148651,148,CV,2023-09-01,SKU035,FY_BASE
3674577,6933164,0,173329,169,FS,2023-09-01,SKU035,FY_BASE
3451185,8026011,0,200650,183,MT,2023-09-01,SKU036,FY_BASE
3685459,8570835,0,214271,191,GT,2023-09-01,SKU036,FY_BASE
2930921,6816096,0,170402,168,EC,2023-09-01,SKU036,FY_BASE
2983259,6937812,0,173445,160,CV,2023-09-01,SKU036,FY_BASE
3848080,8949024,0,223726,202,FS,2023-09-01,SKU036,FY_BASE
1280612,2978168,0,74454,173,MT,2023-10-01,SKU001,FY_BASE
1101411,2561422,0,64036,146,GT,2023-10-01,SKU001,FY_BASE
824322,1917027,0,47926,121,EC,2023-10-01,SKU001,FY_BASE
883202,2053958,0,51349,121,CV,2023-10-01,SKU001,FY_BASE
1019532,2371005,0,59275,136,FS,2023-10-01,SKU001,FY_BASE
1539997,3384782,0,84620,165,MT,2023-10-01,SKU002,FY_BASE
1432048,3147520,0,78688,150,GT,2023-10-01,SKU002,FY_BASE
1177685,2588450,0,64711,136,EC,2023-10-01,SKU002,FY_BASE
1465635,3221340,0,80534,159,CV,2023-10-01,SKU002,FY_BASE
1120012,2461690,0,61542,119,FS,2023-10-01,SKU002,FY_BASE
1768851,3685106,0,92128,154,MT,2023-10-01,SKU003,FY_BASE
1928745,4018219,0,100455,165,GT,2023-10-01,SKU003,FY_BASE
1800338,3750705,0,93768,170,EC,2023-10-01,SKU003,FY_BASE
1631259,3398456,0,84961,144,CV,2023-10-01,SKU003,FY_BASE
1994076,4154325,0,103858,172,FS,2023-10-01,SKU003,FY_BASE
1645200,3257935,0,81448,120,MT,2023-10-01,SKU004,FY_BASE
2151136,4259824,0,106496,153,GT,2023-10-01,SKU004,FY_BASE
2025921,4011865,0,100297,160,EC,2023-10-01,SKU004,FY_BASE
1999265,3959078,0,98977,147,CV,2023-10-01,SKU004,FY_BASE
2216569,4389399,0,109735,160,FS,2023-10-01,SKU004,FY_BASE
2738069,5166168,0,129154,169,MT,2023-10-01,SKU005,FY_BASE
2066173,3898440,0,97461,125,GT,2023-10-01,SKU005,FY_BASE
2874318,5423242,0,135581,192,EC,2023-10-01,SKU005,FY_BASE
2557941,4826304,0,120658,160,CV,2023-10-01,SKU005,FY_BASE
2423046,4571784,0,114295,148,FS,2023-10-01,SKU005,FY_BASE
1591926,3702153,0,92554,109,MT,2023-10-01,SKU006,FY_BASE
2500407,5814900,0,145372,168,GT,2023-10-01,SKU006,FY_BASE
2389139,5556137,0,138903,177,EC,2023-10-01,SKU006,FY_BASE
2544645,5917779,0,147944,176,CV,2023-10-01,SKU006,FY_BASE
2505696,5827201,0,145680,170,FS,2023-10-01,SKU006,FY_BASE
2864801,6296267,0,157407,169,MT,2023-10-01,SKU007,FY_BASE
3651455,8025176,0,200629,211,GT,2023-10-01,SKU007,FY_BASE
3204560,7042990,0,176075,205,EC,2023-10-01,SKU007,FY_BASE
2641121,5804662,0,145117,158,CV,2023-10-01,SKU007,FY_BASE
3721885,8179967,0,204499,217,FS,2023-10-01,SKU007,FY_BASE
3129783,6520382,0,163010,161,MT,2023-10-01,SKU008,FY_BASE
3821863,7962215,0,199055,192,GT,2023-10-01,SKU008,FY_BASE
2607156,5431576,0,135789,145,EC,2023-10-01,SKU008,FY_BASE
3400639,7084665,0,177117,176,CV,2023-10-01,SKU008,FY_BASE
4258082,8871004,0,221775,216,FS,2023-10-01,SKU008,FY_BASE
4449132,8810162,0,220254,201,MT,2023-10-01,SKU009,FY_BASE
4447180,8806298,0,220157,196,GT,2023-10-01,SKU009,FY_BASE
4345687,8605321,0,215133,212,EC,2023-10-01,SKU009,FY_BASE
3595795,7120386,0,178010,164,CV,2023-10-01,SKU009,FY_BASE
4801711,9508338,0,237708,214,FS,2023-10-01,SKU009,FY_BASE
1836717,3465504,0,86638,202,MT,2023-10-01,SKU010,FY_BASE
1884949,3556508,0,88913,203,GT,2023-10-01,SKU010,FY_BASE
1519619,2867206,0,71680,181,EC,2023-10-01,SKU010,FY_BASE
1987874,3750705,0,93768,220,CV,2023-10-01,SKU010,FY_BASE
1923615,3629462,0,90737,209,FS,2023-10-01,SKU010,FY_BASE
1872625,4354943,0,108874,212,MT,2023-10-01,SKU011,FY_BASE
1987559,4622231,0,115556,220,GT,2023-10-01,SKU011,FY_BASE
1806539,4201253,0,105031,222,EC,2023-10-01,SKU011,FY_BASE
1550296,3605340,0,90134,177,CV,2023-10-01,SKU011,FY_BASE
1901602,4422330,0,110558,213,FS,2023-10-01,SKU011,FY_BASE
2760320,6066638,0,151666,254,MT,2023-10-01,SKU012,FY_BASE
2492063,5477062,0,136927,225,GT,2023-10-01,SKU012,FY_BASE
2475581,5440838,0,136021,247,EC,2023-10-01,SKU012,FY_BASE
2246082,4936444,0,123411,209,CV,2023-10-01,SKU012,FY_BASE
3342458,7346062,0,183652,304,FS,2023-10-01,SKU012,FY_BASE
2688654,5601362,0,140034,206,MT,2023-10-01,SKU013,FY_BASE
4005401,8344586,0,208615,300,GT,2023-10-01,SKU013,FY_BASE
2685838,5595496,0,139887,223,EC,2023-10-01,SKU013,FY_BASE
3325625,6928386,0,173210,257,CV,2023-10-01,SKU013,FY_BASE
3243535,6757364,0,168934,246,FS,2023-10-01,SKU013,FY_BASE
3937679,7797384,0,194935,255,MT,2023-10-01,SKU014,FY_BASE
3275672,6486480,0,162162,208,GT,2023-10-01,SKU014,FY_BASE
3082950,6104851,0,152621,216,EC,2023-10-01,SKU014,FY_BASE
3383334,6699672,0,167492,222,CV,2023-10-01,SKU014,FY_BASE
2816349,5576928,0,139423,181,FS,2023-10-01,SKU014,FY_BASE
5603422,10572494,0,264312,312,MT,2023-10-01,SKU015,FY_BASE
4430227,8358919,0,208973,242,GT,2023-10-01,SKU015,FY_BASE
3589462,6772569,0,169314,216,EC,2023-10-01,SKU015,FY_BASE
4200566,7925596,0,198140,236,CV,2023-10-01,SKU015,FY_BASE
5776483,10899024,0,272476,318,FS,2023-10-01,SKU015,FY_BASE
4775777,11106459,0,277661,298,MT,2023-10-01,SKU016,FY_BASE
3983043,9262890,0,231572,244,GT,2023-10-01,SKU016,FY_BASE
4084573,9499008,0,237475,276,EC,2023-10-01,SKU016,FY_BASE
4076808,9480949,0,237024,257,CV,2023-10-01,SKU016,FY_BASE
4299027,9997738,0,249943,266,FS,2023-10-01,SKU016,FY_BASE
2133030,4687856,0,117196,116,MT,2023-10-01,SKU017,FY_BASE
2613241,5743238,0,143581,139,GT,2023-10-01,SKU017,FY_BASE
2202797,4841188,0,121030,129,EC,2023-10-01,SKU017,FY_BASE
2609586,5735205,0,143380,143,CV,2023-10-01,SKU017,FY_BASE
2292525,5038386,0,125960,123,FS,2023-10-01,SKU017,FY_BASE
2612605,5442927,0,136073,124,MT,2023-10-01,SKU018,FY_BASE
3164616,6592950,0,164824,147,GT,2023-10-01,SKU018,FY_BASE
2596932,5410276,0,135257,133,EC,2023-10-01,SKU018,FY_BASE
1971799,4107915,0,102698,94,CV,2023-10-01,SKU018,FY_BASE
2371491,4940607,0,123515,111,FS,2023-10-01,SKU018,FY_BASE
1239640,2454732,0,61368,143,MT,2023-10-01,SKU019,FY_BASE
1274907,2524568,0,63114,144,GT,2023-10-01,SKU019,FY_BASE
1195392,2367112,0,59178,149,EC,2023-10-01,SKU019,FY_BASE
1190581,2357586,0,58940,139,CV,2023-10-01,SKU019,FY_BASE
1363145,2699298,0,67482,155,FS,2023-10-01,SKU019,FY_BASE
1599687,3018278,0,75457,147,MT,2023-10-01,SKU020,FY_BASE
1936495,3653764,0,91344,174,GT,2023-10-01,SKU020,FY_BASE
1772889,3345073,0,83627,176,EC,2023-10-01,SKU020,FY_BASE
2057817,3882674,0,97067,191,CV,2023-10-01,SKU020,FY_BASE
1627984,3071667,0,76792,148,FS,2023-10-01,SKU020,FY_BASE
1767848,4111275,0,102782,172,MT,2023-10-01,SKU021,FY_BASE
1617781,3762281,0,94057,154,GT,2023-10-01,SKU021,FY_BASE
1682492,3912772,0,97819,177,EC,2023-10-01,SKU021,FY_BASE
1461336,3398456,0,84961,144,CV,2023-10-01,SKU021,FY_BASE
1405124,3267731,0,81693,135,FS,2023-10-01,SKU021,FY_BASE
1755494,3858080,0,96452,142,MT,2023-10-01,SKU022,FY_BASE
2588818,5689490,0,142237,205,GT,2023-10-01,SKU022,FY_BASE
1885517,4143834,0,103596,165,EC,2023-10-01,SKU022,FY_BASE
1762848,3874241,0,96856,144,CV,2023-10-01,SKU022,FY_BASE
1905275,4187256,0,104681,152,FS,2023-10-01,SKU022,FY_BASE
2818610,5872104,0,146803,192,MT,2023-10-01,SKU023,FY_BASE
2421619,5045040,0,126126,162,GT,2023-10-01,SKU023,FY_BASE
2631606,5482512,0,137063,194,EC,2023-10-01,SKU023,FY_BASE
2514758,5239080,0,130977,173,CV,2023-10-01,SKU023,FY_BASE
2770307,5771472,0,144287,187,FS,2023-10-01,SKU023,FY_BASE
3181982,6300779,0,157519,186,MT,2023-10-01,SKU024,FY_BASE
4037834,7995488,0,199887,231,GT,2023-10-01,SKU024,FY_BASE
2789324,5523260,0,138082,176,EC,2023-10-01,SKU024,FY_BASE
3184242,6305253,0,157631,188,CV,2023-10-01,SKU024,FY_BASE
3251633,6438698,0,160967,188,FS,2023-10-01,SKU024,FY_BASE
4041734,7625914,0,190648,205,MT,2023-10-01,SKU025,FY_BASE
3703160,6987094,0,174677,184,GT,2023-10-01,SKU025,FY_BASE
3158511,5959454,0,148986,173,EC,2023-10-01,SKU025,FY_BASE
4060942,7662154,0,191554,208,CV,2023-10-01,SKU025,FY_BASE
3392908,6401714,0,160043,170,FS,2023-10-01,SKU025,FY_BASE
4251459,9887115,0,247178,244,MT,2023-10-01,SKU026,FY_BASE
3330208,7744669,0,193617,187,GT,2023-10-01,SKU026,FY_BASE
3655687,8501598,0,212540,227,EC,2023-10-01,SKU026,FY_BASE
3481607,8096760,0,202419,202,CV,2023-10-01,SKU026,FY_BASE
3536774,8225056,0,205626,201,FS,2023-10-01,SKU026,FY_BASE
5016026,11024234,0,275606,251,MT,2023-10-01,SKU027,FY_BASE
3706886,8147002,0,203675,182,GT,2023-10-01,SKU027,FY_BASE
4710135,10351946,0,258799,255,EC,2023-10-01,SKU027,FY_BASE
3945881,8672265,0,216807,200,CV,2023-10-01,SKU027,FY_BASE
4538367,9974433,0,249361,225,FS,2023-10-01,SKU027,FY_BASE
1680769,3501603,0,87540,204,MT,2023-10-01,SKU028,FY_BASE
1786730,3722355,0,93059,212,GT,2023-10-01,SKU028,FY_BASE
1656312,3450649,0,86266,217,EC,2023-10-01,SKU028,FY_BASE
1817484,3786426,0,94661,223,CV,2023-10-01,SKU028,FY_BASE
1890968,3939516,0,98488,227,FS,2023-10-01,SKU028,FY_BASE
2264675,4484298,0,112107,218,MT,2023-10-01,SKU029,FY_BASE
1823004,3609742,0,90244,172,GT,2023-10-01,SKU029,FY_BASE
2131786,4221164,0,105529,223,EC,2023-10-01,SKU029,FY_BASE
2477985,4906676,0,122667,242,CV,2023-10-01,SKU029,FY_BASE
2431413,4814457,0,120361,232,FS,2023-10-01,SKU029,FY_BASE
3029308,5715675,0,142892,239,MT,2023-10-01,SKU030,FY_BASE
3431866,6475219,0,161880,266,GT,2023-10-01,SKU030,FY_BASE
3251768,6135412,0,153385,278,EC,2023-10-01,SKU030,FY_BASE
3115913,5879081,0,146977,249,CV,2023-10-01,SKU030,FY_BASE
2926772,5522212,0,138055,229,FS,2023-10-01,SKU030,FY_BASE
2089079,4858324,0,121458,178,MT,2023-10-01,SKU031,FY_BASE
2697402,6273028,0,156826,226,GT,2023-10-01,SKU031,FY_BASE
3177820,7390278,0,184757,294,EC,2023-10-01,SKU031,FY_BASE
2979206,6928386,0,173210,257,CV,2023-10-01,SKU031,FY_BASE
2284798,5313483,0,132837,193,FS,2023-10-01,SKU031,FY_BASE
2817808,6192984,0,154825,203,MT,2023-10-01,SKU032,FY_BASE
3413428,7502040,0,187551,240,GT,2023-10-01,SKU032,FY_BASE
3006936,6608650,0,165216,234,EC,2023-10-01,SKU032,FY_BASE
3929628,8636544,0,215914,286,CV,2023-10-01,SKU032,FY_BASE
4293100,9435384,0,235885,306,FS,2023-10-01,SKU032,FY_BASE
4408410,9184187,0,229605,271,MT,2023-10-01,SKU033,FY_BASE
3768055,7850115,0,196253,227,GT,2023-10-01,SKU033,FY_BASE
4102993,8547903,0,213698,273,EC,2023-10-01,SKU033,FY_BASE
4142445,8630094,0,215752,257,CV,2023-10-01,SKU033,FY_BASE
4489103,9352298,0,233807,273,FS,2023-10-01,SKU033,FY_BASE
2626638,5201264,0,130032,140,MT,2023-10-01,SKU034,FY_BASE
1854974,3673215,0,91830,97,GT,2023-10-01,SKU034,FY_BASE
2662973,5273213,0,131830,153,EC,2023-10-01,SKU034,FY_BASE
3107236,6152942,0,153824,167,CV,2023-10-01,SKU034,FY_BASE
2993394,5927512,0,148188,158,FS,2023-10-01,SKU034,FY_BASE
2394216,4517389,0,112935,111,MT,2023-10-01,SKU035,FY_BASE
3205336,6047803,0,151195,146,GT,2023-10-01,SKU035,FY_BASE
2649271,4998625,0,124966,133,EC,2023-10-01,SKU035,FY_BASE
2838505,5355669,0,133892,133,CV,2023-10-01,SKU035,FY_BASE
2875756,5425954,0,135649,132,FS,2023-10-01,SKU035,FY_BASE
2756981,6411584,0,160290,146,MT,2023-10-01,SKU036,FY_BASE
2308474,5368545,0,134214,120,GT,2023-10-01,SKU036,FY_BASE
2344737,5452877,0,136322,134,EC,2023-10-01,SKU036,FY_BASE
2845872,6618308,0,165458,152,CV,2023-10-01,SKU036,FY_BASE
2545345,5919406,0,147985,133,FS,2023-10-01,SKU036,FY_BASE
1317201,3063258,0,76581,173,MT,2023-11-01,SKU001,FY_BASE
1271434,2956824,0,73921,164,GT,2023-11-01,SKU001,FY_BASE
1150159,2674788,0,66870,164,EC,2023-11-01,SKU001,FY_BASE
1279710,2976070,0,74402,170,CV,2023-11-01,SKU001,FY_BASE
1056728,2457508,0,61438,138,FS,2023-11-01,SKU001,FY_BASE
1483106,3259740,0,81494,154,MT,2023-11-01,SKU002,FY_BASE
1586269,3486483,0,87162,162,GT,2023-11-01,SKU002,FY_BASE
1612004,3543047,0,88576,182,EC,2023-11-01,SKU002,FY_BASE
1217988,2677034,0,66926,128,CV,2023-11-01,SKU002,FY_BASE
1366103,3002578,0,75064,141,FS,2023-11-01,SKU002,FY_BASE
1967911,4099815,0,102495,167,MT,2023-11-01,SKU003,FY_BASE
2059668,4290975,0,107274,171,GT,2023-11-01,SKU003,FY_BASE
1874638,3905496,0,97637,172,EC,2023-11-01,SKU003,FY_BASE
2020788,4209975,0,105249,173,CV,2023-11-01,SKU003,FY_BASE
2101075,4377240,0,109431,176,FS,2023-11-01,SKU003,FY_BASE
2805499,5555637,0,138891,198,MT,2023-11-01,SKU004,FY_BASE
2333836,4621617,0,115540,162,GT,2023-11-01,SKU004,FY_BASE
2782976,5511036,0,137776,213,EC,2023-11-01,SKU004,FY_BASE
2790810,5526549,0,138164,200,CV,2023-11-01,SKU004,FY_BASE
1919916,3801946,0,95049,134,FS,2023-11-01,SKU004,FY_BASE
3166151,5973869,0,149347,190,MT,2023-11-01,SKU005,FY_BASE
3625353,6840288,0,171007,213,GT,2023-11-01,SKU005,FY_BASE
2746421,5181926,0,129548,178,EC,2023-11-01,SKU005,FY_BASE
2925285,5519405,0,137985,177,CV,2023-11-01,SKU005,FY_BASE
3570494,6736781,0,168420,212,FS,2023-11-01,SKU005,FY_BASE
3196098,7432785,0,185820,213,MT,2023-11-01,SKU006,FY_BASE
3793475,8822034,0,220551,248,GT,2023-11-01,SKU006,FY_BASE
3155360,7338046,0,183451,228,EC,2023-11-01,SKU006,FY_BASE
2804303,6521634,0,163041,189,CV,2023-11-01,SKU006,FY_BASE
3754567,8731552,0,218289,248,FS,2023-11-01,SKU006,FY_BASE
