channel_id,forecast_cogs,forecast_net_sales,forecast_opex,forecast_trade_spend,forecast_units,forecast_version,sku_id,snapshot_month,target_month
FS,4998980,10294929,0,247474,236,LE1,SKU009,2023-05-01,2023-05-01
MT,1885915,3700663,0,88958,219,LE1,SKU010,2023-05-01,2023-05-01
GT,1683572,3303612,0,79414,192,LE1,SKU010,2023-05-01,2023-05-01
EC,2061499,4045205,0,97240,260,LE1,SKU010,2023-05-01,2023-05-01
CV,1460479,2865845,0,68890,172,LE1,SKU010,2023-05-01,2023-05-01
FS,1795190,3522636,0,84679,207,LE1,SKU010,2023-05-01,2023-05-01
MT,1977690,4783251,0,114982,237,LE1,SKU011,2023-05-01,2023-05-01
GT,1956011,4730816,0,113722,230,LE1,SKU011,2023-05-01,2023-05-01
EC,1769438,4279570,0,102874,230,LE1,SKU011,2023-05-01,2023-05-01
CV,1712359,4141519,0,99556,208,LE1,SKU011,2023-05-01,2023-05-01
FS,2355256,5696434,0,136934,280,LE1,SKU011,2023-05-01,2023-05-01
MT,2476792,5661240,0,136088,242,LE1,SKU012,2023-05-01,2023-05-01
GT,1963041,4486950,0,107859,188,LE1,SKU012,2023-05-01,2023-05-01
EC,2367729,5411952,0,130095,250,LE1,SKU012,2023-05-01,2023-05-01
CV,2235870,5110560,0,122850,220,LE1,SKU012,2023-05-01,2023-05-01
FS,1997791,4566380,0,109769,193,LE1,SKU012,2023-05-01,2023-05-01
MT,2887233,6255671,0,150377,234,LE1,SKU013,2023-05-01,2023-05-01
GT,3254472,7051356,0,169504,259,LE1,SKU013,2023-05-01,2023-05-01
EC,2992308,6483335,0,155849,263,LE1,SKU013,2023-05-01,2023-05-01
CV,3050914,6610313,0,158902,250,LE1,SKU013,2023-05-01,2023-05-01
FS,3009874,6521393,0,156764,242,LE1,SKU013,2023-05-01,2023-05-01
MT,3256321,6706086,0,161204,224,LE1,SKU014,2023-05-01,2023-05-01
GT,3371784,6943872,0,166920,227,LE1,SKU014,2023-05-01,2023-05-01
EC,3705811,7631770,0,183456,276,LE1,SKU014,2023-05-01,2023-05-01
CV,3252766,6698765,0,161028,226,LE1,SKU014,2023-05-01,2023-05-01
FS,4007761,8253606,0,198404,272,LE1,SKU014,2023-05-01,2023-05-01
MT,4779574,9378788,0,225452,282,LE1,SKU015,2023-05-01,2023-05-01
GT,3485479,6839430,0,164409,201,LE1,SKU015,2023-05-01,2023-05-01
EC,3119828,6121927,0,147162,199,LE1,SKU015,2023-05-01,2023-05-01
CV,3929418,7710557,0,185350,234,LE1,SKU015,2023-05-01,2023-05-01
FS,4175989,8194394,0,196981,244,LE1,SKU015,2023-05-01,2023-05-01
MT,3971807,9606230,0,230919,263,LE1,SKU016,2023-05-01,2023-05-01
GT,4202143,10163322,0,244311,272,LE1,SKU016,2023-05-01,2023-05-01
EC,3756950,9086576,0,218427,269,LE1,SKU016,2023-05-01,2023-05-01
CV,3549874,8585741,0,206388,237,LE1,SKU016,2023-05-01,2023-05-01
FS,4450339,10763610,0,258741,292,LE1,SKU016,2023-05-01,2023-05-01
MT,2105328,4812054,0,115674,121,LE1,SKU017,2023-05-01,2023-05-01
GT,2281401,5214496,0,125348,128,LE1,SKU017,2023-05-01,2023-05-01
EC,1773836,4054378,0,97461,110,LE1,SKU017,2023-05-01,2023-05-01
CV,2010185,4594590,0,110447,117,LE1,SKU017,2023-05-01,2023-05-01
FS,2948465,6739174,0,161999,167,LE1,SKU017,2023-05-01,2023-05-01
MT,2846664,6167772,0,148264,143,LE1,SKU018,2023-05-01,2023-05-01
GT,2647944,5737212,0,137914,130,LE1,SKU018,2023-05-01,2023-05-01
EC,2297998,4978996,0,119687,125,LE1,SKU018,2023-05-01,2023-05-01
CV,2775125,6012770,0,144538,141,LE1,SKU018,2023-05-01,2023-05-01
FS,2727322,5909197,0,142048,136,LE1,SKU018,2023-05-01,2023-05-01
MT,1241376,2556497,0,61454,152,LE1,SKU019,2023-05-01,2023-05-01
GT,939452,1934712,0,46508,112,LE1,SKU019,2023-05-01,2023-05-01
EC,1154503,2377590,0,57154,153,LE1,SKU019,2023-05-01,2023-05-01
CV,910545,1875182,0,45076,112,LE1,SKU019,2023-05-01,2023-05-01
FS,1131569,2330359,0,56018,137,LE1,SKU019,2023-05-01,2023-05-01
MT,1664980,3267131,0,78537,162,LE1,SKU020,2023-05-01,2023-05-01
GT,1677629,3291952,0,79133,160,LE1,SKU020,2023-05-01,2023-05-01
EC,1467357,2879342,0,69215,155,LE1,SKU020,2023-05-01,2023-05-01
CV,1313730,2577884,0,61968,129,LE1,SKU020,2023-05-01,2023-05-01
FS,1550460,3042413,0,73135,149,LE1,SKU020,2023-05-01,2023-05-01
MT,1498872,3625180,0,87144,155,LE1,SKU021,2023-05-01,2023-05-01
GT,1739888,4208100,0,101156,176,LE1,SKU021,2023-05-01,2023-05-01
EC,1630818,3944304,0,94815,182,LE1,SKU021,2023-05-01,2023-05-01
CV,1737146,4201470,0,100997,181,LE1,SKU021,2023-05-01,2023-05-01
FS,1275971,3086070,0,74184,130,LE1,SKU021,2023-05-01,2023-05-01
MT,2365428,5406484,0,129964,202,LE1,SKU022,2023-05-01,2023-05-01
GT,2023008,4623840,0,111150,170,LE1,SKU022,2023-05-01,2023-05-01
EC,2230366,5097784,0,122543,207,LE1,SKU022,2023-05-01,2023-05-01
CV,1740176,3977392,0,95610,151,LE1,SKU022,2023-05-01,2023-05-01
FS,2202485,5034058,0,121011,187,LE1,SKU022,2023-05-01,2023-05-01
MT,2904422,6292915,0,151272,210,LE1,SKU023,2023-05-01,2023-05-01
GT,2665728,5775744,0,138840,189,LE1,SKU023,2023-05-01,2023-05-01
EC,2208246,4784532,0,115013,173,LE1,SKU023,2023-05-01,2023-05-01
CV,2148250,4654541,0,111888,157,LE1,SKU023,2023-05-01,2023-05-01
FS,2831078,6134003,0,147452,202,LE1,SKU023,2023-05-01,2023-05-01
MT,3578339,7369047,0,177141,222,LE1,SKU024,2023-05-01,2023-05-01
GT,3093924,6371468,0,153160,188,LE1,SKU024,2023-05-01,2023-05-01
EC,2356062,4851953,0,116633,158,LE1,SKU024,2023-05-01,2023-05-01
CV,3371450,6942991,0,166899,211,LE1,SKU024,2023-05-01,2023-05-01
FS,3875316,7980627,0,191842,237,LE1,SKU024,2023-05-01,2023-05-01
MT,2743839,5384137,0,129426,147,LE1,SKU025,2023-05-01,2023-05-01
GT,4514328,8858304,0,212940,237,LE1,SKU025,2023-05-01,2023-05-01
EC,2461177,4829479,0,116093,143,LE1,SKU025,2023-05-01,2023-05-01
CV,3887097,7627511,0,183354,211,LE1,SKU025,2023-05-01,2023-05-01
FS,3730005,7319255,0,175944,198,LE1,SKU025,2023-05-01,2023-05-01
MT,3822125,9244208,0,222217,232,LE1,SKU026,2023-05-01,2023-05-01
GT,3474534,8403524,0,202008,207,LE1,SKU026,2023-05-01,2023-05-01
EC,3110880,7523989,0,180865,205,LE1,SKU026,2023-05-01,2023-05-01
CV,3298546,7977878,0,191776,202,LE1,SKU026,2023-05-01,2023-05-01
FS,3615252,8743866,0,210189,217,LE1,SKU026,2023-05-01,2023-05-01
MT,4037606,9228814,0,221846,214,LE1,SKU027,2023-05-01,2023-05-01
GT,4897620,11194560,0,269100,254,LE1,SKU027,2023-05-01,2023-05-01
EC,2769039,6329232,0,152145,159,LE1,SKU027,2023-05-01,2023-05-01
CV,3896433,8906134,0,214090,209,LE1,SKU027,2023-05-01,2023-05-01
FS,4665611,10664254,0,256352,245,LE1,SKU027,2023-05-01,2023-05-01
MT,1856520,4022460,0,96694,238,LE1,SKU028,2023-05-01,2023-05-01
GT,1608984,3486132,0,83801,202,LE1,SKU028,2023-05-01,2023-05-01
EC,1821295,3946139,0,94859,253,LE1,SKU028,2023-05-01,2023-05-01
CV,1600301,3467318,0,83349,208,LE1,SKU028,2023-05-01,2023-05-01
FS,1534118,3323923,0,79902,195,LE1,SKU028,2023-05-01,2023-05-01
MT,2219049,4569713,0,109849,227,LE1,SKU029,2023-05-01,2023-05-01
GT,2699571,5559256,0,133636,270,LE1,SKU029,2023-05-01,2023-05-01
EC,2509110,5167038,0,124208,278,LE1,SKU029,2023-05-01,2023-05-01
CV,2165031,4458473,0,107175,224,LE1,SKU029,2023-05-01,2023-05-01
FS,2294676,4725451,0,113593,232,LE1,SKU029,2023-05-01,2023-05-01
MT,2897709,5686070,0,136684,243,LE1,SKU030,2023-05-01,2023-05-01
GT,2364131,4639050,0,111516,194,LE1,SKU030,2023-05-01,2023-05-01
EC,2769700,5434884,0,130646,251,LE1,SKU030,2023-05-01,2023-05-01
CV,2566856,5036850,0,121078,217,LE1,SKU030,2023-05-01,2023-05-01
FS,2723471,5344170,0,128466,226,LE1,SKU030,2023-05-01,2023-05-01
MT,3054620,7387919,0,177594,277,LE1,SKU031,2023-05-01,2023-05-01
GT,3034951,7340346,0,176451,269,LE1,SKU031,2023-05-01,2023-05-01
EC,2042884,4940929,0,118772,200,LE1,SKU031,2023-05-01,2023-05-01
CV,3150025,7618666,0,183141,288,LE1,SKU031,2023-05-01,2023-05-01
FS,2187824,5291482,0,127199,196,LE1,SKU031,2023-05-01,2023-05-01
MT,2975627,6801434,0,163496,227,LE1,SKU032,2023-05-01,2023-05-01
GT,3577392,8176896,0,196560,267,LE1,SKU032,2023-05-01,2023-05-01
EC,3621421,8277535,0,198979,299,LE1,SKU032,2023-05-01,2023-05-01
CV,2077639,4748890,0,114156,160,LE1,SKU032,2023-05-01,2023-05-01
FS,3653104,8349952,0,200720,276,LE1,SKU032,2023-05-01,2023-05-01
MT,4784321,10366028,0,249183,312,LE1,SKU033,2023-05-01,2023-05-01
GT,3887676,8423298,0,202483,248,LE1,SKU033,2023-05-01,2023-05-01
EC,3441705,7457028,0,179255,243,LE1,SKU033,2023-05-01,2023-05-01
CV,4074008,8827018,0,212188,268,LE1,SKU033,2023-05-01,2023-05-01
FS,3518930,7624349,0,183278,227,LE1,SKU033,2023-05-01,2023-05-01
MT,2557987,5267933,0,126633,144,LE1,SKU034,2023-05-01,2023-05-01
GT,2093086,4310514,0,103618,116,LE1,SKU034,2023-05-01,2023-05-01
EC,1858696,3827809,0,92015,113,LE1,SKU034,2023-05-01,2023-05-01
CV,2438143,5021125,0,120700,139,LE1,SKU034,2023-05-01,2023-05-01
FS,2318692,4775129,0,114787,129,LE1,SKU034,2023-05-01,2023-05-01
MT,2559853,5023108,0,120748,126,LE1,SKU035,2023-05-01,2023-05-01
GT,2723272,5343780,0,128456,131,LE1,SKU035,2023-05-01,2023-05-01
EC,2960190,5808676,0,139632,158,LE1,SKU035,2023-05-01,2023-05-01
CV,2639480,5179356,0,124504,131,LE1,SKU035,2023-05-01,2023-05-01
FS,3043128,5971420,0,143544,148,LE1,SKU035,2023-05-01,2023-05-01
MT,2531247,6122085,0,147166,142,LE1,SKU036,2023-05-01,2023-05-01
GT,3008538,7276464,0,174915,165,LE1,SKU036,2023-05-01,2023-05-01
EC,2390097,5780699,0,138959,145,LE1,SKU036,2023-05-01,2023-05-01
CV,2635586,6374441,0,153232,149,LE1,SKU036,2023-05-01,2023-05-01
FS,2595927,6278522,0,150926,144,LE1,SKU036,2023-05-01,2023-05-01
MT,872221,2109557,0,50710,125,LE1,SKU001,2023-06-01,2023-06-01
GT,1041417,2518776,0,60548,146,LE1,SKU001,2023-06-01,2023-06-01
EC,996695,2410612,0,57947,155,LE1,SKU001,2023-06-01,2023-06-01
CV,855773,2069777,0,49754,124,LE1,SKU001,2023-06-01,2023-06-01
FS,1075550,2601331,0,62532,153,LE1,SKU001,2023-06-01,2023-06-01
MT,1363904,3117655,0,74944,155,LE1,SKU002,2023-06-01,2023-06-01
GT,1449692,3313752,0,79658,161,LE1,SKU002,2023-06-01,2023-06-01
EC,1320042,3017393,0,72533,162,LE1,SKU002,2023-06-01,2023-06-01
CV,1469795,3359702,0,80762,169,LE1,SKU002,2023-06-01,2023-06-01
FS,1434824,3279765,0,78840,161,LE1,SKU002,2023-06-01,2023-06-01
MT,1443960,3128580,0,75206,134,LE1,SKU003,2023-06-01,2023-06-01
GT,2024100,4385550,0,105422,183,LE1,SKU003,2023-06-01,2023-06-01
EC,1883952,4081896,0,98122,189,LE1,SKU003,2023-06-01,2023-06-01
CV,2109240,4570020,0,109856,197,LE1,SKU003,2023-06-01,2023-06-01
FS,1401180,3035890,0,72978,128,LE1,SKU003,2023-06-01,2023-06-01
MT,2102887,4330849,0,104107,162,LE1,SKU004,2023-06-01,2023-06-01
GT,2357410,4855032,0,116708,178,LE1,SKU004,2023-06-01,2023-06-01
EC,2246793,4627219,0,111231,188,LE1,SKU004,2023-06-01,2023-06-01
CV,2407278,4957735,0,119176,188,LE1,SKU004,2023-06-01,2023-06-01
FS,2055465,4233185,0,101759,157,LE1,SKU004,2023-06-01,2023-06-01
MT,2704866,5307661,0,127588,177,LE1,SKU005,2023-06-01,2023-06-01
GT,2794584,5483712,0,131820,179,LE1,SKU005,2023-06-01,2023-06-01
EC,2348519,4608415,0,110779,166,LE1,SKU005,2023-06-01,2023-06-01
CV,2949005,5786726,0,139104,195,LE1,SKU005,2023-06-01,2023-06-01
FS,3011418,5909197,0,142048,195,LE1,SKU005,2023-06-01,2023-06-01
MT,2609476,6311290,0,151714,190,LE1,SKU006,2023-06-01,2023-06-01
GT,2664124,6443464,0,154891,190,LE1,SKU006,2023-06-01,2023-06-01
EC,2059951,4982206,0,119765,162,LE1,SKU006,2023-06-01,2023-06-01
CV,2308068,5582304,0,134190,170,LE1,SKU006,2023-06-01,2023-06-01
FS,2518954,6092354,0,146451,181,LE1,SKU006,2023-06-01,2023-06-01
MT,3101205,7088468,0,170396,194,LE1,SKU007,2023-06-01,2023-06-01
GT,3235357,7395102,0,177767,198,LE1,SKU007,2023-06-01,2023-06-01
EC,2003340,4579062,0,110074,136,LE1,SKU007,2023-06-01,2023-06-01
CV,2934579,6707610,0,161241,186,LE1,SKU007,2023-06-01,2023-06-01
FS,3099430,7084412,0,170298,192,LE1,SKU007,2023-06-01,2023-06-01
MT,4558788,9877374,0,237437,248,LE1,SKU008,2023-06-01,2023-06-01
GT,3878550,8403524,0,202008,207,LE1,SKU008,2023-06-01,2023-06-01
EC,2752898,5964613,0,143380,162,LE1,SKU008,2023-06-01,2023-06-01
CV,3547152,7685496,0,184748,195,LE1,SKU008,2023-06-01,2023-06-01
FS,3622224,7848152,0,188658,195,LE1,SKU008,2023-06-01,2023-06-01
MT,4414745,9091753,0,218552,211,LE1,SKU009,2023-06-01,2023-06-01
GT,4122164,8489208,0,204068,193,LE1,SKU009,2023-06-01,2023-06-01
EC,4056794,8354586,0,200831,210,LE1,SKU009,2023-06-01,2023-06-01
CV,4500232,9267804,0,222784,217,LE1,SKU009,2023-06-01,2023-06-01
FS,5514570,11356738,0,272998,261,LE1,SKU009,2023-06-01,2023-06-01
MT,1803919,3539765,0,85090,210,LE1,SKU010,2023-06-01,2023-06-01
GT,2204456,4325724,0,103984,251,LE1,SKU010,2023-06-01,2023-06-01
EC,1649199,3236164,0,77792,208,LE1,SKU010,2023-06-01,2023-06-01
CV,1361310,2671250,0,64213,160,LE1,SKU010,2023-06-01,2023-06-01
FS,1601861,3143275,0,75560,184,LE1,SKU010,2023-06-01,2023-06-01
MT,2021835,4890020,0,117549,243,LE1,SKU011,2023-06-01,2023-06-01
GT,1856858,4491006,0,107957,218,LE1,SKU011,2023-06-01,2023-06-01
EC,1761283,4259848,0,102400,229,LE1,SKU011,2023-06-01,2023-06-01
CV,1546365,3740045,0,89905,188,LE1,SKU011,2023-06-01,2023-06-01
FS,1855656,4488099,0,107887,220,LE1,SKU011,2023-06-01,2023-06-01
MT,2172625,4966000,0,119375,212,LE1,SKU012,2023-06-01,2023-06-01
GT,3460275,7909200,0,190125,331,LE1,SKU012,2023-06-01,2023-06-01
EC,1755731,4013100,0,96469,186,LE1,SKU012,2023-06-01,2023-06-01
CV,2397111,5479110,0,131709,236,LE1,SKU012,2023-06-01,2023-06-01
FS,2272213,5193630,0,124847,219,LE1,SKU012,2023-06-01,2023-06-01
MT,3592710,7784204,0,187120,292,LE1,SKU013,2023-06-01,2023-06-01
GT,2840994,6155488,0,147968,226,LE1,SKU013,2023-06-01,2023-06-01
EC,3366347,7293752,0,175331,296,LE1,SKU013,2023-06-01,2023-06-01
CV,2844072,6162156,0,148129,233,LE1,SKU013,2023-06-01,2023-06-01
FS,3102282,6721610,0,161577,249,LE1,SKU013,2023-06-01,2023-06-01
MT,3966230,8168077,0,196348,272,LE1,SKU014,2023-06-01,2023-06-01
GT,4285632,8825856,0,212160,288,LE1,SKU014,2023-06-01,2023-06-01
EC,3606039,7426299,0,178517,268,LE1,SKU014,2023-06-01,2023-06-01
CV,3619274,7453555,0,179172,251,LE1,SKU014,2023-06-01,2023-06-01
FS,3306013,6808422,0,163664,225,LE1,SKU014,2023-06-01,2023-06-01
MT,3737412,7333789,0,176293,220,LE1,SKU015,2023-06-01,2023-06-01
GT,4164230,8171320,0,196426,241,LE1,SKU015,2023-06-01,2023-06-01
EC,3235992,6349871,0,152641,207,LE1,SKU015,2023-06-01,2023-06-01
CV,4480604,8792129,0,211349,267,LE1,SKU015,2023-06-01,2023-06-01
FS,4884092,9583878,0,230382,285,LE1,SKU015,2023-06-01,2023-06-01
MT,4740544,11465501,0,275613,314,LE1,SKU016,2023-06-01,2023-06-01
GT,3793374,9174672,0,220545,246,LE1,SKU016,2023-06-01,2023-06-01
EC,3283633,7941810,0,190909,235,LE1,SKU016,2023-06-01,2023-06-01
CV,3502331,8470753,0,203624,234,LE1,SKU016,2023-06-01,2023-06-01
FS,3803017,9197994,0,221106,249,LE1,SKU016,2023-06-01,2023-06-01
MT,1865247,4263312,0,102483,107,LE1,SKU017,2023-06-01,2023-06-01
GT,2394528,5473064,0,131564,135,LE1,SKU017,2023-06-01,2023-06-01
EC,2217295,5067972,0,121826,138,LE1,SKU017,2023-06-01,2023-06-01
CV,1608148,3675672,0,88358,93,LE1,SKU017,2023-06-01,2023-06-01
FS,2015406,4606524,0,110734,114,LE1,SKU017,2023-06-01,2023-06-01
MT,2762318,5985023,0,143871,139,LE1,SKU018,2023-06-01,2023-06-01
GT,2712528,5877144,0,141278,134,LE1,SKU018,2023-06-01,2023-06-01
EC,2492744,5400945,0,129830,136,LE1,SKU018,2023-06-01,2023-06-01
CV,3067243,6645694,0,159752,156,LE1,SKU018,2023-06-01,2023-06-01
FS,2961701,6417018,0,154255,147,LE1,SKU018,2023-06-01,2023-06-01
MT,1354228,2788906,0,67041,165,LE1,SKU019,2023-06-01,2023-06-01
GT,1152158,2372760,0,57038,138,LE1,SKU019,2023-06-01,2023-06-01
EC,938033,1931792,0,46437,124,LE1,SKU019,2023-06-01,2023-06-01
CV,1065166,2193610,0,52731,131,LE1,SKU019,2023-06-01,2023-06-01
FS,1175428,2420683,0,58190,142,LE1,SKU019,2023-06-01,2023-06-01
MT,1697627,3331193,0,80077,165,LE1,SKU020,2023-06-01,2023-06-01
GT,1922051,3771572,0,90663,183,LE1,SKU020,2023-06-01,2023-06-01
EC,1778919,3490709,0,83911,188,LE1,SKU020,2023-06-01,2023-06-01
CV,1389107,2725795,0,65524,137,LE1,SKU020,2023-06-01,2023-06-01
FS,1682415,3301342,0,79359,162,LE1,SKU020,2023-06-01,2023-06-01
MT,1642600,3972800,0,95500,170,LE1,SKU021,2023-06-01,2023-06-01
GT,1928550,4664400,0,112125,195,LE1,SKU021,2023-06-01,2023-06-01
EC,1668744,4036032,0,97020,187,LE1,SKU021,2023-06-01,2023-06-01
CV,1859051,4496310,0,108084,194,LE1,SKU021,2023-06-01,2023-06-01
FS,1711669,4139850,0,99516,175,LE1,SKU021,2023-06-01,2023-06-01
MT,1758590,4019480,0,96622,151,LE1,SKU022,2023-06-01,2023-06-01
GT,1643694,3756870,0,90309,138,LE1,SKU022,2023-06-01,2023-06-01
EC,1784293,4078227,0,98034,165,LE1,SKU022,2023-06-01,2023-06-01
CV,1813704,4145450,0,99650,157,LE1,SKU022,2023-06-01,2023-06-01
FS,1789519,4090171,0,98321,152,LE1,SKU022,2023-06-01,2023-06-01
MT,2699059,5847962,0,140576,195,LE1,SKU023,2023-06-01,2023-06-01
GT,2755584,5970432,0,143520,195,LE1,SKU023,2023-06-01,2023-06-01
EC,2316626,5019356,0,120658,181,LE1,SKU023,2023-06-01,2023-06-01
CV,2815949,6101222,0,146664,206,LE1,SKU023,2023-06-01,2023-06-01
FS,2075136,4496128,0,108080,148,LE1,SKU023,2023-06-01,2023-06-01
MT,2996217,6170256,0,148323,186,LE1,SKU024,2023-06-01,2023-06-01
GT,3670758,7559370,0,181716,223,LE1,SKU024,2023-06-01,2023-06-01
EC,2830437,5828856,0,140117,190,LE1,SKU024,2023-06-01,2023-06-01
CV,2897075,5966088,0,143416,181,LE1,SKU024,2023-06-01,2023-06-01
FS,3114094,6413004,0,154159,191,LE1,SKU024,2023-06-01,2023-06-01
MT,3691352,7243408,0,174120,198,LE1,SKU025,2023-06-01,2023-06-01
GT,2378084,4666428,0,112174,125,LE1,SKU025,2023-06-01,2023-06-01
EC,3081029,6045792,0,145332,179,LE1,SKU025,2023-06-01,2023-06-01
CV,3594100,7052573,0,169533,195,LE1,SKU025,2023-06-01,2023-06-01
FS,3889577,7632378,0,183471,207,LE1,SKU025,2023-06-01,2023-06-01
MT,3403262,8231144,0,197864,207,LE1,SKU026,2023-06-01,2023-06-01
GT,4080351,9868756,0,237230,243,LE1,SKU026,2023-06-01,2023-06-01
EC,3352658,8108755,0,194922,220,LE1,SKU026,2023-06-01,2023-06-01
CV,3989341,9648638,0,231938,245,LE1,SKU026,2023-06-01,2023-06-01
FS,3738700,9042436,0,217366,225,LE1,SKU026,2023-06-01,2023-06-01
MT,3437962,7858198,0,188899,182,LE1,SKU027,2023-06-01,2023-06-01
GT,3469148,7929480,0,190612,180,LE1,SKU027,2023-06-01,2023-06-01
EC,3673592,8396781,0,201846,211,LE1,SKU027,2023-06-01,2023-06-01
CV,4430462,10126771,0,243432,237,LE1,SKU027,2023-06-01,2023-06-01
FS,4403044,10064101,0,241926,231,LE1,SKU027,2023-06-01,2023-06-01
MT,1914278,4147603,0,99702,246,LE1,SKU028,2023-06-01,2023-06-01
GT,1954368,4234464,0,101790,246,LE1,SKU028,2023-06-01,2023-06-01
EC,1897500,4111249,0,98828,264,LE1,SKU028,2023-06-01,2023-06-01
CV,1559477,3378866,0,81223,202,LE1,SKU028,2023-06-01,2023-06-01
FS,1425730,3089081,0,74257,181,LE1,SKU028,2023-06-01,2023-06-01
MT,2447176,5039497,0,121142,250,LE1,SKU029,2023-06-01,2023-06-01
GT,2509012,5166836,0,124203,251,LE1,SKU029,2023-06-01,2023-06-01
EC,1704663,3510431,0,84385,189,LE1,SKU029,2023-06-01,2023-06-01
CV,2401030,4944467,0,118857,248,LE1,SKU029,2023-06-01,2023-06-01
FS,2305153,4747028,0,114111,233,LE1,SKU029,2023-06-01,2023-06-01
MT,3163438,6207500,0,149219,265,LE1,SKU030,2023-06-01,2023-06-01
GT,2609588,5120700,0,123094,214,LE1,SKU030,2023-06-01,2023-06-01
EC,2863192,5618340,0,135056,260,LE1,SKU030,2023-06-01,2023-06-01
CV,2529292,4963140,0,119306,214,LE1,SKU030,2023-06-01,2023-06-01
FS,2774616,5444530,0,130878,230,LE1,SKU030,2023-06-01,2023-06-01
MT,3042916,7359612,0,176914,276,LE1,SKU031,2023-06-01,2023-06-01
GT,3082745,7455942,0,179229,273,LE1,SKU031,2023-06-01,2023-06-01
EC,2637374,6378765,0,153336,259,LE1,SKU031,2023-06-01,2023-06-01
CV,2304614,5573950,0,133989,211,LE1,SKU031,2023-06-01,2023-06-01
FS,3240345,7837112,0,188392,290,LE1,SKU031,2023-06-01,2023-06-01
MT,2850484,6515392,0,156620,217,LE1,SKU032,2023-06-01,2023-06-01
GT,2938572,6716736,0,161460,219,LE1,SKU032,2023-06-01,2023-06-01
EC,2041865,4667121,0,112190,169,LE1,SKU032,2023-06-01,2023-06-01
CV,3921372,8963136,0,215460,302,LE1,SKU032,2023-06-01,2023-06-01
FS,4158918,9506099,0,228512,314,LE1,SKU032,2023-06-01,2023-06-01
MT,4165939,9026202,0,216976,271,LE1,SKU033,2023-06-01,2023-06-01
GT,3887676,8423298,0,202483,248,LE1,SKU033,2023-06-01,2023-06-01
EC,4388550,9508524,0,228570,310,LE1,SKU033,2023-06-01,2023-06-01
CV,3816363,8268787,0,198769,251,LE1,SKU033,2023-06-01,2023-06-01
FS,3946464,8550672,0,205545,254,LE1,SKU033,2023-06-01,2023-06-01
MT,1956107,4028419,0,96837,110,LE1,SKU034,2023-06-01,2023-06-01
GT,2304315,4745520,0,114075,127,LE1,SKU034,2023-06-01,2023-06-01
EC,1997664,4114001,0,98894,122,LE1,SKU034,2023-06-01,2023-06-01
CV,2549813,5251100,0,126228,145,LE1,SKU034,2023-06-01,2023-06-01
FS,2356704,4853410,0,116668,131,LE1,SKU034,2023-06-01,2023-06-01
MT,3119150,6120596,0,147130,154,LE1,SKU035,2023-06-01,2023-06-01
GT,2701310,5300684,0,127420,130,LE1,SKU035,2023-06-01,2023-06-01
EC,2682052,5262894,0,126512,143,LE1,SKU035,2023-06-01,2023-06-01
CV,2809768,5513508,0,132536,140,LE1,SKU035,2023-06-01,2023-06-01
FS,3173547,6227338,0,149696,155,LE1,SKU035,2023-06-01,2023-06-01
MT,2606806,6304834,0,151558,146,LE1,SKU036,2023-06-01,2023-06-01
GT,2931396,7089888,0,170430,161,LE1,SKU036,2023-06-01,2023-06-01
EC,2407542,5822893,0,139973,146,LE1,SKU036,2023-06-01,2023-06-01
CV,2990736,7233408,0,173880,170,LE1,SKU036,2023-06-01,2023-06-01
FS,3015857,7294165,0,175340,167,LE1,SKU036,2023-06-01,2023-06-01
MT,1330506,3217968,0,77355,191,LE1,SKU001,2023-07-01,2023-07-01
GT,1131975,2737800,0,65812,159,LE1,SKU001,2023-07-01,2023-07-01
EC,1051309,2542700,0,61123,163,LE1,SKU001,2023-07-01,2023-07-01
CV,899659,2175919,0,52306,130,LE1,SKU001,2023-07-01,2023-07-01
FS,814132,1969063,0,47333,116,LE1,SKU001,2023-07-01,2023-07-01
MT,1410614,3224424,0,77510,160,LE1,SKU002,2023-07-01,2023-07-01
GT,1506917,3444558,0,82802,167,LE1,SKU002,2023-07-01,2023-07-01
EC,1121604,2563798,0,61630,138,LE1,SKU002,2023-07-01,2023-07-01
CV,1395843,3190661,0,76699,160,LE1,SKU002,2023-07-01,2023-07-01
FS,1566979,3581848,0,86102,176,LE1,SKU002,2023-07-01,2023-07-01
MT,1592940,3451370,0,82966,147,LE1,SKU003,2023-07-01,2023-07-01
GT,1649700,3574350,0,85922,149,LE1,SKU003,2023-07-01,2023-07-01
EC,1534680,3325140,0,79931,154,LE1,SKU003,2023-07-01,2023-07-01
CV,1530900,3316950,0,79734,143,LE1,SKU003,2023-07-01,2023-07-01
FS,1841220,3989310,0,95897,169,LE1,SKU003,2023-07-01,2023-07-01
MT,1786767,3679806,0,88457,138,LE1,SKU004,2023-07-01,2023-07-01
GT,1922412,3959164,0,95172,145,LE1,SKU004,2023-07-01,2023-07-01
EC,2005612,4130512,0,99291,167,LE1,SKU004,2023-07-01,2023-07-01
CV,1795258,3697294,0,88877,140,LE1,SKU004,2023-07-01,2023-07-01
FS,1666594,3432312,0,82508,127,LE1,SKU004,2023-07-01,2023-07-01
MT,2704866,5307661,0,127588,177,LE1,SKU005,2023-07-01,2023-07-01
GT,2827656,5548608,0,133380,181,LE1,SKU005,2023-07-01,2023-07-01
EC,2557941,5019356,0,120658,181,LE1,SKU005,2023-07-01,2023-07-01
CV,2420107,4748890,0,114156,160,LE1,SKU005,2023-07-01,2023-07-01
