channel_id,commission,cost_version,freight,listing_fee,month,payment_fee,rebate,sku_id,trade_spend,writeoff
GT,171551,v1.0.0,82345,0,2023-09-01,0,0,SKU018,137241,0
EC,469012,v1.0.0,66214,0,2023-09-01,137945,0,SKU018,110356,0
CV,220610,v1.0.0,75638,0,2023-09-01,63032,0,SKU018,126063,0
FS,125180,v1.0.0,75108,0,2023-09-01,0,0,SKU018,125180,0
MT,88700,v1.0.0,26610,0,2023-09-01,39915,0,SKU019,99788,0
GT,78536,v1.0.0,37697,0,2023-09-01,0,0,SKU019,62829,0
EC,202419,v1.0.0,28577,0,2023-09-01,59535,0,SKU019,47628,0
CV,88112,v1.0.0,30210,0,2023-09-01,25175,0,SKU019,50350,0
FS,47941,v1.0.0,28765,0,2023-09-01,0,0,SKU019,47941,0
MT,110876,v1.0.0,33263,0,2023-09-01,49894,0,SKU020,124735,0
GT,75989,v1.0.0,36475,0,2023-09-01,0,0,SKU020,60791,0
EC,270792,v1.0.0,38229,0,2023-09-01,79645,0,SKU020,63716,0
CV,145778,v1.0.0,49981,0,2023-09-01,41651,0,SKU020,83302,0
FS,65562,v1.0.0,39337,0,2023-09-01,0,0,SKU020,65562,0
MT,163305,v1.0.0,48992,0,2023-09-01,73487,0,SKU021,183718,0
GT,111516,v1.0.0,53528,0,2023-09-01,0,0,SKU021,89212,0
EC,322371,v1.0.0,45511,0,2023-09-01,94815,0,SKU021,75852,0
CV,152972,v1.0.0,52448,0,2023-09-01,43706,0,SKU021,87412,0
FS,86850,v1.0.0,52110,0,2023-09-01,0,0,SKU021,86850,0
MT,161128,v1.0.0,48338,0,2023-09-01,72507,0,SKU022,181269,0
GT,121570,v1.0.0,58354,0,2023-09-01,0,0,SKU022,97256,0
EC,322633,v1.0.0,45548,0,2023-09-01,94892,0,SKU022,75914,0
CV,204552,v1.0.0,70132,0,2023-09-01,58444,0,SKU022,116887,0
FS,125961,v1.0.0,75577,0,2023-09-01,0,0,SKU022,125961,0
MT,234701,v1.0.0,70410,0,2023-09-01,105615,0,SKU023,264038,0
GT,162240,v1.0.0,77875,0,2023-09-01,0,0,SKU023,129792,0
EC,465414,v1.0.0,65705,0,2023-09-01,136886,0,SKU023,109509,0
CV,203213,v1.0.0,69673,0,2023-09-01,58061,0,SKU023,116122,0
FS,98198,v1.0.0,58919,0,2023-09-01,0,0,SKU023,98198,0
MT,271220,v1.0.0,81366,0,2023-09-01,122049,0,SKU024,305122,0
GT,197291,v1.0.0,94700,0,2023-09-01,0,0,SKU024,157833,0
EC,572209,v1.0.0,80782,0,2023-09-01,168297,0,SKU024,134637,0
CV,240703,v1.0.0,82527,0,2023-09-01,68772,0,SKU024,137545,0
FS,139085,v1.0.0,83451,0,2023-09-01,0,0,SKU024,139085,0
MT,356062,v1.0.0,106819,0,2023-09-01,160228,0,SKU025,400570,0
GT,206286,v1.0.0,99017,0,2023-09-01,0,0,SKU025,165028,0
EC,649090,v1.0.0,91636,0,2023-09-01,190909,0,SKU025,152727,0
CV,263145,v1.0.0,90221,0,2023-09-01,75184,0,SKU025,150368,0
FS,144518,v1.0.0,86711,0,2023-09-01,0,0,SKU025,144518,0
MT,287360,v1.0.0,86208,0,2023-09-01,129312,0,SKU026,323279,0
GT,226870,v1.0.0,108898,0,2023-09-01,0,0,SKU026,181496,0
EC,637245,v1.0.0,89964,0,2023-09-01,187425,0,SKU026,149940,0
CV,245995,v1.0.0,84341,0,2023-09-01,70284,0,SKU026,140569,0
FS,159128,v1.0.0,95477,0,2023-09-01,0,0,SKU026,159128,0
MT,363740,v1.0.0,109122,0,2023-09-01,163683,0,SKU027,409208,0
GT,206310,v1.0.0,99029,0,2023-09-01,0,0,SKU027,165048,0
EC,693173,v1.0.0,97860,0,2023-09-01,203874,0,SKU027,163099,0
CV,322547,v1.0.0,110588,0,2023-09-01,92156,0,SKU027,184313,0
FS,180223,v1.0.0,108134,0,2023-09-01,0,0,SKU027,180223,0
MT,176713,v1.0.0,53014,0,2023-09-01,79521,0,SKU028,198802,0
GT,105739,v1.0.0,50755,0,2023-09-01,0,0,SKU028,84591,0
EC,290134,v1.0.0,40960,0,2023-09-01,85334,0,SKU028,68267,0
CV,129191,v1.0.0,44294,0,2023-09-01,36912,0,SKU028,73823,0
FS,89282,v1.0.0,53569,0,2023-09-01,0,0,SKU028,89282,0
MT,189720,v1.0.0,56916,0,2023-09-01,85374,0,SKU029,213435,0
GT,101668,v1.0.0,48801,0,2023-09-01,0,0,SKU029,81334,0
EC,396516,v1.0.0,55979,0,2023-09-01,116622,0,SKU029,93298,0
CV,187023,v1.0.0,64122,0,2023-09-01,53435,0,SKU029,106870,0
FS,95438,v1.0.0,57263,0,2023-09-01,0,0,SKU029,95438,0
MT,250210,v1.0.0,75063,0,2023-09-01,112594,0,SKU030,281486,0
GT,180375,v1.0.0,86580,0,2023-09-01,0,0,SKU030,144300,0
EC,451694,v1.0.0,63769,0,2023-09-01,132851,0,SKU030,106281,0
CV,209199,v1.0.0,71726,0,2023-09-01,59771,0,SKU030,119542,0
FS,92158,v1.0.0,55294,0,2023-09-01,0,0,SKU030,92158,0
MT,276530,v1.0.0,82959,0,2023-09-01,124438,0,SKU031,311096,0
GT,200765,v1.0.0,96367,0,2023-09-01,0,0,SKU031,160612,0
EC,561938,v1.0.0,79332,0,2023-09-01,165276,0,SKU031,132221,0
CV,272422,v1.0.0,93402,0,2023-09-01,77835,0,SKU031,155670,0
FS,161165,v1.0.0,96699,0,2023-09-01,0,0,SKU031,161165,0
MT,284819,v1.0.0,85446,0,2023-09-01,128169,0,SKU032,320422,0
GT,140400,v1.0.0,67392,0,2023-09-01,0,0,SKU032,112320,0
EC,635746,v1.0.0,89752,0,2023-09-01,186984,0,SKU032,149587,0
CV,298469,v1.0.0,102332,0,2023-09-01,85277,0,SKU032,170554,0
FS,135254,v1.0.0,81153,0,2023-09-01,0,0,SKU032,135254,0
MT,379708,v1.0.0,113912,0,2023-09-01,170869,0,SKU033,427172,0
GT,233634,v1.0.0,112144,0,2023-09-01,0,0,SKU033,186908,0
EC,699957,v1.0.0,98818,0,2023-09-01,205870,0,SKU033,164696,0
CV,329940,v1.0.0,113122,0,2023-09-01,94268,0,SKU033,188537,0
FS,165806,v1.0.0,99484,0,2023-09-01,0,0,SKU033,165806,0
MT,199633,v1.0.0,59890,0,2023-09-01,89835,0,SKU034,224587,0
GT,136890,v1.0.0,65707,0,2023-09-01,0,0,SKU034,109512,0
EC,380098,v1.0.0,53661,0,2023-09-01,111794,0,SKU034,89435,0
CV,162531,v1.0.0,55725,0,2023-09-01,46437,0,SKU034,92875,0
FS,131722,v1.0.0,79034,0,2023-09-01,0,0,SKU034,131722,0
MT,220796,v1.0.0,66239,0,2023-09-01,99358,0,SKU035,248396,0
GT,158498,v1.0.0,76079,0,2023-09-01,0,0,SKU035,126799,0
EC,525727,v1.0.0,74220,0,2023-09-01,154626,0,SKU035,123700,0
CV,198202,v1.0.0,67955,0,2023-09-01,56629,0,SKU035,113258,0
FS,132060,v1.0.0,79236,0,2023-09-01,0,0,SKU035,132060,0
MT,305753,v1.0.0,91726,0,2023-09-01,137589,0,SKU036,343972,0
GT,204068,v1.0.0,97952,0,2023-09-01,0,0,SKU036,163254,0
EC,551779,v1.0.0,77898,0,2023-09-01,162288,0,SKU036,129830,0
CV,231260,v1.0.0,79289,0,2023-09-01,66074,0,SKU036,132149,0
FS,170458,v1.0.0,102275,0,2023-09-01,0,0,SKU036,170458,0
MT,113454,v1.0.0,34036,0,2023-10-01,51054,0,SKU001,127636,0
GT,60986,v1.0.0,29273,0,2023-10-01,0,0,SKU001,48789,0
EC,155188,v1.0.0,21909,0,2023-10-01,45644,0,SKU001,36515,0
CV,68465,v1.0.0,23474,0,2023-10-01,19562,0,SKU001,39123,0
FS,45162,v1.0.0,27097,0,2023-10-01,0,0,SKU001,45162,0
MT,128944,v1.0.0,38683,0,2023-10-01,58025,0,SKU002,145062,0
GT,74941,v1.0.0,35972,0,2023-10-01,0,0,SKU002,59953,0
EC,209541,v1.0.0,29582,0,2023-10-01,61630,0,SKU002,49304,0
CV,107378,v1.0.0,36815,0,2023-10-01,30679,0,SKU002,61359,0
FS,46889,v1.0.0,28134,0,2023-10-01,0,0,SKU002,46889,0
MT,140385,v1.0.0,42116,0,2023-10-01,63173,0,SKU003,157933,0
GT,95672,v1.0.0,45922,0,2023-10-01,0,0,SKU003,76538,0
EC,303628,v1.0.0,42865,0,2023-10-01,89302,0,SKU003,71442,0
CV,113282,v1.0.0,38840,0,2023-10-01,32366,0,SKU003,64732,0
FS,79130,v1.0.0,47478,0,2023-10-01,0,0,SKU003,79130,0
MT,124112,v1.0.0,37234,0,2023-10-01,55850,0,SKU004,139626,0
GT,101424,v1.0.0,48684,0,2023-10-01,0,0,SKU004,81140,0
EC,324770,v1.0.0,45850,0,2023-10-01,95521,0,SKU004,76416,0
CV,131969,v1.0.0,45247,0,2023-10-01,37706,0,SKU004,75411,0
FS,83608,v1.0.0,50165,0,2023-10-01,0,0,SKU004,83608,0
MT,196806,v1.0.0,59042,0,2023-10-01,88563,0,SKU005,221407,0
GT,92820,v1.0.0,44554,0,2023-10-01,0,0,SKU005,74256,0
EC,439024,v1.0.0,61980,0,2023-10-01,129125,0,SKU005,103300,0
CV,160877,v1.0.0,55158,0,2023-10-01,45965,0,SKU005,91930,0
FS,87082,v1.0.0,52249,0,2023-10-01,0,0,SKU005,87082,0
MT,141034,v1.0.0,42310,0,2023-10-01,63465,0,SKU006,158664,0
GT,138450,v1.0.0,66456,0,2023-10-01,0,0,SKU006,110760,0
EC,449783,v1.0.0,63499,0,2023-10-01,132289,0,SKU006,105831,0
CV,197259,v1.0.0,67632,0,2023-10-01,56360,0,SKU006,112720,0
FS,110994,v1.0.0,66597,0,2023-10-01,0,0,SKU006,110994,0
MT,239858,v1.0.0,71957,0,2023-10-01,107936,0,SKU007,269840,0
GT,191076,v1.0.0,91716,0,2023-10-01,0,0,SKU007,152860,0
EC,570147,v1.0.0,80491,0,2023-10-01,167690,0,SKU007,134152,0
CV,193489,v1.0.0,66339,0,2023-10-01,55282,0,SKU007,110565,0
FS,155809,v1.0.0,93485,0,2023-10-01,0,0,SKU007,155809,0
MT,248396,v1.0.0,74519,0,2023-10-01,111778,0,SKU008,279445,0
GT,189577,v1.0.0,90997,0,2023-10-01,0,0,SKU008,151661,0
EC,439699,v1.0.0,62075,0,2023-10-01,129323,0,SKU008,103459,0
CV,236156,v1.0.0,80968,0,2023-10-01,67473,0,SKU008,134946,0
FS,168972,v1.0.0,101383,0,2023-10-01,0,0,SKU008,168972,0
MT,335625,v1.0.0,100688,0,2023-10-01,151031,0,SKU009,377578,0
GT,209674,v1.0.0,100643,0,2023-10-01,0,0,SKU009,167739,0
EC,696621,v1.0.0,98347,0,2023-10-01,204889,0,SKU009,163911,0
CV,237346,v1.0.0,81376,0,2023-10-01,67813,0,SKU009,135626,0
FS,181111,v1.0.0,108667,0,2023-10-01,0,0,SKU009,181111,0
MT,132019,v1.0.0,39606,0,2023-10-01,59409,0,SKU010,148522,0
GT,84679,v1.0.0,40646,0,2023-10-01,0,0,SKU010,67743,0
EC,232107,v1.0.0,32768,0,2023-10-01,68267,0,SKU010,54613,0
CV,125024,v1.0.0,42865,0,2023-10-01,35721,0,SKU010,71442,0
FS,69133,v1.0.0,41480,0,2023-10-01,0,0,SKU010,69133,0
MT,165903,v1.0.0,49771,0,2023-10-01,74656,0,SKU011,186640,0
GT,110053,v1.0.0,52826,0,2023-10-01,0,0,SKU011,88042,0
EC,340101,v1.0.0,48014,0,2023-10-01,100030,0,SKU011,80024,0
CV,120178,v1.0.0,41204,0,2023-10-01,34337,0,SKU011,68673,0
FS,84235,v1.0.0,50541,0,2023-10-01,0,0,SKU011,84235,0
MT,231110,v1.0.0,69333,0,2023-10-01,103999,0,SKU012,259999,0
GT,130406,v1.0.0,62595,0,2023-10-01,0,0,SKU012,104325,0
EC,440449,v1.0.0,62181,0,2023-10-01,129544,0,SKU012,103635,0
CV,164548,v1.0.0,56416,0,2023-10-01,47014,0,SKU012,94028,0
FS,139925,v1.0.0,83955,0,2023-10-01,0,0,SKU012,139925,0
MT,213385,v1.0.0,64016,0,2023-10-01,96023,0,SKU013,240058,0
GT,198681,v1.0.0,95367,0,2023-10-01,0,0,SKU013,158944,0
EC,452969,v1.0.0,63949,0,2023-10-01,133226,0,SKU013,106581,0
CV,230946,v1.0.0,79182,0,2023-10-01,65985,0,SKU013,131969,0
FS,128712,v1.0.0,77227,0,2023-10-01,0,0,SKU013,128712,0
MT,297043,v1.0.0,89113,0,2023-10-01,133669,0,SKU014,334174,0
GT,154440,v1.0.0,74131,0,2023-10-01,0,0,SKU014,123552,0
EC,494202,v1.0.0,69770,0,2023-10-01,145354,0,SKU014,116283,0
CV,223322,v1.0.0,76568,0,2023-10-01,63806,0,SKU014,127613,0
FS,106227,v1.0.0,63736,0,2023-10-01,0,0,SKU014,106227,0
MT,402762,v1.0.0,120829,0,2023-10-01,181243,0,SKU015,453107,0
GT,199022,v1.0.0,95530,0,2023-10-01,0,0,SKU015,159218,0
EC,548256,v1.0.0,77401,0,2023-10-01,161252,0,SKU015,129001,0
CV,264187,v1.0.0,90578,0,2023-10-01,75482,0,SKU015,150964,0
FS,207600,v1.0.0,124560,0,2023-10-01,0,0,SKU015,207600,0
MT,423103,v1.0.0,126931,0,2023-10-01,190396,0,SKU016,475991,0
GT,220545,v1.0.0,105862,0,2023-10-01,0,0,SKU016,176436,0
EC,768967,v1.0.0,108560,0,2023-10-01,226167,0,SKU016,180933,0
CV,316032,v1.0.0,108354,0,2023-10-01,90295,0,SKU016,180590,0
FS,190433,v1.0.0,114260,0,2023-10-01,0,0,SKU016,190433,0
MT,178585,v1.0.0,53576,0,2023-10-01,80363,0,SKU017,200908,0
GT,136744,v1.0.0,65637,0,2023-10-01,0,0,SKU017,109395,0
EC,391906,v1.0.0,55328,0,2023-10-01,115266,0,SKU017,92213,0
CV,191174,v1.0.0,65545,0,2023-10-01,54621,0,SKU017,109242,0
FS,95969,v1.0.0,57582,0,2023-10-01,0,0,SKU017,95969,0
MT,207350,v1.0.0,62205,0,2023-10-01,93307,0,SKU018,233268,0
GT,156975,v1.0.0,75348,0,2023-10-01,0,0,SKU018,125580,0
EC,437975,v1.0.0,61832,0,2023-10-01,128816,0,SKU018,103053,0
CV,136930,v1.0.0,46948,0,2023-10-01,39123,0,SKU018,78246,0
FS,94107,v1.0.0,56464,0,2023-10-01,0,0,SKU018,94107,0
MT,93514,v1.0.0,28054,0,2023-10-01,42081,0,SKU019,105203,0
GT,60109,v1.0.0,28852,0,2023-10-01,0,0,SKU019,48087,0
EC,191623,v1.0.0,27053,0,2023-10-01,56360,0,SKU019,45088,0
CV,78586,v1.0.0,26944,0,2023-10-01,22453,0,SKU019,44906,0
FS,51415,v1.0.0,30849,0,2023-10-01,0,0,SKU019,51415,0
MT,114982,v1.0.0,34495,0,2023-10-01,51742,0,SKU020,129355,0
GT,86994,v1.0.0,41757,0,2023-10-01,0,0,SKU020,69596,0
EC,270792,v1.0.0,38229,0,2023-10-01,79645,0,SKU020,63716,0
CV,129422,v1.0.0,44373,0,2023-10-01,36978,0,SKU020,73956,0
FS,58508,v1.0.0,35105,0,2023-10-01,0,0,SKU020,58508,0
MT,156620,v1.0.0,46986,0,2023-10-01,70479,0,SKU021,176198,0
GT,89578,v1.0.0,42998,0,2023-10-01,0,0,SKU021,71662,0
EC,316748,v1.0.0,44717,0,2023-10-01,93161,0,SKU021,74529,0
CV,113282,v1.0.0,38840,0,2023-10-01,32366,0,SKU021,64732,0
FS,62242,v1.0.0,37346,0,2023-10-01,0,0,SKU021,62242,0
MT,146974,v1.0.0,44092,0,2023-10-01,66139,0,SKU022,165346,0
GT,135464,v1.0.0,65023,0,2023-10-01,0,0,SKU022,108371,0
EC,335453,v1.0.0,47358,0,2023-10-01,98663,0,SKU022,78930,0
CV,129141,v1.0.0,44277,0,2023-10-01,36898,0,SKU022,73795,0
FS,79757,v1.0.0,47854,0,2023-10-01,0,0,SKU022,79757,0
MT,223699,v1.0.0,67110,0,2023-10-01,100665,0,SKU023,251662,0
GT,120120,v1.0.0,57658,0,2023-10-01,0,0,SKU023,96096,0
EC,443822,v1.0.0,62657,0,2023-10-01,130536,0,SKU023,104429,0
CV,174636,v1.0.0,59875,0,2023-10-01,49896,0,SKU023,99792,0
FS,109933,v1.0.0,65960,0,2023-10-01,0,0,SKU023,109933,0
MT,240030,v1.0.0,72009,0,2023-10-01,108013,0,SKU024,270033,0
GT,190369,v1.0.0,91377,0,2023-10-01,0,0,SKU024,152295,0
EC,447121,v1.0.0,63123,0,2023-10-01,131506,0,SKU024,105205,0
CV,210175,v1.0.0,72060,0,2023-10-01,60050,0,SKU024,120100,0
FS,122642,v1.0.0,73585,0,2023-10-01,0,0,SKU024,122642,0
MT,290511,v1.0.0,87153,0,2023-10-01,130730,0,SKU025,326825,0
GT,166359,v1.0.0,79852,0,2023-10-01,0,0,SKU025,133088,0
EC,482432,v1.0.0,68108,0,2023-10-01,141892,0,SKU025,113513,0
CV,255405,v1.0.0,87567,0,2023-10-01,72973,0,SKU025,145946,0
FS,121937,v1.0.0,73162,0,2023-10-01,0,0,SKU025,121937,0
MT,376652,v1.0.0,112996,0,2023-10-01,169493,0,SKU026,423734,0
GT,184397,v1.0.0,88510,0,2023-10-01,0,0,SKU026,147518,0
EC,688225,v1.0.0,97161,0,2023-10-01,202419,0,SKU026,161935,0
CV,269892,v1.0.0,92534,0,2023-10-01,77112,0,SKU026,154224,0
FS,156668,v1.0.0,94001,0,2023-10-01,0,0,SKU026,156668,0
MT,419971,v1.0.0,125991,0,2023-10-01,188987,0,SKU027,472467,0
GT,193976,v1.0.0,93109,0,2023-10-01,0,0,SKU027,155181,0
EC,838015,v1.0.0,118308,0,2023-10-01,246475,0,SKU027,197180,0
CV,289076,v1.0.0,99112,0,2023-10-01,82593,0,SKU027,165186,0
FS,189989,v1.0.0,113994,0,2023-10-01,0,0,SKU027,189989,0
MT,133394,v1.0.0,40018,0,2023-10-01,60027,0,SKU028,150069,0
GT,88628,v1.0.0,42541,0,2023-10-01,0,0,SKU028,70902,0
EC,279338,v1.0.0,39436,0,2023-10-01,82158,0,SKU028,65727,0
CV,126214,v1.0.0,43273,0,2023-10-01,36061,0,SKU028,72122,0
FS,75038,v1.0.0,45023,0,2023-10-01,0,0,SKU028,75038,0
MT,170830,v1.0.0,51249,0,2023-10-01,76874,0,SKU029,192184,0
GT,85946,v1.0.0,41254,0,2023-10-01,0,0,SKU029,68757,0
EC,341713,v1.0.0,48242,0,2023-10-01,100504,0,SKU029,80403,0
CV,163556,v1.0.0,56076,0,2023-10-01,46730,0,SKU029,93460,0
FS,91704,v1.0.0,55022,0,2023-10-01,0,0,SKU029,91704,0
MT,217740,v1.0.0,65322,0,2023-10-01,97983,0,SKU030,244958,0
GT,154172,v1.0.0,74002,0,2023-10-01,0,0,SKU030,123338,0
EC,496676,v1.0.0,70119,0,2023-10-01,146081,0,SKU030,116865,0
CV,195969,v1.0.0,67190,0,2023-10-01,55991,0,SKU030,111982,0
FS,105185,v1.0.0,63111,0,2023-10-01,0,0,SKU030,105185,0
MT,185079,v1.0.0,55524,0,2023-10-01,83286,0,SKU031,208214,0
GT,149358,v1.0.0,71692,0,2023-10-01,0,0,SKU031,119486,0
EC,598261,v1.0.0,84460,0,2023-10-01,175959,0,SKU031,140767,0
CV,230946,v1.0.0,79182,0,2023-10-01,65985,0,SKU031,131969,0
FS,101209,v1.0.0,60726,0,2023-10-01,0,0,SKU031,101209,0
MT,235923,v1.0.0,70777,0,2023-10-01,106165,0,SKU032,265414,0
GT,178620,v1.0.0,85738,0,2023-10-01,0,0,SKU032,142896,0
EC,534986,v1.0.0,75527,0,2023-10-01,157349,0,SKU032,125879,0
CV,287885,v1.0.0,98703,0,2023-10-01,82253,0,SKU032,164506,0
FS,179722,v1.0.0,107833,0,2023-10-01,0,0,SKU032,179722,0
MT,349874,v1.0.0,104962,0,2023-10-01,157443,0,SKU033,393608,0
GT,186908,v1.0.0,89716,0,2023-10-01,0,0,SKU033,149526,0
EC,691973,v1.0.0,97690,0,2023-10-01,203522,0,SKU033,162817,0
CV,287670,v1.0.0,98630,0,2023-10-01,82191,0,SKU033,164383,0
FS,178139,v1.0.0,106883,0,2023-10-01,0,0,SKU033,178139,0
MT,198143,v1.0.0,59443,0,2023-10-01,89165,0,SKU034,222911,0
GT,87458,v1.0.0,41980,0,2023-10-01,0,0,SKU034,69966,0
EC,426879,v1.0.0,60265,0,2023-10-01,125553,0,SKU034,100442,0
CV,205098,v1.0.0,70319,0,2023-10-01,58599,0,SKU034,117199,0
FS,112905,v1.0.0,67743,0,2023-10-01,0,0,SKU034,112905,0
MT,172091,v1.0.0,51627,0,2023-10-01,77441,0,SKU035,193602,0
GT,143995,v1.0.0,69118,0,2023-10-01,0,0,SKU035,115196,0
EC,404651,v1.0.0,57127,0,2023-10-01,119015,0,SKU035,95212,0
CV,178522,v1.0.0,61208,0,2023-10-01,51006,0,SKU035,102013,0
FS,103352,v1.0.0,62011,0,2023-10-01,0,0,SKU035,103352,0
MT,244251,v1.0.0,73275,0,2023-10-01,109913,0,SKU036,274782,0
GT,127822,v1.0.0,61355,0,2023-10-01,0,0,SKU036,102258,0
EC,441423,v1.0.0,62319,0,2023-10-01,129830,0,SKU036,103864,0
CV,220610,v1.0.0,75638,0,2023-10-01,63032,0,SKU036,126063,0
FS,112751,v1.0.0,67650,0,2023-10-01,0,0,SKU036,112751,0
MT,113454,v1.0.0,34036,0,2023-11-01,51054,0,SKU001,127636,0
GT,68445,v1.0.0,32854,0,2023-11-01,0,0,SKU001,54756,0
EC,210516,v1.0.0,29720,0,2023-11-01,61916,0,SKU001,49533,0
CV,96447,v1.0.0,33067,0,2023-11-01,27556,0,SKU001,55112,0
FS,45509,v1.0.0,27306,0,2023-11-01,0,0,SKU001,45509,0
MT,120731,v1.0.0,36219,0,2023-11-01,54329,0,SKU002,135823,0
GT,80706,v1.0.0,38739,0,2023-11-01,0,0,SKU002,64564,0
EC,278851,v1.0.0,39367,0,2023-11-01,82015,0,SKU002,65612,0
CV,86756,v1.0.0,29745,0,2023-11-01,24787,0,SKU002,49575,0
FS,55603,v1.0.0,33362,0,2023-11-01,0,0,SKU002,55603,0
MT,151845,v1.0.0,45554,0,2023-11-01,68330,0,SKU003,170826,0
GT,99328,v1.0.0,47678,0,2023-11-01,0,0,SKU003,79462,0
EC,307377,v1.0.0,43394,0,2023-11-01,90405,0,SKU003,72324,0
CV,136434,v1.0.0,46778,0,2023-11-01,38981,0,SKU003,77962,0
FS,81060,v1.0.0,48636,0,2023-11-01,0,0,SKU003,81060,0
MT,205764,v1.0.0,61729,0,2023-11-01,92594,0,SKU004,231485,0
GT,106982,v1.0.0,51351,0,2023-11-01,0,0,SKU004,85586,0
EC,433739,v1.0.0,61234,0,2023-11-01,127570,0,SKU004,102056,0
CV,179101,v1.0.0,61406,0,2023-11-01,51172,0,SKU004,102344,0
FS,70406,v1.0.0,42244,0,2023-11-01,0,0,SKU004,70406,0
MT,221254,v1.0.0,66376,0,2023-11-01,99564,0,SKU005,248911,0
GT,158340,v1.0.0,76003,0,2023-11-01,0,0,SKU005,126672,0
EC,407837,v1.0.0,57577,0,2023-11-01,119952,0,SKU005,95962,0
CV,178870,v1.0.0,61327,0,2023-11-01,51106,0,SKU005,102211,0
FS,124755,v1.0.0,74853,0,2023-11-01,0,0,SKU005,124755,0
MT,275288,v1.0.0,82586,0,2023-11-01,123880,0,SKU006,309699,0
GT,204214,v1.0.0,98023,0,2023-11-01,0,0,SKU006,163371,0
EC,577531,v1.0.0,81534,0,2023-11-01,169862,0,SKU006,135890,0
CV,211349,v1.0.0,72463,0,2023-11-01,60386,0,SKU006,120771,0
FS,161695,v1.0.0,97017,0,2023-11-01,0,0,SKU006,161695,0
MT,336695,v1.0.0,101008,0,2023-11-01,151513,0,SKU007,378782,0
GT,151149,v1.0.0,72552,0,2023-11-01,0,0,SKU007,120920,0
EC,619852,v1.0.0,87509,0,2023-11-01,182309,0,SKU007,145848,0
CV,273464,v1.0.0,93759,0,2023-11-01,78133,0,SKU007,156265,0
FS,170863,v1.0.0,102518,0,2023-11-01,0,0,SKU007,170863,0
MT,383146,v1.0.0,114944,0,2023-11-01,172416,0,SKU008,431039,0
GT,182325,v1.0.0,87516,0,2023-11-01,0,0,SKU008,145860,0
EC,653176,v1.0.0,92213,0,2023-11-01,192111,0,SKU008,153688,0
CV,278326,v1.0.0,95426,0,2023-11-01,79522,0,SKU008,159044,0
FS,209984,v1.0.0,125990,0,2023-11-01,0,0,SKU008,209984,0
MT,388341,v1.0.0,116502,0,2023-11-01,174754,0,SKU009,436884,0
GT,265736,v1.0.0,127553,0,2023-11-01,0,0,SKU009,212589,0
EC,672481,v1.0.0,94938,0,2023-11-01,197788,0,SKU009,158231,0
CV,342326,v1.0.0,117369,0,2023-11-01,97808,0,SKU009,195615,0
FS,212184,v1.0.0,127311,0,2023-11-01,0,0,SKU009,212184,0
MT,169837,v1.0.0,50951,0,2023-11-01,76427,0,SKU010,191067,0
GT,104861,v1.0.0,50333,0,2023-11-01,0,0,SKU010,83889,0
EC,306327,v1.0.0,43246,0,2023-11-01,90096,0,SKU010,72077,0
CV,142289,v1.0.0,48785,0,2023-11-01,40654,0,SKU010,81308,0
FS,73996,v1.0.0,44398,0,2023-11-01,0,0,SKU010,73996,0
MT,220108,v1.0.0,66033,0,2023-11-01,99049,0,SKU011,247622,0
GT,130492,v1.0.0,62636,0,2023-11-01,0,0,SKU011,104393,0
EC,369115,v1.0.0,52110,0,2023-11-01,108563,0,SKU011,86851,0
CV,167823,v1.0.0,57539,0,2023-11-01,47949,0,SKU011,95899,0
FS,92949,v1.0.0,55769,0,2023-11-01,0,0,SKU011,92949,0
MT,224425,v1.0.0,67328,0,2023-11-01,100991,0,SKU012,252478,0
GT,137719,v1.0.0,66105,0,2023-11-01,0,0,SKU012,110175,0
EC,389844,v1.0.0,55037,0,2023-11-01,114660,0,SKU012,91728,0
CV,160414,v1.0.0,54999,0,2023-11-01,45832,0,SKU012,91665,0
FS,89745,v1.0.0,53847,0,2023-11-01,0,0,SKU012,89745,0
MT,286328,v1.0.0,85898,0,2023-11-01,128848,0,SKU013,322119,0
GT,189650,v1.0.0,91032,0,2023-11-01,0,0,SKU013,151720,0
EC,476472,v1.0.0,67267,0,2023-11-01,140139,0,SKU013,112111,0
CV,197954,v1.0.0,67870,0,2023-11-01,56558,0,SKU013,113116,0
FS,151814,v1.0.0,91088,0,2023-11-01,0,0,SKU013,151814,0
MT,332493,v1.0.0,99748,0,2023-11-01,149622,0,SKU014,374054,0
GT,198120,v1.0.0,95098,0,2023-11-01,0,0,SKU014,158496,0
EC,599760,v1.0.0,84672,0,2023-11-01,176400,0,SKU014,141120,0
CV,240257,v1.0.0,82374,0,2023-11-01,68645,0,SKU014,137290,0
FS,180339,v1.0.0,108204,0,2023-11-01,0,0,SKU014,180339,0
MT,359366,v1.0.0,107810,0,2023-11-01,161715,0,SKU015,404287,0
GT,231904,v1.0.0,111314,0,2023-11-01,0,0,SKU015,185523,0
EC,625437,v1.0.0,88297,0,2023-11-01,183952,0,SKU015,147162,0
CV,290018,v1.0.0,99435,0,2023-11-01,82862,0,SKU015,165725,0
FS,189101,v1.0.0,113461,0,2023-11-01,0,0,SKU015,189101,0
MT,433532,v1.0.0,130060,0,2023-11-01,195089,0,SKU016,487723,0
GT,228150,v1.0.0,109512,0,2023-11-01,0,0,SKU016,182520,0
EC,757272,v1.0.0,106909,0,2023-11-01,222727,0,SKU016,178182,0
