Period,CompanyKey,ProjectKey,Project,CostCenterKey,CAPEXType,ApprovalStatus,BudgetCAPEXVND,ActualCAPEXVND,ForecastCAPEXVND,CommittedCAPEXVND,AssetCostVND,InServicePeriod,UsefulLifeMonths,DepreciationVND,ExpectedAnnualContributionVND,PaybackMonths,CashPaymentVND,BudgetVarianceVND,ForecastVarianceVND,Stage,Decision,EvidenceClass,SourceSystem
2024-10,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-10,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-10,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-10,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-10,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-11,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-11,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-11,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-11,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-11,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-11,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-12,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-12,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-12,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-12,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-12,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-12,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2025-01,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,210000000.0,800000000.0,800000000.0,210000000.0,2025-01-01,60,3500000.0,666666666.67,18,210000000.0,-790000000.0,-590000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-01,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,142500000.0,600000000.0,600000000.0,142500000.0,2025-02-01,60,2375000.0,642857142.86,14,142500000.0,-607500000.0,-457500000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-01,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,380000000.0,1600000000.0,1600000000.0,380000000.0,2025-03-01,60,6333333.33,1000000000.0,24,380000000.0,-1620000000.0,-1220000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-01,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,189000000.0,720000000.0,720000000.0,189000000.0,2025-04-01,60,3150000.0,540000000.0,20,189000000.0,-711000000.0,-531000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-01,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,114000000.0,480000000.0,480000000.0,114000000.0,2025-05-01,60,1900000.0,450000000.0,16,114000000.0,-486000000.0,-366000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-01,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,247000000.0,1040000000.0,1040000000.0,247000000.0,2025-06-01,60,4116666.67,709090909.09,22,247000000.0,-1053000000.0,-793000000.0,In delivery,Review,SIMULATED,synthetic_capex
2025-02,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,210000000.0,800000000.0,800000000.0,210000000.0,2025-01-01,60,3500000.0,666666666.67,18,210000000.0,-790000000.0,-590000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-02,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,142500000.0,600000000.0,600000000.0,142500000.0,2025-02-01,60,2375000.0,642857142.86,14,142500000.0,-607500000.0,-457500000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-02,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,380000000.0,1600000000.0,1600000000.0,380000000.0,2025-03-01,60,6333333.33,1000000000.0,24,380000000.0,-1620000000.0,-1220000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-02,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,189000000.0,720000000.0,720000000.0,189000000.0,2025-04-01,60,3150000.0,540000000.0,20,189000000.0,-711000000.0,-531000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-02,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,114000000.0,480000000.0,480000000.0,114000000.0,2025-05-01,60,1900000.0,450000000.0,16,114000000.0,-486000000.0,-366000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-02,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,247000000.0,1040000000.0,1040000000.0,247000000.0,2025-06-01,60,4116666.67,709090909.09,22,247000000.0,-1053000000.0,-793000000.0,In delivery,Review,SIMULATED,synthetic_capex
2025-03,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,105000000.0,800000000.0,800000000.0,105000000.0,2025-01-01,60,1750000.0,666666666.67,18,105000000.0,-895000000.0,-695000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-03,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,71250000.0,600000000.0,600000000.0,71250000.0,2025-02-01,60,1187500.0,642857142.86,14,71250000.0,-678750000.0,-528750000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-03,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,190000000.0,1600000000.0,1600000000.0,190000000.0,2025-03-01,60,3166666.67,1000000000.0,24,190000000.0,-1810000000.0,-1410000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-03,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,94500000.0,720000000.0,720000000.0,94500000.0,2025-04-01,60,1575000.0,540000000.0,20,94500000.0,-805500000.0,-625500000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-03,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,57000000.0,480000000.0,480000000.0,57000000.0,2025-05-01,60,950000.0,450000000.0,16,57000000.0,-543000000.0,-423000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-03,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,123500000.0,1040000000.0,1040000000.0,123500000.0,2025-06-01,60,2058333.33,709090909.09,22,123500000.0,-1176500000.0,-916500000.0,In delivery,Review,SIMULATED,synthetic_capex
2025-04,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,105000000.0,800000000.0,800000000.0,105000000.0,2025-01-01,60,1750000.0,666666666.67,18,105000000.0,-895000000.0,-695000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-04,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,71250000.0,600000000.0,600000000.0,71250000.0,2025-02-01,60,1187500.0,642857142.86,14,71250000.0,-678750000.0,-528750000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-04,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,190000000.0,1600000000.0,1600000000.0,190000000.0,2025-03-01,60,3166666.67,1000000000.0,24,190000000.0,-1810000000.0,-1410000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-04,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,94500000.0,720000000.0,720000000.0,94500000.0,2025-04-01,60,1575000.0,540000000.0,20,94500000.0,-805500000.0,-625500000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-04,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,57000000.0,480000000.0,480000000.0,57000000.0,2025-05-01,60,950000.0,450000000.0,16,57000000.0,-543000000.0,-423000000.0,In delivery,Proceed,SIMULATED,synthetic_capex
2025-04,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,123500000.0,1040000000.0,1040000000.0,123500000.0,2025-06-01,60,2058333.33,709090909.09,22,123500000.0,-1176500000.0,-916500000.0,In delivery,Review,SIMULATED,synthetic_capex
2025-05,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,0.0,200000000.0,200000000.0,0.0,2025-01-01,60,0.0,666666666.67,18,0.0,-1000000000.0,-200000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-05,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,0.0,150000000.0,150000000.0,0.0,2025-02-01,60,0.0,642857142.86,14,0.0,-750000000.0,-150000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-05,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,0.0,400000000.0,400000000.0,0.0,2025-03-01,60,0.0,1000000000.0,24,0.0,-2000000000.0,-400000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-05,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,0.0,180000000.0,180000000.0,0.0,2025-04-01,60,0.0,540000000.0,20,0.0,-900000000.0,-180000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-05,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,0.0,120000000.0,120000000.0,0.0,2025-05-01,60,0.0,450000000.0,16,0.0,-600000000.0,-120000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-05,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,0.0,260000000.0,260000000.0,0.0,2025-06-01,60,0.0,709090909.09,22,0.0,-1300000000.0,-260000000.0,Pipeline,Review,SIMULATED,synthetic_capex
2025-06,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,0.0,200000000.0,200000000.0,0.0,2025-01-01,60,0.0,666666666.67,18,0.0,-1000000000.0,-200000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-06,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,0.0,150000000.0,150000000.0,0.0,2025-02-01,60,0.0,642857142.86,14,0.0,-750000000.0,-150000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-06,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,0.0,400000000.0,400000000.0,0.0,2025-03-01,60,0.0,1000000000.0,24,0.0,-2000000000.0,-400000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-06,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,0.0,180000000.0,180000000.0,0.0,2025-04-01,60,0.0,540000000.0,20,0.0,-900000000.0,-180000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-06,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,0.0,120000000.0,120000000.0,0.0,2025-05-01,60,0.0,450000000.0,16,0.0,-600000000.0,-120000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-06,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,0.0,260000000.0,260000000.0,0.0,2025-06-01,60,0.0,709090909.09,22,0.0,-1300000000.0,-260000000.0,Pipeline,Review,SIMULATED,synthetic_capex
2025-07,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,0.0,200000000.0,200000000.0,0.0,2025-01-01,60,0.0,666666666.67,18,0.0,-1000000000.0,-200000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-07,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,0.0,150000000.0,150000000.0,0.0,2025-02-01,60,0.0,642857142.86,14,0.0,-750000000.0,-150000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-07,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,0.0,400000000.0,400000000.0,0.0,2025-03-01,60,0.0,1000000000.0,24,0.0,-2000000000.0,-400000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-07,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,0.0,180000000.0,180000000.0,0.0,2025-04-01,60,0.0,540000000.0,20,0.0,-900000000.0,-180000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-07,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,0.0,120000000.0,120000000.0,0.0,2025-05-01,60,0.0,450000000.0,16,0.0,-600000000.0,-120000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-07,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,0.0,260000000.0,260000000.0,0.0,2025-06-01,60,0.0,709090909.09,22,0.0,-1300000000.0,-260000000.0,Pipeline,Review,SIMULATED,synthetic_capex
2025-08,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,0.0,200000000.0,200000000.0,0.0,2025-01-01,60,0.0,666666666.67,18,0.0,-1000000000.0,-200000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-08,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,0.0,150000000.0,150000000.0,0.0,2025-02-01,60,0.0,642857142.86,14,0.0,-750000000.0,-150000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-08,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,0.0,400000000.0,400000000.0,0.0,2025-03-01,60,0.0,1000000000.0,24,0.0,-2000000000.0,-400000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-08,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,0.0,180000000.0,180000000.0,0.0,2025-04-01,60,0.0,540000000.0,20,0.0,-900000000.0,-180000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-08,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,0.0,120000000.0,120000000.0,0.0,2025-05-01,60,0.0,450000000.0,16,0.0,-600000000.0,-120000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-08,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,0.0,260000000.0,260000000.0,0.0,2025-06-01,60,0.0,709090909.09,22,0.0,-1300000000.0,-260000000.0,Pipeline,Review,SIMULATED,synthetic_capex
2025-09,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,0.0,200000000.0,200000000.0,0.0,2025-01-01,60,0.0,666666666.67,18,0.0,-1000000000.0,-200000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-09,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,0.0,150000000.0,150000000.0,0.0,2025-02-01,60,0.0,642857142.86,14,0.0,-750000000.0,-150000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-09,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,0.0,400000000.0,400000000.0,0.0,2025-03-01,60,0.0,1000000000.0,24,0.0,-2000000000.0,-400000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-09,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,0.0,180000000.0,180000000.0,0.0,2025-04-01,60,0.0,540000000.0,20,0.0,-900000000.0,-180000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-09,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,0.0,120000000.0,120000000.0,0.0,2025-05-01,60,0.0,450000000.0,16,0.0,-600000000.0,-120000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-09,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,0.0,260000000.0,260000000.0,0.0,2025-06-01,60,0.0,709090909.09,22,0.0,-1300000000.0,-260000000.0,Pipeline,Review,SIMULATED,synthetic_capex
2025-10,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,0.0,200000000.0,200000000.0,0.0,2025-01-01,60,0.0,666666666.67,18,0.0,-1000000000.0,-200000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-10,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,0.0,150000000.0,150000000.0,0.0,2025-02-01,60,0.0,642857142.86,14,0.0,-750000000.0,-150000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-10,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,0.0,400000000.0,400000000.0,0.0,2025-03-01,60,0.0,1000000000.0,24,0.0,-2000000000.0,-400000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-10,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,0.0,180000000.0,180000000.0,0.0,2025-04-01,60,0.0,540000000.0,20,0.0,-900000000.0,-180000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-10,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,0.0,120000000.0,120000000.0,0.0,2025-05-01,60,0.0,450000000.0,16,0.0,-600000000.0,-120000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-10,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,0.0,260000000.0,260000000.0,0.0,2025-06-01,60,0.0,709090909.09,22,0.0,-1300000000.0,-260000000.0,Pipeline,Review,SIMULATED,synthetic_capex
2025-11,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,0.0,200000000.0,200000000.0,0.0,2025-01-01,60,0.0,666666666.67,18,0.0,-1000000000.0,-200000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-11,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,0.0,150000000.0,150000000.0,0.0,2025-02-01,60,0.0,642857142.86,14,0.0,-750000000.0,-150000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-11,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,0.0,400000000.0,400000000.0,0.0,2025-03-01,60,0.0,1000000000.0,24,0.0,-2000000000.0,-400000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-11,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,0.0,180000000.0,180000000.0,0.0,2025-04-01,60,0.0,540000000.0,20,0.0,-900000000.0,-180000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-11,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,0.0,120000000.0,120000000.0,0.0,2025-05-01,60,0.0,450000000.0,16,0.0,-600000000.0,-120000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-11,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,0.0,260000000.0,260000000.0,0.0,2025-06-01,60,0.0,709090909.09,22,0.0,-1300000000.0,-260000000.0,Pipeline,Review,SIMULATED,synthetic_capex
2025-12,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,1000000000.0,0.0,200000000.0,200000000.0,0.0,2025-01-01,60,0.0,666666666.67,18,0.0,-1000000000.0,-200000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-12,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,750000000.0,0.0,150000000.0,150000000.0,0.0,2025-02-01,60,0.0,642857142.86,14,0.0,-750000000.0,-150000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-12,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,2000000000.0,0.0,400000000.0,400000000.0,0.0,2025-03-01,60,0.0,1000000000.0,24,0.0,-2000000000.0,-400000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-12,VN,P-004,Data platform,CC-IT,Growth,APPROVED,900000000.0,0.0,180000000.0,180000000.0,0.0,2025-04-01,60,0.0,540000000.0,20,0.0,-900000000.0,-180000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-12,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,600000000.0,0.0,120000000.0,120000000.0,0.0,2025-05-01,60,0.0,450000000.0,16,0.0,-600000000.0,-120000000.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2025-12,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,1300000000.0,0.0,260000000.0,260000000.0,0.0,2025-06-01,60,0.0,709090909.09,22,0.0,-1300000000.0,-260000000.0,Pipeline,Review,SIMULATED,synthetic_capex
