SnapshotDate,TargetMonth,SKUKey,ChannelKey,ScenarioKey,ForecastVersionKey,ForecastUnits,ForecastRevenueVND,ForecastCOGSVND,ForecastTradeSpendVND,ForecastOPEXVND,Status,Approved,ActualAvailabilityDate,Eligibility,EvidenceClass,WorkingCapitalDaysDelta
2023-11-01,2023-12-01,SKU003,CH03,BASE,FV_BASE_202312,3090,91859520.0,57328220.87,2452423.16,15607200.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU003,CH03,UPSIDE,FV_UPSIDE_202312,3210,95426880.0,56225755.09,2452423.16,15295056.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU003,CH03,DOWNSIDE,FV_DOWNSIDE_202312,2880,85616640.0,60084385.34,2501471.62,16855776.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU004,CH03,BASE,FV_BASE_202312,5150,133961800.0,96804232.62,3576450.44,22760500.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU004,CH03,UPSIDE,FV_UPSIDE_202312,5350,139164200.0,94942612.76,3576450.44,22305290.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU004,CH03,DOWNSIDE,FV_DOWNSIDE_202312,4800,124857600.0,101458282.26,3647979.45,24581340.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU005,CH03,BASE,FV_BASE_202312,4120,103341960.0,78071985.0,2758976.05,17558100.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU005,CH03,UPSIDE,FV_UPSIDE_202312,4280,107355240.0,76570600.68,2758976.05,17206938.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU005,CH03,DOWNSIDE,FV_DOWNSIDE_202312,3840,96318720.0,81825445.82,2814155.57,18962748.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU006,CH03,BASE,FV_BASE_202312,3090,86118300.0,59402597.29,2299146.71,14631750.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU006,CH03,UPSIDE,FV_UPSIDE_202312,3210,89462700.0,58260239.65,2299146.71,14339115.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU006,CH03,DOWNSIDE,FV_DOWNSIDE_202312,2880,80265600.0,62258491.39,2345129.64,15802290.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU007,CH03,BASE,FV_BASE_202312,5150,110040050.0,99397203.14,2937798.57,18696125.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU007,CH03,UPSIDE,FV_UPSIDE_202312,5350,114313450.0,97485718.47,2937798.57,18322202.5,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU007,CH03,DOWNSIDE,FV_DOWNSIDE_202312,4800,102561600.0,104175914.83,2996554.54,20191815.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU008,CH03,BASE,FV_BASE_202312,4120,95687000.0,81717858.71,2554607.46,16257500.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU008,CH03,UPSIDE,FV_UPSIDE_202312,4280,99403000.0,80146361.42,2554607.46,15932350.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU008,CH03,DOWNSIDE,FV_DOWNSIDE_202312,3840,89184000.0,85646601.91,2605699.61,17558100.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU009,CH03,BASE,FV_BASE_202312,5150,100471350.0,95704184.52,2682337.83,17070375.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU009,CH03,UPSIDE,FV_UPSIDE_202312,5350,104373150.0,93863719.44,2682337.83,16728967.5,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU009,CH03,DOWNSIDE,FV_DOWNSIDE_202312,4800,93643200.0,100305347.24,2735984.59,18436005.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU010,CH03,BASE,FV_BASE_202312,4120,91859520.0,75431869.57,2452423.16,15607200.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU010,CH03,UPSIDE,FV_UPSIDE_202312,4280,95426880.0,73981256.7,2452423.16,15295056.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU010,CH03,DOWNSIDE,FV_DOWNSIDE_202312,3840,85616640.0,79058401.76,2501471.62,16855776.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU011,CH03,BASE,FV_BASE_202312,2060,66980900.0,33001442.94,1788225.22,11380250.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU011,CH03,UPSIDE,FV_UPSIDE_202312,2140,69582100.0,32366799.8,1788225.22,11152645.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU011,CH03,DOWNSIDE,FV_DOWNSIDE_202312,1920,62428800.0,34588050.77,1823989.72,12290670.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU012,CH03,BASE,FV_BASE_202312,3090,83247690.0,53320902.8,2222508.49,14144025.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU012,CH03,UPSIDE,FV_UPSIDE_202312,3210,86480610.0,52295500.83,2222508.49,13861144.5,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU012,CH03,DOWNSIDE,FV_DOWNSIDE_202312,2880,77590080.0,55884407.75,2266958.66,15275547.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU001,CH04,BASE,FV_BASE_202312,3090,90234180.0,52177373.62,2239666.7,15331050.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU001,CH04,UPSIDE,FV_UPSIDE_202312,3210,93738420.0,51173962.59,2239666.7,15024429.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU001,CH04,DOWNSIDE,FV_DOWNSIDE_202312,2880,84101760.0,54685901.2,2284460.03,16557534.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU002,CH04,BASE,FV_BASE_202312,2060,69858720.0,36355847.43,1733935.51,11869200.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU002,CH04,UPSIDE,FV_UPSIDE_202312,2140,72571680.0,35656696.52,1733935.51,11631816.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU002,CH04,DOWNSIDE,FV_DOWNSIDE_202312,1920,65111040.0,38103724.71,1768614.22,12818736.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU003,CH04,BASE,FV_BASE_202312,2060,62096640.0,34111659.32,1541276.01,10550400.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU003,CH04,UPSIDE,FV_UPSIDE_202312,2140,64508160.0,33455665.87,1541276.01,10339392.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU003,CH04,DOWNSIDE,FV_DOWNSIDE_202312,1920,57876480.0,35751642.94,1572101.53,11394432.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU004,CH04,BASE,FV_BASE_202312,2060,54334560.0,34560496.94,1348616.51,9231600.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU004,CH04,UPSIDE,FV_UPSIDE_202312,2140,56444640.0,33895872.0,1348616.51,9046968.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU004,CH04,DOWNSIDE,FV_DOWNSIDE_202312,1920,50641920.0,36222059.3,1375588.84,9970128.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU005,CH04,BASE,FV_BASE_202312,2060,52394040.0,34841020.45,1300451.63,8901900.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU005,CH04,UPSIDE,FV_UPSIDE_202312,2140,54428760.0,34171000.82,1300451.63,8723862.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU005,CH04,DOWNSIDE,FV_DOWNSIDE_202312,1920,48833280.0,36516069.51,1326460.66,9614052.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU006,CH04,BASE,FV_BASE_202312,2060,58215600.0,35345962.78,1444946.26,9891000.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU006,CH04,UPSIDE,FV_UPSIDE_202312,2140,60476400.0,34666232.72,1444946.26,9693180.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU006,CH04,DOWNSIDE,FV_DOWNSIDE_202312,1920,54259200.0,37045287.91,1473845.19,10682280.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU007,CH04,BASE,FV_BASE_202312,3090,66947940.0,53229336.8,1661688.2,11374650.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU007,CH04,UPSIDE,FV_UPSIDE_202312,3210,69547860.0,52205695.71,1661688.2,11147157.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU007,CH04,DOWNSIDE,FV_DOWNSIDE_202312,2880,62398080.0,55788439.54,1694921.96,12284622.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU008,CH04,BASE,FV_BASE_202312,2060,48513000.0,36468056.83,1204121.88,8242500.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU008,CH04,UPSIDE,FV_UPSIDE_202312,2140,50397000.0,35766748.05,1204121.88,8077650.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU008,CH04,DOWNSIDE,FV_DOWNSIDE_202312,1920,45216000.0,38221328.79,1228204.32,8901900.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU009,CH04,BASE,FV_BASE_202312,3090,61126380.0,51251646.02,1517193.57,10385550.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU009,CH04,UPSIDE,FV_UPSIDE_202312,3210,63500220.0,50266037.45,1517193.57,10177839.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU009,CH04,DOWNSIDE,FV_DOWNSIDE_202312,2880,56972160.0,53715667.47,1547537.44,11216394.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU010,CH04,BASE,FV_BASE_202312,2060,46572480.0,33662821.69,1155957.01,7912800.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU010,CH04,UPSIDE,FV_UPSIDE_202312,2140,48381120.0,33015459.74,1155957.01,7754544.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU010,CH04,DOWNSIDE,FV_DOWNSIDE_202312,1920,43407360.0,35281226.58,1179076.15,8545824.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU011,CH04,BASE,FV_BASE_202312,1030,33959100.0,14727484.49,842885.32,5769750.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU011,CH04,UPSIDE,FV_UPSIDE_202312,1070,35277900.0,14444263.64,842885.32,5654355.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU011,CH04,DOWNSIDE,FV_DOWNSIDE_202312,960,31651200.0,15435536.63,859743.03,6231330.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU012,CH04,BASE,FV_BASE_202312,2060,56275080.0,31727209.46,1396781.39,9561300.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU012,CH04,UPSIDE,FV_UPSIDE_202312,2140,58460520.0,31117070.81,1396781.39,9370074.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU012,CH04,DOWNSIDE,FV_DOWNSIDE_202312,1920,52450560.0,33252556.07,1424717.02,10326204.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU001,CH05,BASE,FV_BASE_202312,3090,91383660.0,58018275.62,2503802.88,15526350.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU001,CH05,UPSIDE,FV_UPSIDE_202312,3210,94932540.0,56902539.55,2503802.88,15215823.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU001,CH05,DOWNSIDE,FV_DOWNSIDE_202312,2880,85173120.0,60807615.79,2553878.94,16768458.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU002,CH05,BASE,FV_BASE_202312,2060,70748640.0,40425637.21,1938428.04,12020400.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU002,CH05,UPSIDE,FV_UPSIDE_202312,2140,73496160.0,39648221.11,1938428.04,11779992.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU002,CH05,DOWNSIDE,FV_DOWNSIDE_202312,1920,65940480.0,42369177.46,1977196.6,12982032.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU003,CH05,BASE,FV_BASE_202312,2060,62887680.0,37930227.5,1723047.14,10684800.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU003,CH05,UPSIDE,FV_UPSIDE_202312,2140,65329920.0,37200800.05,1723047.14,10471104.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU003,CH05,DOWNSIDE,FV_DOWNSIDE_202312,1920,58613760.0,39753796.13,1757508.08,11539584.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU004,CH05,BASE,FV_BASE_202312,3090,82540080.0,57643964.16,2261499.38,14023800.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU004,CH05,UPSIDE,FV_UPSIDE_202312,3210,85745520.0,56535426.39,2261499.38,13743324.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU004,CH05,DOWNSIDE,FV_DOWNSIDE_202312,2880,76930560.0,60415308.6,2306729.37,15145704.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU005,CH05,BASE,FV_BASE_202312,2060,53061480.0,38741235.66,1453821.03,9015300.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU005,CH05,UPSIDE,FV_UPSIDE_202312,2140,55122120.0,37996211.89,1453821.03,8834994.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU005,CH05,DOWNSIDE,FV_DOWNSIDE_202312,1920,49455360.0,40603795.06,1482897.45,9736524.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU006,CH05,BASE,FV_BASE_202312,2060,58957200.0,39302702.84,1615356.7,10017000.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU006,CH05,UPSIDE,FV_UPSIDE_202312,2140,61246800.0,38546881.63,1615356.7,9816660.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU006,CH05,DOWNSIDE,FV_DOWNSIDE_202312,1920,54950400.0,41192255.86,1647663.83,10818360.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU007,CH05,BASE,FV_BASE_202312,3090,67800780.0,59187998.92,1857660.2,11519550.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU007,CH05,UPSIDE,FV_UPSIDE_202312,3210,70433820.0,58049768.17,1857660.2,11289159.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU007,CH05,DOWNSIDE,FV_DOWNSIDE_202312,2880,63192960.0,62033575.79,1894813.4,12441114.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU008,CH05,BASE,FV_BASE_202312,3090,73696500.0,60825611.54,2019195.87,12521250.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU008,CH05,UPSIDE,FV_UPSIDE_202312,3210,76558500.0,59655888.24,2019195.87,12270825.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU008,CH05,DOWNSIDE,FV_DOWNSIDE_202312,2880,68688000.0,63749919.78,2059579.79,13522950.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU009,CH05,BASE,FV_BASE_202312,3090,61905060.0,56988919.11,1696124.53,10517850.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU009,CH05,UPSIDE,FV_UPSIDE_202312,3210,64309140.0,55892978.36,1696124.53,10307493.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU009,CH05,DOWNSIDE,FV_DOWNSIDE_202312,2880,57697920.0,59728770.99,1730047.02,11359278.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU010,CH05,BASE,FV_BASE_202312,2060,47165760.0,37431145.56,1292285.36,8013600.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU010,CH05,UPSIDE,FV_UPSIDE_202312,2140,48997440.0,36711315.84,1292285.36,7853328.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU010,CH05,DOWNSIDE,FV_DOWNSIDE_202312,1920,43960320.0,39230719.87,1318131.07,8654688.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU011,CH05,BASE,FV_BASE_202312,1030,34391700.0,16376126.19,942291.41,5843250.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU011,CH05,UPSIDE,FV_UPSIDE_202312,1070,35727300.0,16061200.68,942291.41,5726385.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU011,CH05,DOWNSIDE,FV_DOWNSIDE_202312,960,32054400.0,17163439.95,961137.24,6310710.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-11-01,2023-12-01,SKU012,CH05,BASE,FV_BASE_202312,2060,56991960.0,35278854.7,1561511.47,9683100.0,FROZEN,true,2024-01-01,true,ASSUMPTION,0
2023-11-01,2023-12-01,SKU012,CH05,UPSIDE,FV_UPSIDE_202312,2140,59205240.0,34600415.18,1561511.47,9489438.0,FROZEN,true,2024-01-01,true,ASSUMPTION,-6
2023-11-01,2023-12-01,SKU012,CH05,DOWNSIDE,FV_DOWNSIDE_202312,1920,53118720.0,36974953.48,1592741.7,10457748.0,FROZEN,true,2024-01-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU001,CH01,BASE,FV_BASE_202401,7210,213228540.0,126902308.22,5436671.18,36228150.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU001,CH01,UPSIDE,FV_UPSIDE_202401,7490,221509260.0,124461879.21,5436671.18,35503587.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU001,CH01,DOWNSIDE,FV_DOWNSIDE_202401,6720,198737280.0,133003380.73,5545404.6,39126402.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU002,CH01,BASE,FV_BASE_202401,5150,176871600.0,94738128.71,4509681.16,30051000.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU002,CH01,UPSIDE,FV_UPSIDE_202401,5350,183740400.0,92916241.62,4509681.16,29449980.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU002,CH01,DOWNSIDE,FV_DOWNSIDE_202401,4800,164851200.0,99292846.44,4599874.78,32455080.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU003,CH01,BASE,FV_BASE_202401,5150,157219200.0,88890096.08,4008605.48,26712000.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU003,CH01,UPSIDE,FV_UPSIDE_202401,5350,163324800.0,87180671.15,4008605.48,26177760.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU003,CH01,DOWNSIDE,FV_DOWNSIDE_202401,4800,146534400.0,93163658.39,4088777.59,28848960.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU004,CH01,BASE,FV_BASE_202401,7210,192593520.0,126083583.64,4910541.71,32722200.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU004,CH01,UPSIDE,FV_UPSIDE_202401,7490,200072880.0,123658899.34,4910541.71,32067756.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU004,CH01,DOWNSIDE,FV_DOWNSIDE_202401,6720,179504640.0,132145294.39,5008752.54,35339976.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU005,CH01,BASE,FV_BASE_202401,6180,159184440.0,108948848.02,4058713.04,27045900.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU005,CH01,UPSIDE,FV_UPSIDE_202401,6420,165366360.0,106853677.86,4058713.04,26504982.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU005,CH01,DOWNSIDE,FV_DOWNSIDE_202401,5760,148366080.0,114186773.4,4139887.3,29209572.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU006,CH01,BASE,FV_BASE_202401,4120,117914400.0,73685211.23,3006454.11,20034000.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU006,CH01,UPSIDE,FV_UPSIDE_202401,4280,122493600.0,72268187.93,3006454.11,19633320.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU006,CH01,DOWNSIDE,FV_DOWNSIDE_202401,3840,109900800.0,77227769.46,3066583.19,21636720.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU007,CH01,BASE,FV_BASE_202401,7210,158201820.0,129460822.49,4033659.26,26878950.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU007,CH01,UPSIDE,FV_UPSIDE_202401,7490,164345580.0,126971191.29,4033659.26,26341371.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU007,CH01,DOWNSIDE,FV_DOWNSIDE_202401,6720,147450240.0,135684900.5,4114332.45,29029266.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU008,CH01,BASE,FV_BASE_202401,6180,147393000.0,114036636.42,3758067.63,25042500.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU008,CH01,UPSIDE,FV_UPSIDE_202401,6420,153117000.0,111843624.18,3758067.63,24541650.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU008,CH01,DOWNSIDE,FV_DOWNSIDE_202401,5760,137376000.0,119519167.01,3833228.98,27045900.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU009,CH01,BASE,FV_BASE_202401,7210,144445140.0,124650815.65,3682906.28,24541650.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU009,CH01,UPSIDE,FV_UPSIDE_202401,7490,150054660.0,122253684.58,3682906.28,24050817.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU009,CH01,DOWNSIDE,FV_DOWNSIDE_202401,6720,134628480.0,130643643.33,3756564.41,26504982.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU010,CH01,BASE,FV_BASE_202401,5150,117914400.0,87720489.55,3006454.11,20034000.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU010,CH01,UPSIDE,FV_UPSIDE_202401,5350,122493600.0,86033557.06,3006454.11,19633320.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU010,CH01,DOWNSIDE,FV_DOWNSIDE_202401,4800,109900800.0,91937820.78,3066583.19,21636720.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU011,CH01,BASE,FV_BASE_202401,3090,103175100.0,46053257.02,2630647.34,17529750.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU011,CH01,UPSIDE,FV_UPSIDE_202401,3210,107181900.0,45167617.46,2630647.34,17179155.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU011,CH01,DOWNSIDE,FV_DOWNSIDE_202401,2880,96163200.0,48267355.91,2683260.29,18932130.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU012,CH01,BASE,FV_BASE_202401,5150,142479900.0,82676561.38,3632798.71,24207750.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU012,CH01,UPSIDE,FV_UPSIDE_202401,5350,148013100.0,81086627.5,3632798.71,23723595.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU012,CH01,DOWNSIDE,FV_DOWNSIDE_202401,4800,132796800.0,86651396.06,3705454.68,26144370.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
2023-12-01,2024-01-01,SKU001,CH02,BASE,FV_BASE_202401,6180,182767320.0,108943675.1,6934025.39,31052700.0,FROZEN,true,2024-02-01,true,ASSUMPTION,0
2023-12-01,2024-01-01,SKU001,CH02,UPSIDE,FV_UPSIDE_202401,6420,189865080.0,106848604.42,6934025.39,30431646.0,FROZEN,true,2024-02-01,true,ASSUMPTION,-6
2023-12-01,2024-01-01,SKU001,CH02,DOWNSIDE,FV_DOWNSIDE_202401,5760,170346240.0,114181351.79,7072705.9,33536916.0,FROZEN,true,2024-02-01,true,ASSUMPTION,14
