MonthStart,SKUKey,OpeningInventoryVND,ReceiptsVND,COGSFlowVND,ClosingInventoryVND,InventoryValueVND,DIOProxyDays,SlowMovingFlag,EvidenceClass
2024-10-01,SKU011,230588639.72,3562908.1,163361544.99,228706162.99,228706162.99,42,false,SIMULATED
2024-10-01,SKU012,338580342.2,28279906.15,255949010.48,358328614.67,358328614.67,42,false,SIMULATED
2024-11-01,SKU001,662953583.03,42250359.74,492002750.77,688803851.08,688803851.08,42,false,SIMULATED
2024-11-01,SKU002,488794832.55,37266077.73,367019239.73,513826935.62,513826935.62,42,false,SIMULATED
2024-11-01,SKU003,408937332.68,60355419.91,327413548.32,458378967.65,458378967.65,42,false,SIMULATED
2024-11-01,SKU004,588058808.89,86550806.64,470657871.3,658921019.82,658921019.82,42,false,SIMULATED
2024-11-01,SKU005,492613295.27,62491095.07,387282132.79,542194985.91,542194985.91,42,false,SIMULATED
2024-11-01,SKU006,399198987.18,34773384.25,302771421.93,423879990.7,423879990.7,42,false,SIMULATED
2024-11-01,SKU007,676319582.68,68376446.65,519555369.3,727377517.02,727377517.02,42,false,SIMULATED
2024-11-01,SKU008,515617780.86,118865064.25,442662450.08,619727430.11,619727430.11,42,false,SIMULATED
2024-11-01,SKU009,581376322.44,111315937.47,483273669.71,676583137.59,676583137.59,42,false,SIMULATED
2024-11-01,SKU010,452587807.94,59302249.44,357132598.17,499985637.44,499985637.44,42,false,SIMULATED
2024-11-01,SKU011,228706162.99,27777333.11,178941974.02,250518763.63,250518763.63,42,false,SIMULATED
2024-11-01,SKU012,358328614.67,55122724.62,288454422.76,403836191.86,403836191.86,42,false,SIMULATED
2024-12-01,SKU001,688803851.08,90043712.78,543382021.3,760734829.82,760734829.82,42,false,SIMULATED
2024-12-01,SKU002,513826935.62,63100054.0,402507202.06,563510082.88,563510082.88,42,false,SIMULATED
2024-12-01,SKU003,458378967.65,35128953.75,344307852.14,482030993.0,482030993.0,42,false,SIMULATED
2024-12-01,SKU004,658921019.82,66466399.8,506084246.25,708517944.75,708517944.75,42,false,SIMULATED
2024-12-01,SKU005,542194985.91,62533666.15,421903710.74,590665195.04,590665195.04,42,false,SIMULATED
2024-12-01,SKU006,423879990.7,62184376.09,339114674.51,474760544.31,474760544.31,42,false,SIMULATED
2024-12-01,SKU007,727377517.02,67172618.7,554337303.99,776072225.59,776072225.59,42,false,SIMULATED
2024-12-01,SKU008,619727430.11,91436436.9,496160837.45,694625172.43,694625172.43,42,false,SIMULATED
2024-12-01,SKU009,676583137.59,88446163.05,533741372.54,747237921.56,747237921.56,42,false,SIMULATED
2024-12-01,SKU010,499985637.44,84293253.43,407636435.49,570691009.69,570691009.69,42,false,SIMULATED
2024-12-01,SKU011,250518763.63,47761944.74,208102819.79,291343947.71,291343947.71,42,false,SIMULATED
2024-12-01,SKU012,403836191.86,32464442.16,304395791.18,426154107.65,426154107.65,42,false,SIMULATED
2025-01-01,SKU001,760734829.82,0.0,422260673.01,647466365.28,647466365.28,46,false,SIMULATED
2025-01-01,SKU002,563510082.88,0.0,331822413.28,508794367.03,508794367.03,46,false,SIMULATED
2025-01-01,SKU003,482030993.0,0.0,276442919.29,423879142.91,423879142.91,46,false,SIMULATED
2025-01-01,SKU004,708517944.75,0.0,419536410.6,643289162.92,643289162.92,46,false,SIMULATED
2025-01-01,SKU005,590665195.04,0.0,335380552.56,514250180.59,514250180.59,46,false,SIMULATED
2025-01-01,SKU006,474760544.31,0.0,267768767.01,410578776.08,410578776.08,46,false,SIMULATED
2025-01-01,SKU007,776072225.59,0.0,430773993.02,660520122.63,660520122.63,46,true,SIMULATED
2025-01-01,SKU008,694625172.43,0.0,369181316.54,566078018.69,566078018.69,46,true,SIMULATED
2025-01-01,SKU009,747237921.56,0.0,414768951.37,635979058.77,635979058.77,46,false,SIMULATED
2025-01-01,SKU010,570691009.69,0.0,324039181.22,496860077.87,496860077.87,46,false,SIMULATED
2025-01-01,SKU011,291343947.71,0.0,163766107.84,251108032.02,251108032.02,46,false,SIMULATED
2025-01-01,SKU012,426154107.65,0.0,240354345.62,368543329.95,368543329.95,46,false,SIMULATED
2025-02-01,SKU001,647466365.28,10494668.55,419975127.98,643961862.9,643961862.9,46,false,SIMULATED
2025-02-01,SKU002,508794367.03,8278737.24,330046662.3,506071548.86,506071548.86,46,false,SIMULATED
2025-02-01,SKU003,423879142.91,6701576.66,274838757.17,421419427.66,421419427.66,46,false,SIMULATED
2025-02-01,SKU004,643289162.92,0.0,400035118.95,613387182.39,613387182.39,46,false,SIMULATED
2025-02-01,SKU005,514250180.59,8217225.81,333489833.87,511351078.6,511351078.6,46,false,SIMULATED
2025-02-01,SKU006,410578776.08,6639551.26,266309570.64,408341341.65,408341341.65,46,false,SIMULATED
2025-02-01,SKU007,660520122.63,10706254.64,428442368.47,656944964.99,656944964.99,46,true,SIMULATED
2025-02-01,SKU008,566078018.69,9272416.98,367244958.94,563108937.04,563108937.04,46,true,SIMULATED
2025-02-01,SKU009,635979058.77,10308472.87,412523956.36,632536733.09,632536733.09,46,false,SIMULATED
2025-02-01,SKU010,496860077.87,7939348.61,322212399.88,494059013.15,494059013.15,46,false,SIMULATED
2025-02-01,SKU011,251108032.02,4135604.68,162921470.24,249812921.03,249812921.03,46,false,SIMULATED
2025-02-01,SKU012,368543329.95,5959787.73,239044543.2,366534966.24,366534966.24,46,false,SIMULATED
2025-03-01,SKU001,643961862.9,30974785.89,430810626.89,660576294.56,660576294.56,46,false,SIMULATED
2025-03-01,SKU002,506071548.86,52104670.72,356282693.35,546300129.8,546300129.8,46,false,SIMULATED
2025-03-01,SKU003,421419427.66,18817355.9,281002202.27,430870043.48,430870043.48,46,false,SIMULATED
2025-03-01,SKU004,613387182.39,57195036.41,428031203.49,656314512.02,656314512.02,46,false,SIMULATED
2025-03-01,SKU005,511351078.6,23567798.5,341437581.13,523537624.4,523537624.4,46,false,SIMULATED
2025-03-01,SKU006,408341341.65,20001113.27,273410077.61,419228785.67,419228785.67,46,false,SIMULATED
2025-03-01,SKU007,656944964.99,115701563.99,493178635.52,756207241.13,756207241.13,46,true,SIMULATED
2025-03-01,SKU008,563108937.04,25921532.34,375976895.35,576497906.2,576497906.2,46,true,SIMULATED
2025-03-01,SKU009,632536733.09,30425233.22,423167212.54,648856392.56,648856392.56,46,false,SIMULATED
2025-03-01,SKU010,494059013.15,22770819.8,329891382.74,505833453.53,505833453.53,46,false,SIMULATED
2025-03-01,SKU011,249812921.03,11375567.38,166716056.43,255631286.53,255631286.53,46,false,SIMULATED
2025-03-01,SKU012,366534966.24,42928686.88,261359778.59,400751660.5,400751660.5,46,false,SIMULATED
2025-04-01,SKU001,660576294.56,89194350.12,478577007.24,733818077.77,733818077.77,46,false,SIMULATED
2025-04-01,SKU002,546300129.8,7106932.68,353238550.52,541632444.13,541632444.13,46,false,SIMULATED
2025-04-01,SKU003,430870043.48,31364973.77,295043628.03,452400229.65,452400229.65,46,false,SIMULATED
2025-04-01,SKU004,656314512.02,8918781.79,424616996.05,651079393.94,651079393.94,46,false,SIMULATED
2025-04-01,SKU005,523537624.4,34106259.37,355942904.54,545779120.29,545779120.29,46,false,SIMULATED
2025-04-01,SKU006,419228785.67,32040805.64,288044419.98,441668110.64,441668110.64,46,false,SIMULATED
2025-04-01,SKU007,756207241.13,8679747.17,488225737.21,748612797.06,748612797.06,46,true,SIMULATED
2025-04-01,SKU008,576497906.2,35933310.77,390913542.75,599400765.55,599400765.55,46,true,SIMULATED
2025-04-01,SKU009,648856392.56,8817432.02,419791802.92,643680764.48,643680764.48,46,false,SIMULATED
2025-04-01,SKU010,505833453.53,6580493.21,327072731.96,501511522.34,501511522.34,46,false,SIMULATED
2025-04-01,SKU011,255631286.53,3197153.72,165209642.71,253321452.16,253321452.16,46,false,SIMULATED
2025-04-01,SKU012,400751660.5,4316520.26,258554157.93,396449708.83,396449708.83,46,false,SIMULATED
2025-05-01,SKU001,733818077.77,12030957.24,476073852.14,729979906.61,729979906.61,46,false,SIMULATED
2025-05-01,SKU002,541632444.13,8825521.72,351356148.42,538746094.24,538746094.24,46,false,SIMULATED
2025-05-01,SKU003,452400229.65,7513718.32,293562094.45,450128544.82,450128544.82,46,false,SIMULATED
2025-05-01,SKU004,651079393.94,11096834.86,422665677.96,648087372.87,648087372.87,46,false,SIMULATED
2025-05-01,SKU005,545779120.29,8751124.25,353955475.24,542731728.7,542731728.7,46,false,SIMULATED
2025-05-01,SKU006,441668110.64,7488012.5,286695397.75,439599609.88,439599609.88,46,false,SIMULATED
2025-05-01,SKU007,748612797.06,12273516.91,485672115.3,744697243.46,744697243.46,46,true,SIMULATED
2025-05-01,SKU008,599400765.55,0.0,370484796.95,568076688.66,568076688.66,46,true,SIMULATED
2025-05-01,SKU009,643680764.48,10970734.47,417862658.9,640722743.65,640722743.65,46,false,SIMULATED
2025-05-01,SKU010,501511522.34,8171779.37,325329767.05,498838976.14,498838976.14,46,false,SIMULATED
2025-05-01,SKU011,253321452.16,3947493.7,164214220.76,251795138.5,251795138.5,46,false,SIMULATED
2025-05-01,SKU012,396449708.83,6721382.68,257343249.9,394592983.18,394592983.18,46,false,SIMULATED
2025-06-01,SKU001,729979906.61,18938063.86,478032747.11,732983545.57,732983545.57,46,false,SIMULATED
2025-06-01,SKU002,538746094.24,13928769.29,352771189.49,540915823.88,540915823.88,46,false,SIMULATED
2025-06-01,SKU003,450128544.82,0.0,277755440.74,425891675.8,425891675.8,46,false,SIMULATED
2025-06-01,SKU004,648087372.87,16882482.23,424448843.68,650821560.31,650821560.31,46,false,SIMULATED
2025-06-01,SKU005,542731728.7,14233533.17,355509741.62,545114937.15,545114937.15,46,false,SIMULATED
2025-06-01,SKU006,439599609.88,11296146.75,287805802.1,441302229.89,441302229.89,46,false,SIMULATED
2025-06-01,SKU007,744697243.46,19319879.63,487670504.1,747761439.62,747761439.62,46,true,SIMULATED
2025-06-01,SKU008,568076688.66,14898223.13,372111645.82,570571190.26,570571190.26,46,true,SIMULATED
2025-06-01,SKU009,640722743.65,16690635.81,419625561.36,643425860.75,643425860.75,46,false,SIMULATED
2025-06-01,SKU010,498838976.14,12897008.61,326639990.26,500847985.07,500847985.07,46,false,SIMULATED
2025-06-01,SKU011,251795138.5,6622808.13,164947625.51,252919692.45,252919692.45,46,false,SIMULATED
2025-06-01,SKU012,394592983.18,10139636.44,258339969.97,396121287.29,396121287.29,46,false,SIMULATED
2025-07-01,SKU001,732983545.57,15830725.99,477966556.32,732882053.02,732882053.02,46,false,SIMULATED
2025-07-01,SKU002,540915823.88,11759594.76,352771543.81,540916367.18,540916367.18,46,false,SIMULATED
2025-07-01,SKU003,425891675.8,9204031.93,277720664.51,425838352.25,425838352.25,46,false,SIMULATED
2025-07-01,SKU004,650821560.31,14139171.57,424443020.35,650812631.2,650812631.2,46,false,SIMULATED
2025-07-01,SKU005,545114937.15,11818431.14,355489384.02,545083722.16,545083722.16,46,false,SIMULATED
2025-07-01,SKU006,441302229.89,9537072.52,287769767.5,441246976.83,441246976.83,46,false,SIMULATED
2025-07-01,SKU007,747761439.62,16149893.88,487602978.83,747657900.87,747657900.87,46,true,SIMULATED
2025-07-01,SKU008,570571190.26,12370338.55,372090337.54,570538517.56,570538517.56,46,true,SIMULATED
2025-07-01,SKU009,643425860.75,13978499.2,419619804.22,643417033.14,643417033.14,46,false,SIMULATED
2025-07-01,SKU010,500847985.07,10888513.65,326640318.33,500848488.11,500848488.11,46,false,SIMULATED
2025-07-01,SKU011,252919692.45,5457489.8,164921605.69,252879795.39,252879795.39,46,false,SIMULATED
2025-07-01,SKU012,396121287.29,8560657.97,258307624.64,396071691.11,396071691.11,46,false,SIMULATED
2025-08-01,SKU001,732882053.02,7145528.02,472358030.45,724282313.36,724282313.36,46,false,SIMULATED
2025-08-01,SKU002,540916367.18,4972321.17,348439588.31,534274035.41,534274035.41,46,false,SIMULATED
2025-08-01,SKU003,425838352.25,60003991.77,310112134.48,475505272.87,475505272.87,46,false,SIMULATED
2025-08-01,SKU004,650812631.2,5996954.44,419240161.05,642834913.61,642834913.61,46,false,SIMULATED
2025-08-01,SKU005,545083722.16,5129958.3,351200221.57,538507006.41,538507006.41,46,false,SIMULATED
2025-08-01,SKU006,441246976.83,4239824.02,284353277.14,436008358.28,436008358.28,46,false,SIMULATED
2025-08-01,SKU007,747657900.87,37883201.17,501409214.07,768827461.57,768827461.57,46,true,SIMULATED
2025-08-01,SKU008,570538517.56,94189036.06,424294183.16,650584414.18,650584414.18,46,true,SIMULATED
2025-08-01,SKU009,643417033.14,83481026.32,463977484.76,711432143.3,711432143.3,46,false,SIMULATED
2025-08-01,SKU010,500848488.11,30758932.62,339323885.57,520296624.54,520296624.54,46,false,SIMULATED
2025-08-01,SKU011,252879795.39,2517462.06,163019526.03,249963273.25,249963273.25,46,false,SIMULATED
2025-08-01,SKU012,396071691.11,3805746.8,255240917.82,391369407.32,391369407.32,46,false,SIMULATED
2025-09-01,SKU001,724282313.36,54326586.19,496984403.97,762042752.75,762042752.75,46,false,SIMULATED
2025-09-01,SKU002,534274035.41,46258344.99,370552583.24,568180627.63,568180627.63,46,false,SIMULATED
2025-09-01,SKU003,475505272.87,15274441.66,313263647.57,480337592.94,480337592.94,46,false,SIMULATED
2025-09-01,SKU004,642834913.61,21337303.32,423939712.94,650040893.17,650040893.17,46,false,SIMULATED
2025-09-01,SKU005,538507006.41,17836524.84,355112892.29,544506434.84,544506434.84,46,false,SIMULATED
2025-09-01,SKU006,436008358.28,15435959.14,288155947.29,441839119.18,441839119.18,46,false,SIMULATED
2025-09-01,SKU007,768827461.57,25479198.03,507004250.81,777406517.91,777406517.91,46,true,SIMULATED
2025-09-01,SKU008,650584414.18,50246658.88,447338982.8,685919773.63,685919773.63,46,true,SIMULATED
2025-09-01,SKU009,711432143.3,53362727.39,488166938.74,748522639.4,748522639.4,46,false,SIMULATED
2025-09-01,SKU010,520296624.54,17233357.33,343104243.75,526093173.75,526093173.75,46,false,SIMULATED
2025-09-01,SKU011,249963273.25,33139051.91,180703611.8,277078871.43,277078871.43,46,false,SIMULATED
2025-09-01,SKU012,391369407.32,65104159.42,291366106.43,446761363.19,446761363.19,46,false,SIMULATED
2025-10-01,SKU001,762042752.75,36090843.2,509446976.14,781152030.08,781152030.08,46,false,SIMULATED
2025-10-01,SKU002,568180627.63,6955193.24,367107970.77,562898888.51,562898888.51,46,false,SIMULATED
2025-10-01,SKU003,480337592.94,32756968.24,327507166.71,502177655.62,502177655.62,46,false,SIMULATED
2025-10-01,SKU004,650040893.17,116055207.26,488997510.91,749796183.4,749796183.4,46,false,SIMULATED
2025-10-01,SKU005,544506434.84,91161706.24,405745621.96,622143287.01,622143287.01,46,false,SIMULATED
2025-10-01,SKU006,441839119.18,61854666.08,321506671.44,492976896.21,492976896.21,46,false,SIMULATED
2025-10-01,SKU007,777406517.91,36818481.17,519718084.52,796901062.93,796901062.93,46,true,SIMULATED
2025-10-01,SKU008,685919773.63,7805691.15,442803488.16,678965348.51,678965348.51,46,true,SIMULATED
2025-10-01,SKU009,748522639.4,8867823.52,483440721.01,741275772.22,741275772.22,46,false,SIMULATED
2025-10-01,SKU010,526093173.75,61443993.18,375023723.57,575036376.14,575036376.14,46,false,SIMULATED
2025-10-01,SKU011,277078871.43,3171419.0,178883164.1,274287518.29,274287518.29,46,false,SIMULATED
2025-10-01,SKU012,446761363.19,30467212.98,304613984.79,467074776.68,467074776.68,46,false,SIMULATED
2025-11-01,SKU001,781152030.08,97882807.42,561086066.49,860331968.62,860331968.62,46,false,SIMULATED
2025-11-01,SKU002,562898888.51,125323330.7,439290778.22,673579193.27,673579193.27,46,false,SIMULATED
2025-11-01,SKU003,502177655.62,35931635.06,343474015.33,526660156.84,526660156.84,46,false,SIMULATED
2025-11-01,SKU004,749796183.4,41192437.03,504886353.46,774159075.31,774159075.31,46,false,SIMULATED
2025-11-01,SKU005,622143287.01,37403006.39,420986995.79,645513393.54,645513393.54,46,false,SIMULATED
2025-11-01,SKU006,492976896.21,37326053.73,338491244.64,519019908.45,519019908.45,46,false,SIMULATED
2025-11-01,SKU007,796901062.93,127241895.36,589878484.02,904480342.16,904480342.16,46,true,SIMULATED
2025-11-01,SKU008,678965348.51,127538384.9,514789617.07,789344079.51,789344079.51,46,true,SIMULATED
2025-11-01,SKU009,741275772.22,122163285.91,551131313.7,845068014.34,845068014.34,46,false,SIMULATED
2025-11-01,SKU010,575036376.14,62206419.43,406750720.58,623684438.22,623684438.22,46,false,SIMULATED
2025-11-01,SKU011,274287518.29,73812191.17,222191303.91,340693332.66,340693332.66,46,false,SIMULATED
2025-11-01,SKU012,467074776.68,33419966.65,319464729.78,489845919.0,489845919.0,46,false,SIMULATED
2025-12-01,SKU001,860331968.62,86040936.58,604067811.83,926237311.47,926237311.47,46,false,SIMULATED
2025-12-01,SKU002,673579193.27,24674540.0,445693872.3,683397270.86,683397270.86,46,false,SIMULATED
2025-12-01,SKU003,526660156.84,101605510.65,401020638.82,614898312.86,614898312.86,46,false,SIMULATED
2025-12-01,SKU004,774159075.31,139174232.15,582978706.89,893900683.9,893900683.9,46,false,SIMULATED
2025-12-01,SKU005,645513393.54,136399890.76,499093585.72,765276831.44,765276831.44,46,false,SIMULATED
2025-12-01,SKU006,519019908.45,46851197.63,361194323.03,553831295.31,553831295.31,46,false,SIMULATED
2025-12-01,SKU007,904480342.16,88942044.45,634099395.71,972285740.09,972285740.09,46,true,SIMULATED
2025-12-01,SKU008,789344079.51,29083673.78,522400693.59,801014396.84,801014396.84,46,true,SIMULATED
2025-12-01,SKU009,845068014.34,84514403.84,593350479.69,909804068.86,909804068.86,46,false,SIMULATED
2025-12-01,SKU010,623684438.22,131787334.04,482216024.85,739397904.77,739397904.77,46,false,SIMULATED
2025-12-01,SKU011,340693332.66,12327258.87,225332292.46,345509515.11,345509515.11,46,false,SIMULATED
2025-12-01,SKU012,489845919.0,69777246.09,357206275.59,547716289.24,547716289.24,46,false,SIMULATED
