Period,CompanyKey,CostCenterKey,Function,HeadcountOpen,Hires,Exits,HeadcountClose,AverageHeadcount,AverageSalaryVND,PayrollVND,BenefitsVND,BonusVND,NonPayrollOPEXVND,OPEXActualVND,OPEXBudgetVND,OPEXForecastVND,BudgetVarianceVND,ForecastVarianceVND,EvidenceClass,SourceSystem
2025-03,VN,CC-MKT,Marketing,16,0,0,16,16.0,32000000,512000000.0,76800000.0,5120000.0,0.0,593920000.0,611737600.0,623616000.0,-17817600.0,-29696000.0,SIMULATED,synthetic_planning
2025-03,VN,CC-FIN,Finance,10,0,0,10,10.0,29000000,290000000.0,43500000.0,2900000.0,0.0,336400000.0,346492000.0,353220000.0,-10092000.0,-16820000.0,SIMULATED,synthetic_planning
2025-03,VN,CC-OPS,Operations,30,0,0,30,30.0,26000000,780000000.0,117000000.0,7800000.0,0.0,904800000.0,931944000.0,950040000.0,-27144000.0,-45240000.0,SIMULATED,synthetic_planning
2025-03,VN,CC-IT,Technology,12,0,0,12,12.0,26000000,312000000.0,46800000.0,3120000.0,0.0,361920000.0,372777600.0,380016000.0,-10857600.0,-18096000.0,SIMULATED,synthetic_planning
2025-04,VN,CC-SALES,Sales,23,0,0,23,23.0,26000000,598000000.0,89700000.0,5980000.0,0.0,693680000.0,714490400.0,728364000.0,-20810400.0,-34684000.0,SIMULATED,synthetic_planning
2025-04,VN,CC-MKT,Marketing,17,0,0,17,17.0,32000000,544000000.0,81600000.0,5440000.0,0.0,631040000.0,649971200.0,662592000.0,-18931200.0,-31552000.0,SIMULATED,synthetic_planning
2025-04,VN,CC-FIN,Finance,11,0,0,11,11.0,29000000,319000000.0,47850000.0,3190000.0,0.0,370040000.0,381141200.0,388542000.0,-11101200.0,-18502000.0,SIMULATED,synthetic_planning
2025-04,VN,CC-OPS,Operations,31,0,0,31,31.0,26000000,806000000.0,120900000.0,8060000.0,0.0,934960000.0,963008800.0,981708000.0,-28048800.0,-46748000.0,SIMULATED,synthetic_planning
2025-04,VN,CC-IT,Technology,13,0,0,13,13.0,26000000,338000000.0,50700000.0,3380000.0,0.0,392080000.0,403842400.0,411684000.0,-11762400.0,-19604000.0,SIMULATED,synthetic_planning
2025-05,VN,CC-SALES,Sales,20,1,0,21,20.5,26000000,533000000.0,79950000.0,5330000.0,0.0,618280000.0,636828400.0,649194000.0,-18548400.0,-30914000.0,SIMULATED,synthetic_planning
2025-05,VN,CC-MKT,Marketing,14,1,0,15,14.5,32000000,464000000.0,69600000.0,4640000.0,0.0,538240000.0,554387200.0,565152000.0,-16147200.0,-26912000.0,SIMULATED,synthetic_planning
2025-05,VN,CC-FIN,Finance,8,1,0,9,8.5,29000000,246500000.0,36975000.0,2465000.0,0.0,285940000.0,294518200.0,300237000.0,-8578200.0,-14297000.0,SIMULATED,synthetic_planning
2025-05,VN,CC-OPS,Operations,28,1,0,29,28.5,26000000,741000000.0,111150000.0,7410000.0,0.0,859560000.0,885346800.0,902538000.0,-25786800.0,-42978000.0,SIMULATED,synthetic_planning
2025-05,VN,CC-IT,Technology,10,1,0,11,10.5,26000000,273000000.0,40950000.0,2730000.0,0.0,316680000.0,326180400.0,332514000.0,-9500400.0,-15834000.0,SIMULATED,synthetic_planning
2025-06,VN,CC-SALES,Sales,21,0,0,21,21.0,26000000,546000000.0,81900000.0,5460000.0,0.0,633360000.0,652360800.0,665028000.0,-19000800.0,-31668000.0,SIMULATED,synthetic_planning
2025-06,VN,CC-MKT,Marketing,15,0,0,15,15.0,32000000,480000000.0,72000000.0,4800000.0,0.0,556800000.0,573504000.0,584640000.0,-16704000.0,-27840000.0,SIMULATED,synthetic_planning
2025-06,VN,CC-FIN,Finance,9,0,0,9,9.0,29000000,261000000.0,39150000.0,2610000.0,0.0,302760000.0,311842800.0,317898000.0,-9082800.0,-15138000.0,SIMULATED,synthetic_planning
2025-06,VN,CC-OPS,Operations,29,0,0,29,29.0,26000000,754000000.0,113100000.0,7540000.0,0.0,874640000.0,900879200.0,918372000.0,-26239200.0,-43732000.0,SIMULATED,synthetic_planning
2025-06,VN,CC-IT,Technology,11,0,0,11,11.0,26000000,286000000.0,42900000.0,2860000.0,0.0,331760000.0,341712800.0,348348000.0,-9952800.0,-16588000.0,SIMULATED,synthetic_planning
2025-07,VN,CC-SALES,Sales,22,0,0,22,22.0,26000000,572000000.0,85800000.0,5720000.0,0.0,663520000.0,683425600.0,696696000.0,-19905600.0,-33176000.0,SIMULATED,synthetic_planning
2025-07,VN,CC-MKT,Marketing,16,0,0,16,16.0,32000000,512000000.0,76800000.0,5120000.0,0.0,593920000.0,611737600.0,623616000.0,-17817600.0,-29696000.0,SIMULATED,synthetic_planning
2025-07,VN,CC-FIN,Finance,10,0,0,10,10.0,29000000,290000000.0,43500000.0,2900000.0,0.0,336400000.0,346492000.0,353220000.0,-10092000.0,-16820000.0,SIMULATED,synthetic_planning
2025-07,VN,CC-OPS,Operations,30,0,0,30,30.0,26000000,780000000.0,117000000.0,7800000.0,0.0,904800000.0,931944000.0,950040000.0,-27144000.0,-45240000.0,SIMULATED,synthetic_planning
2025-07,VN,CC-IT,Technology,12,0,0,12,12.0,26000000,312000000.0,46800000.0,3120000.0,0.0,361920000.0,372777600.0,380016000.0,-10857600.0,-18096000.0,SIMULATED,synthetic_planning
2025-08,VN,CC-SALES,Sales,23,0,0,23,23.0,26000000,598000000.0,89700000.0,5980000.0,0.0,693680000.0,714490400.0,728364000.0,-20810400.0,-34684000.0,SIMULATED,synthetic_planning
2025-08,VN,CC-MKT,Marketing,17,0,0,17,17.0,32000000,544000000.0,81600000.0,5440000.0,0.0,631040000.0,649971200.0,662592000.0,-18931200.0,-31552000.0,SIMULATED,synthetic_planning
2025-08,VN,CC-FIN,Finance,11,0,0,11,11.0,29000000,319000000.0,47850000.0,3190000.0,0.0,370040000.0,381141200.0,388542000.0,-11101200.0,-18502000.0,SIMULATED,synthetic_planning
2025-08,VN,CC-OPS,Operations,31,0,0,31,31.0,26000000,806000000.0,120900000.0,8060000.0,0.0,934960000.0,963008800.0,981708000.0,-28048800.0,-46748000.0,SIMULATED,synthetic_planning
2025-08,VN,CC-IT,Technology,13,0,0,13,13.0,26000000,338000000.0,50700000.0,3380000.0,0.0,392080000.0,403842400.0,411684000.0,-11762400.0,-19604000.0,SIMULATED,synthetic_planning
2025-09,VN,CC-SALES,Sales,20,0,0,20,20.0,26000000,520000000.0,78000000.0,5200000.0,0.0,603200000.0,621296000.0,633360000.0,-18096000.0,-30160000.0,SIMULATED,synthetic_planning
2025-09,VN,CC-MKT,Marketing,14,0,0,14,14.0,32000000,448000000.0,67200000.0,4480000.0,0.0,519680000.0,535270400.0,545664000.0,-15590400.0,-25984000.0,SIMULATED,synthetic_planning
2025-09,VN,CC-FIN,Finance,8,0,0,8,8.0,29000000,232000000.0,34800000.0,2320000.0,0.0,269120000.0,277193600.0,282576000.0,-8073600.0,-13456000.0,SIMULATED,synthetic_planning
2025-09,VN,CC-OPS,Operations,28,0,0,28,28.0,26000000,728000000.0,109200000.0,7280000.0,0.0,844480000.0,869814400.0,886704000.0,-25334400.0,-42224000.0,SIMULATED,synthetic_planning
2025-09,VN,CC-IT,Technology,10,0,0,10,10.0,26000000,260000000.0,39000000.0,2600000.0,0.0,301600000.0,310648000.0,316680000.0,-9048000.0,-15080000.0,SIMULATED,synthetic_planning
2025-10,VN,CC-SALES,Sales,21,0,1,20,20.5,26000000,533000000.0,79950000.0,5330000.0,0.0,618280000.0,636828400.0,649194000.0,-18548400.0,-30914000.0,SIMULATED,synthetic_planning
2025-10,VN,CC-MKT,Marketing,15,0,1,14,14.5,32000000,464000000.0,69600000.0,4640000.0,0.0,538240000.0,554387200.0,565152000.0,-16147200.0,-26912000.0,SIMULATED,synthetic_planning
2025-10,VN,CC-FIN,Finance,9,0,1,8,8.5,29000000,246500000.0,36975000.0,2465000.0,0.0,285940000.0,294518200.0,300237000.0,-8578200.0,-14297000.0,SIMULATED,synthetic_planning
2025-10,VN,CC-OPS,Operations,29,0,1,28,28.5,26000000,741000000.0,111150000.0,7410000.0,0.0,859560000.0,885346800.0,902538000.0,-25786800.0,-42978000.0,SIMULATED,synthetic_planning
2025-10,VN,CC-IT,Technology,11,0,1,10,10.5,26000000,273000000.0,40950000.0,2730000.0,0.0,316680000.0,326180400.0,332514000.0,-9500400.0,-15834000.0,SIMULATED,synthetic_planning
2025-11,VN,CC-SALES,Sales,22,0,0,22,22.0,26000000,572000000.0,85800000.0,17160000.0,0.0,674960000.0,695208800.0,708708000.0,-20248800.0,-33748000.0,SIMULATED,synthetic_planning
2025-11,VN,CC-MKT,Marketing,16,0,0,16,16.0,32000000,512000000.0,76800000.0,15360000.0,0.0,604160000.0,622284800.0,634368000.0,-18124800.0,-30208000.0,SIMULATED,synthetic_planning
2025-11,VN,CC-FIN,Finance,10,0,0,10,10.0,29000000,290000000.0,43500000.0,8700000.0,0.0,342200000.0,352466000.0,359310000.0,-10266000.0,-17110000.0,SIMULATED,synthetic_planning
2025-11,VN,CC-OPS,Operations,30,0,0,30,30.0,26000000,780000000.0,117000000.0,23400000.0,0.0,920400000.0,948012000.0,966420000.0,-27612000.0,-46020000.0,SIMULATED,synthetic_planning
2025-11,VN,CC-IT,Technology,12,0,0,12,12.0,26000000,312000000.0,46800000.0,9360000.0,0.0,368160000.0,379204800.0,386568000.0,-11044800.0,-18408000.0,SIMULATED,synthetic_planning
2025-12,VN,CC-SALES,Sales,23,1,0,24,23.5,26000000,611000000.0,91650000.0,18330000.0,0.0,720980000.0,742609400.0,757029000.0,-21629400.0,-36049000.0,SIMULATED,synthetic_planning
2025-12,VN,CC-MKT,Marketing,17,1,0,18,17.5,32000000,560000000.0,84000000.0,16800000.0,0.0,660800000.0,680624000.0,693840000.0,-19824000.0,-33040000.0,SIMULATED,synthetic_planning
2025-12,VN,CC-FIN,Finance,11,1,0,12,11.5,29000000,333500000.0,50025000.0,10005000.0,0.0,393530000.0,405335900.0,413206500.0,-11805900.0,-19676500.0,SIMULATED,synthetic_planning
2025-12,VN,CC-OPS,Operations,31,1,0,32,31.5,26000000,819000000.0,122850000.0,24570000.0,0.0,966420000.0,995412600.0,1014741000.0,-28992600.0,-48321000.0,SIMULATED,synthetic_planning
2025-12,VN,CC-IT,Technology,13,1,0,14,13.5,26000000,351000000.0,52650000.0,10530000.0,0.0,414180000.0,426605400.0,434889000.0,-12425400.0,-20709000.0,SIMULATED,synthetic_planning
