MonthStart,SKUKey,ChannelKey,ScenarioKey,ForecastVersionKey,BudgetUnits,BudgetRevenueVND,BudgetCOGSVND,BudgetTradeSpendVND,BudgetOPEXVND,EvidenceClass
2023-09-01,SKU004,CH03,BUDGET,FY_BASE,4200,109250400.0,76940069.41,2940265.52,0,SIMULATED
2023-09-01,SKU005,CH03,BUDGET,FY_BASE,3150,79011450.0,58173437.22,2126442.03,0,SIMULATED
2023-09-01,SKU006,CH03,BUDGET,FY_BASE,2100,58527000.0,39344353.67,1575142.24,0,SIMULATED
2023-09-01,SKU007,CH03,BUDGET,FY_BASE,4200,89741400.0,79000964.12,2415218.11,0,SIMULATED
2023-09-01,SKU008,CH03,BUDGET,FY_BASE,3150,73158750.0,60890071.17,1968927.81,0,SIMULATED
2023-09-01,SKU009,CH03,BUDGET,FY_BASE,4200,81937800.0,76065750.44,2205199.14,0,SIMULATED
2023-09-01,SKU010,CH03,BUDGET,FY_BASE,3150,70232400.0,56206219.53,1890170.7,0,SIMULATED
2023-09-01,SKU011,CH03,BUDGET,FY_BASE,2100,68281500.0,32786961.4,1837665.95,0,SIMULATED
2023-09-01,SKU012,CH03,BUDGET,FY_BASE,2100,56576100.0,35316241.27,1522637.51,0,SIMULATED
2023-09-01,SKU001,CH04,BUDGET,FY_BASE,2100,61324200.0,35844640.02,1601516.21,0,SIMULATED
2023-09-01,SKU002,CH04,BUDGET,FY_BASE,2100,71215200.0,37463430.21,1859825.27,0,SIMULATED
2023-09-01,SKU003,CH04,BUDGET,FY_BASE,1050,31651200.0,17575436.39,826589.01,0,SIMULATED
2023-09-01,SKU004,CH04,BUDGET,FY_BASE,2100,55389600.0,35613384.27,1446530.77,0,SIMULATED
2023-09-01,SKU005,CH04,BUDGET,FY_BASE,2100,53411400.0,35902453.95,1394868.95,0,SIMULATED
2023-09-01,SKU006,CH04,BUDGET,FY_BASE,1050,29673000.0,18211389.68,774927.2,0,SIMULATED
2023-09-01,SKU007,CH04,BUDGET,FY_BASE,2100,45498600.0,36567314.21,1188221.7,0,SIMULATED
2023-09-01,SKU008,CH04,BUDGET,FY_BASE,2100,49455000.0,37579058.09,1291545.33,0,SIMULATED
2023-09-01,SKU009,CH04,BUDGET,FY_BASE,2100,41542200.0,35208686.73,1084898.07,0,SIMULATED
2023-09-01,SKU010,CH04,BUDGET,FY_BASE,2100,47476800.0,34688361.31,1239883.51,0,SIMULATED
2023-09-01,SKU011,CH04,BUDGET,FY_BASE,1050,34618500.0,15176158.07,904081.73,0,SIMULATED
2023-09-01,SKU012,CH04,BUDGET,FY_BASE,1050,28683900.0,16346890.27,749096.29,0,SIMULATED
2023-09-01,SKU001,CH05,BUDGET,FY_BASE,3150,93158100.0,49728678.42,2219941.02,0,SIMULATED
2023-09-01,SKU002,CH05,BUDGET,FY_BASE,2100,72122400.0,34649659.8,1718664.01,0,SIMULATED
2023-09-01,SKU003,CH05,BUDGET,FY_BASE,2100,64108800.0,32510791.91,1527701.34,0,SIMULATED
2023-09-01,SKU004,CH05,BUDGET,FY_BASE,2100,56095200.0,32938565.49,1336738.67,0,SIMULATED
2023-09-01,SKU005,CH05,BUDGET,FY_BASE,2100,54091800.0,33205923.98,1288998.01,0,SIMULATED
2023-09-01,SKU006,CH05,BUDGET,FY_BASE,2100,60102000.0,33687169.25,1432220.01,0,SIMULATED
2023-09-01,SKU007,CH05,BUDGET,FY_BASE,3150,69117300.0,50731272.74,1647053.02,0,SIMULATED
2023-09-01,SKU008,CH05,BUDGET,FY_BASE,2100,50085000.0,34756603.19,1193516.68,0,SIMULATED
2023-09-01,SKU009,CH05,BUDGET,FY_BASE,3150,63107100.0,48846395.42,1503831.01,0,SIMULATED
2023-09-01,SKU010,CH05,BUDGET,FY_BASE,2100,48081600.0,32083018.34,1145776.01,0,SIMULATED
2023-09-01,SKU011,CH05,BUDGET,FY_BASE,1050,35059500.0,14036320.53,835461.67,0,SIMULATED
2023-09-01,SKU012,CH05,BUDGET,FY_BASE,2100,58098600.0,30238244.79,1384479.35,0,SIMULATED
2023-10-01,SKU001,CH01,BUDGET,FY_BASE,8400,248421600.0,144453232.78,6450272.08,0,SIMULATED
2023-10-01,SKU002,CH01,BUDGET,FY_BASE,5250,180306000.0,94360579.48,4681649.09,0,SIMULATED
2023-10-01,SKU003,CH01,BUDGET,FY_BASE,5250,160272000.0,88535852.35,4161465.86,0,SIMULATED
2023-10-01,SKU004,CH01,BUDGET,FY_BASE,7350,196333200.0,125581116.89,5097795.69,0,SIMULATED
2023-10-01,SKU005,CH01,BUDGET,FY_BASE,6300,162275400.0,108514666.4,4213484.18,0,SIMULATED
2023-10-01,SKU006,CH01,BUDGET,FY_BASE,5250,150255000.0,91739452.27,3901374.25,0,SIMULATED
2023-10-01,SKU007,CH01,BUDGET,FY_BASE,8400,184312800.0,147365596.35,4785685.75,0,SIMULATED
2023-10-01,SKU008,CH01,BUDGET,FY_BASE,6300,150255000.0,113582179.0,3901374.25,0,SIMULATED
2023-10-01,SKU009,CH01,BUDGET,FY_BASE,7350,147249900.0,124154058.74,3823346.76,0,SIMULATED
2023-10-01,SKU010,CH01,BUDGET,FY_BASE,6300,144244800.0,104845088.31,3745319.28,0,SIMULATED
2023-10-01,SKU011,CH01,BUDGET,FY_BASE,3150,105178500.0,45869726.13,2730961.97,0,SIMULATED
2023-10-01,SKU012,CH01,BUDGET,FY_BASE,5250,145246500.0,82347079.79,3771328.44,0,SIMULATED
2023-10-01,SKU001,CH02,BUDGET,FY_BASE,6300,186316200.0,109151111.31,7184757.86,0,SIMULATED
2023-10-01,SKU002,CH02,BUDGET,FY_BASE,4200,144244800.0,76053677.55,5562393.18,0,SIMULATED
2023-10-01,SKU003,CH02,BUDGET,FY_BASE,4200,128217600.0,71359006.1,4944349.49,0,SIMULATED
2023-10-01,SKU004,CH02,BUDGET,FY_BASE,5250,140238000.0,90372425.49,5407882.25,0,SIMULATED
2023-10-01,SKU005,CH02,BUDGET,FY_BASE,4200,108183600.0,72884774.32,4171794.88,0,SIMULATED
2023-10-01,SKU006,CH02,BUDGET,FY_BASE,3150,90153000.0,55455806.55,3476495.74,0,SIMULATED
2023-10-01,SKU007,CH02,BUDGET,FY_BASE,6300,138234600.0,111351738.55,5330626.79,0,SIMULATED
2023-10-01,SKU008,CH02,BUDGET,FY_BASE,5250,125212500.0,95360513.91,4828466.3,0,SIMULATED
2023-10-01,SKU009,CH02,BUDGET,FY_BASE,6300,126214200.0,107214559.33,4867094.03,0,SIMULATED
2023-10-01,SKU010,CH02,BUDGET,FY_BASE,4200,96163200.0,70420071.81,3708262.12,0,SIMULATED
2023-10-01,SKU011,CH02,BUDGET,FY_BASE,3150,105178500.0,46213172.12,4055911.69,0,SIMULATED
2023-10-01,SKU012,CH02,BUDGET,FY_BASE,4200,116197200.0,66370917.67,4480816.73,0,SIMULATED
2023-10-01,SKU001,CH03,BUDGET,FY_BASE,4200,120955800.0,77678856.58,3251203.18,0,SIMULATED
2023-10-01,SKU002,CH03,BUDGET,FY_BASE,3150,105348600.0,60890200.49,2831693.1,0,SIMULATED
2023-10-01,SKU003,CH03,BUDGET,FY_BASE,3150,93643200.0,57131546.14,2517060.53,0,SIMULATED
2023-10-01,SKU004,CH03,BUDGET,FY_BASE,4200,109250400.0,77177702.67,2936570.62,0,SIMULATED
2023-10-01,SKU005,CH03,BUDGET,FY_BASE,3150,79011450.0,58353108.8,2123769.83,0,SIMULATED
2023-10-01,SKU006,CH03,BUDGET,FY_BASE,3150,87790500.0,59198806.02,2359744.24,0,SIMULATED
2023-10-01,SKU007,CH03,BUDGET,FY_BASE,4200,89741400.0,79244962.57,2412183.01,0,SIMULATED
2023-10-01,SKU008,CH03,BUDGET,FY_BASE,3150,73158750.0,61078133.2,1966453.53,0,SIMULATED
2023-10-01,SKU009,CH03,BUDGET,FY_BASE,4200,81937800.0,76300683.32,2202427.96,0,SIMULATED
2023-10-01,SKU010,CH03,BUDGET,FY_BASE,3150,70232400.0,56379815.26,1887795.4,0,SIMULATED
2023-10-01,SKU011,CH03,BUDGET,FY_BASE,2100,68281500.0,32888225.57,1835356.64,0,SIMULATED
2023-10-01,SKU012,CH03,BUDGET,FY_BASE,3150,84864150.0,53137975.88,2281086.11,0,SIMULATED
2023-10-01,SKU001,CH04,BUDGET,FY_BASE,2100,61324200.0,37630834.17,1681322.24,0,SIMULATED
2023-10-01,SKU002,CH04,BUDGET,FY_BASE,2100,71215200.0,39330291.21,1952503.26,0,SIMULATED
2023-10-01,SKU003,CH04,BUDGET,FY_BASE,1050,31651200.0,18451247.72,867779.22,0,SIMULATED
2023-10-01,SKU004,CH04,BUDGET,FY_BASE,2100,55389600.0,37388054.6,1518613.65,0,SIMULATED
2023-10-01,SKU005,CH04,BUDGET,FY_BASE,2100,53411400.0,37691529.07,1464377.44,0,SIMULATED
2023-10-01,SKU006,CH04,BUDGET,FY_BASE,1050,29673000.0,19118891.56,813543.02,0,SIMULATED
2023-10-01,SKU007,CH04,BUDGET,FY_BASE,2100,45498600.0,38389520.35,1247432.63,0,SIMULATED
2023-10-01,SKU008,CH04,BUDGET,FY_BASE,2100,49455000.0,39451681.0,1355905.04,0,SIMULATED
2023-10-01,SKU009,CH04,BUDGET,FY_BASE,2100,41542200.0,36963190.34,1138960.23,0,SIMULATED
2023-10-01,SKU010,CH04,BUDGET,FY_BASE,2100,47476800.0,36416936.3,1301668.83,0,SIMULATED
2023-10-01,SKU011,CH04,BUDGET,FY_BASE,1050,34618500.0,15932409.63,949133.52,0,SIMULATED
2023-10-01,SKU012,CH04,BUDGET,FY_BASE,1050,28683900.0,17161481.24,786424.93,0,SIMULATED
2023-10-01,SKU001,CH05,BUDGET,FY_BASE,3150,93158100.0,52206735.81,2330564.13,0,SIMULATED
2023-10-01,SKU002,CH05,BUDGET,FY_BASE,2100,72122400.0,36376306.24,1804307.72,0,SIMULATED
2023-10-01,SKU003,CH05,BUDGET,FY_BASE,2100,64108800.0,34130855.24,1603829.08,0,SIMULATED
2023-10-01,SKU004,CH05,BUDGET,FY_BASE,2100,56095200.0,34579945.44,1403350.44,0,SIMULATED
2023-10-01,SKU005,CH05,BUDGET,FY_BASE,2100,54091800.0,34860626.82,1353230.78,0,SIMULATED
2023-10-01,SKU006,CH05,BUDGET,FY_BASE,2100,60102000.0,35365853.29,1503589.76,0,SIMULATED
2023-10-01,SKU007,CH05,BUDGET,FY_BASE,3150,69117300.0,53259290.96,1729128.23,0,SIMULATED
2023-10-01,SKU008,CH05,BUDGET,FY_BASE,2100,50085000.0,36488578.79,1252991.47,0,SIMULATED
2023-10-01,SKU009,CH05,BUDGET,FY_BASE,3150,63107100.0,51280487.27,1578769.25,0,SIMULATED
2023-10-01,SKU010,CH05,BUDGET,FY_BASE,2100,48081600.0,33681765.03,1202871.81,0,SIMULATED
2023-10-01,SKU011,CH05,BUDGET,FY_BASE,1050,35059500.0,14735772.21,877094.03,0,SIMULATED
2023-10-01,SKU012,CH05,BUDGET,FY_BASE,2100,58098600.0,31745063.54,1453470.1,0,SIMULATED
2023-11-01,SKU001,CH01,BUDGET,FY_BASE,8400,247484160.0,153386266.29,17745707.31,0,SIMULATED
2023-11-01,SKU002,CH01,BUDGET,FY_BASE,6300,215550720.0,120235040.99,15455938.62,0,SIMULATED
2023-11-01,SKU003,CH01,BUDGET,FY_BASE,5250,159667200.0,94010937.4,11448843.43,0,SIMULATED
2023-11-01,SKU004,CH01,BUDGET,FY_BASE,8400,223534080.0,152396677.48,16028380.79,0,SIMULATED
2023-11-01,SKU005,CH01,BUDGET,FY_BASE,6300,161663040.0,115225247.62,11591953.97,0,SIMULATED
2023-11-01,SKU006,CH01,BUDGET,FY_BASE,5250,149688000.0,97412648.95,10733290.71,0,SIMULATED
2023-11-01,SKU007,CH01,BUDGET,FY_BASE,8400,183617280.0,156478731.34,13166169.94,0,SIMULATED
2023-11-01,SKU008,CH01,BUDGET,FY_BASE,7350,174636000.0,140707159.6,12522172.49,0,SIMULATED
2023-11-01,SKU009,CH01,BUDGET,FY_BASE,8400,167650560.0,150664897.04,12021285.59,0,SIMULATED
2023-11-01,SKU010,CH01,BUDGET,FY_BASE,6300,143700480.0,111328741.66,10303959.08,0,SIMULATED
2023-11-01,SKU011,CH01,BUDGET,FY_BASE,4200,139708800.0,64941765.97,10017738.0,0,SIMULATED
2023-11-01,SKU012,CH01,BUDGET,FY_BASE,5250,144698400.0,87439449.18,10375514.35,0,SIMULATED
2023-11-01,SKU001,CH02,BUDGET,FY_BASE,6300,185613120.0,113338371.97,15489893.83,0,SIMULATED
2023-11-01,SKU002,CH02,BUDGET,FY_BASE,5250,179625600.0,98714065.91,14990219.83,0,SIMULATED
2023-11-01,SKU003,CH02,BUDGET,FY_BASE,4200,127733760.0,74096484.04,10659711.88,0,SIMULATED
2023-11-01,SKU004,CH02,BUDGET,FY_BASE,6300,167650560.0,112607156.66,13990871.85,0,SIMULATED
2023-11-01,SKU005,CH02,BUDGET,FY_BASE,5250,134719200.0,94600979.83,11242664.88,0,SIMULATED
2023-11-01,SKU006,CH02,BUDGET,FY_BASE,4200,119750400.0,76777606.81,9993479.89,0,SIMULATED
2023-11-01,SKU007,CH02,BUDGET,FY_BASE,6300,137712960.0,115623419.79,11492501.88,0,SIMULATED
2023-11-01,SKU008,CH02,BUDGET,FY_BASE,5250,124740000.0,99018738.95,10409874.88,0,SIMULATED
2023-11-01,SKU009,CH02,BUDGET,FY_BASE,6300,125737920.0,111327529.89,10493153.89,0,SIMULATED
2023-11-01,SKU010,CH02,BUDGET,FY_BASE,5250,119750400.0,91401912.87,9993479.89,0,SIMULATED
2023-11-01,SKU011,CH02,BUDGET,FY_BASE,3150,104781600.0,47986004.26,8744294.91,0,SIMULATED
2023-11-01,SKU012,CH02,BUDGET,FY_BASE,4200,115758720.0,68917042.29,9660363.89,0,SIMULATED
2023-11-01,SKU001,CH03,BUDGET,FY_BASE,5250,150492600.0,95960877.64,10603930.0,0,SIMULATED
2023-11-01,SKU002,CH03,BUDGET,FY_BASE,3150,104859360.0,60176756.81,7388544.77,0,SIMULATED
2023-11-01,SKU003,CH03,BUDGET,FY_BASE,3150,93208320.0,56462142.19,6567595.35,0,SIMULATED
2023-11-01,SKU004,CH03,BUDGET,FY_BASE,4200,108743040.0,76273420.15,7662194.58,0,SIMULATED
2023-11-01,SKU005,CH03,BUDGET,FY_BASE,4200,104859360.0,76892522.59,7388544.77,0,SIMULATED
2023-11-01,SKU006,CH03,BUDGET,FY_BASE,3150,87382800.0,58505180.23,6157120.64,0,SIMULATED
2023-11-01,SKU007,CH03,BUDGET,FY_BASE,5250,111655800.0,97895572.75,7867431.94,0,SIMULATED
2023-11-01,SKU008,CH03,BUDGET,FY_BASE,4200,97092000.0,80483316.72,6841245.16,0,SIMULATED
2023-11-01,SKU009,CH03,BUDGET,FY_BASE,5250,101946600.0,94258345.93,7183307.42,0,SIMULATED
2023-11-01,SKU010,CH03,BUDGET,FY_BASE,4200,93208320.0,74292292.36,6567595.35,0,SIMULATED
2023-11-01,SKU011,CH03,BUDGET,FY_BASE,2100,67964400.0,32502877.91,4788871.61,0,SIMULATED
2023-11-01,SKU012,CH03,BUDGET,FY_BASE,3150,84470040.0,52515364.18,5951883.29,0,SIMULATED
2023-11-01,SKU001,CH04,BUDGET,FY_BASE,2100,61067520.0,39030625.26,4474916.18,0,SIMULATED
2023-11-01,SKU002,CH04,BUDGET,FY_BASE,2100,70917120.0,40793298.66,5196676.86,0,SIMULATED
2023-11-01,SKU003,CH04,BUDGET,FY_BASE,2100,63037440.0,38275193.8,4619268.31,0,SIMULATED
2023-11-01,SKU004,CH04,BUDGET,FY_BASE,2100,55157760.0,38778814.78,4041859.78,0,SIMULATED
2023-11-01,SKU005,CH04,BUDGET,FY_BASE,2100,53187840.0,39093577.88,3897507.64,0,SIMULATED
2023-11-01,SKU006,CH04,BUDGET,FY_BASE,1050,29548800.0,19830075.74,2165282.02,0,SIMULATED
2023-11-01,SKU007,CH04,BUDGET,FY_BASE,2100,45308160.0,39817533.03,3320099.1,0,SIMULATED
2023-11-01,SKU008,CH04,BUDGET,FY_BASE,2100,49248000.0,40919203.9,3608803.37,0,SIMULATED
2023-11-01,SKU009,CH04,BUDGET,FY_BASE,2100,41368320.0,38338146.43,3031394.84,0,SIMULATED
2023-11-01,SKU010,CH04,BUDGET,FY_BASE,2100,47278080.0,37771572.83,3464451.24,0,SIMULATED
2023-11-01,SKU011,CH04,BUDGET,FY_BASE,1050,34473600.0,16525063.11,2526162.36,0,SIMULATED
2023-11-01,SKU012,CH04,BUDGET,FY_BASE,2100,57127680.0,35599707.38,4186211.91,0,SIMULATED
2023-11-01,SKU001,CH05,BUDGET,FY_BASE,3150,92806560.0,57105431.0,6626455.88,0,SIMULATED
2023-11-01,SKU002,CH05,BUDGET,FY_BASE,2100,71850240.0,39789590.63,5130159.39,0,SIMULATED
2023-11-01,SKU003,CH05,BUDGET,FY_BASE,2100,63866880.0,37333443.07,4560141.68,0,SIMULATED
2023-11-01,SKU004,CH05,BUDGET,FY_BASE,3150,83825280.0,56737008.87,5985185.96,0,SIMULATED
2023-11-01,SKU005,CH05,BUDGET,FY_BASE,2100,53887680.0,38131691.03,3847619.55,0,SIMULATED
2023-11-01,SKU006,CH05,BUDGET,FY_BASE,2100,59875200.0,38684324.23,4275132.83,0,SIMULATED
2023-11-01,SKU007,CH05,BUDGET,FY_BASE,3150,68856480.0,58256750.18,4916402.75,0,SIMULATED
2023-11-01,SKU008,CH05,BUDGET,FY_BASE,2100,49896000.0,39912398.01,3562610.69,0,SIMULATED
2023-11-01,SKU009,CH05,BUDGET,FY_BASE,3150,62868960.0,56092270.12,4488889.47,0,SIMULATED
2023-11-01,SKU010,CH05,BUDGET,FY_BASE,2100,47900160.0,36842213.55,3420106.26,0,SIMULATED
2023-11-01,SKU011,CH05,BUDGET,FY_BASE,1050,34927200.0,16118468.42,2493827.48,0,SIMULATED
2023-11-01,SKU012,CH05,BUDGET,FY_BASE,2100,57879360.0,34723786.27,4132628.4,0,SIMULATED
2023-12-01,SKU001,CH01,BUDGET,FY_BASE,9450,287459280.0,167066579.17,7440812.69,0,SIMULATED
2023-12-01,SKU002,CH01,BUDGET,FY_BASE,7350,259640640.0,135808961.13,6720734.04,0,SIMULATED
2023-12-01,SKU003,CH01,BUDGET,FY_BASE,6300,197821440.0,109222021.65,5120559.28,0,SIMULATED
2023-12-01,SKU004,CH01,BUDGET,FY_BASE,8400,230791680.0,147545538.01,5973985.82,0,SIMULATED
2023-12-01,SKU005,CH01,BUDGET,FY_BASE,7350,194730480.0,130150254.42,5040550.53,0,SIMULATED
2023-12-01,SKU006,CH01,BUDGET,FY_BASE,6300,185457600.0,113174134.28,4800524.31,0,SIMULATED
2023-12-01,SKU007,CH01,BUDGET,FY_BASE,9450,213276240.0,170434856.97,5520602.96,0,SIMULATED
2023-12-01,SKU008,CH01,BUDGET,FY_BASE,8400,206064000.0,155689285.25,5333915.91,0,SIMULATED
2023-12-01,SKU009,CH01,BUDGET,FY_BASE,9450,194730480.0,164102494.7,5040550.53,0,SIMULATED
2023-12-01,SKU010,CH01,BUDGET,FY_BASE,7350,173093760.0,125749038.08,4480489.36,0,SIMULATED
2023-12-01,SKU011,CH01,BUDGET,FY_BASE,4200,144244800.0,62874519.04,3733741.14,0,SIMULATED
2023-12-01,SKU012,CH01,BUDGET,FY_BASE,6300,179275680.0,101587258.62,4640506.84,0,SIMULATED
2023-12-01,SKU001,CH02,BUDGET,FY_BASE,7350,223579440.0,133483408.71,8814146.14,0,SIMULATED
2023-12-01,SKU002,CH02,BUDGET,FY_BASE,5250,185457600.0,99651208.35,7311273.3,0,SIMULATED
2023-12-01,SKU003,CH02,BUDGET,FY_BASE,5250,164851200.0,93499899.19,6498909.6,0,SIMULATED
2023-12-01,SKU004,CH02,BUDGET,FY_BASE,6300,173093760.0,113676193.23,6823855.08,0,SIMULATED
2023-12-01,SKU005,CH02,BUDGET,FY_BASE,5250,139093200.0,95499074.66,5483454.98,0,SIMULATED
2023-12-01,SKU006,CH02,BUDGET,FY_BASE,4200,123638400.0,77506495.38,4874182.2,0,SIMULATED
2023-12-01,SKU007,CH02,BUDGET,FY_BASE,7350,165881520.0,136174606.47,6539527.79,0,SIMULATED
2023-12-01,SKU008,CH02,BUDGET,FY_BASE,6300,154548000.0,119950528.57,6092727.75,0,SIMULATED
2023-12-01,SKU009,CH02,BUDGET,FY_BASE,7350,151457040.0,131115154.68,5970873.19,0,SIMULATED
2023-12-01,SKU010,CH02,BUDGET,FY_BASE,5250,123638400.0,92269637.35,4874182.2,0,SIMULATED
2023-12-01,SKU011,CH02,BUDGET,FY_BASE,3150,108183600.0,48441559.62,4264909.43,0,SIMULATED
2023-12-01,SKU012,CH02,BUDGET,FY_BASE,4200,119517120.0,69571306.57,4711709.46,0,SIMULATED
2023-12-01,SKU001,CH03,BUDGET,FY_BASE,5250,155514600.0,101180248.14,4276412.88,0,SIMULATED
2023-12-01,SKU002,CH03,BUDGET,FY_BASE,4200,144478080.0,84599742.96,3972925.52,0,SIMULATED
2023-12-01,SKU003,CH03,BUDGET,FY_BASE,3150,96318720.0,59533152.44,2648617.01,0,SIMULATED
2023-12-01,SKU004,CH03,BUDGET,FY_BASE,5250,140464800.0,100527472.33,3862566.48,0,SIMULATED
2023-12-01,SKU005,CH03,BUDGET,FY_BASE,4200,108358560.0,81074753.66,2979694.13,0,SIMULATED
2023-12-01,SKU006,CH03,BUDGET,FY_BASE,3150,90298800.0,61687312.57,2483078.45,0,SIMULATED
2023-12-01,SKU007,CH03,BUDGET,FY_BASE,5250,115381800.0,103220172.49,3172822.46,0,SIMULATED
2023-12-01,SKU008,CH03,BUDGET,FY_BASE,4200,100332000.0,84860853.27,2758976.06,0,SIMULATED
2023-12-01,SKU009,CH03,BUDGET,FY_BASE,5250,105348600.0,99385114.7,2896924.86,0,SIMULATED
2023-12-01,SKU010,CH03,BUDGET,FY_BASE,4200,96318720.0,78333095.33,2648617.01,0,SIMULATED
2023-12-01,SKU011,CH03,BUDGET,FY_BASE,2100,70232400.0,34270729.2,1931283.24,0,SIMULATED
2023-12-01,SKU012,CH03,BUDGET,FY_BASE,3150,87288840.0,55371706.76,2400309.17,0,SIMULATED
2023-12-01,SKU001,CH04,BUDGET,FY_BASE,3150,94614480.0,54184195.68,2418840.04,0,SIMULATED
2023-12-01,SKU002,CH04,BUDGET,FY_BASE,2100,73249920.0,37754149.26,1872650.35,0,SIMULATED
2023-12-01,SKU003,CH04,BUDGET,FY_BASE,2100,65111040.0,35423646.21,1664578.09,0,SIMULATED
2023-12-01,SKU004,CH04,BUDGET,FY_BASE,2100,56972160.0,35889746.82,1456505.83,0,SIMULATED
2023-12-01,SKU005,CH04,BUDGET,FY_BASE,2100,54937440.0,36181059.7,1404487.76,0,SIMULATED
2023-12-01,SKU006,CH04,BUDGET,FY_BASE,2100,61041600.0,36705422.88,1560541.96,0,SIMULATED
2023-12-01,SKU007,CH04,BUDGET,FY_BASE,3150,70197840.0,55276618.99,1794623.26,0,SIMULATED
2023-12-01,SKU008,CH04,BUDGET,FY_BASE,2100,50868000.0,37870674.4,1300451.63,0,SIMULATED
2023-12-01,SKU009,CH04,BUDGET,FY_BASE,3150,64093680.0,53222863.18,1638569.06,0,SIMULATED
2023-12-01,SKU010,CH04,BUDGET,FY_BASE,2100,48833280.0,34957545.6,1248433.57,0,SIMULATED
2023-12-01,SKU011,CH04,BUDGET,FY_BASE,1050,35607600.0,15293926.2,910316.15,0,SIMULATED
2023-12-01,SKU012,CH04,BUDGET,FY_BASE,2100,59006880.0,32947486.74,1508523.9,0,SIMULATED
2023-12-01,SKU001,CH05,BUDGET,FY_BASE,3150,95819760.0,60249747.76,2704107.11,0,SIMULATED
2023-12-01,SKU002,CH05,BUDGET,FY_BASE,2100,74183040.0,41980469.41,2093502.28,0,SIMULATED
2023-12-01,SKU003,CH05,BUDGET,FY_BASE,2100,65940480.0,39389082.41,1860890.91,0,SIMULATED
2023-12-01,SKU004,CH05,BUDGET,FY_BASE,3150,86546880.0,59861039.71,2442419.33,0,SIMULATED
2023-12-01,SKU005,CH05,BUDGET,FY_BASE,2100,55637280.0,40231283.18,1570126.71,0,SIMULATED
2023-12-01,SKU006,CH05,BUDGET,FY_BASE,2100,61819200.0,40814345.25,1744585.24,0,SIMULATED
2023-12-01,SKU007,CH05,BUDGET,FY_BASE,3150,71092080.0,61464460.41,2006273.02,0,SIMULATED
2023-12-01,SKU008,CH05,BUDGET,FY_BASE,3150,77274000.0,63165058.14,2180731.54,0,SIMULATED
2023-12-01,SKU009,CH05,BUDGET,FY_BASE,3150,64910160.0,59180800.62,1831814.49,0,SIMULATED
2023-12-01,SKU010,CH05,BUDGET,FY_BASE,2100,49455360.0,38870805.01,1395668.19,0,SIMULATED
2023-12-01,SKU011,CH05,BUDGET,FY_BASE,1050,36061200.0,17005977.19,1017674.72,0,SIMULATED
2023-12-01,SKU012,CH05,BUDGET,FY_BASE,2100,59758560.0,36635733.72,1686432.39,0,SIMULATED
2024-01-01,SKU001,CH01,BUDGET,FY_BASE,7350,217368900.0,128122522.72,5708504.74,0,SIMULATED
2024-01-01,SKU002,CH01,BUDGET,FY_BASE,5250,180306000.0,95649072.26,4735165.22,0,SIMULATED
2024-01-01,SKU003,CH01,BUDGET,FY_BASE,5250,160272000.0,89744808.54,4209035.75,0,SIMULATED
2024-01-01,SKU004,CH01,BUDGET,FY_BASE,7350,196333200.0,127295925.79,5156068.8,0,SIMULATED
2024-01-01,SKU005,CH01,BUDGET,FY_BASE,6300,162275400.0,109996433.1,4261648.69,0,SIMULATED
2024-01-01,SKU006,CH01,BUDGET,FY_BASE,4200,120204000.0,74393722.87,3156776.82,0,SIMULATED
2024-01-01,SKU007,CH01,BUDGET,FY_BASE,7350,161273700.0,130705638.09,4235342.22,0,SIMULATED
2024-01-01,SKU008,CH01,BUDGET,FY_BASE,6300,150255000.0,115133142.54,3945971.01,0,SIMULATED
2024-01-01,SKU009,CH01,BUDGET,FY_BASE,7350,147249900.0,125849381.19,3867051.59,0,SIMULATED
2024-01-01,SKU010,CH01,BUDGET,FY_BASE,5250,120204000.0,88563955.8,3156776.82,0,SIMULATED
2024-01-01,SKU011,CH01,BUDGET,FY_BASE,3150,105178500.0,46496076.8,2762179.71,0,SIMULATED
2024-01-01,SKU012,CH01,BUDGET,FY_BASE,5250,145246500.0,83471528.31,3814438.65,0,SIMULATED
2024-01-01,SKU001,CH02,BUDGET,FY_BASE,6300,186316200.0,109991210.44,7280726.66,0,SIMULATED
2024-01-01,SKU002,CH02,BUDGET,FY_BASE,4200,144244800.0,76639036.95,5636691.61,0,SIMULATED
2024-01-01,SKU003,CH02,BUDGET,FY_BASE,4200,128217600.0,71908232.2,5010392.54,0,SIMULATED
2024-01-01,SKU004,CH02,BUDGET,FY_BASE,5250,140238000.0,91067991.44,5480116.85,0,SIMULATED
2024-01-01,SKU005,CH02,BUDGET,FY_BASE,4200,108183600.0,73445743.75,4227518.7,0,SIMULATED
2024-01-01,SKU006,CH02,BUDGET,FY_BASE,3150,90153000.0,55882631.11,3522932.26,0,SIMULATED
2024-01-01,SKU007,CH02,BUDGET,FY_BASE,6300,138234600.0,112208775.17,5401829.46,0,SIMULATED
2024-01-01,SKU008,CH02,BUDGET,FY_BASE,5250,125212500.0,96094471.48,4892961.47,0,SIMULATED
2024-01-01,SKU009,CH02,BUDGET,FY_BASE,5250,105178500.0,90033127.91,4110087.63,0,SIMULATED
2024-01-01,SKU010,CH02,BUDGET,FY_BASE,4200,96163200.0,70962071.25,3757794.41,0,SIMULATED
