MonthStart,ChannelKey,CostType,AmountVND,SourceCostBucket,AllocationMethod,EvidenceClass,DatasetVersion
2023-10-01,CH04,TRADE_SPEND,14359680.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH04,VARIABLE_FULFILMENT,6285024.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH05,COGS,427344076.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-10-01,CH05,CHANNEL_FEE,13785292.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH05,TRADE_SPEND,17231616.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH05,VARIABLE_FULFILMENT,8265456.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH01,COGS,1337247744.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-11-01,CH01,CHANNEL_FEE,75489792.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH01,TRADE_SPEND,140195328.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH01,VARIABLE_FULFILMENT,23462208.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH02,COGS,1022601216.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-11-01,CH02,CHANNEL_FEE,74221056.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH02,TRADE_SPEND,127000473.6,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH02,VARIABLE_FULFILMENT,18261936.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH03,COGS,792795064.32,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-11-01,CH03,CHANNEL_FEE,145244897.28,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH03,TRADE_SPEND,78674319.36,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH03,VARIABLE_FULFILMENT,13398696.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH04,COGS,393308160.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-11-01,CH04,CHANNEL_FEE,50749440.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH04,TRADE_SPEND,41233920.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH04,VARIABLE_FULFILMENT,6752448.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH05,COGS,471969792.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-11-01,CH05,CHANNEL_FEE,15224832.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH05,TRADE_SPEND,49480704.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-11-01,CH05,VARIABLE_FULFILMENT,8316000.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH01,COGS,1466115686.4,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-12-01,CH01,CHANNEL_FEE,82764595.2,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH01,TRADE_SPEND,59117568.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH01,VARIABLE_FULFILMENT,27406512.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH02,COGS,1121147289.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-12-01,CH02,CHANNEL_FEE,81373593.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH02,TRADE_SPEND,66907176.96,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH02,VARIABLE_FULFILMENT,20365992.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH03,COGS,874115142.45,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-12-01,CH03,CHANNEL_FEE,160143232.2,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH03,TRADE_SPEND,33363173.38,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH03,VARIABLE_FULFILMENT,14559288.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH04,COGS,431210496.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-12-01,CH04,CHANNEL_FEE,55640064.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH04,TRADE_SPEND,17387520.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH04,VARIABLE_FULFILMENT,8161488.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH05,COGS,517452595.2,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-12-01,CH05,CHANNEL_FEE,16692019.2,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH05,TRADE_SPEND,20865024.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-12-01,CH05,VARIABLE_FULFILMENT,8872200.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH01,COGS,1157544960.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-01-01,CH01,CHANNEL_FEE,65345280.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH01,TRADE_SPEND,46675200.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH01,VARIABLE_FULFILMENT,21327624.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH02,COGS,885181440.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-01-01,CH02,CHANNEL_FEE,64247040.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH02,TRADE_SPEND,52825344.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH02,VARIABLE_FULFILMENT,16221816.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH03,COGS,694026178.56,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-01-01,CH03,CHANNEL_FEE,127149834.24,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH03,TRADE_SPEND,26489548.8,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH03,VARIABLE_FULFILMENT,11828028.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH04,COGS,340454400.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-01-01,CH04,CHANNEL_FEE,43929600.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH04,TRADE_SPEND,13728000.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH04,VARIABLE_FULFILMENT,6285024.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH05,COGS,408545280.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-01-01,CH05,CHANNEL_FEE,13178880.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH05,TRADE_SPEND,16473600.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-01-01,CH05,VARIABLE_FULFILMENT,8265456.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH01,COGS,1146293299.2,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-02-01,CH01,CHANNEL_FEE,64710105.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH01,TRADE_SPEND,46221504.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH01,VARIABLE_FULFILMENT,20686536.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH02,COGS,876577228.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-02-01,CH02,CHANNEL_FEE,63622540.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH02,TRADE_SPEND,52311866.88,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH02,VARIABLE_FULFILMENT,15866928.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH03,COGS,691126766.67,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-02-01,CH03,CHANNEL_FEE,126618644.28,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH03,TRADE_SPEND,26378884.22,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH03,VARIABLE_FULFILMENT,11828028.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH04,COGS,337145088.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-02-01,CH04,CHANNEL_FEE,43502592.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH04,TRADE_SPEND,13594560.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH04,VARIABLE_FULFILMENT,6285024.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH05,COGS,404574105.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-02-01,CH05,CHANNEL_FEE,13050777.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH05,TRADE_SPEND,16313472.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-02-01,CH05,VARIABLE_FULFILMENT,8025048.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH01,COGS,1205465702.4,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-03-01,CH01,CHANNEL_FEE,68050483.2,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH01,TRADE_SPEND,48607488.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH01,VARIABLE_FULFILMENT,22564008.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH02,COGS,921826713.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-03-01,CH02,CHANNEL_FEE,66906777.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH02,TRADE_SPEND,55012239.36,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH02,VARIABLE_FULFILMENT,17194896.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH03,COGS,730848465.1,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-03-01,CH03,CHANNEL_FEE,133895902.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH03,TRADE_SPEND,27894979.58,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH03,VARIABLE_FULFILMENT,12441168.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH04,COGS,354548736.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-03-01,CH04,CHANNEL_FEE,45748224.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH04,TRADE_SPEND,14296320.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH04,VARIABLE_FULFILMENT,6285024.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH05,COGS,425458483.2,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-03-01,CH05,CHANNEL_FEE,13724467.2,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH05,TRADE_SPEND,17155584.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-03-01,CH05,VARIABLE_FULFILMENT,8265456.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH01,COGS,1229790336.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-04-01,CH01,CHANNEL_FEE,69423648.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH01,TRADE_SPEND,49588320.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH01,VARIABLE_FULFILMENT,23216544.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH02,COGS,940427904.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-04-01,CH02,CHANNEL_FEE,68256864.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH02,TRADE_SPEND,56122310.4,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH02,VARIABLE_FULFILMENT,17538336.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH03,COGS,749722893.12,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-04-01,CH03,CHANNEL_FEE,137353812.48,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH03,TRADE_SPEND,28615377.6,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH03,VARIABLE_FULFILMENT,12441168.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH04,COGS,361703040.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-04-01,CH04,CHANNEL_FEE,46671360.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH04,TRADE_SPEND,14584800.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH04,VARIABLE_FULFILMENT,6285024.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH05,COGS,434043648.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-04-01,CH05,CHANNEL_FEE,14001408.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH05,TRADE_SPEND,17501760.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-04-01,CH05,VARIABLE_FULFILMENT,8586000.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH01,COGS,1218174412.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-05-01,CH01,CHANNEL_FEE,68767910.4,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH01,TRADE_SPEND,49119936.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH01,VARIABLE_FULFILMENT,22564008.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH02,COGS,931545139.2,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-05-01,CH02,CHANNEL_FEE,67612147.2,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH02,TRADE_SPEND,55592209.92,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH02,VARIABLE_FULFILMENT,17538336.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH03,COGS,746729357.41,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-05-01,CH03,CHANNEL_FEE,136805378.46,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH03,TRADE_SPEND,28501120.51,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH03,VARIABLE_FULFILMENT,12441168.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH04,COGS,358286592.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-05-01,CH04,CHANNEL_FEE,46230528.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH04,TRADE_SPEND,14447040.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH04,VARIABLE_FULFILMENT,6285024.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH05,COGS,429943910.4,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-05-01,CH05,CHANNEL_FEE,13869158.4,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH05,TRADE_SPEND,17336448.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-05-01,CH05,VARIABLE_FULFILMENT,8265456.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH01,COGS,1218255360.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-06-01,CH01,CHANNEL_FEE,68772480.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH01,TRADE_SPEND,49123200.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH01,VARIABLE_FULFILMENT,22564008.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH02,COGS,931607040.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-06-01,CH02,CHANNEL_FEE,67616640.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH02,TRADE_SPEND,55595904.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH02,VARIABLE_FULFILMENT,17538336.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH03,COGS,750867183.36,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-06-01,CH03,CHANNEL_FEE,137563453.44,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH03,TRADE_SPEND,28659052.8,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH03,VARIABLE_FULFILMENT,12441168.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH04,COGS,358310400.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-06-01,CH04,CHANNEL_FEE,46233600.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH04,TRADE_SPEND,14448000.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH04,VARIABLE_FULFILMENT,6285024.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH05,COGS,429972480.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-06-01,CH05,CHANNEL_FEE,13870080.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH05,TRADE_SPEND,17337600.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-06-01,CH05,VARIABLE_FULFILMENT,8265456.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH01,COGS,1218093465.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-07-01,CH01,CHANNEL_FEE,68763340.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH01,TRADE_SPEND,49116672.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH01,VARIABLE_FULFILMENT,22564008.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH02,COGS,931483238.4,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-07-01,CH02,CHANNEL_FEE,67607654.4,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH02,TRADE_SPEND,55588515.84,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH02,VARIABLE_FULFILMENT,17538336.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH03,COGS,772141820.31,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-07-01,CH03,CHANNEL_FEE,138294057.37,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH03,TRADE_SPEND,28811261.95,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH03,VARIABLE_FULFILMENT,12697572.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH04,COGS,358262784.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-07-01,CH04,CHANNEL_FEE,46227456.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH04,TRADE_SPEND,14446080.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH04,VARIABLE_FULFILMENT,6285024.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH05,COGS,429915340.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-07-01,CH05,CHANNEL_FEE,13868236.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH05,TRADE_SPEND,17335296.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-07-01,CH05,VARIABLE_FULFILMENT,8265456.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-08-01,CH01,COGS,1254964915.2,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-08-01,CH01,CHANNEL_FEE,70844793.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-08-01,CH01,TRADE_SPEND,50603424.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-08-01,CH01,VARIABLE_FULFILMENT,23216544.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-08-01,CH02,COGS,959679052.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2024-08-01,CH02,CHANNEL_FEE,69654124.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-08-01,CH02,TRADE_SPEND,57271169.28,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-08-01,CH02,VARIABLE_FULFILMENT,18442728.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2024-08-01,CH03,COGS,799822241.05,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
