channel_id,cogs,commission,contribution_margin,customer_id,date,discount,freight,gross_sales,is_intercompany,is_stockout,line_id,month,net_sales,order_id,payment_fee,promo_id,region,returns,sku_id,trade_spend,units
EC,1944000,303628,1120863,CUST005,2023-10-01,405000,42865,4050000,False,False,LINE000001633,2023-10-01,3572100,ORD00001633,89302,,Central,72900,SKU003,71442,162
CV,1644000,113282,1343405,CUST006,2023-10-01,171250,38840,3425000,False,False,LINE000001634,2023-10-01,3236625,ORD00001634,32366,,South,17125,SKU003,64732,137
FS,1968000,79130,1782762,CUST007,2023-10-01,123000,47478,4100000,False,False,LINE000001635,2023-10-01,3956500,ORD00001635,0,,North,20500,SKU003,79130,164
MT,1640688,124112,1105285,CUST009,2023-10-01,129960,37234,3249000,False,False,LINE000001636,2023-10-01,3102795,ORD00001636,55850,,South,16245,SKU004,139626,114
GT,2101232,101424,1724495,CUST010,2023-10-01,83220,48684,4161000,False,False,LINE000001637,2023-10-01,4056975,ORD00001637,0,,North,20805,SKU004,81140,146
EC,2187584,324770,1090683,CUST011,2023-10-01,433200,45850,4332000,False,False,LINE000001638,2023-10-01,3820824,ORD00001638,95521,,Central,77976,SKU004,76416,152
CV,2014880,131969,1465337,CUST012,2023-10-01,199500,45247,3990000,False,False,LINE000001639,2023-10-01,3770550,ORD00001639,37706,,South,19950,SKU004,75411,140
FS,2187584,83608,1775415,CUST013,2023-10-01,129960,50165,4332000,False,False,LINE000001640,2023-10-01,4180380,ORD00001640,0,,North,21660,SKU004,83608,152
MT,3058227,196806,1296115,CUST015,2023-10-01,206080,59042,5152000,False,False,LINE000001641,2023-10-01,4920160,ORD00001641,88563,,South,25760,SKU005,221407,161
GT,2260429,92820,1240741,CUST016,2023-10-01,76160,44554,3808000,False,False,LINE000001642,2023-10-01,3712800,ORD00001642,0,,North,19040,SKU005,74256,119
EC,3476122,439024,955441,CUST017,2023-10-01,585600,61980,5856000,False,False,LINE000001643,2023-10-01,5164992,ORD00001643,129125,,Central,105408,SKU005,103300,183
CV,2887270,160877,1355280,CUST018,2023-10-01,243200,55158,4864000,False,False,LINE000001644,2023-10-01,4596480,ORD00001644,45965,,South,24320,SKU005,91930,152
FS,2678323,87082,1449344,CUST019,2023-10-01,135360,52249,4512000,False,False,LINE000001645,2023-10-01,4354080,ORD00001645,0,,North,22560,SKU005,87082,141
MT,1587560,141034,1532827,CUST021,2023-10-01,147680,42310,3692000,False,False,LINE000001646,2023-10-01,3525860,ORD00001646,63465,,South,18460,SKU006,158664,104
GT,2442400,138450,2779934,CUST022,2023-10-01,113600,66456,5680000,False,False,LINE000001647,2023-10-01,5538000,ORD00001647,0,,North,28400,SKU006,110760,160
EC,2579785,449783,1960372,CUST023,2023-10-01,599950,63499,5999500,False,False,LINE000001648,2023-10-01,5291559,ORD00001648,132289,,Central,107991,SKU006,105831,169
CV,2564520,197259,2637489,CUST024,2023-10-01,298200,67632,5964000,False,False,LINE000001649,2023-10-01,5635980,ORD00001649,56360,,South,29820,SKU006,112720,168
FS,2472930,110994,2788200,CUST001,2023-10-01,172530,66597,5751000,False,False,LINE000001650,2023-10-01,5549715,ORD00001650,0,,North,28755,SKU006,110994,162
MT,2856945,239858,2449909,CUST003,2023-10-01,251160,71957,6279000,False,False,LINE000001651,2023-10-01,5996445,ORD00001651,107936,,South,31395,SKU007,269840,161
GT,3566745,191076,3640628,CUST004,2023-10-01,156780,91716,7839000,False,False,LINE000001652,2023-10-01,7643025,ORD00001652,0,,North,39195,SKU007,152860,201
EC,3460275,570147,2294855,CUST005,2023-10-01,760500,80491,7605000,False,False,LINE000001653,2023-10-01,6707610,ORD00001653,167690,,Central,136890,SKU007,134152,195
CV,2661750,193489,2440825,CUST006,2023-10-01,292500,66339,5850000,False,False,LINE000001654,2023-10-01,5528250,ORD00001654,55282,,South,29250,SKU007,110565,150
FS,3673215,155809,3712127,CUST007,2023-10-01,242190,93485,8073000,False,False,LINE000001655,2023-10-01,7790445,ORD00001655,0,,North,40365,SKU007,155809,207
MT,3121200,248396,2374550,CUST009,2023-10-01,260100,74519,6502500,False,False,LINE000001656,2023-10-01,6209888,ORD00001656,111778,,South,32512,SKU008,279445,153
GT,3733200,189577,3417627,CUST010,2023-10-01,155550,90997,7777500,False,False,LINE000001657,2023-10-01,7583062,ORD00001657,0,,North,38888,SKU008,151661,183
EC,2815200,439699,1623174,CUST011,2023-10-01,586500,62075,5865000,False,False,LINE000001658,2023-10-01,5172930,ORD00001658,129323,,Central,105570,SKU008,103459,138
CV,3427200,236156,2800557,CUST012,2023-10-01,357000,80968,7140000,False,False,LINE000001659,2023-10-01,6747300,ORD00001659,67473,,South,35700,SKU008,134946,168
FS,4202400,168972,3806848,CUST013,2023-10-01,262650,101383,8755000,False,False,LINE000001660,2023-10-01,8448575,ORD00001660,0,,North,43775,SKU008,168972,206
MT,4969362,335625,2456346,CUST015,2023-10-01,351440,100688,8786000,False,False,LINE000001661,2023-10-01,8390630,ORD00001661,151031,,South,43930,SKU009,377578,191
GT,4865291,209674,3043603,CUST016,2023-10-01,172040,100643,8602000,False,False,LINE000001662,2023-10-01,8386950,ORD00001662,0,,North,43010,SKU009,167739,187
EC,5255555,696621,1776221,CUST017,2023-10-01,929200,98347,9292000,False,False,LINE000001663,2023-10-01,8195544,ORD00001663,204889,,Central,167256,SKU009,163911,202
CV,4058746,237346,2200413,CUST018,2023-10-01,358800,81376,7176000,False,False,LINE000001664,2023-10-01,6781320,ORD00001664,67813,,South,35880,SKU009,135626,156
FS,5307590,181111,3277081,CUST019,2023-10-01,281520,108667,9384000,False,False,LINE000001665,2023-10-01,9055560,ORD00001665,0,,North,46920,SKU009,181111,204
MT,1831680,132019,1089244,CUST021,2023-10-01,138240,39606,3456000,False,False,LINE000001666,2023-10-01,3300480,ORD00001666,59409,,South,17280,SKU010,148522,192
GT,1841220,84679,1352862,CUST022,2023-10-01,69480,40646,3474000,False,False,LINE000001667,2023-10-01,3387150,ORD00001667,0,,North,17370,SKU010,67743,193
EC,1640880,232107,702037,CUST023,2023-10-01,309600,32768,3096000,False,False,LINE000001668,2023-10-01,2730672,ORD00001668,68267,,Central,55728,SKU010,54613,172
CV,2003400,125024,1293648,CUST024,2023-10-01,189000,42865,3780000,False,False,LINE000001669,2023-10-01,3572100,ORD00001669,35721,,South,18900,SKU010,71442,210
FS,1898460,69133,1378424,CUST001,2023-10-01,107460,41480,3582000,False,False,LINE000001670,2023-10-01,3456630,ORD00001670,0,,North,17910,SKU010,69133,199
MT,1867490,165903,1803105,CUST003,2023-10-01,173720,49771,4343000,False,False,LINE000001671,2023-10-01,4147565,ORD00001671,74656,,South,21715,SKU011,186640,202
GT,1941450,110053,2209754,CUST004,2023-10-01,90300,52826,4515000,False,False,LINE000001672,2023-10-01,4402125,ORD00001672,0,,North,22575,SKU011,88042,210
EC,1950695,340101,1482329,CUST005,2023-10-01,453650,48014,4536500,False,False,LINE000001673,2023-10-01,4001193,ORD00001673,100030,,Central,81657,SKU011,80024,211
CV,1562405,120178,1606860,CUST006,2023-10-01,181675,41204,3633500,False,False,LINE000001674,2023-10-01,3433657,ORD00001674,34337,,South,18168,SKU011,68673,169
FS,1876735,84235,2115997,CUST007,2023-10-01,130935,50541,4364500,False,False,LINE000001675,2023-10-01,4211743,ORD00001675,0,,North,21822,SKU011,84235,203
MT,2752750,231110,2360559,CUST009,2023-10-01,242000,69333,6050000,False,False,LINE000001676,2023-10-01,5777750,ORD00001676,103999,,South,30250,SKU012,259999,242
GT,2434250,130406,2484674,CUST010,2023-10-01,107000,62595,5350000,False,False,LINE000001677,2023-10-01,5216250,ORD00001677,0,,North,26750,SKU012,104325,214
EC,2673125,440449,1772816,CUST011,2023-10-01,587500,62181,5875000,False,False,LINE000001678,2023-10-01,5181750,ORD00001678,129544,,Central,105750,SKU012,103635,235
CV,2263625,164548,2075744,CUST012,2023-10-01,248750,56416,4975000,False,False,LINE000001679,2023-10-01,4701375,ORD00001679,47014,,South,24875,SKU012,94028,199
FS,3298750,139925,3333695,CUST013,2023-10-01,217500,83955,7250000,False,False,LINE000001680,2023-10-01,6996250,ORD00001680,0,,North,36250,SKU012,139925,290
MT,3003034,213385,1718114,CUST015,2023-10-01,223440,64016,5586000,False,False,LINE000001681,2023-10-01,5334630,ORD00001681,96023,,South,27930,SKU013,240058,196
GT,4381978,198681,3112255,CUST016,2023-10-01,163020,95367,8151000,False,False,LINE000001682,2023-10-01,7947225,ORD00001682,0,,North,40755,SKU013,158944,286
EC,3248179,452969,1324140,CUST017,2023-10-01,604200,63949,6042000,False,False,LINE000001683,2023-10-01,5329044,ORD00001683,133226,,Central,108756,SKU013,106581,212
CV,3753792,230946,2336589,CUST018,2023-10-01,349125,79182,6982500,False,False,LINE000001684,2023-10-01,6598463,ORD00001684,65985,,South,34912,SKU013,131969,245
FS,3585254,128712,2515680,CUST019,2023-10-01,200070,77227,6669000,False,False,LINE000001685,2023-10-01,6435585,ORD00001685,0,,North,33345,SKU013,128712,234
MT,3926880,297043,2645201,CUST021,2023-10-01,311040,89113,7776000,False,False,LINE000001686,2023-10-01,7426080,ORD00001686,133669,,South,38880,SKU014,334174,243
GT,3199680,154440,2625797,CUST022,2023-10-01,126720,74131,6336000,False,False,LINE000001687,2023-10-01,6177600,ORD00001687,0,,North,31680,SKU014,123552,198
EC,3328960,494202,1659575,CUST023,2023-10-01,659200,69770,6592000,False,False,LINE000001688,2023-10-01,5814144,ORD00001688,145354,,Central,118656,SKU014,116283,206
CV,3409760,223322,2479571,CUST024,2023-10-01,337600,76568,6752000,False,False,LINE000001689,2023-10-01,6380640,ORD00001689,63806,,South,33760,SKU014,127613,211
FS,2779520,106227,2255650,CUST001,2023-10-01,165120,63736,5504000,False,False,LINE000001690,2023-10-01,5311360,ORD00001690,0,,North,27520,SKU014,106227,172
MT,5588055,402762,3323046,CUST003,2023-10-01,421740,120829,10543500,False,False,LINE000001691,2023-10-01,10069042,ORD00001691,181243,,South,52718,SKU015,453107,297
GT,4327450,199022,3179655,CUST004,2023-10-01,163300,95530,8165000,False,False,LINE000001692,2023-10-01,7960875,ORD00001692,0,,North,40825,SKU015,159218,230
EC,3875890,548256,1658266,CUST005,2023-10-01,731300,77401,7313000,False,False,LINE000001693,2023-10-01,6450066,ORD00001693,161252,,Central,131634,SKU015,129001,206
CV,4233375,264187,2733601,CUST006,2023-10-01,399375,90578,7987500,False,False,LINE000001694,2023-10-01,7548187,ORD00001694,75482,,South,39938,SKU015,150964,225
FS,5700945,207600,4139318,CUST007,2023-10-01,322695,124560,10756500,False,False,LINE000001695,2023-10-01,10380023,ORD00001695,0,,North,53782,SKU015,207600,303
MT,4762680,423103,4598479,CUST009,2023-10-01,443040,126931,11076000,False,False,LINE000001696,2023-10-01,10577580,ORD00001696,190396,,South,55380,SKU016,475991,284
GT,3890640,220545,4428317,CUST010,2023-10-01,180960,105862,9048000,False,False,LINE000001697,2023-10-01,8821800,ORD00001697,0,,North,45240,SKU016,176436,232
EC,4410510,768967,3351537,CUST011,2023-10-01,1025700,108560,10257000,False,False,LINE000001698,2023-10-01,9046674,ORD00001698,226167,,Central,184626,SKU016,180933,263
CV,4108650,316032,4225554,CUST012,2023-10-01,477750,108354,9555000,False,False,LINE000001699,2023-10-01,9029475,ORD00001699,90295,,South,47775,SKU016,180590,245
FS,4242810,190433,4783719,CUST013,2023-10-01,296010,114260,9867000,False,False,LINE000001700,2023-10-01,9521655,ORD00001700,0,,North,49335,SKU016,190433,253
MT,2382442,178585,1568751,CUST015,2023-10-01,187000,53576,4675000,False,False,LINE000001701,2023-10-01,4464625,ORD00001701,80363,,South,23375,SKU017,200908,110
GT,2858930,136744,2299044,CUST016,2023-10-01,112200,65637,5610000,False,False,LINE000001702,2023-10-01,5469750,ORD00001702,0,,North,28050,SKU017,109395,132
EC,2664003,391906,1291939,CUST017,2023-10-01,522750,55328,5227500,False,False,LINE000001703,2023-10-01,4610655,ORD00001703,115266,,Central,94095,SKU017,92213,123
CV,2945564,191174,2095954,CUST018,2023-10-01,289000,65545,5780000,False,False,LINE000001704,2023-10-01,5462100,ORD00001704,54621,,South,28900,SKU017,109242,136
FS,2534052,95969,2014891,CUST019,2023-10-01,149175,57582,4972500,False,False,LINE000001705,2023-10-01,4798463,ORD00001705,0,,North,24862,SKU017,95969,117
MT,2605440,207350,1982170,CUST021,2023-10-01,217120,62205,5428000,False,False,LINE000001706,2023-10-01,5183740,ORD00001706,93307,,South,27140,SKU018,233268,118
GT,3091200,156975,2829897,CUST022,2023-10-01,128800,75348,6440000,False,False,LINE000001707,2023-10-01,6279000,ORD00001707,0,,North,32200,SKU018,125580,140
EC,2804160,437975,1616808,CUST023,2023-10-01,584200,61832,5842000,False,False,LINE000001708,2023-10-01,5152644,ORD00001708,128816,,Central,105156,SKU018,103053,127
CV,1987200,136930,1623853,CUST024,2023-10-01,207000,46948,4140000,False,False,LINE000001709,2023-10-01,3912300,ORD00001709,39123,,South,20700,SKU018,78246,90
FS,2340480,94107,2120182,CUST001,2023-10-01,146280,56464,4876000,False,False,LINE000001710,2023-10-01,4705340,ORD00001710,0,,North,24380,SKU018,94107,106
MT,1236240,93514,832748,CUST003,2023-10-01,97920,28054,2448000,False,False,LINE000001711,2023-10-01,2337840,ORD00001711,42081,,South,12240,SKU019,105203,136
GT,1245330,60109,1021972,CUST004,2023-10-01,49320,28852,2466000,False,False,LINE000001712,2023-10-01,2404350,ORD00001712,0,,North,12330,SKU019,48087,137
EC,1290780,191623,643488,CUST005,2023-10-01,255600,27053,2556000,False,False,LINE000001713,2023-10-01,2254392,ORD00001713,56360,,Central,46008,SKU019,45088,142
CV,1199880,78586,872551,CUST006,2023-10-01,118800,26944,2376000,False,False,LINE000001714,2023-10-01,2245320,ORD00001714,22453,,South,11880,SKU019,44906,132
FS,1345320,51415,1091761,CUST007,2023-10-01,79920,30849,2664000,False,False,LINE000001715,2023-10-01,2570760,ORD00001715,0,,North,13320,SKU019,51415,148
MT,1595300,114982,948676,CUST009,2023-10-01,120400,34495,3010000,False,False,LINE000001716,2023-10-01,2874550,ORD00001716,51742,,South,15050,SKU020,129355,140
GT,1891570,86994,1389858,CUST010,2023-10-01,71380,41757,3569000,False,False,LINE000001717,2023-10-01,3479775,ORD00001717,0,,North,17845,SKU020,69596,166
EC,1914360,270792,819042,CUST011,2023-10-01,361200,38229,3612000,False,False,LINE000001718,2023-10-01,3185784,ORD00001718,79645,,Central,65016,SKU020,63716,168
CV,2073890,129422,1339166,CUST012,2023-10-01,195650,44373,3913000,False,False,LINE000001719,2023-10-01,3697785,ORD00001719,36978,,South,19565,SKU020,73956,182
FS,1606695,58508,1166581,CUST013,2023-10-01,90945,35105,3031500,False,False,LINE000001720,2023-10-01,2925397,ORD00001720,0,,North,15158,SKU020,58508,141
MT,1974560,156620,1490657,CUST015,2023-10-01,164000,46986,4100000,False,False,LINE000001721,2023-10-01,3915500,ORD00001721,70479,,South,20500,SKU021,176198,164
GT,1769880,89578,1609007,CUST016,2023-10-01,73500,42998,3675000,False,False,LINE000001722,2023-10-01,3583125,ORD00001722,0,,North,18375,SKU021,71662,147
EC,2034760,316748,1162535,CUST017,2023-10-01,422500,44717,4225000,False,False,LINE000001723,2023-10-01,3726450,ORD00001723,93161,,Central,76050,SKU021,74529,169
CV,1649480,113282,1337925,CUST018,2023-10-01,171250,38840,3425000,False,False,LINE000001724,2023-10-01,3236625,ORD00001724,32366,,South,17125,SKU021,64732,137
FS,1553160,62242,1397135,CUST019,2023-10-01,96750,37346,3225000,False,False,LINE000001725,2023-10-01,3112125,ORD00001725,0,,North,16125,SKU021,62242,129
MT,1750680,146974,1501131,CUST021,2023-10-01,153900,44092,3847500,False,False,LINE000001726,2023-10-01,3674362,ORD00001726,66139,,South,19238,SKU022,165346,135
GT,2528760,135464,2580944,CUST022,2023-10-01,111150,65023,5557500,False,False,LINE000001727,2023-10-01,5418562,ORD00001727,0,,North,27788,SKU022,108371,195
EC,2035976,335453,1350129,CUST023,2023-10-01,447450,47358,4474500,False,False,LINE000001728,2023-10-01,3946509,ORD00001728,98663,,Central,80541,SKU022,78930,157
CV,1776616,129141,1629026,CUST024,2023-10-01,195225,44277,3904500,False,False,LINE000001729,2023-10-01,3689753,ORD00001729,36898,,South,19522,SKU022,73795,137
FS,1880360,79757,1900135,CUST001,2023-10-01,123975,47854,4132500,False,False,LINE000001730,2023-10-01,3987863,ORD00001730,0,,North,20662,SKU022,79757,145
MT,2810880,223699,2138464,CUST003,2023-10-01,234240,67110,5856000,False,False,LINE000001731,2023-10-01,5592480,ORD00001731,100665,,South,29280,SKU023,251662,183
GT,2365440,120120,2165486,CUST004,2023-10-01,98560,57658,4928000,False,False,LINE000001732,2023-10-01,4804800,ORD00001732,0,,North,24640,SKU023,96096,154
EC,2841600,443822,1638396,CUST005,2023-10-01,592000,62657,5920000,False,False,LINE000001733,2023-10-01,5221440,ORD00001733,130536,,Central,106560,SKU023,104429,185
CV,2534400,174636,2071001,CUST006,2023-10-01,264000,59875,5280000,False,False,LINE000001734,2023-10-01,4989600,ORD00001734,49896,,South,26400,SKU023,99792,165
FS,2734080,109933,2476734,CUST007,2023-10-01,170880,65960,5696000,False,False,LINE000001735,2023-10-01,5496640,ORD00001735,0,,North,28480,SKU023,109933,178
MT,3173256,240030,2137401,CUST009,2023-10-01,251340,72009,6283500,False,False,LINE000001736,2023-10-01,6000742,ORD00001736,108013,,South,31418,SKU024,270033,177
GT,3944160,190369,3236549,CUST010,2023-10-01,156200,91377,7810000,False,False,LINE000001737,2023-10-01,7614750,ORD00001737,0,,North,39050,SKU024,152295,220
EC,3011904,447121,1501389,CUST011,2023-10-01,596400,63123,5964000,False,False,LINE000001738,2023-10-01,5260248,ORD00001738,131506,,Central,107352,SKU024,105205,168
CV,3209112,210175,2333506,CUST012,2023-10-01,317725,72060,6354500,False,False,LINE000001739,2023-10-01,6005003,ORD00001739,60050,,South,31772,SKU024,120100,179
FS,3209112,122642,2604112,CUST013,2023-10-01,190635,73585,6354500,False,False,LINE000001740,2023-10-01,6132093,ORD00001740,0,,North,31772,SKU024,122642,179
MT,4514328,290511,1913228,CUST015,2023-10-01,304200,87153,7605000,False,False,LINE000001741,2023-10-01,7262775,ORD00001741,130730,,South,38025,SKU025,326825,195
GT,4051320,166359,2223756,CUST016,2023-10-01,136500,79852,6825000,False,False,LINE000001742,2023-10-01,6654375,ORD00001742,0,,North,34125,SKU025,133088,175
EC,3819816,482432,1049909,CUST017,2023-10-01,643500,68108,6435000,False,False,LINE000001743,2023-10-01,5675670,ORD00001743,141892,,Central,115830,SKU025,113513,165
CV,4583779,255405,2151620,CUST018,2023-10-01,386100,87567,7722000,False,False,LINE000001744,2023-10-01,7297290,ORD00001744,72973,,South,38610,SKU025,145946,198
FS,3750365,121937,2029469,CUST019,2023-10-01,189540,73162,6318000,False,False,LINE000001745,2023-10-01,6096870,ORD00001745,0,,North,31590,SKU025,121937,162
MT,4239800,376652,4093625,CUST021,2023-10-01,394400,112996,9860000,False,False,LINE000001746,2023-10-01,9416300,ORD00001746,169493,,South,49300,SKU026,423734,232
GT,3252950,184397,3702500,CUST022,2023-10-01,151300,88510,7565000,False,False,LINE000001747,2023-10-01,7375875,ORD00001747,0,,North,37825,SKU026,147518,178
EC,3947400,688225,2999620,CUST023,2023-10-01,918000,97161,9180000,False,False,LINE000001748,2023-10-01,8096760,ORD00001748,202419,,Central,165240,SKU026,161935,216
CV,3508800,269892,3608638,CUST024,2023-10-01,408000,92534,8160000,False,False,LINE000001749,2023-10-01,7711200,ORD00001749,77112,,South,40800,SKU026,154224,192
FS,3490525,156668,3935525,CUST001,2023-10-01,243525,94001,8117500,False,False,LINE000001750,2023-10-01,7833387,ORD00001750,0,,North,40588,SKU026,156668,191
MT,5002270,419971,4289584,CUST003,2023-10-01,439760,125991,10994000,False,False,LINE000001751,2023-10-01,10499270,ORD00001751,188987,,South,54970,SKU027,472467,239
GT,3620890,193976,3695894,CUST004,2023-10-01,159160,93109,7958000,False,False,LINE000001752,2023-10-01,7759050,ORD00001752,0,,North,39790,SKU027,155181,173
EC,5085990,838015,3373028,CUST005,2023-10-01,1117800,118308,11178000,False,False,LINE000001753,2023-10-01,9858996,ORD00001753,246475,,Central,201204,SKU027,197180,243
CV,3976700,289076,3646633,CUST006,2023-10-01,437000,99112,8740000,False,False,LINE000001754,2023-10-01,8259300,ORD00001754,82593,,South,43700,SKU027,165186,190
FS,4479020,189989,4526468,CUST007,2023-10-01,295320,113994,9844000,False,False,LINE000001755,2023-10-01,9499460,ORD00001755,0,,North,49220,SKU027,189989,214
MT,1676160,133394,1275192,CUST009,2023-10-01,139680,40018,3492000,False,False,LINE000001756,2023-10-01,3334860,ORD00001756,60027,,South,17460,SKU028,150069,194
GT,1745280,88628,1597749,CUST010,2023-10-01,72720,42541,3636000,False,False,LINE000001757,2023-10-01,3545100,ORD00001757,0,,North,18180,SKU028,70902,202
EC,1788480,279338,1031193,CUST011,2023-10-01,372600,39436,3726000,False,False,LINE000001758,2023-10-01,3286332,ORD00001758,82158,,Central,67068,SKU028,65727,207
CV,1831680,126214,1496770,CUST012,2023-10-01,190800,43273,3816000,False,False,LINE000001759,2023-10-01,3606120,ORD00001759,36061,,South,19080,SKU028,72122,212
FS,1866240,75038,1690581,CUST013,2023-10-01,116640,45023,3888000,False,False,LINE000001760,2023-10-01,3751920,ORD00001760,0,,North,19440,SKU028,75038,216
MT,2529480,170830,1250143,CUST015,2023-10-01,178880,51249,4472000,False,False,LINE000001761,2023-10-01,4270760,ORD00001761,76874,,South,22360,SKU029,192184,208
GT,1994397,85946,1247496,CUST016,2023-10-01,70520,41254,3526000,False,False,LINE000001762,2023-10-01,3437850,ORD00001762,0,,North,17630,SKU029,68757,164
EC,2578124,341713,871170,CUST017,2023-10-01,455800,48242,4558000,False,False,LINE000001763,2023-10-01,4020156,ORD00001763,100504,,Central,82044,SKU029,80403,212
CV,2797021,163556,1516182,CUST018,2023-10-01,247250,56076,4945000,False,False,LINE000001764,2023-10-01,4673025,ORD00001764,46730,,South,24725,SKU029,93460,230
FS,2687572,91704,1659195,CUST019,2023-10-01,142545,55022,4751500,False,False,LINE000001765,2023-10-01,4585197,ORD00001765,0,,North,23758,SKU029,91704,221
MT,3021000,217740,1796497,CUST021,2023-10-01,228000,65322,5700000,False,False,LINE000001766,2023-10-01,5443500,ORD00001766,97983,,South,28500,SKU030,244958,228
GT,3352250,154172,2463113,CUST022,2023-10-01,126500,74002,6325000,False,False,LINE000001767,2023-10-01,6166875,ORD00001767,0,,North,31625,SKU030,123338,253
EC,3511250,496676,1502259,CUST023,2023-10-01,662500,70119,6625000,False,False,LINE000001768,2023-10-01,5843250,ORD00001768,146081,,Central,119250,SKU030,116865,265
CV,3140250,195969,2027743,CUST024,2023-10-01,296250,67190,5925000,False,False,LINE000001769,2023-10-01,5599125,ORD00001769,55991,,South,29625,SKU030,111982,237
FS,2888500,105185,2097269,CUST001,2023-10-01,163500,63111,5450000,False,False,LINE000001770,2023-10-01,5259250,ORD00001770,0,,North,27250,SKU030,105185,218
MT,2083350,185079,2011522,CUST003,2023-10-01,193800,55524,4845000,False,False,LINE000001771,2023-10-01,4626975,ORD00001771,83286,,South,24225,SKU031,208214,170
GT,2634825,149358,2998951,CUST004,2023-10-01,122550,71692,6127500,False,False,LINE000001772,2023-10-01,5974312,ORD00001772,0,,North,30638,SKU031,119486,215
EC,3431400,598261,2607513,CUST005,2023-10-01,798000,84460,7980000,False,False,LINE000001773,2023-10-01,7038360,ORD00001773,175959,,Central,143640,SKU031,140767,280
CV,3002475,230946,3087906,CUST006,2023-10-01,349125,79182,6982500,False,False,LINE000001774,2023-10-01,6598463,ORD00001774,65985,,South,34912,SKU031,131969,245
FS,2254920,101209,2542396,CUST007,2023-10-01,157320,60726,5244000,False,False,LINE000001775,2023-10-01,5060460,ORD00001775,0,,North,26220,SKU031,101209,184
MT,2810080,235923,2409721,CUST009,2023-10-01,247040,70777,6176000,False,False,LINE000001776,2023-10-01,5898080,ORD00001776,106165,,South,30880,SKU032,265414,193
GT,3334240,178620,3403306,CUST010,2023-10-01,146560,85738,7328000,False,False,LINE000001777,2023-10-01,7144800,ORD00001777,0,,North,36640,SKU032,142896,229
EC,3246880,534986,2153331,CUST011,2023-10-01,713600,75527,7136000,False,False,LINE000001778,2023-10-01,6293952,ORD00001778,157349,,Central,128448,SKU032,125879,223
CV,3960320,287885,3631613,CUST012,2023-10-01,435200,98703,8704000,False,False,LINE000001779,2023-10-01,8225280,ORD00001779,82253,,South,43520,SKU032,164506,272
FS,4236960,179722,4281843,CUST013,2023-10-01,279360,107833,9312000,False,False,LINE000001780,2023-10-01,8986080,ORD00001780,0,,North,46560,SKU032,179722,291
MT,4923878,349874,2817080,CUST015,2023-10-01,366360,104962,9159000,False,False,LINE000001781,2023-10-01,8746845,ORD00001781,157443,,South,45795,SKU033,393608,258
GT,4122317,186908,2927833,CUST016,2023-10-01,153360,89716,7668000,False,False,LINE000001782,2023-10-01,7476300,ORD00001782,0,,North,38340,SKU033,149526,216
EC,4962048,691973,2022810,CUST017,2023-10-01,923000,97690,9230000,False,False,LINE000001783,2023-10-01,8140860,ORD00001783,203522,,Central,166140,SKU033,162817,260
CV,4675776,287670,2910487,CUST018,2023-10-01,434875,98630,8697500,False,False,LINE000001784,2023-10-01,8219137,ORD00001784,82191,,South,43488,SKU033,164383,245
FS,4962048,178139,3481741,CUST019,2023-10-01,276900,106883,9230000,False,False,LINE000001785,2023-10-01,8906950,ORD00001785,0,,North,46150,SKU033,178139,260
MT,2619435,198143,1764488,CUST021,2023-10-01,207480,59443,5187000,False,False,LINE000001786,2023-10-01,4953585,ORD00001786,89165,,South,25935,SKU034,222911,133
GT,1811940,87458,1486956,CUST022,2023-10-01,71760,41980,3588000,False,False,LINE000001787,2023-10-01,3498300,ORD00001787,0,,North,17940,SKU034,69966,92
EC,2875470,426879,1433499,CUST023,2023-10-01,569400,60265,5694000,False,False,LINE000001788,2023-10-01,5022108,ORD00001788,125553,,Central,102492,SKU034,100442,146
CV,3131505,205098,2277225,CUST024,2023-10-01,310050,70319,6201000,False,False,LINE000001789,2023-10-01,5859945,ORD00001789,58599,,South,31005,SKU034,117199,159
FS,2954250,112905,2397447,CUST001,2023-10-01,175500,67743,5850000,False,False,LINE000001790,2023-10-01,5645250,ORD00001790,0,,North,29250,SKU034,112905,150
MT,2387650,172091,1419864,CUST003,2023-10-01,180200,51627,4505000,False,False,LINE000001791,2023-10-01,4302275,ORD00001791,77441,,South,22525,SKU035,193602,106
GT,3130975,143995,2300528,CUST004,2023-10-01,118150,69118,5907500,False,False,LINE000001792,2023-10-01,5759812,ORD00001792,0,,North,29538,SKU035,115196,139
EC,2860675,404651,1223915,CUST005,2023-10-01,539750,57127,5397500,False,False,LINE000001793,2023-10-01,4760595,ORD00001793,119015,,Central,97155,SKU035,95212,127
CV,2860675,178522,1847213,CUST006,2023-10-01,269875,61208,5397500,False,False,LINE000001794,2023-10-01,5100637,ORD00001794,51006,,South,26988,SKU035,102013,127
FS,2838150,103352,2060710,CUST007,2023-10-01,160650,62011,5355000,False,False,LINE000001795,2023-10-01,5167575,ORD00001795,0,,North,26775,SKU035,103352,126
MT,2749420,244251,2654629,CUST009,2023-10-01,255760,73275,6394000,False,False,LINE000001796,2023-10-01,6106270,ORD00001796,109913,,South,31970,SKU036,274782,139
GT,2254920,127822,2566545,CUST010,2023-10-01,104880,61355,5244000,False,False,LINE000001797,2023-10-01,5112900,ORD00001797,0,,North,26220,SKU036,102258,114
