closing_units,days_on_hand,expiry_writeoff,inventory_value,month,opening_units,receipts_units,sales_units,sku_id,stockout_flag,unit_cost,warehouse_id
333,20.9,0,5970024,2023-05-01,654,158,479,SKU024,False,17928,WH_N
609,38.1,0,10918152,2023-05-01,923,165,479,SKU024,False,17928,WH_S
506,34.3,0,10459020,2023-05-01,808,140,442,SKU025,False,20670,WH_N
376,25.5,0,7771920,2023-05-01,683,135,442,SKU025,False,20670,WH_S
64,3.8,0,1169600,2023-05-01,436,129,501,SKU026,False,18275,WH_N
261,15.6,0,4769775,2023-05-01,604,158,501,SKU026,False,18275,WH_S
0,0.0,0,0,2023-05-01,283,66,349,SKU027,False,20930,WH_N
0,0.0,0,0,2023-05-01,193,45,238,SKU027,False,20930,WH_S
0,0.0,0,0,2023-05-01,408,109,517,SKU028,False,8640,WH_N
0,0.0,0,0,2023-05-01,388,80,468,SKU028,False,8640,WH_S
0,0.0,0,0,2023-05-01,205,34,239,SKU029,False,10858,WH_N
0,0.0,0,0,2023-05-01,88,22,110,SKU029,False,10858,WH_S
0,0.0,0,0,2023-05-01,36,9,45,SKU030,False,13250,WH_N
0,0.0,0,0,2023-05-01,214,59,273,SKU030,False,13250,WH_S
0,0.0,0,0,2023-05-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2023-05-01,92,20,112,SKU031,False,12255,WH_S
0,0.0,0,0,2023-05-01,182,44,226,SKU032,False,14560,WH_N
0,0.0,0,0,2023-05-01,28,4,32,SKU032,False,14560,WH_S
0,0.0,0,0,2023-05-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2023-05-01,0,0,0,SKU033,False,17040,WH_S
1686,167.5,0,33205770,2023-05-01,1587,401,302,SKU034,False,19695,WH_N
1859,184.7,0,36613005,2023-05-01,1799,362,302,SKU034,False,19695,WH_S
1498,137.0,0,33742450,2023-05-01,1442,384,328,SKU035,False,22525,WH_N
1231,112.6,0,27728275,2023-05-01,1217,342,328,SKU035,False,22525,WH_S
1093,93.2,0,21619540,2023-05-01,1136,309,352,SKU036,False,19780,WH_N
1075,91.6,0,21263500,2023-05-01,1214,213,352,SKU036,False,19780,WH_S
1051,95.3,0,8134740,2023-06-01,1179,203,331,SKU001,False,7740,WH_N
1555,140.9,0,12035700,2023-06-01,1480,406,331,SKU001,False,7740,WH_S
767,60.4,0,7502794,2023-06-01,944,204,381,SKU002,False,9782,WH_N
1002,78.9,0,9801564,2023-06-01,1082,301,381,SKU002,False,9782,WH_S
956,73.2,0,11472000,2023-06-01,1095,253,392,SKU003,False,12000,WH_N
636,48.7,0,7632000,2023-06-01,834,194,392,SKU003,False,12000,WH_S
1291,94.2,0,18580072,2023-06-01,1382,320,411,SKU004,False,14392,WH_N
806,58.8,0,11599952,2023-06-01,1040,177,411,SKU004,False,14392,WH_S
905,63.1,0,15348800,2023-06-01,1036,299,430,SKU005,False,16960,WH_N
1048,73.1,0,17774080,2023-06-01,1274,204,430,SKU005,False,16960,WH_S
30,2.1,0,457950,2023-06-01,365,86,421,SKU006,False,15265,WH_N
734,52.3,0,11204510,2023-06-01,952,203,421,SKU006,False,15265,WH_S
661,46.4,0,11729445,2023-06-01,847,241,427,SKU007,False,17745,WH_N
390,27.4,0,6920550,2023-06-01,686,131,427,SKU007,False,17745,WH_S
0,0.0,0,0,2023-06-01,54,10,64,SKU008,False,20400,WH_N
386,24.4,0,7874400,2023-06-01,697,164,475,SKU008,False,20400,WH_S
0,0.0,0,0,2023-06-01,207,45,252,SKU009,False,23230,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2023-06-01,180,50,230,SKU010,False,9540,WH_S
0,0.0,0,0,2023-06-01,28,5,33,SKU011,False,9245,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU016,False,16770,WH_S
1524,165.1,0,29471112,2023-06-01,1525,276,277,SKU017,False,19338,WH_N
1307,141.6,0,25274766,2023-06-01,1365,219,277,SKU017,False,19338,WH_S
1518,135.9,0,33517440,2023-06-01,1460,393,335,SKU018,False,22080,WH_N
1363,122.1,0,30095040,2023-06-01,1360,338,335,SKU018,False,22080,WH_S
1159,105.4,0,10535310,2023-06-01,1172,317,330,SKU019,False,9090,WH_N
1020,92.7,0,9271800,2023-06-01,1140,210,330,SKU019,False,9090,WH_S
1022,77.8,0,11645690,2023-06-01,1197,219,394,SKU020,False,11395,WH_N
417,31.8,0,4751715,2023-06-01,671,140,394,SKU020,False,11395,WH_S
752,52.0,0,8084000,2023-06-01,934,252,434,SKU021,False,10750,WH_N
1312,90.7,0,14104000,2023-06-01,1360,386,434,SKU021,False,10750,WH_S
130,10.9,0,1685840,2023-06-01,413,76,359,SKU022,False,12968,WH_N
567,47.4,0,7352856,2023-06-01,722,204,359,SKU022,False,12968,WH_S
416,28.6,0,6389760,2023-06-01,712,140,436,SKU023,False,15360,WH_N
533,36.7,0,8186880,2023-06-01,754,215,436,SKU023,False,15360,WH_S
0,0.0,0,0,2023-06-01,333,80,413,SKU024,False,17928,WH_N
257,16.9,0,4607496,2023-06-01,609,105,457,SKU024,False,17928,WH_S
205,14.4,0,4237350,2023-06-01,506,125,426,SKU025,False,20670,WH_N
43,3.0,0,888810,2023-06-01,376,93,426,SKU025,False,20670,WH_S
0,0.0,0,0,2023-06-01,64,9,73,SKU026,False,18275,WH_N
0,0.0,0,0,2023-06-01,261,57,318,SKU026,False,18275,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU027,False,20930,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU027,False,20930,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU028,False,8640,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU028,False,8640,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU029,False,10858,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU029,False,10858,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU030,False,13250,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU030,False,13250,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU031,False,12255,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU032,False,14560,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU032,False,14560,WH_S
0,0.0,0,0,2023-06-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2023-06-01,0,0,0,SKU033,False,17040,WH_S
1693,169.3,0,33343635,2023-06-01,1686,307,300,SKU034,False,19695,WH_N
2082,208.2,0,41004990,2023-06-01,1859,523,300,SKU034,False,19695,WH_S
1436,126.7,0,32345900,2023-06-01,1498,278,340,SKU035,False,22525,WH_N
1204,106.2,0,27120100,2023-06-01,1231,313,340,SKU035,False,22525,WH_S
1008,81.1,0,19938240,2023-06-01,1093,288,373,SKU036,False,19780,WH_N
926,74.5,0,18316280,2023-06-01,1075,224,373,SKU036,False,19780,WH_S
996,83.5,0,7709040,2023-07-01,1051,303,358,SKU001,False,7740,WH_N
1548,129.7,0,11981520,2023-07-01,1555,351,358,SKU001,False,7740,WH_S
506,40.2,0,4949692,2023-07-01,767,117,378,SKU002,False,9782,WH_N
916,72.7,0,8960312,2023-07-01,1002,292,378,SKU002,False,9782,WH_S
762,63.7,0,9144000,2023-07-01,956,165,359,SKU003,False,12000,WH_N
410,34.3,0,4920000,2023-07-01,636,133,359,SKU003,False,12000,WH_S
1179,104.6,0,16968168,2023-07-01,1291,226,338,SKU004,False,14392,WH_N
617,54.8,0,8879864,2023-07-01,806,149,338,SKU004,False,14392,WH_S
658,48.6,0,11159680,2023-07-01,905,159,406,SKU005,False,16960,WH_N
877,64.8,0,14873920,2023-07-01,1048,235,406,SKU005,False,16960,WH_S
0,0.0,0,0,2023-07-01,30,7,37,SKU006,False,15265,WH_N
389,23.0,0,5938085,2023-07-01,734,163,508,SKU006,False,15265,WH_S
426,30.7,0,7559370,2023-07-01,661,181,416,SKU007,False,17745,WH_N
37,2.7,0,656565,2023-07-01,390,63,416,SKU007,False,17745,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU008,False,20400,WH_N
23,1.5,0,469200,2023-07-01,386,103,466,SKU008,False,20400,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU009,False,23230,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU010,False,9540,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU011,False,9245,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU016,False,16770,WH_S
1504,150.4,0,29084352,2023-07-01,1524,280,300,SKU017,False,19338,WH_N
1275,127.5,0,24655950,2023-07-01,1307,268,300,SKU017,False,19338,WH_S
1492,126.1,0,32943360,2023-07-01,1518,329,355,SKU018,False,22080,WH_N
1403,118.6,0,30978240,2023-07-01,1363,395,355,SKU018,False,22080,WH_S
1035,84.8,0,9408150,2023-07-01,1159,242,366,SKU019,False,9090,WH_N
812,66.6,0,7381080,2023-07-01,1020,158,366,SKU019,False,9090,WH_S
877,69.1,0,9993415,2023-07-01,1022,236,381,SKU020,False,11395,WH_N
129,10.2,0,1469955,2023-07-01,417,93,381,SKU020,False,11395,WH_S
499,35.5,0,5364250,2023-07-01,752,169,422,SKU021,False,10750,WH_N
1246,88.6,0,13394500,2023-07-01,1312,356,422,SKU021,False,10750,WH_S
0,0.0,0,0,2023-07-01,130,31,161,SKU022,False,12968,WH_N
288,21.2,0,3734784,2023-07-01,567,129,408,SKU022,False,12968,WH_S
82,6.0,0,1259520,2023-07-01,416,74,408,SKU023,False,15360,WH_N
278,20.4,0,4270080,2023-07-01,533,153,408,SKU023,False,15360,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU024,False,17928,WH_N
0,0.0,0,0,2023-07-01,257,42,299,SKU024,False,17928,WH_S
0,0.0,0,0,2023-07-01,205,59,264,SKU025,False,20670,WH_N
0,0.0,0,0,2023-07-01,43,9,52,SKU025,False,20670,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU026,False,18275,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU026,False,18275,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU027,False,20930,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU027,False,20930,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU028,False,8640,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU028,False,8640,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU029,False,10858,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU029,False,10858,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU030,False,13250,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU030,False,13250,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU031,False,12255,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU032,False,14560,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU032,False,14560,WH_S
0,0.0,0,0,2023-07-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2023-07-01,0,0,0,SKU033,False,17040,WH_S
1709,139.7,0,33658755,2023-07-01,1693,383,367,SKU034,False,19695,WH_N
2151,175.8,0,42363945,2023-07-01,2082,436,367,SKU034,False,19695,WH_S
1455,134.3,0,32773875,2023-07-01,1436,344,325,SKU035,False,22525,WH_N
1205,111.2,0,27142625,2023-07-01,1204,326,325,SKU035,False,22525,WH_S
879,74.1,0,17386620,2023-07-01,1008,227,356,SKU036,False,19780,WH_N
814,68.6,0,16100920,2023-07-01,926,244,356,SKU036,False,19780,WH_S
793,67.0,0,6137820,2023-08-01,996,152,355,SKU001,False,7740,WH_N
1541,130.2,0,11927340,2023-08-01,1548,348,355,SKU001,False,7740,WH_S
249,19.6,0,2435718,2023-08-01,506,124,381,SKU002,False,9782,WH_N
732,57.6,0,7160424,2023-08-01,916,197,381,SKU002,False,9782,WH_S
532,44.0,0,6384000,2023-08-01,762,133,363,SKU003,False,12000,WH_N
137,11.3,0,1644000,2023-08-01,410,90,363,SKU003,False,12000,WH_S
1085,81.0,0,15615320,2023-08-01,1179,308,402,SKU004,False,14392,WH_N
307,22.9,0,4418344,2023-08-01,617,92,402,SKU004,False,14392,WH_S
366,23.4,0,6207360,2023-08-01,658,177,469,SKU005,False,16960,WH_N
640,40.9,0,10854400,2023-08-01,877,232,469,SKU005,False,16960,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU006,False,15265,WH_N
0,0.0,0,0,2023-08-01,389,77,466,SKU006,False,15265,WH_S
62,3.9,0,1100190,2023-08-01,426,110,474,SKU007,False,17745,WH_N
0,0.0,0,0,2023-08-01,37,8,45,SKU007,False,17745,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU008,False,20400,WH_N
0,0.0,0,0,2023-08-01,23,4,27,SKU008,False,20400,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU009,False,23230,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU010,False,9540,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU011,False,9245,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU016,False,16770,WH_S
1416,134.4,0,27382608,2023-08-01,1504,228,316,SKU017,False,19338,WH_N
1171,111.2,0,22644798,2023-08-01,1275,212,316,SKU017,False,19338,WH_S
1518,133.2,0,33517440,2023-08-01,1492,368,342,SKU018,False,22080,WH_N
1273,111.7,0,28107840,2023-08-01,1403,212,342,SKU018,False,22080,WH_S
958,82.3,0,8708220,2023-08-01,1035,272,349,SKU019,False,9090,WH_N
652,56.0,0,5926680,2023-08-01,812,189,349,SKU019,False,9090,WH_S
628,47.0,0,7156060,2023-08-01,877,152,401,SKU020,False,11395,WH_N
0,0.0,0,0,2023-08-01,129,20,149,SKU020,False,11395,WH_S
214,16.8,0,2300500,2023-08-01,499,97,382,SKU021,False,10750,WH_N
1079,84.7,0,11599250,2023-08-01,1246,215,382,SKU021,False,10750,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU022,False,12968,WH_N
0,0.0,0,0,2023-08-01,288,71,359,SKU022,False,12968,WH_S
0,0.0,0,0,2023-08-01,82,24,106,SKU023,False,15360,WH_N
0,0.0,0,0,2023-08-01,278,72,350,SKU023,False,15360,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU024,False,17928,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU024,False,17928,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU025,False,20670,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU025,False,20670,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU026,False,18275,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU026,False,18275,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU027,False,20930,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU027,False,20930,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU028,False,8640,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU028,False,8640,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU029,False,10858,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU029,False,10858,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU030,False,13250,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU030,False,13250,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU031,False,12255,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU032,False,14560,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU032,False,14560,WH_S
0,0.0,0,0,2023-08-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2023-08-01,0,0,0,SKU033,False,17040,WH_S
1683,158.3,0,33146685,2023-08-01,1709,293,319,SKU034,False,19695,WH_N
2197,206.6,0,43269915,2023-08-01,2151,365,319,SKU034,False,19695,WH_S
1484,121.6,0,33427100,2023-08-01,1455,395,366,SKU035,False,22525,WH_N
1103,90.4,0,24845075,2023-08-01,1205,264,366,SKU035,False,22525,WH_S
670,54.3,0,13252600,2023-08-01,879,161,370,SKU036,False,19780,WH_N
648,52.5,0,12817440,2023-08-01,814,204,370,SKU036,False,19780,WH_S
631,49.6,54180,4883940,2023-09-01,793,227,382,SKU001,False,7740,WH_N
1562,122.7,116100,12089880,2023-09-01,1541,418,382,SKU001,False,7740,WH_S
0,0.0,19564,0,2023-09-01,249,45,292,SKU002,False,9782,WH_N
566,45.2,68474,5536612,2023-09-01,732,217,376,SKU002,False,9782,WH_S
248,19.3,60000,2976000,2023-09-01,532,107,386,SKU003,False,12000,WH_N
0,0.0,12000,0,2023-09-01,137,27,163,SKU003,False,12000,WH_S
944,65.9,143920,13586048,2023-09-01,1085,299,430,SKU004,False,14392,WH_N
0,0.0,43176,0,2023-09-01,307,90,394,SKU004,False,14392,WH_S
29,2.1,50880,491840,2023-09-01,366,78,412,SKU005,False,16960,WH_N
358,26.1,101760,6071680,2023-09-01,640,136,412,SKU005,False,16960,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU006,False,15265,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU006,False,15265,WH_S
0,0.0,0,0,2023-09-01,62,13,75,SKU007,False,17745,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU007,False,17745,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU008,False,20400,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU008,False,20400,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU009,False,23230,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU010,False,9540,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU011,False,9245,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU016,False,16770,WH_S
1347,110.7,270732,26048286,2023-09-01,1416,310,365,SKU017,False,19338,WH_N
1079,88.7,212718,20865702,2023-09-01,1171,284,365,SKU017,False,19338,WH_S
1512,123.9,331200,33384960,2023-09-01,1518,375,366,SKU018,False,22080,WH_N
1091,89.4,264960,24089280,2023-09-01,1273,196,366,SKU018,False,22080,WH_S
801,64.6,81810,7281090,2023-09-01,958,224,372,SKU019,False,9090,WH_N
405,32.7,54540,3681450,2023-09-01,652,131,372,SKU019,False,9090,WH_S
323,23.9,68370,3680585,2023-09-01,628,106,405,SKU020,False,11395,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU020,False,11395,WH_S
0,0.0,21500,0,2023-09-01,214,62,274,SKU021,False,10750,WH_N
911,61.4,107500,9793250,2023-09-01,1079,287,445,SKU021,False,10750,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU022,False,12968,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU022,False,12968,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU023,False,15360,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU023,False,15360,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU024,False,17928,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU024,False,17928,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU025,False,20670,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU025,False,20670,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU026,False,18275,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU026,False,18275,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU027,False,20930,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU027,False,20930,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU028,False,8640,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU028,False,8640,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU029,False,10858,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU029,False,10858,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU030,False,13250,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU030,False,13250,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU031,False,12255,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU032,False,14560,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU032,False,14560,WH_S
0,0.0,0,0,2023-09-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2023-09-01,0,0,0,SKU033,False,17040,WH_S
1788,151.5,315120,35214660,2023-09-01,1683,475,354,SKU034,False,19695,WH_N
2170,183.9,413595,42738150,2023-09-01,2197,348,354,SKU034,False,19695,WH_S
1529,121.3,315350,34440725,2023-09-01,1484,437,378,SKU035,False,22525,WH_N
916,72.7,247775,20632900,2023-09-01,1103,202,378,SKU035,False,22525,WH_S
416,29.0,118680,8228480,2023-09-01,670,182,430,SKU036,False,19780,WH_N
329,23.0,118680,6507620,2023-09-01,648,117,430,SKU036,False,19780,WH_S
423,38.2,0,3274020,2023-10-01,631,124,332,SKU001,False,7740,WH_N
1620,146.4,0,12538800,2023-10-01,1562,390,332,SKU001,False,7740,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU002,False,9782,WH_N
340,29.4,0,3325880,2023-10-01,566,121,347,SKU002,False,9782,WH_S
0,0.0,0,0,2023-10-01,248,62,310,SKU003,False,12000,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU003,False,12000,WH_S
735,62.6,0,10578120,2023-10-01,944,143,352,SKU004,False,14392,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU004,False,14392,WH_S
0,0.0,0,0,2023-10-01,29,8,37,SKU005,False,16960,WH_N
69,5.5,0,1170240,2023-10-01,358,89,378,SKU005,False,16960,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU006,False,15265,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU006,False,15265,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU007,False,17745,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU007,False,17745,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU008,False,20400,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU008,False,20400,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU009,False,23230,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU010,False,9540,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU011,False,9245,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU016,False,16770,WH_S
1273,123.6,0,24617274,2023-10-01,1347,235,309,SKU017,False,19338,WH_N
1063,103.2,0,20556294,2023-10-01,1079,293,309,SKU017,False,19338,WH_S
1601,165.6,0,35350080,2023-10-01,1512,379,290,SKU018,False,22080,WH_N
1072,110.9,0,23669760,2023-10-01,1091,271,290,SKU018,False,22080,WH_S
637,55.1,0,5790330,2023-10-01,801,183,347,SKU019,False,9090,WH_N
118,10.2,0,1072620,2023-10-01,405,60,347,SKU019,False,9090,WH_S
0,0.0,0,0,2023-10-01,323,68,391,SKU020,False,11395,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU020,False,11395,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU021,False,10750,WH_N
