cash_collected,closing_ar,credit_note,customer_id,dso,invoiced,month,opening_ar,overdue_0_30,overdue_31_60,overdue_61_plus
45474376,40692780,0,CUST024,30,48870675,2024-02-01,37296481,22381029,10173195,8138556
35451071,294381495,0,CUST001,45,57097120,2024-03-01,272735446,161909822,73595374,58876299
0,0,0,CUST002,45,0,2024-03-01,0,0,0,0
33685291,294269981,0,CUST003,45,53319083,2024-03-01,274636190,161848490,73567495,58853996
34021623,304355054,0,CUST004,45,55427288,2024-03-01,282949388,167395280,76088763,60871011
33590353,271377386,0,CUST005,45,53391870,2024-03-01,251575869,149257562,67844346,54275477
34632043,286054760,0,CUST006,45,53949105,2024-03-01,266737698,157330118,71513690,57210952
36078969,293112410,0,CUST007,45,54641195,2024-03-01,274550184,161211825,73278102,58622482
0,0,0,CUST008,45,0,2024-03-01,0,0,0,0
47807197,48968418,0,CUST009,30,52229906,2024-03-01,44545708,26932630,12242104,9793684
50272416,45886817,0,CUST010,30,50645887,2024-03-01,45513346,25237749,11471704,9177363
42416074,38402905,0,CUST011,30,45094014,2024-03-01,35724965,21121598,9600726,7680581
44312494,45888287,0,CUST012,30,46952798,2024-03-01,43247983,25238558,11472072,9177657
44133427,33272166,0,CUST013,30,48616218,2024-03-01,28789375,18299691,8318041,6654433
0,0,0,CUST014,30,0,2024-03-01,0,0,0,0
51497146,38277920,0,CUST015,30,55685573,2024-03-01,34089494,21052856,9569480,7655584
55939119,40484965,0,CUST016,30,57435787,2024-03-01,38988297,22266731,10121241,8096993
49097785,30925933,0,CUST017,7,49926492,2024-03-01,30097226,17009263,7731483,6185187
53073224,42152014,0,CUST018,7,53703878,2024-03-01,41521360,23183608,10538003,8430403
51259421,53708468,0,CUST019,7,54621895,2024-03-01,50345994,29539657,13427117,10741694
0,0,0,CUST020,7,0,2024-03-01,0,0,0,0
55297222,28516717,0,CUST021,7,55639733,2024-03-01,28174206,15684194,7129179,5703343
55478456,42238059,0,CUST022,30,58098300,2024-03-01,39618215,23230933,10559515,8447612
48172368,34409198,0,CUST023,30,52027416,2024-03-01,30554151,18925059,8602300,6881840
54063622,41603589,0,CUST024,30,54974431,2024-03-01,40692780,22881974,10400897,8320718
33662616,315481182,0,CUST001,45,54762303,2024-04-01,294381495,173514650,78870296,63096236
0,0,0,CUST002,45,0,2024-04-01,0,0,0,0
37618175,313597024,0,CUST003,45,56945217,2024-04-01,294269981,172478363,78399256,62719405
34854448,324465256,0,CUST004,45,54964650,2024-04-01,304355054,178455891,81116314,64893051
30865457,291696153,0,CUST005,45,51184224,2024-04-01,271377386,160432884,72924038,58339231
33208403,304908298,0,CUST006,45,52061941,2024-04-01,286054760,167699564,76227074,60981660
34853736,315385708,0,CUST007,45,57127034,2024-04-01,293112410,173462140,78846427,63077142
0,0,0,CUST008,45,0,2024-04-01,0,0,0,0
57946891,50365227,0,CUST009,30,59343700,2024-04-01,48968418,27700875,12591307,10073045
54399554,49271613,0,CUST010,30,57784350,2024-04-01,45886817,27099387,12317903,9854323
46944624,39983716,0,CUST011,30,48525435,2024-04-01,38402905,21991044,9995929,7996743
56921324,47115176,0,CUST012,30,58148213,2024-04-01,45888287,25913347,11778794,9423035
51576091,38476674,0,CUST013,30,56780599,2024-04-01,33272166,21162171,9619168,7695335
0,0,0,CUST014,30,0,2024-04-01,0,0,0,0
48658771,41346725,0,CUST015,30,51727576,2024-04-01,38277920,22740699,10336681,8269345
52146776,45373738,0,CUST016,30,57035550,2024-04-01,40484965,24955556,11343435,9074748
50185902,32579581,0,CUST017,7,51839550,2024-04-01,30925933,17918769,8144895,6515916
53637003,45006164,0,CUST018,7,56491154,2024-04-01,42152014,24753390,11251541,9001233
52302777,58190633,0,CUST019,7,56784942,2024-04-01,53708468,32004848,14547658,11638127
0,0,0,CUST020,7,0,2024-04-01,0,0,0,0
49166142,30418722,0,CUST021,7,51068148,2024-04-01,28516717,16730297,7604681,6083744
49721022,45987013,0,CUST022,30,53469976,2024-04-01,42238059,25292857,11496753,9197403
45158653,36690238,0,CUST023,30,47439693,2024-04-01,34409198,20179631,9172559,7338048
51098460,41696725,0,CUST024,30,51191596,2024-04-01,41603589,22933199,10424181,8339345
33361686,334654579,0,CUST001,45,52535083,2024-05-01,315481182,184060019,83663645,66930916
0,0,0,CUST002,45,0,2024-05-01,0,0,0,0
32926158,330812662,0,CUST003,45,50141797,2024-05-01,313597024,181946964,82703166,66162532
32106090,340707953,0,CUST004,45,48348787,2024-05-01,324465256,187389374,85176988,68141591
29908393,308934188,0,CUST005,45,47146428,2024-05-01,291696153,169913803,77233547,61786838
30888027,323016631,0,CUST006,45,48996360,2024-05-01,304908298,177659147,80754158,64603326
31840479,332533454,0,CUST007,45,48988225,2024-05-01,315385708,182893400,83133364,66506691
0,0,0,CUST008,45,0,2024-05-01,0,0,0,0
43187129,54710358,0,CUST009,30,47532260,2024-05-01,50365227,30090697,13677590,10942072
41605861,53353765,0,CUST010,30,45688013,2024-05-01,49271613,29344571,13338441,10670753
38773816,44175648,0,CUST011,30,42965748,2024-05-01,39983716,24296606,11043912,8835130
44674285,48503971,0,CUST012,30,46063080,2024-05-01,47115176,26677184,12125993,9700794
42589409,42906890,0,CUST013,30,47019625,2024-05-01,38476674,23598789,10726722,8581378
0,0,0,CUST014,30,0,2024-05-01,0,0,0,0
47610716,44289414,0,CUST015,30,50553404,2024-05-01,41346725,24359177,11072353,8857883
49865023,49055717,0,CUST016,30,53547001,2024-05-01,45373738,26980644,12263929,9811143
43028427,36367714,0,CUST017,7,46816560,2024-05-01,32579581,20002243,9091928,7273543
48383822,45465612,0,CUST018,7,48843270,2024-05-01,45006164,25006087,11366403,9093122
46052065,60331633,0,CUST019,7,48193065,2024-05-01,58190633,33182398,15082908,12066327
0,0,0,CUST020,7,0,2024-05-01,0,0,0,0
43668221,33567944,0,CUST021,7,46817442,2024-05-01,30418722,18462369,8391986,6713589
50288354,46541497,0,CUST022,30,50842838,2024-05-01,45987013,25597823,11635374,9308299
45272456,37314857,0,CUST023,30,45897075,2024-05-01,36690238,20523171,9328714,7462971
49141688,41765912,0,CUST024,30,49210875,2024-05-01,41696725,22971252,10441478,8353182
27624830,351832769,0,CUST001,45,44803020,2024-06-01,334654579,193508023,87958192,70366554
0,0,0,CUST002,45,0,2024-06-01,0,0,0,0
33757247,351069260,0,CUST003,45,54013845,2024-06-01,330812662,193088093,87767315,70213852
31494814,361135788,0,CUST004,45,51922649,2024-06-01,340707953,198624684,90283947,72227158
28741987,323953072,0,CUST005,45,43760871,2024-06-01,308934188,178174190,80988268,64790614
30630264,342455776,0,CUST006,45,50069408,2024-06-01,323016631,188350677,85613944,68491155
32385945,351715179,0,CUST007,45,51567669,2024-06-01,332533454,193443348,87928795,70343036
0,0,0,CUST008,45,0,2024-06-01,0,0,0,0
49994837,57469721,0,CUST009,30,52754200,2024-06-01,54710358,31608347,14367430,11493944
50809903,54432387,0,CUST010,30,51888525,2024-06-01,53353765,29937813,13608097,10886477
46574828,46677064,0,CUST011,30,49076244,2024-06-01,44175648,25672385,11669266,9335413
54836748,49283307,0,CUST012,30,55616085,2024-06-01,48503971,27105819,12320827,9856661
46663963,47190585,0,CUST013,30,50947658,2024-06-01,42906890,25954822,11797646,9438117
0,0,0,CUST014,30,0,2024-06-01,0,0,0,0
55999901,44613024,0,CUST015,30,56323512,2024-06-01,44289414,24537163,11153256,8922605
53471532,49664510,0,CUST016,30,54080326,2024-06-01,49055717,27315481,12416128,9932902
42968113,39616401,0,CUST017,7,46216800,2024-06-01,36367714,21789020,9904100,7923280
48617977,50547734,0,CUST018,7,53700099,2024-06-01,45465612,27801254,12636933,10109547
50994677,63345112,0,CUST019,7,54008156,2024-06-01,60331633,34839812,15836278,12669022
0,0,0,CUST020,7,0,2024-06-01,0,0,0,0
45133003,36502479,0,CUST021,7,48067538,2024-06-01,33567944,20076364,9125620,7300496
45607686,48695648,0,CUST022,30,47761837,2024-06-01,46541497,26782606,12173912,9739130
45081679,37986487,0,CUST023,30,45753309,2024-06-01,37314857,20892568,9496622,7597297
47069569,43704989,0,CUST024,30,49008646,2024-06-01,41765912,24037744,10926247,8740998
34511191,371082694,0,CUST001,45,53761116,2024-07-01,351832769,204095482,92770674,74216539
0,0,0,CUST002,45,0,2024-07-01,0,0,0,0
31953664,370299777,0,CUST003,45,51184181,2024-07-01,351069260,203664878,92574944,74059955
34604653,379338597,0,CUST004,45,52807462,2024-07-01,361135788,208636228,94834649,75867719
29090901,341458672,0,CUST005,45,46596501,2024-07-01,323953072,187802269,85364668,68291734
31566553,362186659,0,CUST006,45,51297436,2024-07-01,342455776,199202662,90546665,72437332
34968967,369356563,0,CUST007,45,52610352,2024-07-01,351715179,203146110,92339141,73871313
0,0,0,CUST008,45,0,2024-07-01,0,0,0,0
46017834,61088966,0,CUST009,30,49637079,2024-07-01,57469721,33598931,15272242,12217793
43845133,54956092,0,CUST010,30,44368838,2024-07-01,54432387,30225851,13739023,10991218
43328385,48468271,0,CUST011,30,45119592,2024-07-01,46677064,26657549,12117068,9693654
49499723,51504380,0,CUST012,30,51720796,2024-07-01,49283307,28327409,12876095,10300876
48233585,49180908,0,CUST013,30,50223908,2024-07-01,47190585,27049499,12295227,9836182
0,0,0,CUST014,30,0,2024-07-01,0,0,0,0
49091826,47744895,0,CUST015,30,52223697,2024-07-01,44613024,26259692,11936224,9548979
52111629,52157268,0,CUST016,30,54604387,2024-07-01,49664510,28686497,13039317,10431454
46968659,40634274,0,CUST017,7,47986533,2024-07-01,39616401,22348851,10158569,8126855
49325676,54386814,0,CUST018,7,53164756,2024-07-01,50547734,29912748,13596703,10877363
51055943,63572164,0,CUST019,7,51282995,2024-07-01,63345112,34964690,15893041,12714433
0,0,0,CUST020,7,0,2024-07-01,0,0,0,0
52180652,37577401,0,CUST021,7,53255574,2024-07-01,36502479,20667570,9394350,7515480
52776818,52041781,0,CUST022,30,56122951,2024-07-01,48695648,28622980,13010445,10408356
49099902,42025763,0,CUST023,30,53139177,2024-07-01,37986487,23114170,10506441,8405153
54738699,43992224,0,CUST024,30,55025933,2024-07-01,43704989,24195723,10998056,8798445
34903579,390565550,0,CUST001,45,54386435,2024-08-01,371082694,214811053,97641388,78113110
0,0,0,CUST002,45,0,2024-08-01,0,0,0,0
38057470,390858298,0,CUST003,45,58615991,2024-08-01,370299777,214972064,97714575,78171660
35089640,400355331,0,CUST004,45,56106374,2024-08-01,379338597,220195432,100088833,80071066
33089921,358490606,0,CUST005,45,50121855,2024-08-01,341458672,197169833,89622652,71698121
34430651,383086230,0,CUST006,45,55330222,2024-08-01,362186659,210697426,95771557,76617246
37222280,392210358,0,CUST007,45,60076075,2024-08-01,369356563,215715697,98052590,78442072
0,0,0,CUST008,45,0,2024-08-01,0,0,0,0
56721417,61812231,0,CUST009,30,57444682,2024-08-01,61088966,33996727,15453058,12362446
56658450,55237154,0,CUST010,30,56939512,2024-08-01,54956092,30380435,13809289,11047431
51929727,49538806,0,CUST011,30,53000262,2024-08-01,48468271,27246343,12384702,9907761
53836021,52074846,0,CUST012,30,54406486,2024-08-01,51504380,28641165,13018711,10414969
50367061,53482062,0,CUST013,30,54668215,2024-08-01,49180908,29415134,13370515,10696412
0,0,0,CUST014,30,0,2024-08-01,0,0,0,0
57552809,48597976,0,CUST015,30,58405890,2024-08-01,47744895,26728887,12149494,9719595
53353178,53528891,0,CUST016,30,54724801,2024-08-01,52157268,29440890,13382223,10705778
44449184,43849694,0,CUST017,7,47664603,2024-08-01,40634274,24117332,10962423,8769939
46953807,59410842,0,CUST018,7,51977835,2024-08-01,54386814,32675963,14852711,11882168
47663074,68452858,0,CUST019,7,52543768,2024-08-01,63572164,37649072,17113214,13690572
0,0,0,CUST020,7,0,2024-08-01,0,0,0,0
45447907,41916987,0,CUST021,7,49787493,2024-08-01,37577401,23054343,10479247,8383397
49827695,55567061,0,CUST022,30,53352974,2024-08-01,52041781,30561883,13891765,11113412
41734160,45327846,0,CUST023,30,45036243,2024-08-01,42025763,24930315,11331961,9065569
44779803,48506928,0,CUST024,30,49294507,2024-08-01,43992224,26678810,12126732,9701386
35742504,411164572,0,CUST001,45,56341526,2024-09-01,390565550,226140515,102791143,82232914
0,0,0,CUST002,45,0,2024-09-01,0,0,0,0
37249732,409713382,0,CUST003,45,56104816,2024-09-01,390858298,225342360,102428345,81942676
38624025,420464330,0,CUST004,45,58733024,2024-09-01,400355331,231255381,105116082,84092866
30743198,378034252,0,CUST005,45,50286844,2024-09-01,358490606,207918839,94508563,75606850
33313294,402157121,0,CUST006,45,52384185,2024-09-01,383086230,221186417,100539280,80431424
33684933,412177013,0,CUST007,45,53651588,2024-09-01,392210358,226697357,103044253,82435403
0,0,0,CUST008,45,0,2024-09-01,0,0,0,0
51068252,61966837,0,CUST009,30,51222858,2024-09-01,61812231,34081761,15491709,12393367
48499866,57966226,0,CUST010,30,51228938,2024-09-01,55237154,31881424,14491556,11593245
48664489,49714185,0,CUST011,30,48839868,2024-09-01,49538806,27342802,12428546,9942837
45816710,56485830,0,CUST012,30,50227694,2024-09-01,52074846,31067206,14121457,11297166
52018383,55645052,0,CUST013,30,54181373,2024-09-01,53482062,30604779,13911263,11129010
0,0,0,CUST014,30,0,2024-09-01,0,0,0,0
55899434,50184289,0,CUST015,30,57485748,2024-09-01,48597976,27601359,12546072,10036858
51926743,57357522,0,CUST016,30,55755375,2024-09-01,53528891,31546637,14339381,11471504
49403307,46096307,0,CUST017,7,51649920,2024-09-01,43849694,25352969,11524077,9219261
46654276,63554096,0,CUST018,7,50797530,2024-09-01,59410842,34954753,15888524,12710819
54695298,72799638,0,CUST019,7,59042078,2024-09-01,68452858,40039801,18199910,14559928
0,0,0,CUST020,7,0,2024-09-01,0,0,0,0
56608049,42753619,0,CUST021,7,57444681,2024-09-01,41916987,23514490,10688405,8550724
59405105,55764193,0,CUST022,30,59602237,2024-09-01,55567061,30670306,13941048,11152839
51515963,46760989,0,CUST023,30,52949106,2024-09-01,45327846,25718544,11690247,9352198
48764523,53635282,0,CUST024,30,53892877,2024-09-01,48506928,29499405,13408821,10727056
28728026,429285850,0,CUST001,45,46849303,2024-10-01,411164572,236107217,107321462,85857170
0,0,0,CUST002,45,0,2024-10-01,0,0,0,0
30187472,429760341,0,CUST003,45,50234432,2024-10-01,409713382,236368188,107440085,85952068
30782124,439998056,0,CUST004,45,50315850,2024-10-01,420464330,241998931,109999514,87999611
30205597,394072356,0,CUST005,45,46243701,2024-10-01,378034252,216739796,98518089,78814471
31626343,419837570,0,CUST006,45,49306792,2024-10-01,402157121,230910664,104959393,83967514
34785275,429902213,0,CUST007,45,52510474,2024-10-01,412177013,236446217,107475553,85980443
0,0,0,CUST008,45,0,2024-10-01,0,0,0,0
48965255,66398498,0,CUST009,30,53396915,2024-10-01,61966837,36519174,16599624,13279700
51225785,58213129,0,CUST010,30,51472688,2024-10-01,57966226,32017221,14553282,11642626
44719898,51207118,0,CUST011,30,46212831,2024-10-01,49714185,28163915,12801780,10241424
49488577,59295914,0,CUST012,30,52298662,2024-10-01,56485830,32612753,14823979,11859183
51353989,56735434,0,CUST013,30,52444371,2024-10-01,55645052,31204489,14183859,11347087
0,0,0,CUST014,30,0,2024-10-01,0,0,0,0
48760313,51464065,0,CUST015,30,50040089,2024-10-01,50184289,28305236,12866016,10292813
46576970,57840877,0,CUST016,30,47060325,2024-10-01,57357522,31812482,14460219,11568175
48106681,46570185,0,CUST017,7,48580560,2024-10-01,46096307,25613602,11642546,9314037
44512005,68241627,0,CUST018,7,49199536,2024-10-01,63554096,37532895,17060407,13648325
44829841,77660058,0,CUST019,7,49690261,2024-10-01,72799638,42713032,19415015,15532012
0,0,0,CUST020,7,0,2024-10-01,0,0,0,0
45047315,45526495,0,CUST021,7,47820191,2024-10-01,42753619,25039572,11381624,9105299
42793672,59989895,0,CUST022,30,47019375,2024-10-01,55764193,32994442,14997474,11997979
40836856,47496761,0,CUST023,30,41572629,2024-10-01,46760989,26123219,11874190,9499352
40533647,57652715,0,CUST024,30,44551080,2024-10-01,53635282,31708993,14413179,11530543
37961671,453521807,0,CUST001,45,62197628,2024-11-01,429285850,249436994,113380452,90704361
0,0,0,CUST002,45,0,2024-11-01,0,0,0,0
34962915,450960023,0,CUST003,45,56162596,2024-11-01,429760341,248028012,112740006,90192005
35696885,461531721,0,CUST004,45,57230550,2024-11-01,439998056,253842446,115382930,92306344
30469993,413026556,0,CUST005,45,49424193,2024-11-01,394072356,227164606,103256639,82605311
34954179,441649540,0,CUST006,45,56766149,2024-11-01,419837570,242907247,110412385,88329908
36292532,448178501,0,CUST007,45,54568820,2024-11-01,429902213,246498175,112044625,89635700
0,0,0,CUST008,45,0,2024-11-01,0,0,0,0
52055440,70890995,0,CUST009,30,56547937,2024-11-01,66398498,38990047,17722749,14178199
49513213,62734416,0,CUST010,30,54034500,2024-11-01,58213129,34503929,15683604,12546883
49353371,53721962,0,CUST011,30,51868215,2024-11-01,51207118,29547079,13430490,10744392
56512506,59692727,0,CUST012,30,56909318,2024-11-01,59295914,32831000,14923182,11938545
47476219,61751356,0,CUST013,30,52492141,2024-11-01,56735434,33963246,15437839,12350271
0,0,0,CUST014,30,0,2024-11-01,0,0,0,0
56657883,52500599,0,CUST015,30,57694416,2024-11-01,51464065,28875329,13125150,10500120
57836416,57865836,0,CUST016,30,57861375,2024-11-01,57840877,31826210,14466459,11573167
49471734,51494479,0,CUST017,7,54396027,2024-11-01,46570185,28321963,12873620,10298896
55895012,72724082,0,CUST018,7,60377467,2024-11-01,68241627,39998245,18181020,14544816
53894398,83114608,0,CUST019,7,59348948,2024-11-01,77660058,45713035,20778652,16622922
0,0,0,CUST020,7,0,2024-11-01,0,0,0,0
58386345,49269108,0,CUST021,7,62128958,2024-11-01,45526495,27098009,12317277,9853822
57434896,64068238,0,CUST022,30,61513238,2024-11-01,59989895,35237531,16017059,12813648
53712668,49392870,0,CUST023,30,55608777,2024-11-01,47496761,27166078,12348217,9878574
53195979,62220334,0,CUST024,30,57763598,2024-11-01,57652715,34221184,15555084,12444067
31586840,472044040,0,CUST001,45,50109073,2024-12-01,453521807,259624222,118011010,94408808
0,0,0,CUST002,45,0,2024-12-01,0,0,0,0
39441436,472157267,0,CUST003,45,60638681,2024-12-01,450960023,259686497,118039317,94431453
40637522,482691161,0,CUST004,45,61796962,2024-12-01,461531721,265480139,120672790,96538232
33307196,434474361,0,CUST005,45,54755001,2024-12-01,413026556,238960899,108618590,86894872
36445178,463923827,0,CUST006,45,58719465,2024-12-01,441649540,255158105,115980957,92784765
38917075,469791533,0,CUST007,45,60530108,2024-12-01,448178501,258385343,117447883,93958307
0,0,0,CUST008,45,0,2024-12-01,0,0,0,0
58986952,71269230,0,CUST009,30,59365188,2024-12-01,70890995,39198077,17817308,14253846
56827904,69010949,0,CUST010,30,63104437,2024-12-01,62734416,37956022,17252737,13802190
58655680,56226807,0,CUST011,30,61160526,2024-12-01,53721962,30924744,14056702,11245361
55209468,65613890,0,CUST012,30,61130632,2024-12-01,59692727,36087640,16403473,13122778
60822843,63640485,0,CUST013,30,62711972,2024-12-01,61751356,35002267,15910121,12728097
0,0,0,CUST014,30,0,2024-12-01,0,0,0,0
54512284,56337860,0,CUST015,30,58349545,2024-12-01,52500599,30985823,14084465,11267572
59377845,62160365,0,CUST016,30,63672374,2024-12-01,57865836,34188200,15540091,12432073
53497341,53896092,0,CUST017,7,55898955,2024-12-01,51494479,29642851,13474023,10779218
54498715,78095843,0,CUST018,7,59870476,2024-12-01,72724082,42952714,19523961,15619169
54656724,86014345,0,CUST019,7,57556460,2024-12-01,83114608,47307890,21503586,17202869
0,0,0,CUST020,7,0,2024-12-01,0,0,0,0
52138530,53850414,0,CUST021,7,56719837,2024-12-01,49269108,29617728,13462604,10770083
52707259,65034241,0,CUST022,30,53673263,2024-12-01,64068238,35768833,16258560,13006848
47690825,53066197,0,CUST023,30,51364152,2024-12-01,49392870,29186408,13266549,10613239
47741141,67387853,0,CUST024,30,52908659,2024-12-01,62220334,37063319,16846963,13477571
35001405,492220852,0,CUST001,45,55178217,2025-01-01,472044040,270721469,123055213,98444170
0,0,0,CUST002,45,0,2025-01-01,0,0,0,0
33839909,491336095,0,CUST003,45,53018736,2025-01-01,472157267,270234852,122834024,98267219
33802705,500944193,0,CUST004,45,52055737,2025-01-01,482691161,275519306,125236048,100188839
29467166,453995240,0,CUST005,45,48988044,2025-01-01,434474361,249697382,113498810,90799048
31503593,484276163,0,CUST006,45,51855929,2025-01-01,463923827,266351890,121069041,96855233
31775731,487298352,0,CUST007,45,49282550,2025-01-01,469791533,268014094,121824588,97459670
0,0,0,CUST008,45,0,2025-01-01,0,0,0,0
47943389,72250967,0,CUST009,30,48925126,2025-01-01,71269230,39738032,18062742,14450193
46011751,70727399,0,CUST010,30,47728201,2025-01-01,69010949,38900070,17681850,14145480
40738562,60455692,0,CUST011,30,44967447,2025-01-01,56226807,33250631,15113923,12091138
42738589,69362214,0,CUST012,30,46486913,2025-01-01,65613890,38149218,17340554,13872443
46834080,68294462,0,CUST013,30,51488057,2025-01-01,63640485,37561954,17073616,13658892
0,0,0,CUST014,30,0,2025-01-01,0,0,0,0
47934064,61255406,0,CUST015,30,52851610,2025-01-01,56337860,33690473,15313852,12251081
45310233,65152607,0,CUST016,30,48302475,2025-01-01,62160365,35833934,16288152,13030521
42075202,58411658,0,CUST017,7,46590768,2025-01-01,53896092,32126412,14602914,11682332
49463607,79219030,0,CUST018,7,50586794,2025-01-01,78095843,43570467,19804758,15843806
43566997,90641379,0,CUST019,7,48194031,2025-01-01,86014345,49852758,22660345,18128276
0,0,0,CUST020,7,0,2025-01-01,0,0,0,0
50098480,56149920,0,CUST021,7,52397986,2025-01-01,53850414,30882456,14037480,11229984
54313970,65325634,0,CUST022,30,54605363,2025-01-01,65034241,35929099,16331408,13065127
48281132,54597339,0,CUST023,30,49812273,2025-01-01,53066197,30028536,13649335,10919468
42420873,71372151,0,CUST024,30,46405171,2025-01-01,67387853,39254683,17843038,14274430
32492692,508865478,0,CUST001,45,49137317,2025-02-01,492220852,279876013,127216369,101773096
0,0,0,CUST002,45,0,2025-02-01,0,0,0,0
35242731,510956202,0,CUST003,45,54862839,2025-02-01,491336095,281025911,127739051,102191240
35376655,520501963,0,CUST004,45,54934425,2025-02-01,500944193,286276080,130125491,104100393
30564523,471610849,0,CUST005,45,48180132,2025-02-01,453995240,259385967,117902712,94322170
30595126,504566926,0,CUST006,45,50885889,2025-02-01,484276163,277511810,126141732,100913385
35073926,507448480,0,CUST007,45,55224054,2025-02-01,487298352,279096664,126862120,101489696
0,0,0,CUST008,45,0,2025-02-01,0,0,0,0
27718406,98322458,0,CUST009,55,53789897,2025-02-01,72250967,54077352,24580615,19664492
29762955,96659369,0,CUST010,55,55694925,2025-02-01,70727399,53162653,24164842,19331874
46704869,63417566,0,CUST011,30,49666743,2025-02-01,60455692,34879661,15854391,12683513
53020274,70573601,0,CUST012,30,54231660,2025-02-01,69362214,38815480,17643400,14114720
48630181,71962938,0,CUST013,30,52298657,2025-02-01,68294462,39579616,17990735,14392588
0,0,0,CUST014,30,0,2025-02-01,0,0,0,0
51686452,62548057,0,CUST015,30,52979103,2025-02-01,61255406,34401432,15637014,12509611
48835630,70447027,0,CUST016,30,54130050,2025-02-01,65152607,38745865,17611757,14089405
42126370,62719501,0,CUST017,7,46434213,2025-02-01,58411658,34495725,15679875,12543900
43484422,82570698,0,CUST018,7,46836090,2025-02-01,79219030,45413884,20642675,16514140
48275101,93947940,0,CUST019,7,51581663,2025-02-01,90641379,51671367,23486985,18789588
0,0,0,CUST020,7,0,2025-02-01,0,0,0,0
46622382,58732004,0,CUST021,7,49204465,2025-02-01,56149920,32302602,14683001,11746401
44313390,67548994,0,CUST022,30,46536751,2025-02-01,65325634,37151947,16887249,13509799
45609799,58080542,0,CUST023,30,49093002,2025-02-01,54597339,31944298,14520135,11616108
46812853,74622089,0,CUST024,30,50062792,2025-02-01,71372151,41042149,18655522,14924418
34767483,528678878,0,CUST001,45,54580883,2025-03-01,508865478,290773383,132169720,105735776
0,0,0,CUST002,45,0,2025-03-01,0,0,0,0
35872930,530940746,0,CUST003,45,55857473,2025-03-01,510956202,292017410,132735186,106188149
36064343,542096195,0,CUST004,45,57658575,2025-03-01,520501963,298152907,135524049,108419239
31054982,490531751,0,CUST005,45,49975884,2025-03-01,471610849,269792463,122632938,98106350
31904787,523861294,0,CUST006,45,51199155,2025-03-01,504566926,288123712,130965324,104772259
34597307,527774631,0,CUST007,45,54923458,2025-03-01,507448480,290276047,131943658,105554926
0,0,0,CUST008,45,0,2025-03-01,0,0,0,0
25120454,120961076,0,CUST009,55,47759072,2025-03-01,98322458,66528592,30240269,24192215
26274447,121785948,0,CUST010,55,51401026,2025-03-01,96659369,66982272,30446487,24357190
46059494,67977375,0,CUST011,30,50619303,2025-03-01,63417566,37387556,16994344,13595475
44886531,74491594,0,CUST012,30,48804525,2025-03-01,70573601,40970377,18622899,14898319
50361981,72826535,0,CUST013,30,51225578,2025-03-01,71962938,40054594,18206634,14565307
0,0,0,CUST014,30,0,2025-03-01,0,0,0,0
56676336,63016057,0,CUST015,30,57144336,2025-03-01,62548057,34658831,15754014,12603211
50460799,75030341,0,CUST016,30,55044113,2025-03-01,70447027,41266688,18757585,15006068
47249118,64147521,0,CUST017,7,48677139,2025-03-01,62719501,35281137,16036880,12829504
49886322,84439664,0,CUST018,7,51755288,2025-03-01,82570698,46441815,21109916,16887933
55490770,96241851,0,CUST019,7,57784681,2025-03-01,93947940,52933018,24060463,19248370
0,0,0,CUST020,7,0,2025-03-01,0,0,0,0
53648803,62621950,0,CUST021,7,57538750,2025-03-01,58732004,34442073,15655488,12524390
51368393,72876851,0,CUST022,30,56696250,2025-03-01,67548994,40082268,18219213,14575370
43941474,61682837,0,CUST023,30,47543769,2025-03-01,58080542,33925560,15420709,12336567
56620481,75613061,0,CUST024,30,57611452,2025-03-01,74622089,41587183,18903265,15122612
33222660,546759478,0,CUST001,45,51303260,2025-04-01,528678878,300717713,136689869,109351896
0,0,0,CUST002,45,0,2025-04-01,0,0,0,0
28518702,545288652,0,CUST003,45,42866608,2025-04-01,530940746,299908759,136322163,109057730
36801468,560782952,0,CUST004,45,55488225,2025-04-01,542096195,308430624,140195738,112156590
32357853,507493574,0,CUST005,45,49319676,2025-04-01,490531751,279121466,126873394,101498715
32294337,545288789,0,CUST006,45,53721832,2025-04-01,523861294,299908834,136322197,109057758
37675465,548432934,0,CUST007,45,58333768,2025-04-01,527774631,301638114,137108233,109686587
0,0,0,CUST008,45,0,2025-04-01,0,0,0,0
22738021,140778333,0,CUST009,55,42555278,2025-04-01,120961076,77428083,35194583,28155667
30548786,148687575,0,CUST010,55,57450412,2025-04-01,121785948,81778166,37171894,29737515
50564584,72551462,0,CUST011,30,55138671,2025-04-01,67977375,39903304,18137865,14510292
57121119,77105816,0,CUST012,30,59735341,2025-04-01,74491594,42408199,19276454,15421163
50106401,78004986,0,CUST013,30,55284851,2025-04-01,72826535,42902742,19501246,15600997
0,0,0,CUST014,30,0,2025-04-01,0,0,0,0
39510183,67033342,0,CUST015,30,43527468,2025-04-01,63016057,36868338,16758335,13406668
52362356,80520585,0,CUST016,30,57852600,2025-04-01,75030341,44286322,20130146,16104117
47655556,64974183,0,CUST017,7,48482217,2025-04-01,64147521,35735800,16243546,12994837
54663812,87517714,0,CUST018,7,57741861,2025-04-01,84439664,48134743,21879428,17503543
52403895,99892395,0,CUST019,7,56054438,2025-04-01,96241851,54940817,24973099,19978479
0,0,0,CUST020,7,0,2025-04-01,0,0,0,0
37363934,65541348,0,CUST021,7,40283332,2025-04-01,62621950,36047742,16385337,13108270
