LineID,OrderID,Date,MonthStart,SKUKey,CustomerKey,ChannelKey,CompanyKey,Region,UnitsCorrected,UnitPriceVND,GrossSalesVND,DiscountVND,ReturnsVND,RebatesVND,VoucherSupportVND,NetRevenueVND,PreliminaryCOGSVND,COGSScaleFactor,CorrectedCOGSVND,AllocatedChannelFeeVND,AllocatedTradeSpendVND,AllocatedVariableFulfilmentVND,ContributionProfitVND,AllocationMethod,AllocationDriver,SourceCostBucket,EvidenceClass,IsIntercompany,IsStockout
VN000000503,ORD00000503,2023-09-01,2023-09-01,SKU011,CUS10,CH02,VN,North,2000,35000,70000000.0,2800000.0,420000.0,0,0,66780000.0,21000000.0,1.402858,29460011.4,3162271.71,2600090.07,801360.0,30756266.82,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000504,ORD00000504,2023-09-01,2023-09-01,SKU012,CUS01,CH02,VN,North,3000,29000,87000000.0,3480000.0,522000.0,0,0,82998000.0,33930000.0,1.402858,47598961.28,3930251.98,3231540.52,995976.0,27241270.22,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000505,ORD00000505,2023-09-01,2023-09-01,SKU001,CUS01,CH03,VN,North,4000,31000,124000000.0,8060000.0,744000.0,0,0,115196000.0,49600000.0,1.486937,73752076.43,14881343.88,3100279.97,1382352.0,22079947.72,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000506,ORD00000506,2023-09-01,2023-09-01,SKU002,CUS02,CH03,VN,South,3000,36000,108000000.0,7020000.0,648000.0,0,0,100332000.0,38880000.0,1.486937,57812111.52,12961170.47,2700243.85,1203984.0,25654490.16,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000507,ORD00000507,2023-09-01,2023-09-01,SKU003,CUS03,CH03,VN,Central,3000,32000,96000000.0,6240000.0,576000.0,0,0,89184000.0,36480000.0,1.486937,54243462.66,11521040.42,2400216.75,1070208.0,19949072.17,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000508,ORD00000508,2023-09-01,2023-09-01,SKU004,CUS04,CH03,VN,North,4000,28000,112000000.0,7280000.0,672000.0,0,0,104048000.0,49280000.0,1.486937,73276256.58,13441213.83,2800252.88,1248576.0,13281700.71,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000509,ORD00000509,2023-09-01,2023-09-01,SKU005,CUS05,CH03,VN,South,3000,27000,81000000.0,5265000.0,486000.0,0,0,75249000.0,37260000.0,1.486937,55403273.54,9720877.86,2025182.89,902988.0,7196677.71,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000510,ORD00000510,2023-09-01,2023-09-01,SKU006,CUS06,CH03,VN,Central,2000,30000,60000000.0,3900000.0,360000.0,0,0,55740000.0,25200000.0,1.486937,37470813.02,7200650.26,1500135.47,668880.0,8899521.25,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000511,ORD00000511,2023-09-01,2023-09-01,SKU007,CUS07,CH03,VN,North,4000,23000,92000000.0,5980000.0,552000.0,0,0,85468000.0,50600000.0,1.486937,75239013.45,11040997.07,2300207.72,1025616.0,-4137834.24,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000512,ORD00000512,2023-09-01,2023-09-01,SKU008,CUS08,CH03,VN,South,3000,25000,75000000.0,4875000.0,450000.0,0,0,69675000.0,39000000.0,1.486937,57990543.97,9000812.83,1875169.34,836100.0,-27626.14,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000513,ORD00000513,2023-09-01,2023-09-01,SKU009,CUS09,CH03,VN,Central,4000,21000,84000000.0,5460000.0,504000.0,0,0,78036000.0,48720000.0,1.486937,72443571.85,10080910.37,2100189.66,936432.0,-7525103.88,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000514,ORD00000514,2023-09-01,2023-09-01,SKU010,CUS10,CH03,VN,North,3000,24000,72000000.0,4680000.0,432000.0,0,0,66888000.0,36000000.0,1.486937,53529732.89,8640780.32,1800162.57,802656.0,2114668.22,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000515,ORD00000515,2023-09-01,2023-09-01,SKU011,CUS01,CH03,VN,North,2000,35000,70000000.0,4550000.0,420000.0,0,0,65030000.0,21000000.0,1.486937,31225677.52,8400758.64,1750158.05,780360.0,22873045.79,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000516,ORD00000516,2023-09-01,2023-09-01,SKU012,CUS02,CH03,VN,South,2000,29000,58000000.0,3770000.0,348000.0,0,0,53882000.0,22620000.0,1.486937,33634515.5,6960628.59,1450130.96,646584.0,11190140.95,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000517,ORD00000517,2023-09-01,2023-09-01,SKU001,CUS02,CH04,VN,South,2000,31000,62000000.0,2480000.0,1116000.0,0,0,58404000.0,24800000.0,1.376522,34137752.4,4880811.28,1525253.53,700848.0,17159334.79,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000518,ORD00000518,2023-09-01,2023-09-01,SKU002,CUS03,CH04,VN,Central,2000,36000,72000000.0,2880000.0,1296000.0,0,0,67824000.0,25920000.0,1.376522,35679457.34,5668038.91,1771262.16,813888.0,23891353.59,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000519,ORD00000519,2023-09-01,2023-09-01,SKU003,CUS04,CH04,VN,North,1000,32000,32000000.0,1280000.0,576000.0,0,0,30144000.0,12160000.0,1.376522,16738510.85,2519128.4,787227.63,361728.0,9737405.12,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000520,ORD00000520,2023-09-01,2023-09-01,SKU004,CUS05,CH04,VN,South,2000,28000,56000000.0,2240000.0,1008000.0,0,0,52752000.0,24640000.0,1.376522,33917508.83,4408474.71,1377648.35,633024.0,12415344.11,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000521,ORD00000521,2023-09-01,2023-09-01,SKU005,CUS06,CH04,VN,Central,2000,27000,54000000.0,2160000.0,972000.0,0,0,50868000.0,24840000.0,1.376522,34192813.29,4251029.18,1328446.62,610416.0,10485294.91,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000522,ORD00000522,2023-09-01,2023-09-01,SKU006,CUS07,CH04,VN,North,1000,30000,30000000.0,1200000.0,540000.0,0,0,28260000.0,12600000.0,1.376522,17344180.65,2361682.88,738025.9,339120.0,7476990.57,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000523,ORD00000523,2023-09-01,2023-09-01,SKU007,CUS08,CH04,VN,South,2000,23000,46000000.0,1840000.0,828000.0,0,0,43332000.0,25300000.0,1.376522,34826013.53,3621247.08,1131639.71,519984.0,3233115.68,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000524,ORD00000524,2023-09-01,2023-09-01,SKU008,CUS09,CH04,VN,Central,2000,25000,50000000.0,2000000.0,900000.0,0,0,47100000.0,26000000.0,1.376522,35789579.13,3936138.13,1230043.17,565200.0,5579039.57,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000525,ORD00000525,2023-09-01,2023-09-01,SKU009,CUS10,CH04,VN,North,2000,21000,42000000.0,1680000.0,756000.0,0,0,39564000.0,24360000.0,1.376522,33532082.6,3306356.03,1033236.26,474768.0,1217557.11,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000526,ORD00000526,2023-09-01,2023-09-01,SKU010,CUS01,CH04,VN,North,2000,24000,48000000.0,1920000.0,864000.0,0,0,45216000.0,24000000.0,1.376522,33036534.58,3778692.6,1180841.44,542592.0,6677339.38,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000527,ORD00000527,2023-09-01,2023-09-01,SKU011,CUS02,CH04,VN,South,1000,35000,35000000.0,1400000.0,630000.0,0,0,32970000.0,10500000.0,1.376522,14453483.88,2755296.69,861030.22,395640.0,14504549.21,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000528,ORD00000528,2023-09-01,2023-09-01,SKU012,CUS03,CH04,VN,Central,1000,29000,29000000.0,1160000.0,522000.0,0,0,27318000.0,11310000.0,1.376522,15568466.92,2282960.12,713425.04,327816.0,8425331.92,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000529,ORD00000529,2023-09-01,2023-09-01,SKU001,CUS03,CH05,VN,Central,3000,31000,93000000.0,3720000.0,558000.0,0,0,88722000.0,37200000.0,1.273136,47360646.11,1691383.63,2114229.54,1064664.0,36491076.72,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000530,ORD00000530,2023-09-01,2023-09-01,SKU002,CUS04,CH05,VN,North,2000,36000,72000000.0,2880000.0,432000.0,0,0,68688000.0,25920000.0,1.273136,32999676.0,1309458.3,1636822.87,824256.0,31917786.83,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000531,ORD00000531,2023-09-01,2023-09-01,SKU003,CUS05,CH05,VN,South,2000,32000,64000000.0,2560000.0,384000.0,0,0,61056000.0,24320000.0,1.273136,30962658.96,1163962.93,1454953.66,732672.0,26741752.45,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000532,ORD00000532,2023-09-01,2023-09-01,SKU004,CUS06,CH05,VN,Central,2000,28000,56000000.0,2240000.0,336000.0,0,0,53424000.0,24640000.0,1.273136,31370062.37,1018467.56,1273084.45,641088.0,19121297.62,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000533,ORD00000533,2023-09-01,2023-09-01,SKU005,CUS07,CH05,VN,North,2000,27000,54000000.0,2160000.0,324000.0,0,0,51516000.0,24840000.0,1.273136,31624689.5,982093.72,1227617.15,618192.0,17063407.63,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000534,ORD00000534,2023-09-01,2023-09-01,SKU006,CUS08,CH05,VN,South,2000,30000,60000000.0,2400000.0,360000.0,0,0,57240000.0,25200000.0,1.273136,32083018.33,1091215.25,1364019.06,686880.0,22014867.36,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000535,ORD00000535,2023-09-01,2023-09-01,SKU007,CUS09,CH05,VN,Central,3000,23000,69000000.0,2760000.0,414000.0,0,0,65826000.0,37950000.0,1.273136,48315497.85,1254897.53,1568621.92,789912.0,13897070.7,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000536,ORD00000536,2023-09-01,2023-09-01,SKU008,CUS10,CH05,VN,North,2000,25000,50000000.0,2000000.0,300000.0,0,0,47700000.0,26000000.0,1.273136,33101526.85,909346.04,1136682.55,572400.0,11980044.56,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000537,ORD00000537,2023-09-01,2023-09-01,SKU009,CUS01,CH05,VN,North,3000,21000,63000000.0,2520000.0,378000.0,0,0,60102000.0,36540000.0,1.273136,46520376.59,1145776.01,1432220.01,721224.0,10282403.39,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000538,ORD00000538,2023-09-01,2023-09-01,SKU010,CUS02,CH05,VN,South,2000,24000,48000000.0,1920000.0,288000.0,0,0,45792000.0,24000000.0,1.273136,30555255.56,872972.2,1091215.25,549504.0,12723052.99,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000539,ORD00000539,2023-09-01,2023-09-01,SKU011,CUS03,CH05,VN,Central,1000,35000,35000000.0,1400000.0,210000.0,0,0,33390000.0,10500000.0,1.273136,13367924.31,636542.23,795677.78,400680.0,18189175.68,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000540,ORD00000540,2023-09-01,2023-09-01,SKU012,CUS04,CH05,VN,North,2000,29000,58000000.0,2320000.0,348000.0,0,0,55332000.0,22620000.0,1.273136,28798328.37,1054841.4,1318551.76,663984.0,23496294.47,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000541,ORD00000541,2023-10-01,2023-10-01,SKU001,CUS10,CH01,VN,North,8000,31000,248000000.0,9920000.0,1488000.0,0,0,236592000.0,99200000.0,1.38684,137574507.41,8600362.78,6143116.27,2839104.0,81434909.54,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000542,ORD00000542,2023-10-01,2023-10-01,SKU002,CUS01,CH01,VN,North,5000,36000,180000000.0,7200000.0,1080000.0,0,0,171720000.0,64800000.0,1.38684,89867218.55,6242198.79,4458713.42,2060640.0,69091229.24,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000543,ORD00000543,2023-10-01,2023-10-01,SKU003,CUS02,CH01,VN,South,5000,32000,160000000.0,6400000.0,960000.0,0,0,152640000.0,60800000.0,1.38684,84319859.38,5548621.15,3963300.82,1831680.0,56976538.65,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000544,ORD00000544,2023-10-01,2023-10-01,SKU004,CUS03,CH01,VN,Central,7000,28000,196000000.0,7840000.0,1176000.0,0,0,186984000.0,86240000.0,1.38684,119601063.7,6797060.91,4855043.51,2243808.0,53487023.88,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000545,ORD00000545,2023-10-01,2023-10-01,SKU005,CUS04,CH01,VN,North,6000,27000,162000000.0,6480000.0,972000.0,0,0,154548000.0,74520000.0,1.38684,103347301.33,5617978.92,4012842.08,1854576.0,39715301.67,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000546,ORD00000546,2023-10-01,2023-10-01,SKU006,CUS05,CH01,VN,South,5000,30000,150000000.0,6000000.0,900000.0,0,0,143100000.0,63000000.0,1.38684,87370906.92,5201832.33,3715594.52,1717200.0,45094466.23,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000547,ORD00000547,2023-10-01,2023-10-01,SKU007,CUS06,CH01,VN,Central,8000,23000,184000000.0,7360000.0,1104000.0,0,0,175536000.0,101200000.0,1.38684,140348187.0,6380914.32,4557795.95,2106432.0,22142670.73,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000548,ORD00000548,2023-10-01,2023-10-01,SKU008,CUS07,CH01,VN,North,6000,25000,150000000.0,6000000.0,900000.0,0,0,143100000.0,78000000.0,1.38684,108173503.81,5201832.33,3715594.52,1717200.0,24291869.34,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000549,ORD00000549,2023-10-01,2023-10-01,SKU009,CUS08,CH01,VN,South,7000,21000,147000000.0,5880000.0,882000.0,0,0,140238000.0,85260000.0,1.38684,118241960.7,5097795.68,3641282.63,1682856.0,11574104.99,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000550,ORD00000550,2023-10-01,2023-10-01,SKU010,CUS09,CH01,VN,Central,6000,24000,144000000.0,5760000.0,864000.0,0,0,137376000.0,72000000.0,1.38684,99852465.06,4993759.04,3566970.74,1648512.0,27314293.16,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000551,ORD00000551,2023-10-01,2023-10-01,SKU011,CUS10,CH01,VN,North,3000,35000,105000000.0,4200000.0,630000.0,0,0,100170000.0,31500000.0,1.38684,43685453.46,3641282.63,2600916.16,1202040.0,49040307.75,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000552,ORD00000552,2023-10-01,2023-10-01,SKU012,CUS01,CH01,VN,North,5000,29000,145000000.0,5800000.0,870000.0,0,0,138330000.0,56550000.0,1.38684,78425790.28,5028437.92,3591741.37,1659960.0,49624070.43,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000553,ORD00000553,2023-10-01,2023-10-01,SKU001,CUS01,CH02,VN,North,6000,31000,186000000.0,7440000.0,1116000.0,0,0,177444000.0,74400000.0,1.397224,103953439.34,8322113.35,6842626.53,2129328.0,56196492.78,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000554,ORD00000554,2023-10-01,2023-10-01,SKU002,CUS02,CH02,VN,South,4000,36000,144000000.0,5760000.0,864000.0,0,0,137376000.0,51840000.0,1.397224,72432073.86,6442926.46,5297517.31,1648512.0,51554970.37,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000555,ORD00000555,2023-10-01,2023-10-01,SKU003,CUS03,CH02,VN,Central,4000,32000,128000000.0,5120000.0,768000.0,0,0,122112000.0,48640000.0,1.397224,67960958.19,5727045.74,4708904.28,1465344.0,42249747.79,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000556,ORD00000556,2023-10-01,2023-10-01,SKU004,CUS04,CH02,VN,North,5000,28000,140000000.0,5600000.0,840000.0,0,0,133560000.0,61600000.0,1.397224,86068976.66,6263956.28,5150364.05,1602720.0,34473983.01,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000557,ORD00000557,2023-10-01,2023-10-01,SKU005,CUS05,CH02,VN,South,4000,27000,108000000.0,4320000.0,648000.0,0,0,103032000.0,49680000.0,1.397224,69414070.78,4832194.85,3973137.98,1236384.0,23576212.39,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000558,ORD00000558,2023-10-01,2023-10-01,SKU006,CUS06,CH02,VN,Central,3000,30000,90000000.0,3600000.0,540000.0,0,0,85860000.0,37800000.0,1.397224,52815053.86,4026829.04,3310948.32,1030320.0,24676848.78,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000559,ORD00000559,2023-10-01,2023-10-01,SKU007,CUS07,CH02,VN,North,6000,23000,138000000.0,5520000.0,828000.0,0,0,131652000.0,75900000.0,1.397224,106049274.81,6174471.19,5076787.42,1579824.0,12771642.58,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000560,ORD00000560,2023-10-01,2023-10-01,SKU008,CUS08,CH02,VN,South,5000,25000,125000000.0,5000000.0,750000.0,0,0,119250000.0,65000000.0,1.397224,90819537.06,5592818.11,4598539.33,1431000.0,16808105.5,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000561,ORD00000561,2023-10-01,2023-10-01,SKU009,CUS09,CH02,VN,Central,6000,21000,126000000.0,5040000.0,756000.0,0,0,120204000.0,73080000.0,1.397224,102109104.12,5637560.65,4635327.65,1442448.0,6379559.58,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000562,ORD00000562,2023-10-01,2023-10-01,SKU010,CUS10,CH02,VN,North,4000,24000,96000000.0,3840000.0,576000.0,0,0,91584000.0,48000000.0,1.397224,67066735.06,4295284.31,3531678.21,1099008.0,15591294.42,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000563,ORD00000563,2023-10-01,2023-10-01,SKU011,CUS01,CH02,VN,North,3000,35000,105000000.0,4200000.0,630000.0,0,0,100170000.0,31500000.0,1.397224,44012544.88,4697967.21,3862773.04,1202040.0,46394674.87,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000564,ORD00000564,2023-10-01,2023-10-01,SKU012,CUS02,CH02,VN,South,4000,29000,116000000.0,4640000.0,696000.0,0,0,110664000.0,45240000.0,1.397224,63210397.78,5190135.21,4267444.5,1327968.0,36668054.51,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000565,ORD00000565,2023-10-01,2023-10-01,SKU001,CUS02,CH03,VN,South,4000,31000,124000000.0,8060000.0,744000.0,0,0,115196000.0,49600000.0,1.49153,73979863.41,14862643.13,3096383.98,1382352.0,21874757.48,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000566,ORD00000566,2023-10-01,2023-10-01,SKU002,CUS03,CH03,VN,Central,3000,36000,108000000.0,7020000.0,648000.0,0,0,100332000.0,38880000.0,1.49153,57990667.13,12944882.72,2696850.57,1203984.0,25495615.58,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000567,ORD00000567,2023-10-01,2023-10-01,SKU003,CUS04,CH03,VN,North,3000,32000,96000000.0,6240000.0,576000.0,0,0,89184000.0,36480000.0,1.49153,54410996.32,11506562.42,2397200.5,1070208.0,19799032.76,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000568,ORD00000568,2023-10-01,2023-10-01,SKU004,CUS05,CH03,VN,South,4000,28000,112000000.0,7280000.0,672000.0,0,0,104048000.0,49280000.0,1.49153,73502573.97,13424322.82,2796733.92,1248576.0,13075793.29,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000569,ORD00000569,2023-10-01,2023-10-01,SKU005,CUS06,CH03,VN,Central,3000,27000,81000000.0,5265000.0,486000.0,0,0,75249000.0,37260000.0,1.49153,55574389.33,9708662.04,2022637.93,902988.0,7040322.7,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000570,ORD00000570,2023-10-01,2023-10-01,SKU006,CUS07,CH03,VN,North,3000,30000,90000000.0,5850000.0,540000.0,0,0,83610000.0,37800000.0,1.49153,56379815.26,10787402.27,2247375.47,1003320.0,13192087.0,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000571,ORD00000571,2023-10-01,2023-10-01,SKU007,CUS08,CH03,VN,South,4000,23000,92000000.0,5980000.0,552000.0,0,0,85468000.0,50600000.0,1.49153,75471392.92,11027122.32,2297317.15,1025616.0,-4353448.39,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000572,ORD00000572,2023-10-01,2023-10-01,SKU008,CUS09,CH03,VN,Central,3000,25000,75000000.0,4875000.0,450000.0,0,0,69675000.0,39000000.0,1.49153,58169650.67,8989501.89,1872812.89,836100.0,-193065.45,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000573,ORD00000573,2023-10-01,2023-10-01,SKU009,CUS10,CH03,VN,North,4000,21000,84000000.0,5460000.0,504000.0,0,0,78036000.0,48720000.0,1.49153,72667317.45,10068242.12,2097550.44,936432.0,-7733542.01,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000574,ORD00000574,2023-10-01,2023-10-01,SKU010,CUS01,CH03,VN,North,3000,24000,72000000.0,4680000.0,432000.0,0,0,66888000.0,36000000.0,1.49153,53695062.15,8629921.81,1797900.38,802656.0,1962459.66,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000575,ORD00000575,2023-10-01,2023-10-01,SKU011,CUS02,CH03,VN,South,2000,35000,70000000.0,4550000.0,420000.0,0,0,65030000.0,21000000.0,1.49153,31322119.59,8390201.76,1747958.7,780360.0,22789359.95,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000576,ORD00000576,2023-10-01,2023-10-01,SKU012,CUS03,CH03,VN,Central,3000,29000,87000000.0,5655000.0,522000.0,0,0,80823000.0,33930000.0,1.49153,50607596.08,10427822.19,2172462.96,969876.0,16645242.77,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000577,ORD00000577,2023-10-01,2023-10-01,SKU001,CUS03,CH04,VN,Central,2000,31000,62000000.0,2480000.0,1116000.0,0,0,58404000.0,24800000.0,1.445117,35838889.69,5124029.7,1601259.28,700848.0,15138973.33,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000578,ORD00000578,2023-10-01,2023-10-01,SKU002,CUS04,CH04,VN,North,2000,36000,72000000.0,2880000.0,1296000.0,0,0,67824000.0,25920000.0,1.445117,37457420.2,5950486.1,1859526.91,813888.0,21742678.79,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000579,ORD00000579,2023-10-01,2023-10-01,SKU003,CUS05,CH04,VN,South,1000,32000,32000000.0,1280000.0,576000.0,0,0,30144000.0,12160000.0,1.445117,17572616.88,2644660.49,826456.4,361728.0,8738538.23,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
