period,sku,category,units,standard_unit_cost_vnd,actual_unit_cogs_vnd,standard_cogs_vnd,actual_cogs_vnd,material_price_variance_vnd,usage_yield_variance_vnd,conversion_variance_vnd,total_cogs_variance_vnd,evidence_class,allocation_note
2023-01,SKU001,Dairy,692,7740,7740,5356080,5356080,0,17567.94,-17567.94,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-09,SKU034,Beverages,709,19695,19695,13963755,13963755,0,45801.12,-45801.12,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-09,SKU035,Condiments,756,22525,22525,17028900,17028900,0,55854.79,-55854.79,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-09,SKU036,Convenience Foods,860,19780,19780,17010800,17010800,0,55795.42,-55795.42,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU001,Dairy,664,7740,8668.8,5139360,5756083,505712.86,16857.1,94153.04,616723,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU002,Beverages,694,9782,9782,6788708,6788708,0,22266.96,-22266.96,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU003,Condiments,767,12000,12000,9204000,9204000,0,30189.12,-30189.12,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU004,Convenience Foods,704,14392,14392,10131968,10131968,0,33232.86,-33232.86,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU005,Dairy,756,16960,18995.2,12821760,14360371,1261661.02,42055.37,234894.61,1538611,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU006,Beverages,763,15265,15265,11647195,11647195,0,38202.8,-38202.8,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU007,Condiments,914,17745,17745,16218930,16218930,0,53198.09,-53198.09,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU008,Convenience Foods,848,20400,20400,17299200,17299200,0,56741.38,-56741.38,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU009,Dairy,940,23230,26017.6,21836200,24456544,2148682.08,71622.74,400039.18,2620344,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU010,Beverages,966,9540,9540,9215640,9215640,0,30227.3,-30227.3,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU011,Condiments,995,9245,9245,9198775,9198775,0,30171.98,-30171.98,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU012,Convenience Foods,1180,11375,11375,13422500,13422500,0,44025.8,-44025.8,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU013,Dairy,1173,13680,15321.6,16046640,17972237,1578989.54,52632.98,293974.48,1925597,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU014,Beverages,1030,16160,16160,16644800,16644800,0,54594.94,-54594.94,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU015,Condiments,1261,18815,18815,23725715,23725715,0,77820.35,-77820.35,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU016,Convenience Foods,1277,16770,16770,21415290,21415290,0,70242.15,-70242.15,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU017,Dairy,618,19338,21658.56,11950884,13384991,1175967.74,39198.9,218940.36,1434107,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU018,Beverages,581,22080,22080,12828480,12828480,0,42077.41,-42077.41,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU019,Condiments,695,9090,9090,6317550,6317550,0,20721.56,-20721.56,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU020,Convenience Foods,797,11395,11395,9081815,9081815,0,29788.35,-29788.35,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU021,Dairy,746,10750,12040,8019500,8981840,789118.8,26303.96,146917.24,962340,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU022,Beverages,769,12968,12968,9972392,9972392,0,32709.45,-32709.45,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU023,Condiments,865,15360,15360,13286400,13286400,0,43579.39,-43579.39,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU024,Convenience Foods,923,17928,17928,16547544,16547544,0,54275.94,-54275.94,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU025,Dairy,895,20670,23150.4,18499650,20719608,1820365.56,60678.85,338913.59,2219958,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU026,Beverages,1009,18275,18275,18439475,18439475,0,60481.48,-60481.48,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU027,Condiments,1059,20930,20930,22164870,22164870,0,72700.77,-72700.77,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU028,Convenience Foods,1031,8640,8640,8907840,8907840,0,29217.72,-29217.72,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU029,Dairy,1035,10858,12160.96,11238030,12586594,1105822.48,36860.74,205880.78,1348564,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU030,Beverages,1201,13250,13250,15913250,15913250,0,52195.46,-52195.46,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU031,Condiments,1094,12255,12255,13406970,13406970,0,43974.86,-43974.86,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU032,Convenience Foods,1208,14560,14560,17588480,17588480,0,57690.21,-57690.21,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU033,Dairy,1239,17040,19084.8,21112560,23646067,2077475.74,69249.2,386782.06,2533507,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU034,Beverages,680,19695,19695,13392600,13392600,0,43927.73,-43927.73,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU035,Condiments,625,22525,22525,14078125,14078125,0,46176.25,-46176.25,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-10,SKU036,Convenience Foods,653,19780,19780,12916340,12916340,0,42365.6,-42365.6,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU001,Dairy,770,7740,8668.8,5959800,6674977,586445.14,19548.14,109183.72,715177,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU002,Beverages,730,9782,9782,7140860,7140860,0,23422.02,-23422.02,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU003,Condiments,819,12000,12000,9828000,9828000,0,32235.84,-32235.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU004,Convenience Foods,864,14392,14392,12434688,12434688,0,40785.78,-40785.78,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU005,Dairy,925,16960,18995.2,15688000,17570560,1543699.2,51456.64,287404.16,1882560,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU006,Beverages,1072,15265,15265,16364080,16364080,0,53674.18,-53674.18,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU007,Condiments,1036,17745,17745,18383820,18383820,0,60298.93,-60298.93,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU008,Convenience Foods,1071,20400,20400,21848400,21848400,0,71662.75,-71662.75,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU009,Dairy,1117,23230,26017.6,25947910,29061659,2553274.18,85109.14,475365.68,3113749,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU010,Beverages,1165,9540,9540,11114100,11114100,0,36454.25,-36454.25,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU011,Condiments,1206,9245,9245,11149470,11149470,0,36570.26,-36570.26,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU012,Convenience Foods,1049,11375,11375,11932375,11932375,0,39138.19,-39138.19,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU013,Dairy,1245,13680,15321.6,17031600,19075393,1675910.26,55863.65,312019.09,2043793,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU014,Beverages,1295,16160,16160,20927200,20927200,0,68641.22,-68641.22,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU015,Condiments,1291,18815,18815,24290165,24290165,0,79671.74,-79671.74,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU016,Convenience Foods,1364,16770,16770,22874280,22874280,0,75027.64,-75027.64,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU017,Dairy,729,19338,21658.56,14097402,15789091,1387184.98,46239.48,258264.54,1691689,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU018,Beverages,754,22080,22080,16648320,16648320,0,54606.49,-54606.49,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU019,Condiments,792,9090,9090,7199280,7199280,0,23613.64,-23613.64,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU020,Convenience Foods,759,11395,11395,8648805,8648805,0,28368.08,-28368.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU021,Dairy,947,10750,12040,10180250,11401880,1001736.6,33391.22,186502.18,1221630,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU022,Beverages,875,12968,12968,11347000,11347000,0,37218.16,-37218.16,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU023,Condiments,955,15360,15360,14668800,14668800,0,48113.66,-48113.66,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU024,Convenience Foods,998,17928,17928,17892144,17892144,0,58686.23,-58686.23,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU025,Dairy,999,20670,23150.4,20649330,23127249,2031893.58,67729.8,378295.62,2477919,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU026,Beverages,1090,18275,18275,19919750,19919750,0,65336.78,-65336.78,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU027,Condiments,1287,20930,20930,26936910,26936910,0,88353.06,-88353.06,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU028,Convenience Foods,1073,8640,8640,9270720,9270720,0,30407.96,-30407.96,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU029,Dairy,1190,10858,12160.96,12921020,14471542,1271428.04,42380.95,236713.01,1550522,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU030,Beverages,1203,13250,13250,15939750,15939750,0,52282.38,-52282.38,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU031,Condiments,1461,12255,12255,17904555,17904555,0,58726.94,-58726.94,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU032,Convenience Foods,1320,14560,14560,19219200,19219200,0,63038.98,-63038.98,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU033,Dairy,1463,17040,19084.8,24929520,27921063,2453065.26,81768.83,456708.91,2991543,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU034,Beverages,774,19695,19695,15243930,15243930,0,50000.09,-50000.09,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU035,Condiments,790,22525,22525,17794750,17794750,0,58366.78,-58366.78,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-11,SKU036,Convenience Foods,820,19780,19780,16219600,16219600,0,53200.29,-53200.29,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU001,Dairy,789,7740,8668.8,6106860,6839683,600914.86,60091.5,71816.64,732823,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU002,Beverages,814,9782,9782,7962548,7962548,0,78351.47,-78351.47,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU003,Condiments,890,12000,12000,10680000,10680000,0,105091.2,-105091.2,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU004,Convenience Foods,928,14392,14392,13355776,13355776,0,131420.84,-131420.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU005,Dairy,1010,16960,18995.2,17129600,19185152,1685552.64,168555.26,201444.1,2055552,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU006,Beverages,1077,15265,15265,16440405,16440405,0,161773.59,-161773.59,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU007,Condiments,1099,17745,17745,19501755,19501755,0,191897.27,-191897.27,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU008,Convenience Foods,1059,20400,20400,21603600,21603600,0,212579.42,-212579.42,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU009,Dairy,1121,23230,26017.6,26040830,29165730,2562418,256241.77,306240.23,3124900,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU010,Beverages,1104,9540,9540,10532160,10532160,0,103636.45,-103636.45,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU011,Condiments,1205,9245,9245,11140225,11140225,0,109619.81,-109619.81,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU012,Convenience Foods,1261,11375,11375,14343875,14343875,0,141143.73,-141143.73,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU013,Dairy,1315,13680,15321.6,17989200,20147904,1770137.28,177013.73,211552.99,2158704,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU014,Beverages,1349,16160,16160,21799840,21799840,0,214510.43,-214510.43,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU015,Condiments,1352,18815,18815,25437880,25437880,0,250308.74,-250308.74,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU016,Convenience Foods,1461,16770,16770,24500970,24500970,0,241089.54,-241089.54,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU017,Dairy,739,19338,21658.56,14290782,16005677,1406213.9,140621.29,168059.81,1714895,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU018,Beverages,734,22080,22080,16206720,16206720,0,159474.12,-159474.12,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU019,Condiments,759,9090,9090,6899310,6899310,0,67889.21,-67889.21,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU020,Convenience Foods,851,11395,11395,9697145,9697145,0,95419.91,-95419.91,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU021,Dairy,910,10750,12040,9782500,10956400,962598,96259.8,115042.2,1173900,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU022,Beverages,961,12968,12968,12462248,12462248,0,122628.52,-122628.52,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU023,Condiments,1044,15360,15360,16035840,16035840,0,157792.67,-157792.67,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU024,Convenience Foods,1045,17928,17928,18734760,18734760,0,184350.04,-184350.04,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU025,Dairy,1122,20670,23150.4,23191740,25974750,2282068.2,228206.72,272735.08,2783010,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU026,Beverages,1140,18275,18275,20833500,20833500,0,205001.64,-205001.64,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU027,Condiments,1173,20930,20930,24550890,24550890,0,241580.76,-241580.76,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU028,Convenience Foods,1253,8640,8640,10825920,10825920,0,106527.05,-106527.05,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU029,Dairy,1225,10858,12160.96,13301050,14897176,1308823.32,130882.33,156420.35,1596126,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU030,Beverages,1224,13250,13250,16218000,16218000,0,159585.12,-159585.12,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU031,Condiments,1340,12255,12255,16421700,16421700,0,161589.53,-161589.53,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU032,Convenience Foods,1293,14560,14560,18826080,18826080,0,185248.63,-185248.63,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU033,Dairy,1468,17040,19084.8,25014720,28016486,2461448.12,246144.84,294173.04,3001766,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU034,Beverages,713,19695,19695,14042535,14042535,0,138178.54,-138178.54,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU035,Condiments,750,22525,22525,16893750,16893750,0,166234.5,-166234.5,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2023-12,SKU036,Convenience Foods,784,19780,19780,15507520,15507520,0,152594,-152594,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU001,Dairy,646,7740,8668.8,5000040,5600045,492004.1,16400.13,91600.77,600005,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU002,Beverages,734,9782,9782,7179988,7179988,0,23550.36,-23550.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU003,Condiments,735,12000,12000,8820000,8820000,0,28929.6,-28929.6,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU004,Convenience Foods,733,14392,14392,10549336,10549336,0,34601.82,-34601.82,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU005,Dairy,799,16960,18995.2,13551040,15177165,1333422.5,44447.41,248255.09,1626125,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU006,Beverages,886,15265,15265,13524790,13524790,0,44361.31,-44361.31,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU007,Condiments,909,17745,17745,16130205,16130205,0,52907.07,-52907.07,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU008,Convenience Foods,976,20400,20400,19910400,19910400,0,65306.11,-65306.11,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU009,Dairy,969,23230,26017.6,22509870,25211054,2214970.88,73832.37,412380.75,2701184,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU010,Beverages,1016,9540,9540,9692640,9692640,0,31791.86,-31791.86,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU011,Condiments,911,9245,9245,8422195,8422195,0,27624.8,-27624.8,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU012,Convenience Foods,1079,11375,11375,12273625,12273625,0,40257.49,-40257.49,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU013,Dairy,982,13680,15321.6,13433760,15045811,1321881.82,44062.73,246106.45,1612051,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU014,Beverages,1163,16160,16160,18794080,18794080,0,61644.58,-61644.58,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU015,Condiments,1321,18815,18815,24854615,24854615,0,81523.14,-81523.14,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU016,Convenience Foods,1296,16770,16770,21733920,21733920,0,71287.26,-71287.26,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU017,Dairy,578,19338,21658.56,11177364,12518647,1099852.06,36661.75,204769.19,1341283,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU018,Beverages,676,22080,22080,14926080,14926080,0,48957.54,-48957.54,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU019,Condiments,748,9090,9090,6799320,6799320,0,22301.77,-22301.77,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU020,Convenience Foods,731,11395,11395,8329745,8329745,0,27321.56,-27321.56,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU021,Dairy,812,10750,12040,8729000,9776480,858933.6,28631.12,159915.28,1047480,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU022,Beverages,842,12968,12968,10919056,10919056,0,35814.5,-35814.5,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU023,Condiments,770,15360,15360,11827200,11827200,0,38793.22,-38793.22,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU024,Convenience Foods,905,17928,17928,16224840,16224840,0,53217.48,-53217.48,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU025,Dairy,962,20670,23150.4,19884540,22270686,1956639.72,65221.29,364284.99,2386146,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU026,Beverages,862,18275,18275,15753050,15753050,0,51670,-51670,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU027,Condiments,1057,20930,20930,22123010,22123010,0,72563.47,-72563.47,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU028,Convenience Foods,985,8640,8640,8510400,8510400,0,27914.11,-27914.11,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU029,Dairy,1078,10858,12160.96,11704924,13109515,1151764.62,38392.15,214434.23,1404591,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU030,Beverages,1091,13250,13250,14455750,14455750,0,47414.86,-47414.86,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU031,Condiments,1194,12255,12255,14632470,14632470,0,47994.5,-47994.5,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU032,Convenience Foods,1226,14560,14560,17850560,17850560,0,58549.84,-58549.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU033,Dairy,1320,17040,19084.8,22492800,25191936,2213291.52,73776.38,412068.1,2699136,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU034,Beverages,641,19695,19695,12624495,12624495,0,41408.34,-41408.34,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU035,Condiments,700,22525,22525,15767500,15767500,0,51717.4,-51717.4,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-01,SKU036,Convenience Foods,766,19780,19780,15151480,15151480,0,49696.85,-49696.85,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU001,Dairy,745,7740,8668.8,5766300,6458256,567403.92,18913.46,105638.62,691956,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU002,Beverages,690,9782,9782,6749580,6749580,0,22138.62,-22138.62,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU003,Condiments,744,12000,12000,8928000,8928000,0,29283.84,-29283.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU004,Convenience Foods,873,14392,14392,12564216,12564216,0,41210.63,-41210.63,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU005,Dairy,881,16960,18995.2,14941760,16734772,1470269.84,49008.97,273733.19,1793012,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU006,Beverages,840,15265,15265,12822600,12822600,0,42058.13,-42058.13,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU007,Condiments,937,17745,17745,16627065,16627065,0,54536.77,-54536.77,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU008,Convenience Foods,927,20400,20400,18910800,18910800,0,62027.42,-62027.42,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU009,Dairy,1048,23230,26017.6,24345040,27266445,2395552.1,79851.73,446001.17,2921405,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU010,Beverages,1092,9540,9540,10417680,10417680,0,34169.99,-34169.99,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU011,Condiments,1003,9245,9245,9272735,9272735,0,30414.57,-30414.57,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU012,Convenience Foods,1040,11375,11375,11830000,11830000,0,38802.4,-38802.4,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU013,Dairy,1250,13680,15321.6,17100000,19152000,1682640,56088,313272,2052000,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU014,Beverages,1121,16160,16160,18115360,18115360,0,59418.38,-59418.38,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU015,Condiments,1176,18815,18815,22126440,22126440,0,72574.72,-72574.72,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU016,Convenience Foods,1288,16770,16770,21599760,21599760,0,70847.21,-70847.21,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-02,SKU017,Dairy,675,19338,21658.56,13053150,14619528,1284429.96,42814.33,239133.71,1566378,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
