period,sku,category,inventory_value_vnd,dio_proxy_days,slow_moving_flag,reserve_rate,reserve_vnd,evidence_class,policy
2023-08,SKU005,Dairy,17061760,32.15,false,0.01,170617.6,SIMULATED/DERIVED,normal_1pct
2023-08,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU007,Condiments,1100190,1.95,false,0.01,11001.9,SIMULATED/DERIVED,normal_1pct
2023-08,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU017,Dairy,50027406,122.8,true,0.15,7504110.9,SIMULATED/DERIVED,slow_moving_15pct
2023-08,SKU018,Beverages,61625280,122.45,true,0.15,9243792,SIMULATED/DERIVED,slow_moving_15pct
2023-08,SKU019,Condiments,14634900,69.15,false,0.01,146349,SIMULATED/DERIVED,normal_1pct
2023-08,SKU020,Convenience Foods,7156060,23.5,false,0.01,71560.6,SIMULATED/DERIVED,normal_1pct
2023-08,SKU021,Dairy,13899750,50.75,false,0.01,138997.5,SIMULATED/DERIVED,normal_1pct
2023-08,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-08,SKU034,Beverages,76416600,182.45,true,0.15,11462490,SIMULATED/DERIVED,slow_moving_15pct
2023-08,SKU035,Condiments,58272175,106,true,0.15,8740826.25,SIMULATED/DERIVED,slow_moving_15pct
2023-08,SKU036,Convenience Foods,26070040,53.4,false,0.01,260700.4,SIMULATED/DERIVED,normal_1pct
2023-09,SKU001,Dairy,16973820,86.15,true,0.15,2546073,SIMULATED/DERIVED,slow_moving_15pct
2023-09,SKU002,Beverages,5536612,22.6,false,0.01,55366.12,SIMULATED/DERIVED,normal_1pct
2023-09,SKU003,Condiments,2976000,9.65,false,0.01,29760,SIMULATED/DERIVED,normal_1pct
2023-09,SKU004,Convenience Foods,13586048,32.95,false,0.01,135860.48,SIMULATED/DERIVED,normal_1pct
2023-09,SKU005,Dairy,6563520,14.1,false,0.01,65635.2,SIMULATED/DERIVED,normal_1pct
2023-09,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU017,Dairy,46913988,99.7,false,0.08,3753119.04,SIMULATED/DERIVED,aging_over_90d_8pct
2023-09,SKU018,Beverages,57474240,106.65,true,0.15,8621136,SIMULATED/DERIVED,slow_moving_15pct
2023-09,SKU019,Condiments,10962540,48.65,false,0.01,109625.4,SIMULATED/DERIVED,normal_1pct
2023-09,SKU020,Convenience Foods,3680585,11.95,false,0.01,36805.85,SIMULATED/DERIVED,normal_1pct
2023-09,SKU021,Dairy,9793250,30.7,false,0.01,97932.5,SIMULATED/DERIVED,normal_1pct
2023-09,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-09,SKU034,Beverages,77952810,167.7,true,0.15,11692921.5,SIMULATED/DERIVED,slow_moving_15pct
2023-09,SKU035,Condiments,55073625,97,true,0.15,8261043.75,SIMULATED/DERIVED,slow_moving_15pct
2023-09,SKU036,Convenience Foods,14736100,26,false,0.01,147361,SIMULATED/DERIVED,normal_1pct
2023-10,SKU001,Dairy,15812820,92.3,true,0.15,2371923,SIMULATED/DERIVED,slow_moving_15pct
2023-10,SKU002,Beverages,3325880,14.7,false,0.01,33258.8,SIMULATED/DERIVED,normal_1pct
2023-10,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU004,Convenience Foods,10578120,31.3,false,0.01,105781.2,SIMULATED/DERIVED,normal_1pct
2023-10,SKU005,Dairy,1170240,2.75,false,0.01,11702.4,SIMULATED/DERIVED,normal_1pct
2023-10,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU017,Dairy,45173568,113.4,true,0.15,6776035.2,SIMULATED/DERIVED,slow_moving_15pct
2023-10,SKU018,Beverages,59019840,138.25,true,0.15,8852976,SIMULATED/DERIVED,slow_moving_15pct
2023-10,SKU019,Condiments,6862950,32.65,false,0.01,68629.5,SIMULATED/DERIVED,normal_1pct
2023-10,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU021,Dairy,8610750,32.2,false,0.01,86107.5,SIMULATED/DERIVED,normal_1pct
2023-10,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-10,SKU034,Beverages,81084315,181.6,true,0.15,12162647.25,SIMULATED/DERIVED,slow_moving_15pct
2023-10,SKU035,Condiments,53046375,113.2,true,0.15,7956956.25,SIMULATED/DERIVED,slow_moving_15pct
2023-10,SKU036,Convenience Foods,5142800,11.95,false,0.01,51428,SIMULATED/DERIVED,normal_1pct
2023-11,SKU001,Dairy,12384000,62.3,false,0.01,123840,SIMULATED/DERIVED,normal_1pct
2023-11,SKU002,Beverages,498882,2.1,false,0.01,4988.82,SIMULATED/DERIVED,normal_1pct
2023-11,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU004,Convenience Foods,7181608,17.35,false,0.01,71816.08,SIMULATED/DERIVED,normal_1pct
2023-11,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU017,Dairy,41267292,87.95,false,0.01,412672.92,SIMULATED/DERIVED,normal_1pct
2023-11,SKU018,Beverages,57032640,102.8,true,0.15,8554896,SIMULATED/DERIVED,slow_moving_15pct
2023-11,SKU019,Condiments,3090600,12.9,false,0.01,30906,SIMULATED/DERIVED,normal_1pct
2023-11,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU021,Dairy,6095250,18,false,0.01,60952.5,SIMULATED/DERIVED,normal_1pct
2023-11,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-11,SKU034,Beverages,80769195,158.95,true,0.15,12115379.25,SIMULATED/DERIVED,slow_moving_15pct
2023-11,SKU035,Condiments,48721575,82.1,true,0.15,7308236.25,SIMULATED/DERIVED,slow_moving_15pct
2023-11,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU001,Dairy,11757060,57.85,false,0.01,117570.6,SIMULATED/DERIVED,normal_1pct
2023-12,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU004,Convenience Foods,1827784,4.1,false,0.01,18277.84,SIMULATED/DERIVED,normal_1pct
2023-12,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU017,Dairy,36742200,77.25,false,0.01,367422,SIMULATED/DERIVED,normal_1pct
2023-12,SKU018,Beverages,54449280,100.8,true,0.15,8167392,SIMULATED/DERIVED,slow_moving_15pct
2023-12,SKU019,Condiments,445410,1.95,false,0.01,4454.1,SIMULATED/DERIVED,normal_1pct
2023-12,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU021,Dairy,2612250,8,false,0.01,26122.5,SIMULATED/DERIVED,normal_1pct
2023-12,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2023-12,SKU034,Beverages,83920395,179.55,true,0.15,12588059.25,SIMULATED/DERIVED,slow_moving_15pct
2023-12,SKU035,Condiments,40499950,71.95,true,0.15,6074992.5,SIMULATED/DERIVED,slow_moving_15pct
2023-12,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU001,Dairy,11246220,67.5,true,0.15,1686933,SIMULATED/DERIVED,slow_moving_15pct
2024-01,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU017,Dairy,32623206,87.6,true,0.15,4893480.9,SIMULATED/DERIVED,slow_moving_15pct
2024-01,SKU018,Beverages,50607360,101.7,true,0.15,7591104,SIMULATED/DERIVED,slow_moving_15pct
2024-01,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-01,SKU034,Beverages,90793950,216.1,true,0.15,13619092.5,SIMULATED/DERIVED,slow_moving_15pct
2024-01,SKU035,Condiments,36467975,69.4,true,0.15,5470196.25,SIMULATED/DERIVED,slow_moving_15pct
2024-01,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU001,Dairy,11184300,58.25,false,0.01,111843,SIMULATED/DERIVED,normal_1pct
2024-02,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU017,Dairy,26918496,61.95,false,0.01,269184.96,SIMULATED/DERIVED,normal_1pct
2024-02,SKU018,Beverages,48024000,90.6,true,0.15,7203600,SIMULATED/DERIVED,slow_moving_15pct
2024-02,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-02,SKU034,Beverages,99459750,240.45,true,0.15,14918962.5,SIMULATED/DERIVED,slow_moving_15pct
2024-02,SKU035,Condiments,37008575,71.45,true,0.15,5551286.25,SIMULATED/DERIVED,slow_moving_15pct
2024-02,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU001,Dairy,11199780,64.8,true,0.15,1679967,SIMULATED/DERIVED,slow_moving_15pct
2024-03,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU017,Dairy,18699846,40.5,false,0.01,186998.46,SIMULATED/DERIVED,normal_1pct
2024-03,SKU018,Beverages,40031040,78.15,true,0.15,6004656,SIMULATED/DERIVED,slow_moving_15pct
2024-03,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-03,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
