posting_id,document_type,company_code,posting_date,period,currency,cost_center,profit_center,gl_account,gl_account_name,management_line,debit_vnd,credit_vnd,signed_amount_vnd,source_system,source_table,mapping_version,mapping_status,exception_status,evidence_class
SIM-202305-00089,SA,VNO1,2023-05-28,2023-05,VND,CC-COMMERCIAL,PC-FMCG,4010,Invoice Discounts,Invoice Discounts,49909235,0,-49909235,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00090,SA,VNO1,2023-05-28,2023-05,VND,CC-COMMERCIAL,PC-FMCG,4020,Returns,Returns,7915766,0,-7915766,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00091,SA,VNO1,2023-05-28,2023-05,VND,CC-COMMERCIAL,PC-FMCG,4030,Rebates,Rebates,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00092,SA,VNO1,2023-05-28,2023-05,VND,CC-COMMERCIAL,PC-FMCG,4040,Voucher Support,Voucher Support,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00093,KR,VNO1,2023-05-28,2023-05,VND,CC-SUPPLY,PC-FMCG,5000,COGS,COGS,499217106,0,-499217106,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00094,KR,VNO1,2023-05-28,2023-05,VND,CC-TRADE,PC-FMCG,5100,Channel Fees,Channel Fees,61541786,0,-61541786,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00095,KR,VNO1,2023-05-28,2023-05,VND,CC-TRADE,PC-FMCG,5200,Trade Spend,Trade Spend,24852466,0,-24852466,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00096,KR,VNO1,2023-05-28,2023-05,VND,CC-TRADE,PC-FMCG,5300,Variable Fulfilment,Variable Fulfilment,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00097,KR,VNO1,2023-05-28,2023-05,VND,CC-G&A,PC-CORP,6000,Controllable OPEX,Controllable OPEX,944581380,0,-944581380,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00098,KR,VNO1,2023-05-28,2023-05,VND,CC-G&A,PC-CORP,6100,Depreciation,Depreciation,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00099,KR,VNO1,2023-05-28,2023-05,VND,CC-TREASURY,PC-CORP,6200,Finance Cost,Finance Cost,46510417,0,-46510417,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202305-00100,KR,VNO1,2023-05-28,2023-05,VND,CC-TAX,PC-CORP,6300,Tax Proxy,Tax Proxy,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00101,AA,VNO1,2023-06-28,2023-06,VND,CC-CORPORATE,PC-CORP,1000,Cash,Cash,1807587545,0,-1807587545,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00102,AA,VNO1,2023-06-28,2023-06,VND,CC-CORPORATE,PC-CORP,1100,Trade Receivables,Trade Receivables,902744462,0,-902744462,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00103,AA,VNO1,2023-06-28,2023-06,VND,CC-CORPORATE,PC-CORP,1200,Inventory,Inventory,540237567,0,-540237567,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00104,AA,VNO1,2023-06-28,2023-06,VND,CC-CORPORATE,PC-CORP,1500,Net PP&E,Net PP&E,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00105,AB,VNO1,2023-06-28,2023-06,VND,CC-CORPORATE,PC-CORP,2000,Trade Payables,Trade Payables,0,636552765,636552765,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00106,AB,VNO1,2023-06-28,2023-06,VND,CC-CORPORATE,PC-CORP,2500,Debt,Debt,0,6700000000,6700000000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00107,AB,VNO1,2023-06-28,2023-06,VND,CC-CORPORATE,PC-CORP,3000,Opening Retained Earnings,Opening Retained Earnings,3461626993,0,-3461626993,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00108,SA,VNO1,2023-06-28,2023-06,VND,CC-COMMERCIAL,PC-FMCG,4000,Gross Sales,Gross Sales,0,1063852500,1063852500,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00109,SA,VNO1,2023-06-28,2023-06,VND,CC-COMMERCIAL,PC-FMCG,4010,Invoice Discounts,Invoice Discounts,50655335,0,-50655335,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00110,SA,VNO1,2023-06-28,2023-06,VND,CC-COMMERCIAL,PC-FMCG,4020,Returns,Returns,8005578,0,-8005578,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00111,SA,VNO1,2023-06-28,2023-06,VND,CC-COMMERCIAL,PC-FMCG,4030,Rebates,Rebates,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00112,SA,VNO1,2023-06-28,2023-06,VND,CC-COMMERCIAL,PC-FMCG,4040,Voucher Support,Voucher Support,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00113,KR,VNO1,2023-06-28,2023-06,VND,CC-SUPPLY,PC-FMCG,5000,COGS,COGS,507832779,0,-507832779,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00114,KR,VNO1,2023-06-28,2023-06,VND,CC-TRADE,PC-FMCG,5100,Channel Fees,Channel Fees,62430779,0,-62430779,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00115,KR,VNO1,2023-06-28,2023-06,VND,CC-TRADE,PC-FMCG,5200,Trade Spend,Trade Spend,25223344,0,-25223344,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00116,KR,VNO1,2023-06-28,2023-06,VND,CC-TRADE,PC-FMCG,5300,Variable Fulfilment,Variable Fulfilment,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00117,KR,VNO1,2023-06-28,2023-06,VND,CC-G&A,PC-CORP,6000,Controllable OPEX,Controllable OPEX,987862966,0,-987862966,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00118,KR,VNO1,2023-06-28,2023-06,VND,CC-G&A,PC-CORP,6100,Depreciation,Depreciation,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00119,KR,VNO1,2023-06-28,2023-06,VND,CC-TREASURY,PC-CORP,6200,Finance Cost,Finance Cost,46197917,0,-46197917,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202306-00120,KR,VNO1,2023-06-28,2023-06,VND,CC-TAX,PC-CORP,6300,Tax Proxy,Tax Proxy,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00121,AA,VNO1,2023-07-28,2023-07,VND,CC-CORPORATE,PC-CORP,1000,Cash,Cash,1129498373,0,-1129498373,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00122,AA,VNO1,2023-07-28,2023-07,VND,CC-CORPORATE,PC-CORP,1100,Trade Receivables,Trade Receivables,1057177775,0,-1057177775,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00123,AA,VNO1,2023-07-28,2023-07,VND,CC-CORPORATE,PC-CORP,1200,Inventory,Inventory,457533792,0,-457533792,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00124,AA,VNO1,2023-07-28,2023-07,VND,CC-CORPORATE,PC-CORP,1500,Net PP&E,Net PP&E,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00125,AB,VNO1,2023-07-28,2023-07,VND,CC-CORPORATE,PC-CORP,2000,Trade Payables,Trade Payables,0,748337833,748337833,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00126,AB,VNO1,2023-07-28,2023-07,VND,CC-CORPORATE,PC-CORP,2500,Debt,Debt,0,6650000000,6650000000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00127,AB,VNO1,2023-07-28,2023-07,VND,CC-CORPORATE,PC-CORP,3000,Opening Retained Earnings,Opening Retained Earnings,4085983191,0,-4085983191,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00128,SA,VNO1,2023-07-28,2023-07,VND,CC-COMMERCIAL,PC-FMCG,4000,Gross Sales,Gross Sales,0,1089518000,1089518000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00129,SA,VNO1,2023-07-28,2023-07,VND,CC-COMMERCIAL,PC-FMCG,4010,Invoice Discounts,Invoice Discounts,52521440,0,-52521440,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00130,SA,VNO1,2023-07-28,2023-07,VND,CC-COMMERCIAL,PC-FMCG,4020,Returns,Returns,8352427,0,-8352427,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00131,SA,VNO1,2023-07-28,2023-07,VND,CC-COMMERCIAL,PC-FMCG,4030,Rebates,Rebates,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00132,SA,VNO1,2023-07-28,2023-07,VND,CC-COMMERCIAL,PC-FMCG,4040,Voucher Support,Voucher Support,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00133,KR,VNO1,2023-07-28,2023-07,VND,CC-SUPPLY,PC-FMCG,5000,COGS,COGS,519549086,0,-519549086,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00134,KR,VNO1,2023-07-28,2023-07,VND,CC-TRADE,PC-FMCG,5100,Channel Fees,Channel Fees,64859153,0,-64859153,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00135,KR,VNO1,2023-07-28,2023-07,VND,CC-TRADE,PC-FMCG,5200,Trade Spend,Trade Spend,25975179,0,-25975179,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00136,KR,VNO1,2023-07-28,2023-07,VND,CC-TRADE,PC-FMCG,5300,Variable Fulfilment,Variable Fulfilment,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00137,KR,VNO1,2023-07-28,2023-07,VND,CC-G&A,PC-CORP,6000,Controllable OPEX,Controllable OPEX,1040520000,0,-1040520000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00138,KR,VNO1,2023-07-28,2023-07,VND,CC-G&A,PC-CORP,6100,Depreciation,Depreciation,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00139,KR,VNO1,2023-07-28,2023-07,VND,CC-TREASURY,PC-CORP,6200,Finance Cost,Finance Cost,45885417,0,-45885417,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202307-00140,KR,VNO1,2023-07-28,2023-07,VND,CC-TAX,PC-CORP,6300,Tax Proxy,Tax Proxy,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00141,AA,VNO1,2023-08-28,2023-08,VND,CC-CORPORATE,PC-CORP,1000,Cash,Cash,343873681,0,-343873681,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00142,AA,VNO1,2023-08-28,2023-08,VND,CC-CORPORATE,PC-CORP,1100,Trade Receivables,Trade Receivables,1211435764,0,-1211435764,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00143,AA,VNO1,2023-08-28,2023-08,VND,CC-CORPORATE,PC-CORP,1200,Inventory,Inventory,381987127,0,-381987127,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00144,AA,VNO1,2023-08-28,2023-08,VND,CC-CORPORATE,PC-CORP,1500,Net PP&E,Net PP&E,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00145,AB,VNO1,2023-08-28,2023-08,VND,CC-CORPORATE,PC-CORP,2000,Trade Payables,Trade Payables,0,855761822,855761822,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00146,AB,VNO1,2023-08-28,2023-08,VND,CC-CORPORATE,PC-CORP,2500,Debt,Debt,0,6600000000,6600000000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00147,AB,VNO1,2023-08-28,2023-08,VND,CC-CORPORATE,PC-CORP,3000,Opening Retained Earnings,Opening Retained Earnings,4754127893,0,-4754127893,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00148,SA,VNO1,2023-08-28,2023-08,VND,CC-COMMERCIAL,PC-FMCG,4000,Gross Sales,Gross Sales,0,1109618500,1109618500,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00149,SA,VNO1,2023-08-28,2023-08,VND,CC-COMMERCIAL,PC-FMCG,4010,Invoice Discounts,Invoice Discounts,53215765,0,-53215765,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00150,SA,VNO1,2023-08-28,2023-08,VND,CC-COMMERCIAL,PC-FMCG,4020,Returns,Returns,8396207,0,-8396207,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00151,SA,VNO1,2023-08-28,2023-08,VND,CC-COMMERCIAL,PC-FMCG,4030,Rebates,Rebates,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00152,SA,VNO1,2023-08-28,2023-08,VND,CC-COMMERCIAL,PC-FMCG,4040,Voucher Support,Voucher Support,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00153,KR,VNO1,2023-08-28,2023-08,VND,CC-SUPPLY,PC-FMCG,5000,COGS,COGS,546480164,0,-546480164,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00154,KR,VNO1,2023-08-28,2023-08,VND,CC-TRADE,PC-FMCG,5100,Channel Fees,Channel Fees,65528010,0,-65528010,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00155,KR,VNO1,2023-08-28,2023-08,VND,CC-TRADE,PC-FMCG,5200,Trade Spend,Trade Spend,26372794,0,-26372794,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00156,KR,VNO1,2023-08-28,2023-08,VND,CC-TRADE,PC-FMCG,5300,Variable Fulfilment,Variable Fulfilment,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00157,KR,VNO1,2023-08-28,2023-08,VND,CC-G&A,PC-CORP,6000,Controllable OPEX,Controllable OPEX,1128390000,0,-1128390000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00158,KR,VNO1,2023-08-28,2023-08,VND,CC-G&A,PC-CORP,6100,Depreciation,Depreciation,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00159,KR,VNO1,2023-08-28,2023-08,VND,CC-TREASURY,PC-CORP,6200,Finance Cost,Finance Cost,45572917,0,-45572917,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202308-00160,KR,VNO1,2023-08-28,2023-08,VND,CC-TAX,PC-CORP,6300,Tax Proxy,Tax Proxy,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00161,AA,VNO1,2023-09-28,2023-09,VND,CC-CORPORATE,PC-CORP,1000,Cash,Cash,-291100485,0,291100485,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00162,AA,VNO1,2023-09-28,2023-09,VND,CC-CORPORATE,PC-CORP,1100,Trade Receivables,Trade Receivables,1371093506,0,-1371093506,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00163,AA,VNO1,2023-09-28,2023-09,VND,CC-CORPORATE,PC-CORP,1200,Inventory,Inventory,322223138,0,-322223138,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00164,AA,VNO1,2023-09-28,2023-09,VND,CC-CORPORATE,PC-CORP,1500,Net PP&E,Net PP&E,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00165,AB,VNO1,2023-09-28,2023-09,VND,CC-CORPORATE,PC-CORP,2000,Trade Payables,Trade Payables,0,961346625,961346625,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00166,AB,VNO1,2023-09-28,2023-09,VND,CC-CORPORATE,PC-CORP,2500,Debt,Debt,0,6550000000,6550000000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00167,AB,VNO1,2023-09-28,2023-09,VND,CC-CORPORATE,PC-CORP,3000,Opening Retained Earnings,Opening Retained Earnings,5518465250,0,-5518465250,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00168,SA,VNO1,2023-09-28,2023-09,VND,CC-COMMERCIAL,PC-FMCG,4000,Gross Sales,Gross Sales,0,1161407500,1161407500,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00169,SA,VNO1,2023-09-28,2023-09,VND,CC-COMMERCIAL,PC-FMCG,4010,Invoice Discounts,Invoice Discounts,55526400,0,-55526400,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00170,SA,VNO1,2023-09-28,2023-09,VND,CC-COMMERCIAL,PC-FMCG,4020,Returns,Returns,8808562,0,-8808562,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00171,SA,VNO1,2023-09-28,2023-09,VND,CC-COMMERCIAL,PC-FMCG,4030,Rebates,Rebates,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00172,SA,VNO1,2023-09-28,2023-09,VND,CC-COMMERCIAL,PC-FMCG,4040,Voucher Support,Voucher Support,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00173,KR,VNO1,2023-09-28,2023-09,VND,CC-SUPPLY,PC-FMCG,5000,COGS,COGS,571438321,0,-571438321,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00174,KR,VNO1,2023-09-28,2023-09,VND,CC-TRADE,PC-FMCG,5100,Channel Fees,Channel Fees,68394781,0,-68394781,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00175,KR,VNO1,2023-09-28,2023-09,VND,CC-TRADE,PC-FMCG,5200,Trade Spend,Trade Spend,27506533,0,-27506533,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00176,KR,VNO1,2023-09-28,2023-09,VND,CC-TRADE,PC-FMCG,5300,Variable Fulfilment,Variable Fulfilment,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
