snapshot_id,forecast_version,target_period,metric_id,horizon_months,forecast_created_at,forecast_cutoff_at,actual_period_close_date,actual_available_at,as_of_date,forecast_value_vnd,actual_value_vnd,error_vnd,abs_error_vnd,snapshot_status,evidence_class,source_model_version,approver
RF1-2025-04-EBITDA_PROXY,RF1,2025-04,EBITDA_PROXY,3,2025-01-05,2025-01-31,2025-04-30,2025-05-15,2026-01-31,-817464302.55,-778537431,-38926871.55,38926871.55,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-04-CFO,RF1,2025-04,CFO,3,2025-01-05,2025-01-31,2025-04-30,2025-05-15,2026-01-31,-906764464.5,-954488910,47724445.5,47724445.5,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-04-WORKING_CAPITAL,RF1,2025-04,WORKING_CAPITAL,3,2025-01-05,2025-01-31,2025-04-30,2025-05-15,2026-01-31,2162068482.95,2275861561,-113793078.05,113793078.05,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF2-2025-04-REVENUE,RF2,2025-04,REVENUE,2,2025-02-05,2025-02-28,2025-04-30,2025-05-15,2026-01-31,1064597181.91,1033589497,31007684.91,31007684.91,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-04-GROSS_PROFIT,RF2,2025-04,GROSS_PROFIT,2,2025-02-05,2025-02-28,2025-04-30,2025-05-15,2026-01-31,508824479.47,494004349,14820130.47,14820130.47,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-04-EBITDA_PROXY,RF2,2025-04,EBITDA_PROXY,2,2025-02-05,2025-02-28,2025-04-30,2025-05-15,2026-01-31,-801893553.93,-778537431,-23356122.93,23356122.93,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-04-CFO,RF2,2025-04,CFO,2,2025-02-05,2025-02-28,2025-04-30,2025-05-15,2026-01-31,-925854242.7,-954488910,28634667.3,28634667.3,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-04-WORKING_CAPITAL,RF2,2025-04,WORKING_CAPITAL,2,2025-02-05,2025-02-28,2025-04-30,2025-05-15,2026-01-31,2207585714.17,2275861561,-68275846.83,68275846.83,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF3-2025-04-REVENUE,RF3,2025-04,REVENUE,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,1049093339.46,1033589497,15503842.45,15503842.45,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-04-GROSS_PROFIT,RF3,2025-04,GROSS_PROFIT,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,501414414.23,494004349,7410065.23,7410065.23,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-04-EBITDA_PROXY,RF3,2025-04,EBITDA_PROXY,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,-790215492.46,-778537431,-11678061.46,11678061.46,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-04-CFO,RF3,2025-04,CFO,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,-940171576.35,-954488910,14317333.65,14317333.65,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-04-WORKING_CAPITAL,RF3,2025-04,WORKING_CAPITAL,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,2241723637.59,2275861561,-34137923.41,34137923.41,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
LATEST_ESTIMATE-2025-04-REVENUE,LATEST_ESTIMATE,2025-04,REVENUE,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,1043925391.97,1033589497,10335894.97,10335894.97,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-04-GROSS_PROFIT,LATEST_ESTIMATE,2025-04,GROSS_PROFIT,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,498944392.49,494004349,4940043.49,4940043.49,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-04-EBITDA_PROXY,LATEST_ESTIMATE,2025-04,EBITDA_PROXY,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,-786322805.31,-778537431,-7785374.31,7785374.31,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-04-CFO,LATEST_ESTIMATE,2025-04,CFO,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,-944944020.9,-954488910,9544889.1,9544889.1,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-04-WORKING_CAPITAL,LATEST_ESTIMATE,2025-04,WORKING_CAPITAL,1,2025-03-05,2025-03-31,2025-04-30,2025-05-15,2026-01-31,2253102945.39,2275861561,-22758615.61,22758615.61,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
ACTUAL-2025-04-REVENUE,ACTUAL,2025-04,REVENUE,0,2025-04-30T23:59:00Z,2025-04-30,2025-04-30,2025-05-15,2026-01-31,1033589497,1033589497,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-04-GROSS_PROFIT,ACTUAL,2025-04,GROSS_PROFIT,0,2025-04-30T23:59:00Z,2025-04-30,2025-04-30,2025-05-15,2026-01-31,494004349,494004349,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-04-EBITDA_PROXY,ACTUAL,2025-04,EBITDA_PROXY,0,2025-04-30T23:59:00Z,2025-04-30,2025-04-30,2025-05-15,2026-01-31,-778537431,-778537431,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-04-CFO,ACTUAL,2025-04,CFO,0,2025-04-30T23:59:00Z,2025-04-30,2025-04-30,2025-05-15,2026-01-31,-954488910,-954488910,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-04-WORKING_CAPITAL,ACTUAL,2025-04,WORKING_CAPITAL,0,2025-04-30T23:59:00Z,2025-04-30,2025-04-30,2025-05-15,2026-01-31,2275861561,2275861561,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
BUDGET-2025-05-REVENUE,BUDGET,2025-05,REVENUE,6,2024-11-05,2024-11-30,2025-05-31,2025-06-15,2026-01-31,1064913845.04,986031338,78882507.04,78882507.04,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-05-GROSS_PROFIT,BUDGET,2025-05,GROSS_PROFIT,6,2024-11-05,2024-11-30,2025-05-31,2025-06-15,2026-01-31,510285474,472486550,37798924,37798924,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-05-EBITDA_PROXY,BUDGET,2025-05,EBITDA_PROXY,6,2024-11-05,2024-11-30,2025-05-31,2025-06-15,2026-01-31,-820674040.68,-759883371,-60790669.68,60790669.68,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-05-CFO,BUDGET,2025-05,CFO,6,2024-11-05,2024-11-30,2025-05-31,2025-06-15,2026-01-31,-928624340.36,-1009374283,80749942.64,80749942.64,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-05-WORKING_CAPITAL,BUDGET,2025-05,WORKING_CAPITAL,6,2024-11-05,2024-11-30,2025-05-31,2025-06-15,2026-01-31,2281684691.52,2480092056,-198407364.48,198407364.48,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-05-REVENUE,RF1,2025-05,REVENUE,3,2025-02-05,2025-02-28,2025-05-31,2025-06-15,2026-01-31,1035332904.9,986031338,49301566.9,49301566.9,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-05-GROSS_PROFIT,RF1,2025-05,GROSS_PROFIT,3,2025-02-05,2025-02-28,2025-05-31,2025-06-15,2026-01-31,496110877.5,472486550,23624327.5,23624327.5,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-05-EBITDA_PROXY,RF1,2025-05,EBITDA_PROXY,3,2025-02-05,2025-02-28,2025-05-31,2025-06-15,2026-01-31,-797877539.55,-759883371,-37994168.55,37994168.55,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-05-CFO,RF1,2025-05,CFO,3,2025-02-05,2025-02-28,2025-05-31,2025-06-15,2026-01-31,-958905568.85,-1009374283,50468714.15,50468714.15,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-05-WORKING_CAPITAL,RF1,2025-05,WORKING_CAPITAL,3,2025-02-05,2025-02-28,2025-05-31,2025-06-15,2026-01-31,2356087453.2,2480092056,-124004602.8,124004602.8,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF2-2025-05-REVENUE,RF2,2025-05,REVENUE,2,2025-03-05,2025-03-31,2025-05-31,2025-06-15,2026-01-31,1015612278.14,986031338,29580940.14,29580940.14,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-05-GROSS_PROFIT,RF2,2025-05,GROSS_PROFIT,2,2025-03-05,2025-03-31,2025-05-31,2025-06-15,2026-01-31,486661146.5,472486550,14174596.5,14174596.5,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-05-EBITDA_PROXY,RF2,2025-05,EBITDA_PROXY,2,2025-03-05,2025-03-31,2025-05-31,2025-06-15,2026-01-31,-782679872.13,-759883371,-22796501.13,22796501.13,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-05-CFO,RF2,2025-05,CFO,2,2025-03-05,2025-03-31,2025-05-31,2025-06-15,2026-01-31,-979093054.51,-1009374283,30281228.49,30281228.49,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-05-WORKING_CAPITAL,RF2,2025-05,WORKING_CAPITAL,2,2025-03-05,2025-03-31,2025-05-31,2025-06-15,2026-01-31,2405689294.32,2480092056,-74402761.68,74402761.68,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF3-2025-05-REVENUE,RF3,2025-05,REVENUE,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,1000821808.07,986031338,14790470.07,14790470.07,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-05-GROSS_PROFIT,RF3,2025-05,GROSS_PROFIT,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,479573848.25,472486550,7087298.25,7087298.25,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-05-EBITDA_PROXY,RF3,2025-05,EBITDA_PROXY,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,-771281621.56,-759883371,-11398250.56,11398250.56,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-05-CFO,RF3,2025-05,CFO,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,-994233668.75,-1009374283,15140614.25,15140614.25,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-05-WORKING_CAPITAL,RF3,2025-05,WORKING_CAPITAL,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,2442890675.16,2480092056,-37201380.84,37201380.84,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
LATEST_ESTIMATE-2025-05-REVENUE,LATEST_ESTIMATE,2025-05,REVENUE,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,995891651.38,986031338,9860313.38,9860313.38,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-05-GROSS_PROFIT,LATEST_ESTIMATE,2025-05,GROSS_PROFIT,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,477211415.5,472486550,4724865.5,4724865.5,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-05-EBITDA_PROXY,LATEST_ESTIMATE,2025-05,EBITDA_PROXY,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,-767482204.71,-759883371,-7598833.71,7598833.71,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-05-CFO,LATEST_ESTIMATE,2025-05,CFO,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,-999280540.17,-1009374283,10093742.83,10093742.83,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-05-WORKING_CAPITAL,LATEST_ESTIMATE,2025-05,WORKING_CAPITAL,1,2025-04-05,2025-04-30,2025-05-31,2025-06-15,2026-01-31,2455291135.44,2480092056,-24800920.56,24800920.56,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
ACTUAL-2025-05-REVENUE,ACTUAL,2025-05,REVENUE,0,2025-05-31T23:59:00Z,2025-05-31,2025-05-31,2025-06-15,2026-01-31,986031338,986031338,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-05-GROSS_PROFIT,ACTUAL,2025-05,GROSS_PROFIT,0,2025-05-31T23:59:00Z,2025-05-31,2025-05-31,2025-06-15,2026-01-31,472486550,472486550,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-05-EBITDA_PROXY,ACTUAL,2025-05,EBITDA_PROXY,0,2025-05-31T23:59:00Z,2025-05-31,2025-05-31,2025-06-15,2026-01-31,-759883371,-759883371,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-05-CFO,ACTUAL,2025-05,CFO,0,2025-05-31T23:59:00Z,2025-05-31,2025-05-31,2025-06-15,2026-01-31,-1009374283,-1009374283,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-05-WORKING_CAPITAL,ACTUAL,2025-05,WORKING_CAPITAL,0,2025-05-31T23:59:00Z,2025-05-31,2025-05-31,2025-06-15,2026-01-31,2480092056,2480092056,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
BUDGET-2025-06-REVENUE,BUDGET,2025-06,REVENUE,6,2024-12-05,2024-12-31,2025-06-30,2025-07-15,2026-01-31,1098817904.88,1017423986,81393918.88,81393918.88,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-06-GROSS_PROFIT,BUDGET,2025-06,GROSS_PROFIT,6,2024-12-05,2024-12-31,2025-06-30,2025-07-15,2026-01-31,525372189.48,486455731,38916458.48,38916458.48,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-06-EBITDA_PROXY,BUDGET,2025-06,EBITDA_PROXY,6,2024-12-05,2024-12-31,2025-06-30,2025-07-15,2026-01-31,-802324764.86,-742893300.8,-59431464.06,59431464.06,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-06-CFO,BUDGET,2025-06,CFO,6,2024-12-05,2024-12-31,2025-06-30,2025-07-15,2026-01-31,-1001959518.18,-1089086432.8,87126914.62,87126914.62,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-06-WORKING_CAPITAL,BUDGET,2025-06,WORKING_CAPITAL,6,2024-12-05,2024-12-31,2025-06-30,2025-07-15,2026-01-31,2558830289.32,2781337271,-222506981.68,222506981.68,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-06-REVENUE,RF1,2025-06,REVENUE,3,2025-03-05,2025-03-31,2025-06-30,2025-07-15,2026-01-31,1068295185.3,1017423986,50871199.3,50871199.3,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-06-GROSS_PROFIT,RF1,2025-06,GROSS_PROFIT,3,2025-03-05,2025-03-31,2025-06-30,2025-07-15,2026-01-31,510778517.55,486455731,24322786.55,24322786.55,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-06-EBITDA_PROXY,RF1,2025-06,EBITDA_PROXY,3,2025-03-05,2025-03-31,2025-06-30,2025-07-15,2026-01-31,-780037965.84,-742893300.8,-37144665.04,37144665.04,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-06-CFO,RF1,2025-06,CFO,3,2025-03-05,2025-03-31,2025-06-30,2025-07-15,2026-01-31,-1034632111.16,-1089086432.8,54454321.64,54454321.64,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-06-WORKING_CAPITAL,RF1,2025-06,WORKING_CAPITAL,3,2025-03-05,2025-03-31,2025-06-30,2025-07-15,2026-01-31,2642270407.45,2781337271,-139066863.55,139066863.55,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF2-2025-06-REVENUE,RF2,2025-06,REVENUE,2,2025-04-05,2025-04-30,2025-06-30,2025-07-15,2026-01-31,1047946705.58,1017423986,30522719.58,30522719.58,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-06-GROSS_PROFIT,RF2,2025-06,GROSS_PROFIT,2,2025-04-05,2025-04-30,2025-06-30,2025-07-15,2026-01-31,501049402.93,486455731,14593671.93,14593671.93,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-06-EBITDA_PROXY,RF2,2025-06,EBITDA_PROXY,2,2025-04-05,2025-04-30,2025-06-30,2025-07-15,2026-01-31,-765180099.82,-742893300.8,-22286799.02,22286799.02,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-06-CFO,RF2,2025-06,CFO,2,2025-04-05,2025-04-30,2025-06-30,2025-07-15,2026-01-31,-1056413839.82,-1089086432.8,32672592.98,32672592.98,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-06-WORKING_CAPITAL,RF2,2025-06,WORKING_CAPITAL,2,2025-04-05,2025-04-30,2025-06-30,2025-07-15,2026-01-31,2697897152.87,2781337271,-83440118.13,83440118.13,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF3-2025-06-REVENUE,RF3,2025-06,REVENUE,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,1032685345.79,1017423986,15261359.79,15261359.79,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-06-GROSS_PROFIT,RF3,2025-06,GROSS_PROFIT,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,493752566.97,486455731,7296835.96,7296835.96,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-06-EBITDA_PROXY,RF3,2025-06,EBITDA_PROXY,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,-754036700.31,-742893300.8,-11143399.51,11143399.51,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-06-CFO,RF3,2025-06,CFO,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,-1072750136.31,-1089086432.8,16336296.49,16336296.49,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-06-WORKING_CAPITAL,RF3,2025-06,WORKING_CAPITAL,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,2739617211.94,2781337271,-41720059.07,41720059.07,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
LATEST_ESTIMATE-2025-06-REVENUE,LATEST_ESTIMATE,2025-06,REVENUE,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,1027598225.86,1017423986,10174239.86,10174239.86,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-06-GROSS_PROFIT,LATEST_ESTIMATE,2025-06,GROSS_PROFIT,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,491320288.31,486455731,4864557.31,4864557.31,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-06-EBITDA_PROXY,LATEST_ESTIMATE,2025-06,EBITDA_PROXY,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,-750322233.81,-742893300.8,-7428933.01,7428933.01,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-06-CFO,LATEST_ESTIMATE,2025-06,CFO,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,-1078195568.47,-1089086432.8,10890864.33,10890864.33,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-06-WORKING_CAPITAL,LATEST_ESTIMATE,2025-06,WORKING_CAPITAL,1,2025-05-05,2025-05-31,2025-06-30,2025-07-15,2026-01-31,2753523898.29,2781337271,-27813372.71,27813372.71,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
ACTUAL-2025-06-REVENUE,ACTUAL,2025-06,REVENUE,0,2025-06-30T23:59:00Z,2025-06-30,2025-06-30,2025-07-15,2026-01-31,1017423986,1017423986,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-06-GROSS_PROFIT,ACTUAL,2025-06,GROSS_PROFIT,0,2025-06-30T23:59:00Z,2025-06-30,2025-06-30,2025-07-15,2026-01-31,486455731,486455731,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-06-EBITDA_PROXY,ACTUAL,2025-06,EBITDA_PROXY,0,2025-06-30T23:59:00Z,2025-06-30,2025-06-30,2025-07-15,2026-01-31,-742893300.8,-742893300.8,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-06-CFO,ACTUAL,2025-06,CFO,0,2025-06-30T23:59:00Z,2025-06-30,2025-06-30,2025-07-15,2026-01-31,-1089086432.8,-1089086432.8,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-06-WORKING_CAPITAL,ACTUAL,2025-06,WORKING_CAPITAL,0,2025-06-30T23:59:00Z,2025-06-30,2025-06-30,2025-07-15,2026-01-31,2781337271,2781337271,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
BUDGET-2025-07-REVENUE,BUDGET,2025-07,REVENUE,6,2025-01-05,2025-01-31,2025-07-31,2025-08-15,2026-01-31,1107867424.68,1025803171,82064253.68,82064253.68,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-07-GROSS_PROFIT,BUDGET,2025-07,GROSS_PROFIT,6,2025-01-05,2025-01-31,2025-07-31,2025-08-15,2026-01-31,530579763.72,491277559,39302204.72,39302204.72,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-07-EBITDA_PROXY,BUDGET,2025-07,EBITDA_PROXY,6,2025-01-05,2025-01-31,2025-07-31,2025-08-15,2026-01-31,-811746259.34,-751616906.8,-60129352.54,60129352.54,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-07-CFO,BUDGET,2025-07,CFO,6,2025-01-05,2025-01-31,2025-07-31,2025-08-15,2026-01-31,-982355930.02,-1067778184.8,85422254.78,85422254.78,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-07-WORKING_CAPITAL,BUDGET,2025-07,WORKING_CAPITAL,6,2025-01-05,2025-01-31,2025-07-31,2025-08-15,2026-01-31,2808634081.44,3052863132,-244229050.56,244229050.56,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-07-REVENUE,RF1,2025-07,REVENUE,3,2025-04-05,2025-04-30,2025-07-31,2025-08-15,2026-01-31,1077093329.55,1025803171,51290158.55,51290158.55,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-07-GROSS_PROFIT,RF1,2025-07,GROSS_PROFIT,3,2025-04-05,2025-04-30,2025-07-31,2025-08-15,2026-01-31,515841436.95,491277559,24563877.95,24563877.95,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-07-EBITDA_PROXY,RF1,2025-07,EBITDA_PROXY,3,2025-04-05,2025-04-30,2025-07-31,2025-08-15,2026-01-31,-789197752.14,-751616906.8,-37580845.34,37580845.34,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-07-CFO,RF1,2025-07,CFO,3,2025-04-05,2025-04-30,2025-07-31,2025-08-15,2026-01-31,-1014389275.56,-1067778184.8,53388909.24,53388909.24,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-07-WORKING_CAPITAL,RF1,2025-07,WORKING_CAPITAL,3,2025-04-05,2025-04-30,2025-07-31,2025-08-15,2026-01-31,2900219975.4,3052863132,-152643156.6,152643156.6,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF2-2025-07-REVENUE,RF2,2025-07,REVENUE,2,2025-05-05,2025-05-31,2025-07-31,2025-08-15,2026-01-31,1056577266.13,1025803171,30774095.13,30774095.13,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-07-GROSS_PROFIT,RF2,2025-07,GROSS_PROFIT,2,2025-05-05,2025-05-31,2025-07-31,2025-08-15,2026-01-31,506015885.77,491277559,14738326.77,14738326.77,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-07-EBITDA_PROXY,RF2,2025-07,EBITDA_PROXY,2,2025-05-05,2025-05-31,2025-07-31,2025-08-15,2026-01-31,-774165414,-751616906.8,-22548507.2,22548507.2,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-07-CFO,RF2,2025-07,CFO,2,2025-05-05,2025-05-31,2025-07-31,2025-08-15,2026-01-31,-1035744839.26,-1067778184.8,32033345.54,32033345.54,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-07-WORKING_CAPITAL,RF2,2025-07,WORKING_CAPITAL,2,2025-05-05,2025-05-31,2025-07-31,2025-08-15,2026-01-31,2961277238.04,3052863132,-91585893.96,91585893.96,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
