origin_period,target_period,horizon_months,model_id,is_primary_model,training_start_period,training_end_period,seasonal_reference_period,forecast_value_vnd,actual_value_vnd,error_vnd,abs_error_vnd,evidence_class,live_accuracy_claim_allowed
2024-06,2024-12,6,SEASONAL_NAIVE_12,true,2023-07,2024-06,2023-12,1155794061,1164035766,-8241705,8241705,SIMULATED_HISTORICAL_BACKTEST,false
2024-06,2024-12,6,LINEAR_TREND_12,false,2023-07,2024-06,2023-12,1007855347.9,1164035766,-156180418.1,156180418.1,SIMULATED_HISTORICAL_BACKTEST,false
2024-06,2024-12,6,ENSEMBLE_50_50,false,2023-07,2024-06,2023-12,1081824704.45,1164035766,-82211061.55,82211061.55,SIMULATED_HISTORICAL_BACKTEST,false
2024-07,2025-01,6,SEASONAL_NAIVE_12,true,2023-08,2024-07,2024-01,1000995180,999721428,1273752,1273752,SIMULATED_HISTORICAL_BACKTEST,false
2024-07,2025-01,6,LINEAR_TREND_12,false,2023-08,2024-07,2024-01,985880560.59,999721428,-13840867.41,13840867.41,SIMULATED_HISTORICAL_BACKTEST,false
2024-07,2025-01,6,ENSEMBLE_50_50,false,2023-08,2024-07,2024-01,993437870.3,999721428,-6283557.7,6283557.7,SIMULATED_HISTORICAL_BACKTEST,false
2024-08,2025-02,6,SEASONAL_NAIVE_12,true,2023-09,2024-08,2024-02,1032986931,1025764667,7222264,7222264,SIMULATED_HISTORICAL_BACKTEST,false
2024-08,2025-02,6,LINEAR_TREND_12,false,2023-09,2024-08,2024-02,997715278.4,1025764667,-28049388.6,28049388.6,SIMULATED_HISTORICAL_BACKTEST,false
2024-08,2025-02,6,ENSEMBLE_50_50,false,2023-09,2024-08,2024-02,1015351104.7,1025764667,-10413562.3,10413562.3,SIMULATED_HISTORICAL_BACKTEST,false
2024-09,2025-03,6,SEASONAL_NAIVE_12,true,2023-10,2024-09,2024-03,1063477989,1063800710,-322721,322721,SIMULATED_HISTORICAL_BACKTEST,false
2024-09,2025-03,6,LINEAR_TREND_12,false,2023-10,2024-09,2024-03,1033200791.32,1063800710,-30599918.68,30599918.68,SIMULATED_HISTORICAL_BACKTEST,false
2024-09,2025-03,6,ENSEMBLE_50_50,false,2023-10,2024-09,2024-03,1048339390.16,1063800710,-15461319.84,15461319.84,SIMULATED_HISTORICAL_BACKTEST,false
2024-10,2025-04,6,SEASONAL_NAIVE_12,true,2023-11,2024-10,2024-04,1084675851,1033589497,51086354,51086354,SIMULATED_HISTORICAL_BACKTEST,false
2024-10,2025-04,6,LINEAR_TREND_12,false,2023-11,2024-10,2024-04,963873682.67,1033589497,-69715814.33,69715814.33,SIMULATED_HISTORICAL_BACKTEST,false
2024-10,2025-04,6,ENSEMBLE_50_50,false,2023-11,2024-10,2024-04,1024274766.84,1033589497,-9314730.16,9314730.16,SIMULATED_HISTORICAL_BACKTEST,false
2024-11,2025-05,6,SEASONAL_NAIVE_12,true,2023-12,2024-11,2024-05,966146936,986031338,-19884402,19884402,SIMULATED_HISTORICAL_BACKTEST,false
2024-11,2025-05,6,LINEAR_TREND_12,false,2023-12,2024-11,2024-05,1043348136.38,986031338,57316798.38,57316798.38,SIMULATED_HISTORICAL_BACKTEST,false
2024-11,2025-05,6,ENSEMBLE_50_50,false,2023-12,2024-11,2024-05,1004747536.19,986031338,18716198.19,18716198.19,SIMULATED_HISTORICAL_BACKTEST,false
2024-12,2025-06,6,SEASONAL_NAIVE_12,true,2024-01,2024-12,2024-06,1011340397,1017423986,-6083589,6083589,SIMULATED_HISTORICAL_BACKTEST,false
2024-12,2025-06,6,LINEAR_TREND_12,false,2024-01,2024-12,2024-06,1149053757.01,1017423986,131629771.01,131629771.01,SIMULATED_HISTORICAL_BACKTEST,false
2024-12,2025-06,6,ENSEMBLE_50_50,false,2024-01,2024-12,2024-06,1080197077,1017423986,62773091,62773091,SIMULATED_HISTORICAL_BACKTEST,false
2025-01,2025-07,6,SEASONAL_NAIVE_12,true,2024-02,2025-01,2024-07,1026133264,1025803171,330093,330093,SIMULATED_HISTORICAL_BACKTEST,false
2025-01,2025-07,6,LINEAR_TREND_12,false,2024-02,2025-01,2024-07,1099708535.89,1025803171,73905364.89,73905364.89,SIMULATED_HISTORICAL_BACKTEST,false
2025-01,2025-07,6,ENSEMBLE_50_50,false,2024-02,2025-01,2024-07,1062920899.94,1025803171,37117728.94,37117728.94,SIMULATED_HISTORICAL_BACKTEST,false
2025-02,2025-08,6,SEASONAL_NAIVE_12,true,2024-03,2025-02,2024-08,1073884223,1057290047,16594176,16594176,SIMULATED_HISTORICAL_BACKTEST,false
2025-02,2025-08,6,LINEAR_TREND_12,false,2024-03,2025-02,2024-08,1078212125.72,1057290047,20922078.72,20922078.72,SIMULATED_HISTORICAL_BACKTEST,false
2025-02,2025-08,6,ENSEMBLE_50_50,false,2024-03,2025-02,2024-08,1076048174.36,1057290047,18758127.36,18758127.36,SIMULATED_HISTORICAL_BACKTEST,false
2025-03,2025-09,6,SEASONAL_NAIVE_12,true,2024-04,2025-03,2024-09,1081822266,1106321884,-24499618,24499618,SIMULATED_HISTORICAL_BACKTEST,false
2025-03,2025-09,6,LINEAR_TREND_12,false,2024-04,2025-03,2024-09,1090687417.75,1106321884,-15634466.25,15634466.25,SIMULATED_HISTORICAL_BACKTEST,false
2025-03,2025-09,6,ENSEMBLE_50_50,false,2024-04,2025-03,2024-09,1086254841.87,1106321884,-20067042.13,20067042.13,SIMULATED_HISTORICAL_BACKTEST,false
2025-04,2025-10,6,SEASONAL_NAIVE_12,true,2024-05,2025-04,2024-10,976820065,987728768,-10908703,10908703,SIMULATED_HISTORICAL_BACKTEST,false
2025-04,2025-10,6,LINEAR_TREND_12,false,2024-05,2025-04,2024-10,1096570715.79,987728768,108841947.79,108841947.79,SIMULATED_HISTORICAL_BACKTEST,false
2025-04,2025-10,6,ENSEMBLE_50_50,false,2024-05,2025-04,2024-10,1036695390.39,987728768,48966622.39,48966622.39,SIMULATED_HISTORICAL_BACKTEST,false
2025-05,2025-11,6,SEASONAL_NAIVE_12,true,2024-06,2025-05,2024-11,1134894851,1130579697,4315154,4315154,SIMULATED_HISTORICAL_BACKTEST,false
2025-05,2025-11,6,LINEAR_TREND_12,false,2024-06,2025-05,2024-11,1029482950.61,1130579697,-101096746.39,101096746.39,SIMULATED_HISTORICAL_BACKTEST,false
2025-05,2025-11,6,ENSEMBLE_50_50,false,2024-06,2025-05,2024-11,1082188900.81,1130579697,-48390796.19,48390796.19,SIMULATED_HISTORICAL_BACKTEST,false
2025-06,2025-12,6,SEASONAL_NAIVE_12,true,2024-07,2025-06,2024-12,1164035766,1137824228,26211538,26211538,SIMULATED_HISTORICAL_BACKTEST,false
2025-06,2025-12,6,LINEAR_TREND_12,false,2024-07,2025-06,2024-12,997155086.73,1137824228,-140669141.27,140669141.27,SIMULATED_HISTORICAL_BACKTEST,false
2025-06,2025-12,6,ENSEMBLE_50_50,false,2024-07,2025-06,2024-12,1080595426.36,1137824228,-57228801.64,57228801.64,SIMULATED_HISTORICAL_BACKTEST,false
