draw_id,revenue_vnd_bn,ebitda_proxy_vnd_bn,ebitda_margin_pct,ccc_days,revenue_shock,margin_shock,ccc_shock,cost_inflation_shock
1424,88.5303,15.3194,17.3041,49.3065,2.0055,0.9251,-0.6667,-0.0133
1425,87.0579,15.5464,17.8575,57.4477,1.5147,1.3164,0.4424,0.1754
1426,81.7237,14.7434,18.0405,62.5567,-0.2634,0.9156,1.4953,-0.9551
1427,79.0457,12.1931,15.4254,59.8244,-1.156,0.4422,0.4753,1.2487
1428,82.413,13.1326,15.9351,52.7481,-0.0336,0.3859,-0.3174,0.485
1429,81.8365,11.3564,13.877,66.3162,-0.2258,-0.5318,1.4758,0.9927
1430,83.6632,13.6536,16.3197,49.138,0.3831,0.5923,-0.8284,0.4686
1431,83.2078,12.5618,15.0969,53.4336,0.2313,-0.0332,-0.2494,0.5898
1432,82.3771,13.1884,16.0098,63.5068,-0.0456,0.3252,1.2853,0.2549
1433,84.9331,12.0446,14.1812,57.1044,0.8064,-0.7272,0.3941,0.1728
1434,82.0788,13.4259,16.3573,45.7087,-0.145,0.7738,-1.4216,0.8299
1435,81.0878,14.266,17.5933,49.1298,-0.4753,1.1919,-0.7602,0.2255
1436,81.8407,12.0802,14.7606,69.6395,-0.2244,-0.3726,2.1638,0.2463
1437,84.7354,11.6955,13.8023,65.5779,0.7405,-0.476,1.3078,1.2116
1438,82.8031,11.5789,13.9836,49.5364,0.0964,-0.1849,-1.1062,1.64
1439,78.8391,9.5283,12.0858,73.0644,-1.2249,-1.3537,2.3285,1.3825
1440,82.2003,12.1439,14.7736,49.9633,-0.1045,-0.5326,-0.5395,-0.1299
1441,83.8545,12.1861,14.5324,58.0128,0.4469,-0.3792,0.4256,0.5168
1442,80.57,11.3446,14.0804,70.9417,-0.6479,-0.5443,2.2173,0.7103
1443,85.4287,13.6892,16.0241,48.5158,0.9716,0.2779,-0.8208,0.1308
1444,84.1734,14.5196,17.2496,55.7359,0.5532,0.7736,0.3297,-0.286
1445,82.306,14.3046,17.3798,57.2246,-0.0693,0.2142,0.9485,-1.7073
1446,80.9499,11.819,14.6004,52.5062,-0.5213,-0.3873,-0.3316,0.4137
1447,81.7522,9.5323,11.6599,66.7948,-0.2539,-1.6591,1.4771,1.2276
1448,82.2747,10.6515,12.9463,49.0821,-0.0797,-1.4105,-0.7537,0.179
1449,77.509,11.8662,15.3094,54.6368,-1.6683,-0.4484,0.2653,-0.6103
1450,79.9581,12.4809,15.6093,56.0215,-0.8519,0.4491,-0.0067,1.0343
1451,86.2324,17.6876,20.5116,44.2043,1.2395,1.4978,-0.6182,-2.734
1452,81.6856,12.5935,15.417,47.5923,-0.2761,-0.467,-0.6907,-0.7864
1453,83.9174,14.935,17.7973,49.8324,0.4679,1.0301,-0.483,-0.3934
1454,78.8145,12.8076,16.2503,67.5346,-1.2331,0.8128,1.6331,1.0514
1455,82.2793,13.5676,16.4897,47.2958,-0.0782,0.6308,-1.0556,0.3426
1456,82.0832,16.4956,20.0962,55.3999,-0.1435,2.1199,0.4329,-0.8151
1457,87.5888,16.9226,19.3205,43.2057,1.6917,1.1039,-0.9331,-2.1315
1458,81.1856,7.1048,8.7514,73.8873,-0.4427,-2.3806,1.9153,3.24
1459,80.8747,11.6957,14.4615,60.4,-0.5464,-0.8982,1.075,-0.5624
1460,85.4278,15.8174,18.5155,53.0162,0.9713,1.2647,0.0775,-0.7633
1461,79.6698,14.7071,18.46,44.1069,-0.948,0.3941,-0.6554,-2.6528
1462,78.667,12.2747,15.6034,44.1204,-1.2823,-0.0954,-1.359,-0.1834
1463,79.8764,11.9334,14.9398,60.2781,-0.8791,-0.087,0.7069,0.6649
1464,82.6581,11.8529,14.3397,46.4236,0.0481,-0.7161,-1.0823,-0.0003
1465,81.6563,14.6802,17.978,44.0814,-0.2858,1.3035,-1.4158,-0.0041
1466,80.3134,13.331,16.5987,51.7246,-0.7335,0.2904,-0.1652,-0.5595
1467,80.7094,12.317,15.261,59.8088,-0.6015,-0.0733,0.7457,0.2943
1468,80.1484,15.0982,18.8378,46.7327,-0.7885,1.2824,-0.7164,-1.1263
1469,83.5162,11.472,13.7362,62.7508,0.3341,-0.6946,1.0209,0.8023
1470,86.6639,14.5449,16.7831,37.294,1.3834,0.2556,-2.1385,-0.8684
1471,77.9151,13.112,16.8286,55.2006,-1.5329,1.0185,-0.0546,0.7915
1472,82.8649,12.3847,14.9456,64.068,0.117,0.203,1.064,1.3101
1473,87.4726,15.9088,18.1871,61.1346,1.6529,1.584,0.9148,0.3657
1474,82.0724,12.5418,15.2814,47.367,-0.1471,-0.7734,-0.5743,-1.3065
1475,85.9813,15.4942,18.0204,45.3436,1.1558,1.0952,-1.0864,-0.5258
1476,82.0219,10.9018,13.2913,60.4237,-0.164,-0.766,0.5755,1.1978
1477,80.2714,11.6171,14.4722,57.7336,-0.7475,-0.0947,0.1813,1.2321
1478,84.17,13.1941,15.6756,49.1006,0.5521,-0.5598,-0.3232,-1.3185
1479,85.7422,15.3824,17.9403,39.5657,1.0761,0.5829,-1.6111,-1.5782
1480,85.6015,15.4425,18.04,63.0354,1.0292,1.4807,1.2002,0.317
1481,78.5998,12.1596,15.4702,60.037,-1.3047,-0.1609,0.9093,-0.1642
1482,80.1571,13.0468,16.2765,69.0344,-0.7856,0.3743,2.1386,0.0321
1483,82.7068,13.0449,15.7724,46.369,0.0643,0.4521,-1.3294,0.8373
1484,83.8791,13.188,15.7226,51.2095,0.4551,0.1698,-0.4742,0.2644
1485,87.3923,13.3148,15.2357,54.4161,1.6262,-0.0304,-0.0613,0.4225
1486,78.7843,14.0851,17.878,63.4249,-1.2432,0.8644,1.5942,-0.8672
1487,85.1653,10.293,12.086,62.2313,0.8838,-1.4112,0.8179,1.2529
1488,80.1094,12.4633,15.5579,43.0051,-0.8015,-0.4538,-1.3042,-0.9328
1489,85.039,11.8037,13.8804,42.6132,0.8417,-0.8763,-1.6876,0.2133
1490,83.6802,14.8357,17.729,38.8169,0.3888,0.6778,-1.8545,-1.1008
1491,85.8131,17.3895,20.2644,46.7474,1.0998,1.5998,-0.4088,-2.1954
1492,83.9283,13.1527,15.6714,55.6161,0.4715,0.0798,0.1949,0.1259
1493,78.1518,9.7259,12.4448,48.6031,-1.454,-1.4114,-1.0006,0.8038
1494,81.3342,8.8715,10.9075,63.5453,-0.3932,-1.7005,0.7708,2.0749
1495,82.5836,13.8399,16.7587,53.3245,0.0233,0.1509,0.2102,-1.0734
1496,87.2297,15.4948,17.7633,53.9237,1.572,1.2473,-0.0503,0.1379
1497,81.068,11.9128,14.6948,72.1455,-0.4819,-0.1073,2.3278,0.9256
1498,76.9869,11.1104,14.4316,72.9484,-1.8423,-0.5284,2.6192,0.3071
1499,83.2614,13.2831,15.9535,54.4571,0.2492,0.3224,-0.0258,0.319
1500,84.7709,13.4754,15.8963,59.7356,0.7524,0.0708,0.8695,-0.1756
1501,84.1286,12.7402,15.1437,42.7729,0.5383,0.1244,-1.857,0.8858
1502,84.3143,17.224,20.4283,52.927,0.6002,2.1879,0.1545,-1.0771
1503,82.7193,12.4573,15.0597,53.0881,0.0685,0.0641,-0.3746,0.8551
1504,80.2508,11.1859,13.9386,62.7485,-0.7543,-1.182,1.4062,-0.5474
1505,88.0497,14.3821,16.3341,56.214,1.8453,0.3454,0.3463,-0.1049
1506,86.1962,14.1599,16.4276,48.709,1.2275,0.6179,-0.8676,0.3912
1507,82.5016,16.4223,19.9054,43.8235,-0.0041,1.5661,-0.9331,-1.8224
1508,79.8087,11.413,14.3004,67.0644,-0.9017,-0.2407,1.5468,1.1183
1509,76.4438,11.9068,15.5759,58.9098,-2.0233,0.1556,0.5826,0.4157
1510,82.2352,14.1881,17.2531,49.6184,-0.0929,0.3847,-0.293,-1.1653
1511,80.2266,10.7742,13.4297,50.5226,-0.7624,-1.0044,-0.6363,0.4884
1512,83.4734,13.142,15.7439,60.6076,0.3199,0.6429,0.5719,1.3023
1513,83.6391,12.4188,14.848,66.5038,0.3751,-0.228,1.6541,0.4625
1514,81.5489,11.6852,14.3291,46.0699,-0.3216,-0.9286,-0.9999,-0.4653
1515,79.4499,9.7404,12.2598,62.1413,-1.0213,-1.1902,0.7251,1.5329
1516,81.5193,14.2394,17.4675,42.7795,-0.3315,0.5297,-1.2867,-1.107
1517,86.6437,14.1455,16.3261,58.0727,1.3766,0.3232,0.6232,-0.1449
1518,81.3091,11.0347,13.5713,58.7221,-0.4016,-0.6344,0.3478,1.1439
1519,85.7545,13.772,16.0599,54.8702,1.0802,0.2218,0.1358,-0.0402
1520,88.087,13.5441,15.3758,58.6833,1.8577,0.0044,0.576,0.3256
1521,86.2773,15.1555,17.5661,37.7494,1.2545,0.6169,-2.0261,-1.0341
1522,85.3019,11.7467,13.7707,57.3631,0.9294,-1.0241,0.4753,0.0179
1523,80.4267,10.0597,12.508,50.0088,-0.6957,-1.4089,-0.7789,0.7304
1524,81.895,14.7985,18.0701,44.166,-0.2063,0.9961,-1.1732,-0.8108
1525,85.6464,15.5243,18.126,39.3313,1.0442,1.038,-1.8708,-0.7866
1526,85.2648,16.2522,19.0608,42.8144,0.917,1.7272,-1.4824,-0.4043
1527,82.5437,13.4589,16.3051,61.1068,0.01,-0.0285,1.2753,-0.9101
1528,79.6888,11.8743,14.9008,60.9342,-0.9417,-0.0323,0.7515,0.8367
1529,83.1188,13.6221,16.3887,38.5564,0.2017,-0.0616,-1.8951,-1.089
1530,83.5544,14.0365,16.7992,55.8945,0.3469,0.2825,0.5072,-0.828
1531,82.5636,11.0889,13.4307,63.7418,0.0166,-0.6039,0.995,1.3883
1532,88.9482,14.8733,16.7213,44.6763,2.1448,0.6116,-1.3348,0.01
1533,78.5318,12.1059,15.4153,48.151,-1.3273,-0.1767,-0.7981,-0.1312
1534,84.0851,15.7935,18.7828,54.9867,0.5238,1.4352,0.3449,-0.7139
1535,85.7372,11.3906,13.2854,59.9485,1.0745,-0.7173,0.4741,1.3149
1536,80.0458,13.645,17.0465,47.9256,-0.8227,0.5719,-0.729,-0.4858
1537,88.032,11.1198,12.6315,54.0992,1.8394,-1.1752,-0.3007,1.102
1538,79.2584,14.6414,18.473,64.276,-1.0851,1.1507,1.7442,-0.9668
1539,84.9165,12.3105,14.4972,61.7871,0.8009,-0.3468,0.9314,0.6337
1540,83.6282,13.8667,16.5813,51.7553,0.3715,0.3026,-0.1748,-0.5104
1541,82.7472,12.3931,14.977,60.1012,0.0778,-0.0224,0.6534,0.7638
1542,82.9886,13.242,15.9565,50.4453,0.1583,0.2555,-0.5549,0.1649
1543,84.0958,14.8842,17.6991,46.838,0.5273,0.6397,-0.6948,-1.149
1544,84.6626,11.3009,13.3481,51.7851,0.7163,-1.2481,-0.3285,0.0422
1545,84.493,15.3954,18.2209,50.5446,0.6597,1.0875,-0.2668,-0.7939
1546,83.005,11.5862,13.9585,46.0909,0.1637,-0.5119,-1.3972,0.9356
1547,83.6989,16.9968,20.3071,56.6959,0.395,2.1549,0.6708,-0.9998
1548,79.6459,13.6366,17.1215,57.4391,-0.956,0.9888,0.3889,0.3583
1549,81.3645,14.0538,17.2726,55.1949,-0.3831,1.0708,0.0696,0.354
1550,81.7263,13.3348,16.3164,64.4892,-0.2625,0.1824,1.6269,-0.4496
1551,85.5619,13.4635,15.7354,52.475,1.016,-0.0172,-0.1686,-0.1725
1552,81.4001,12.9093,15.8591,51.0668,-0.3712,0.2798,-0.5165,0.3413
1553,85.7156,15.9364,18.5922,52.7182,1.0673,1.449,-0.0561,-0.4444
1554,83.5612,11.0597,13.2354,62.2032,0.3491,-0.7152,0.777,1.3821
1555,87.9915,18.5832,21.1193,40.9469,1.8259,2.0048,-1.1925,-2.3528
1556,78.9328,11.1899,14.1765,52.3108,-1.1937,-0.9277,-0.1635,-0.2724
1557,85.9096,14.3624,16.7181,57.2415,1.1319,0.5402,0.505,-0.1466
1558,87.1958,12.5713,14.4173,61.221,1.5607,-0.5387,0.9453,0.3019
1559,81.8971,14.1186,17.2394,47.3655,-0.2056,0.7312,-0.8425,-0.3686
1560,81.6893,13.2809,16.2578,53.916,-0.2748,0.3916,-0.039,0.0944
1561,84.8503,14.5077,17.098,55.5356,0.7788,1.0346,0.0791,0.4909
1562,82.8541,11.9138,14.3793,62.0388,0.1134,-0.5753,1.0721,0.2671
1563,82.5262,13.4197,16.2612,53.3564,0.0041,0.5032,-0.1895,0.3413
1564,84.1049,14.5317,17.278,40.0655,0.5304,1.0918,-2.1034,0.3945
1565,83.9086,12.5307,14.9337,45.6039,0.4649,-0.3501,-1.2225,0.0807
1566,79.0566,12.133,15.3473,70.3719,-1.1524,0.0271,2.221,0.4123
1567,84.8056,11.6264,13.7095,60.2847,0.7639,-0.8085,0.7322,0.5795
1568,81.2976,11.2517,13.8401,62.1246,-0.4054,-0.7636,1.0129,0.5172
1569,83.1977,14.6988,17.6673,49.3392,0.228,1.1636,-0.6857,0.0694
1570,86.9001,14.2333,16.379,43.6097,1.4621,0.2313,-1.365,-0.4177
1571,84.5299,13.3737,15.8213,53.2978,0.672,0.5747,-0.4009,1.052
1572,82.3198,9.8194,11.9284,48.0612,-0.0647,-1.6849,-1.0867,0.8341
1573,86.1323,15.11,17.5428,50.5239,1.2062,0.9375,-0.4156,-0.2836
1574,85.4195,10.3794,12.1511,55.3962,0.9686,-1.3962,-0.1449,1.2051
1575,82.497,14.3399,17.3823,49.1949,-0.0056,0.7859,-0.5653,-0.4242
1576,86.1389,14.9273,17.3293,42.1031,1.2084,0.939,-1.6957,-0.0134
1577,80.8091,13.7415,17.0049,45.1571,-0.5682,0.6642,-1.1986,-0.2263
1578,80.6548,11.1025,13.7654,57.2917,-0.6197,-0.6016,0.1917,0.975
1579,79.6805,9.4317,11.837,50.2879,-0.9444,-2.2003,-0.4699,-0.2113
1580,80.5387,11.1836,13.8861,52.4798,-0.6584,-0.6916,-0.3949,0.6219
1581,81.4065,14.6572,18.005,46.4366,-0.3691,0.7074,-0.6865,-1.3791
1582,89.2799,13.7236,15.3715,40.2008,2.2554,-0.0461,-2.0334,0.2174
1583,83.1118,13.7386,16.5303,50.827,0.1993,-0.2181,0.009,-1.6181
1584,81.1708,14.0809,17.3472,50.2182,-0.4477,0.6979,-0.3751,-0.5782
1585,78.5824,11.9282,15.1792,49.5551,-1.3105,-0.384,-0.5486,-0.3025
1586,87.8088,15.2827,17.4045,42.8688,1.765,0.6954,-1.4029,-0.6554
1587,83.8389,9.0688,10.8169,61.5427,0.4417,-1.7274,0.4696,2.1277
1588,80.9106,10.0646,12.4392,69.7688,-0.5344,-1.4968,2.0759,0.6188
1589,77.661,9.0773,11.6883,63.9283,-1.6176,-0.7836,0.5149,3.162
1590,81.8126,12.0856,14.7723,51.1051,-0.2337,-0.1749,-0.6068,0.6764
1591,83.3238,12.9209,15.5068,54.7498,0.27,0.1962,-0.0625,0.5935
1592,88.0633,17.8514,20.2711,44.1577,1.8498,1.8381,-0.9296,-1.6676
1593,82.0321,15.6211,19.0427,51.7196,-0.1606,1.3493,0.0262,-1.232
1594,82.4519,13.5002,16.3734,51.5468,-0.0206,0.1112,-0.1559,-0.6809
1595,82.7942,12.9672,15.662,52.4224,0.0935,-0.3248,-0.0046,-0.7727
1596,80.8832,11.1875,13.8316,61.0144,-0.5435,-0.6207,0.7594,0.8494
1597,83.8151,14.7341,17.5792,50.6291,0.4338,0.7862,-0.2902,-0.6697
1598,80.9488,13.3453,16.4861,52.3774,-0.5217,0.8287,-0.4582,0.7924
1599,82.9407,14.8178,17.8655,53.9586,0.1423,0.9914,0.1558,-0.5659
1600,79.796,11.3766,14.2571,56.317,-0.9059,-0.6293,0.2458,0.2982
1601,83.9615,13.1036,15.6067,57.4729,0.4826,0.4172,0.2202,0.9658
1602,85.4235,17.5045,20.4914,51.8422,0.9699,1.9941,0.1466,-1.592
1603,85.0331,14.4383,16.9796,49.7572,0.8398,0.697,-0.5716,-0.1207
1604,82.5291,11.9888,14.5267,61.5773,0.0051,-0.1781,0.8035,0.9764
1605,81.9984,12.6717,15.4536,48.8702,-0.1718,-0.4038,-0.5357,-0.69
1606,81.7801,14.216,17.3832,51.5329,-0.2446,1.2547,-0.5323,0.6296
1607,84.9928,13.3935,15.7584,51.5093,0.8263,0.3012,-0.503,0.5151
1608,75.7345,11.4442,15.1109,54.6354,-2.2598,-0.4005,0.1634,-0.2544
1609,83.6587,12.6584,15.1311,46.2124,0.3816,-0.0463,-1.2604,0.5175
1610,81.2421,13.8744,17.0779,63.1501,-0.4239,0.8491,1.279,0.0986
1611,82.8097,13.4905,16.2909,55.9166,0.0986,0.8127,-0.012,1.0005
1612,80.5293,12.5846,15.6273,51.8234,-0.6615,0.0383,-0.3359,0.0875
1613,81.9841,11.4938,14.0196,47.8844,-0.1766,-1.4201,-0.5353,-1.1841
1614,80.5945,13.3534,16.5687,54.8512,-0.6398,0.3297,0.2454,-0.4335
1615,81.8645,13.0005,15.8805,39.2945,-0.2164,-0.0555,-1.9751,-0.4399
1616,81.8428,11.4004,13.9296,53.9213,-0.2237,-1.1089,0.0949,-0.3717
1617,81.1853,10.0272,12.351,63.6583,-0.4428,-1.4029,1.1112,0.9401
1618,81.5834,13.6276,16.7039,54.2403,-0.3101,0.3881,0.1689,-0.4711
1619,82.4325,15.7657,19.1256,58.1105,-0.0271,2.1515,0.4531,0.4693
1620,77.5463,10.1867,13.1362,72.8329,-1.6558,-0.7907,2.3087,1.3361
1621,82.138,16.7842,20.4341,41.0328,-0.1253,2.4108,-1.6859,-0.583
1622,82.2576,11.3228,13.765,45.3881,-0.0854,-1.0372,-1.229,-0.0045
1623,84.2439,11.7106,13.9009,38.4937,0.5767,-0.5289,-2.4921,0.9694
1624,82.0749,13.6407,16.6198,52.0606,-0.1463,1.0079,-0.5709,1.0285
1625,82.7528,11.9514,14.4423,57.524,0.0797,-0.3561,0.3087,0.6814
1626,80.5494,9.81,12.1789,63.6163,-0.6548,-1.0087,0.7902,2.0423
1627,83.6443,12.9914,15.5317,70.0298,0.3768,-0.1854,2.3746,-0.2963
1628,86.6551,11.2385,12.9692,56.6542,1.3804,-0.9386,0.0328,1.2122
1629,77.7344,11.3031,14.5406,60.6334,-1.5931,-0.4586,0.854,0.3277
1630,82.6762,13.3623,16.1622,59.6518,0.0541,0.6411,0.5859,0.7752
1631,82.208,10.4156,12.6699,67.2658,-0.1019,-1.5599,1.8413,0.1883
1632,80.3393,13.0418,16.2335,49.4446,-0.7248,0.425,-0.7079,0.1999
1633,84.905,13.485,15.8825,46.3022,0.7971,0.074,-1.0565,-0.1511
1634,82.4014,10.4948,12.7362,54.7427,-0.0375,-1.1956,-0.1582,0.9251
1635,81.1638,11.7049,14.4213,48.1359,-0.45,-0.5315,-0.9271,0.3129
1636,80.2415,12.1842,15.1845,49.9029,-0.7574,-0.2681,-0.5715,-0.0483
1637,76.3349,11.3824,14.9112,61.3378,-2.0596,-0.6192,1.1901,-0.4966
1638,75.9605,8.3,10.9267,67.2436,-2.1844,-1.888,1.4265,1.629
1639,83.7583,12.0776,14.4196,54.8089,0.4148,-0.4976,0.0037,0.3914
1640,83.3794,11.59,13.9003,41.6887,0.2885,-1.2214,-1.5908,-0.5879
1641,78.8673,10.4934,13.3051,62.7357,-1.2155,-0.7951,0.9294,1.1151
1642,83.5109,10.4519,12.5156,59.6812,0.3324,-0.9013,0.2793,1.863
1643,84.8603,14.072,16.5825,45.9639,0.7822,0.4994,-1.1283,-0.0691
1644,81.7664,12.5289,15.3228,59.8216,-0.2491,0.34,0.5039,1.1471
1645,86.4673,12.707,14.6957,49.4666,1.3178,-0.186,-0.8612,0.7474
1646,81.5802,11.5521,14.1605,51.1205,-0.3112,-0.8236,-0.4062,-0.0182
1647,84.7018,15.8692,18.7354,61.9003,0.7293,1.1241,1.5156,-1.3545
1648,82.3395,13.1748,16.0005,61.3516,-0.0581,0.2273,1.037,0.0462
1649,82.4055,13.7346,16.6671,49.855,-0.0361,0.4034,-0.4805,-0.3908
1650,80.9235,14.356,17.7402,45.3242,-0.5301,1.3044,-1.3238,0.2953
1651,81.8649,13.1199,16.0263,55.6144,-0.2163,0.1263,0.2916,-0.2133
1652,86.2887,16.528,19.1543,42.2887,1.2583,1.1728,-1.1678,-1.7685
1653,81.2227,13.8289,17.0259,59.141,-0.4304,0.5092,0.9062,-0.6011
1654,76.931,11.0134,14.3159,65.0661,-1.8609,-0.553,1.4676,0.3964
1655,82.5773,13.8245,16.7413,52.4563,0.0212,-0.2953,0.3667,-2.0554
1656,86.9531,14.9453,17.1878,58.0509,1.4798,1.0491,0.4612,0.4113
1657,87.7393,16.3709,18.6586,43.0954,1.7418,0.836,-1.013,-1.9068
1658,83.9827,14.297,17.0237,54.6916,0.4896,0.1792,0.4819,-1.3409
1659,79.8489,11.4503,14.3399,57.7551,-0.8883,-1.1261,0.8002,-0.9233
1660,82.4413,13.0282,15.803,49.5614,-0.0242,-0.3951,-0.3178,-1.1072
1661,82.7313,11.7525,14.2056,49.5187,0.0725,-1.0968,-0.4432,-0.6893
1662,83.7192,12.173,14.5403,56.7568,0.4018,-0.6959,0.4526,-0.2057
1663,74.7438,10.1642,13.5988,60.9835,-2.59,-0.7713,0.7686,0.8016
1664,83.7468,11.286,13.4763,50.2189,0.411,-0.84,-0.7688,0.8002
1665,78.8162,9.9669,12.6457,53.3524,-1.2325,-1.0812,-0.4627,1.2958
1666,84.9692,11.0935,13.0558,46.1881,0.8185,-1.0723,-1.3454,0.8031
1667,81.5991,12.3916,15.1859,58.1681,-0.3049,-0.2819,0.6186,-0.0811
1668,82.1717,13.1211,15.9679,65.1829,-0.114,0.4735,1.4144,0.6411
1669,85.6874,13.9156,16.2399,64.5257,1.0579,0.761,1.2329,0.9478
1670,83.3723,11.0799,13.2897,69.3661,0.2862,-1.3117,2.2032,-0.0281
1671,81.5895,15.7775,19.3377,48.3332,-0.3081,1.4279,-0.4027,-1.4239
1672,80.2337,12.9629,16.1565,58.7787,-0.76,0.4529,0.5801,0.359
1673,85.4432,15.7149,18.3922,48.2204,0.9765,0.9327,-0.4382,-1.356
1674,80.1717,11.5721,14.4341,51.249,-0.7807,-0.6367,-0.4102,0.0603
1675,76.3606,14.7205,19.2776,50.9172,-2.0511,1.4991,-0.1008,-1.1886
1676,86.9324,12.7087,14.6191,58.2213,1.4729,-0.9809,0.8731,-0.9453
1677,83.7269,11.6011,13.8558,43.1146,0.4044,-1.1327,-1.4599,-0.333
1678,79.3106,14.657,18.4804,48.2257,-1.0677,1.5006,-0.771,-0.1888
1679,83.01,14.5713,17.5537,61.7962,0.1654,0.7093,1.3454,-0.8108
1680,84.2241,15.7534,18.7042,37.0013,0.5701,1.2579,-2.1385,-1.0145
1681,83.9015,13.0664,15.5735,49.3381,0.4626,-0.1633,-0.5806,-0.2988
1682,88.6243,13.4978,15.2303,54.9827,2.0368,0.0262,-0.0186,0.5565
1683,86.8367,17.5198,20.1756,39.2539,1.441,1.9674,-1.7474,-1.2572
1684,79.2151,12.8504,16.2221,52.194,-1.0996,-0.0515,-0.0128,-0.8581
1685,80.6926,11.5594,14.3253,56.5962,-0.6071,-0.4452,0.1917,0.6271
1686,82.9398,13.5493,16.3363,49.661,0.142,0.3016,-0.561,-0.2062
1687,82.1052,14.8429,18.078,46.0829,-0.1362,0.9172,-0.8458,-0.9983
1688,83.3791,15.5579,18.6592,63.2223,0.2884,1.7258,1.2905,0.0944
1689,84.773,15.7205,18.5442,48.2014,0.7531,1.5078,-0.7563,-0.2522
1690,83.5817,15.3473,18.362,48.007,0.356,1.0363,-0.5461,-1.0852
1691,77.0018,11.4628,14.8864,57.575,-1.8373,-0.9219,0.8384,-1.1468
1692,84.0923,12.0308,14.3066,65.0813,0.5262,-0.6613,1.5361,0.1642
1693,77.4313,13.0135,16.8065,54.9491,-1.6942,0.6433,0.1428,-0.0253
1694,82.8643,10.3398,12.478,57.3071,0.1168,-0.5915,-0.2724,2.6071
1695,85.6139,10.9258,12.7617,61.3311,1.0334,-1.3144,0.8685,0.6259
1696,80.3785,10.05,12.5033,57.3731,-0.7118,-1.3148,0.211,0.9481
1697,78.4634,12.8816,16.4173,59.3756,-1.3501,0.641,0.6376,0.4561
1698,75.9302,10.0722,13.265,58.5863,-2.1945,-0.9421,0.4168,0.8345
1699,83.8915,11.5623,13.7824,55.9125,0.4592,-0.5177,-0.0533,1.1427
1700,87.0986,15.587,17.8958,44.0484,1.5283,1.5095,-1.5822,0.562
1701,82.7814,15.1402,18.2894,51.3878,0.0892,0.9337,-0.0231,-1.2254
1702,84.6916,16.0367,18.9354,38.8611,0.7259,0.5575,-1.34,-2.8793
1703,80.3151,13.8343,17.225,54.5358,-0.7329,0.9556,0.0325,0.1543
1704,80.464,11.8731,14.7558,51.8302,-0.6833,-0.563,-0.2597,-0.176
1705,81.769,16.7385,20.4705,49.7094,-0.2483,2.3132,-0.3707,-0.848
1706,77.819,10.2467,13.1673,60.2714,-1.5649,-1.0103,0.6664,0.8033
1707,87.1359,13.5046,15.4983,56.1082,1.5407,0.2494,0.0944,0.7237
1708,81.6132,11.6748,14.3051,55.925,-0.3002,-0.3989,0.0588,0.7567
1709,84.2665,11.6351,13.8075,56.9684,0.5842,-0.9402,0.3782,0.1606
1710,80.3094,10.3323,12.8657,63.0774,-0.7348,-0.8849,0.879,1.4623
1711,81.5676,11.1344,13.6505,58.2982,-0.3154,-1.0755,0.599,0.0525
1712,83.3623,15.5517,18.6556,52.8442,0.2828,1.2934,0.0846,-0.8739
1713,79.0172,11.3312,14.3402,48.3709,-1.1655,-0.4289,-0.9885,0.6451
1714,83.0766,15.4538,18.6019,55.295,0.1876,1.2274,0.4579,-0.9553
1715,86.6413,13.7307,15.8477,40.249,1.3758,-0.5255,-1.5483,-1.4566
1716,84.058,12.4921,14.8613,57.4223,0.5147,-0.3719,0.454,0.1222
1717,83.8535,15.6738,18.6919,48.2582,0.4466,1.0567,-0.4054,-1.4518
1718,85.0775,12.3811,14.5527,51.5768,0.8546,-0.5257,-0.3924,0.1618
1719,81.4165,10.983,13.4898,53.3865,-0.3658,-0.9757,-0.2242,0.4779
1720,75.4306,9.01,11.9448,55.0049,-2.3611,-1.558,-0.1704,1.0989
1721,82.8397,14.6104,17.637,49.2057,0.1086,0.2438,-0.1243,-1.9622
1722,85.2488,16.5631,19.4291,40.1367,0.9117,1.8657,-1.8225,-0.553
1723,78.3196,11.7348,14.9832,54.0299,-1.3981,-0.1001,-0.1618,0.5813
1724,79.2272,13.6586,17.2398,58.1444,-1.0955,0.4976,0.8477,-0.8948
1725,82.2593,14.1101,17.1532,63.1887,-0.0848,0.9172,1.2676,0.1578
1726,84.185,13.8718,16.4778,53.8314,0.5571,0.3557,0.0506,-0.2613
1727,81.3793,12.2432,15.0447,55.3948,-0.3782,-0.1717,0.1012,0.3433
1728,80.6882,13.8292,17.139,56.4842,-0.6085,0.8699,0.3352,0.069
1729,83.5856,11.0119,13.1744,58.5523,0.3573,-0.7867,0.2796,1.2974
1730,86.6004,15.5789,17.9894,36.6999,1.3622,0.7278,-2.0961,-1.3137
1731,82.1326,10.6642,12.9841,55.3358,-0.1271,-1.4502,0.1787,0.0424
1732,80.3472,15.3168,19.0633,50.0953,-0.7222,1.3909,-0.2252,-1.164
1733,81.9287,11.1175,13.5697,58.0373,-0.195,-0.5588,0.2007,1.3161
1734,77.2896,10.5959,13.7093,63.6313,-1.7414,-0.9336,1.2907,0.2982
1735,85.3687,11.0236,12.9129,48.2297,0.9516,-1.5773,-0.7802,-0.1546
1736,80.7262,10.3068,12.7676,56.2174,-0.5959,-1.3882,0.1874,0.4527
1737,78.7021,6.4109,8.1458,60.7346,-1.2706,-3.4074,0.4802,1.6866
