record_id,company_id,ticker,company_name,peer_role,period_type,fiscal_year,fiscal_quarter,start_date,end_date,months_in_period,scope,audited_status,currency,scale,accounting_standard,restatement_status,fiscal_year_end,metric,metric_original_label,value,unit,value_vnd_bn,value_status,null_reason,reported_or_calculated,calculation_definition,source_document_id,source_url,source_page,source_file_drive_id,comparability_status,comparability_note,confidence,review_status,extraction_method,extraction_timestamp_utc
MCH-2022-total_assets_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2022,,2022-01-01,2022-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2022-12-31,total_assets_vnd_bn,Total assets,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2022-owners_equity_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2022,,2022-01-01,2022-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2022-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2022-operating_cash_flow_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2022,,2022-01-01,2022-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2022-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2023-net_revenue_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2023,,2023-01-01,2023-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2023-12-31,net_revenue_vnd_bn,Net revenue,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2023-gross_profit_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2023,,2023-01-01,2023-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2023-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2023-operating_profit_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2023,,2023-01-01,2023-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2023-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2023-profit_before_tax_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2023,,2023-01-01,2023-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2023-12-31,profit_before_tax_vnd_bn,Profit before tax,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2023-profit_after_tax_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2023,,2023-01-01,2023-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2023-12-31,profit_after_tax_vnd_bn,Profit after tax,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2023-total_assets_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2023,,2023-01-01,2023-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2023-12-31,total_assets_vnd_bn,Total assets,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2023-owners_equity_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2023,,2023-01-01,2023-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2023-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2023-operating_cash_flow_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2023,,2023-01-01,2023-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2023-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2024-net_revenue_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2024,,2024-01-01,2024-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2024-12-31,net_revenue_vnd_bn,Net revenue,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2024-gross_profit_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2024,,2024-01-01,2024-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2024-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2024-operating_profit_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2024,,2024-01-01,2024-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2024-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2024-profit_before_tax_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2024,,2024-01-01,2024-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2024-12-31,profit_before_tax_vnd_bn,Profit before tax,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2024-profit_after_tax_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2024,,2024-01-01,2024-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2024-12-31,profit_after_tax_vnd_bn,Profit after tax,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2024-total_assets_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2024,,2024-01-01,2024-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2024-12-31,total_assets_vnd_bn,Total assets,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2024-owners_equity_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2024,,2024-01-01,2024-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2024-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2024-operating_cash_flow_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2024,,2024-01-01,2024-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2024-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2025-net_revenue_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2025,,2025-01-01,2025-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2025-12-31,net_revenue_vnd_bn,Net revenue,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2025-gross_profit_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2025,,2025-01-01,2025-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2025-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2025-operating_profit_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2025,,2025-01-01,2025-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2025-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2025-profit_before_tax_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2025,,2025-01-01,2025-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2025-12-31,profit_before_tax_vnd_bn,Profit before tax,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2025-profit_after_tax_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2025,,2025-01-01,2025-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2025-12-31,profit_after_tax_vnd_bn,Profit after tax,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2025-total_assets_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2025,,2025-01-01,2025-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2025-12-31,total_assets_vnd_bn,Total assets,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2025-owners_equity_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2025,,2025-01-01,2025-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2025-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
MCH-2025-operating_cash_flow_vnd_bn,MCH,MCH,Masan Consumer,primary_anchor,FY,2025,,2025-01-01,2025-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,not_applicable,2025-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,pending_review,Awaiting page-level human review of MCH source archive/OCR candidate,reported,,PENDING_SOURCE_DOCUMENT,PENDING_SOURCE_URL,,,not_applicable,"Do not promote to approved peer panel until source page, table and reviewer evidence are captured",blocked,unreviewed,manual,
