record_id,company_id,ticker,company_name,peer_role,period_type,fiscal_year,fiscal_quarter,start_date,end_date,months_in_period,scope,audited_status,currency,scale,accounting_standard,restatement_status,fiscal_year_end,metric,metric_original_label,value,unit,value_vnd_bn,value_status,null_reason,reported_or_calculated,calculation_definition,source_document_id,source_url,source_page,source_file_drive_id,comparability_status,comparability_note,confidence,review_status,extraction_method,extraction_timestamp_utc
QNS-2016-profit_after_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2016,,2016-01-01,2016-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2016-12-31,profit_after_tax_vnd_bn,Profit after tax,1410,VND_bn,1410,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2016-total_assets_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2016,,2016-01-01,2016-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2016-12-31,total_assets_vnd_bn,Total assets,6124,VND_bn,6124,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2016-owners_equity_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2016,,2016-01-01,2016-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2016-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2016,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2016-operating_cash_flow_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2016,,2016-01-01,2016-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2016-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2016,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2017-net_revenue_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,net_revenue_vnd_bn,Net revenue,7739,VND_bn,7739,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2017-gross_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2017,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2017-operating_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2017,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2017-profit_before_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,profit_before_tax_vnd_bn,Profit before tax,1138,VND_bn,1138,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2017-profit_after_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,profit_after_tax_vnd_bn,Profit after tax,1027,VND_bn,1027,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2017-total_assets_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,total_assets_vnd_bn,Total assets,6999,VND_bn,6999,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2017-owners_equity_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2017,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2017-operating_cash_flow_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2017,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2018-net_revenue_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,net_revenue_vnd_bn,Net revenue,8219,VND_bn,8219,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2018-gross_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2018,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2018-operating_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2018,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2018-profit_before_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,profit_before_tax_vnd_bn,Profit before tax,1405,VND_bn,1405,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2018-profit_after_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,profit_after_tax_vnd_bn,Profit after tax,1240,VND_bn,1240,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2018-total_assets_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,total_assets_vnd_bn,Total assets,8002,VND_bn,8002,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2018-owners_equity_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2018,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2018-operating_cash_flow_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2018,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2019-net_revenue_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,net_revenue_vnd_bn,Net revenue,7894,VND_bn,7894,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2019-gross_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2019,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2019-operating_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2019,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2019-profit_before_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,profit_before_tax_vnd_bn,Profit before tax,1543,VND_bn,1543,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2019-profit_after_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,profit_after_tax_vnd_bn,Profit after tax,1291,VND_bn,1291,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2019-total_assets_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,total_assets_vnd_bn,Total assets,9048,VND_bn,9048,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2019-owners_equity_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2019,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2019-operating_cash_flow_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2019,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
KDC-2016-net_revenue_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2016,,2016-01-01,2016-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2016-12-31,net_revenue_vnd_bn,Net revenue,2239,VND_bn,2239,reported_value,,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2016 comparative; 2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2016-gross_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2016,,2016-01-01,2016-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2016-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2016,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2016 comparative; 2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2016-operating_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2016,,2016-01-01,2016-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2016-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2016,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2016 comparative; 2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2016-profit_before_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2016,,2016-01-01,2016-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2016-12-31,profit_before_tax_vnd_bn,Profit before tax,1505.905,VND_bn,1505.905,reported_value,,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2016 comparative; 2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2016-profit_after_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2016,,2016-01-01,2016-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2016-12-31,profit_after_tax_vnd_bn,Profit after tax,1183.382,VND_bn,1183.382,reported_value,,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2016 comparative; 2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2016-total_assets_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2016,,2016-01-01,2016-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2016-12-31,total_assets_vnd_bn,Total assets,9367.702,VND_bn,9367.702,reported_value,,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2016 comparative; 2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2016-owners_equity_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2016,,2016-01-01,2016-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2016-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2016,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2016 comparative; 2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2016-operating_cash_flow_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2016,,2016-01-01,2016-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2016-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2016,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2016 comparative; 2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2017-net_revenue_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2017,,2017-01-01,2017-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2017-12-31,net_revenue_vnd_bn,Net revenue,7016,VND_bn,7016,reported_value,,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2017-gross_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2017,,2017-01-01,2017-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2017-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2017,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2017-operating_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2017,,2017-01-01,2017-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2017-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2017,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2017-profit_before_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2017,,2017-01-01,2017-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2017-12-31,profit_before_tax_vnd_bn,Profit before tax,560.639,VND_bn,560.639,reported_value,,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2017-profit_after_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2017,,2017-01-01,2017-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2017-12-31,profit_after_tax_vnd_bn,Profit after tax,440.105,VND_bn,440.105,reported_value,,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2017-total_assets_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2017,,2017-01-01,2017-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2017-12-31,total_assets_vnd_bn,Total assets,11307.175,VND_bn,11307.175,reported_value,,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2017-owners_equity_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2017,,2017-01-01,2017-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2017-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2017,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
